101.96914792;129.21928271;157.87988823;168.77934322;166.26984328;170.92948756;127.44945638;181.65924685;93.61912127;190.0691661;76.38901846;201.68932871;199.49925597;208.22960063;147.49950244;209.05911314;97.67983955;213.22963452;114.35992865;217.23944409;136.43933564;224.76994033;155.70977969;229.72904761;174.66978043;231.77937095;195.3197507;236.40906893;174.86942243;236.55979864;146.99939923;241.22942502;93.77983308;250.11948328;75.34988185;250.11948328;151.54924041;267.17989039;71.61957108;267.44940709;;;;;;;;;;;;;;;;
98.20913916;128.54910156;108.13958074;128.54910156;123.72928474;141.30967402;71.90950838;151.17915586;77.99948634;151.17915586;88.20974312;151.17915586;79.57944288;156.37972122;100.33973204;161.47935324;73.93916792;175.2692459;163.44905238;175.2692459;154.10922074;177.32988498;89.40995046;208.51928638;177.15999718;251.0392047;168.84948574;290.99981328;84.3492927;309.37967456;;;;;;;;;;;;;;;;;;;;;;;;;;
96.02949948;138.7697714;130.42952516;160.15985056;167.52986012;170.4595162;64.61995664;171.72989804;56.86903196;171.72989804;158.3390364;174.18989176;157.57920048;174.80912812;131.55930744;174.80912812;106.32916512;176.05956676;154.12902688;181.27969936;184.00992344;186.01920084;127.18975232;188.90996768;98.4894932;194.36941868;79.2592626;199.27943452;197.49950392;199.84981004;149.08938024;213.34936212;123.71963552;214.83911916;118.82956288;214.96974712;163.74962656;230.39980096;192.66926088;241.64976008;248.31976332;256.96912916;127.56967028;269.13946696;;;;;;;;;;;;
96.94941256;109.72995656;92.84965368;109.72995656;121.9493548;128.5193532;87.40993464;137.63946952;79.2393728;156.32901816;76.98979736;164.20902232;108.7794036;164.20902232;91.20915104;165.17954488;102.4290708;170.35965912;137.40981912;170.66918792;70.97994624;178.24964808;116.55955976;186.70976912;172.07904168;189.35973504;129.06951568;189.35973504;88.8597276;196.90924232;88.59912432;197.78990168;158.57959208;204.35990008;169.98922304;249.48919912;;;;;;;;;;;;;;;;;;;;
67.57975787;82.9898949;79.85975741;139.01925657;66.28953289;140.14944594;121.31991451;144.4197129;76.63916501;150.41955726;117.9790469;154.15902288;66.06985668;154.15902288;152.30917027;164.91918113;164.26909859;168.54930565;123.53953884;171.42994663;128.67956455;188.78933727;118.76928485;191.84989406;111.82910703;197.43921229;132.96971171;200.44907457;150.18994095;203.60903236;170.59994828;214.33937031;127.38933957;225.52993489;168.12983343;250.08993397;182.44954149;289.10979652;;;;;;;;;;;;;;;;;;
71.57970927;71.89920378;125.70964362;136.94967945;137.16964296;148.23948078;147.90903786;160.01996994;151.38963693;173.12919795;132.32945043;173.44968777;79.96917726;183.25946313;139.57928847;192.68903007;168.89913045;192.68903007;132.18911172;201.37908168;163.04969358;207.24942006;203.45927958;208.65977433;195.3992592;211.27943025;114.759243;215.50949775;167.27976108;230.09974704;125.66983122;246.71943342;169.73917209;267.11930718;;;;;;;;;;;;;;;;;;;;;;
128.22917965;134.0193769;111.50992275;138.6994123;117.379916;155.9991851;109.5698825;155.9991851;137.60919945;157.5891204;86.69935145;157.93922535;112.1792117;157.93922535;104.4090762;160.28921755;149.21951745;161.9699208;160.10967655;169.71910985;161.87915285;172.479054;103.10939885;177.49921985;125.62982495;177.49921985;116.6398081;180.9593739;87.7995388;181.94984175;145.36936045;192.99959285;153.5594224;203.639392;197.3793958;208.84907335;182.3298702;225.5793022;222.3395846;238.57906805;127.7494062;247.85934285;207.649141;270.8096699;99.5494998;293.14955755;;;;;;;;;;
116.32926347;133.00928536;111.79993384;133.00928536;119.26968711;161.87989671;129.41953479;166.02920551;166.16984314;170.16953744;151.16949337;182.7391503;137.45981802;186.13938917;52.67926545;187.52980659;114.71941145;191.47962939;96.63999527;193.50939944;184.01985042;201.74916867;144.90962269;201.74916867;88.09999961;201.74916867;101.41967983;202.84933396;85.18949887;202.84933396;66.89962496;203.96944785;98.70966252;217.99929823;;;;;;;;;;;;;;;;;;;;;;
82.15929018;101.90967369;116.80915554;125.06920173;128.52902139;137.75984409;113.30959068;137.75984409;85.25941578;142.74985395;64.40908386;148.74939189;89.17928613;157.88979426;64.51937679;157.88979426;147.48946905;166.30981488;141.90924297;175.94901951;144.71922861;210.11995521;60.9492642;246.44905527;179.76952686;260.79905973;68.10936198;266.16962988;143.6590254;271.04934681;94.02919416;273.0693966;233.83989057;276.27981513;128.93939058;326.80987515;;;;;;;;;;;;;;;;;;;;
69.11907156;93.08921496;59.39923332;99.08923836;103.98909108;114.5495316;98.10986682;120.5795052;105.11921196;123.18916596;80.42926542;123.7292679;81.01928436;142.02983844;84.92978214;158.27981862;62.75964576;158.27981862;97.27924794;165.00962856;86.55907302;165.00962856;160.03989204;168.5497422;150.6395226;173.65924632;128.91963756;180.28922226;157.17964794;184.98940698;108.8290434;191.90989986;84.4296138;203.72924712;176.58937422;214.76988918;134.89969416;221.84911812;75.79996284;221.84911812;264.9394692;265.23996954;217.49935074;306.03913032;;;;;;;;;;;;
