4.18982652;9.57931704;4.53972852;20.669211;3.67996932;40.57963452;8.33966424;43.93969344;7.08901452;47.20977756;2.6692524;55.759383;6.03930852;60.11916192;37.6194636;68.83971948;70.04938068;72.2597616;1.4196024;;;;;;;;;;
12.39999326;16.23960021;27.92929102;41.30979969;43.19930355;45.13947234;10.6793725;53.17930133;21.2395334;54.439964;6.29933963;64.89978847;6.1791346;68.39964236;21.36967273;68.56951889;53.40977709;109.57930272;4.32936794;;;;;;;;;;
6.8198566;16.2793354;41.9292297;43.3699319;37.2394543;46.7398962;21.2998129;49.2296534;28.0097685;73.7395746;35.1992921;75.0394037;16.2993174;76.3092598;48.7690683;78.659143;74.6597457;80.1298182;2.8594242;;;;;;;;;;
7.30912212;11.99964924;16.97946876;24.50905164;22.03909308;35.87924052;6.2896158;40.87901124;19.02945456;46.70974944;13.30944552;62.15995872;25.86972348;105.85907208;4.3294104;;;;;;;;;;;;;;
3.46924916;9.789416;30.30923064;39.43935944;23.149971;71.59958884;40.84983448;78.02963688;39.91983996;81.05936124;10.68944292;86.84910156;24.87910152;95.53970556;37.8390896;100.84996428;78.17947488;183.93913096;2.90985396;;;;;;;;;;
27.90931617;40.61980962;6.65944224;49.75961529;38.24997222;56.66998149;36.41982048;66.51974265;14.88915069;71.01944652;69.02997798;82.77901782;30.68939433;88.88981283;13.45928241;107.86942236;64.42970538;130.46950617;5.99927325;;;;;;;;;;
14.99976744;17.74969152;12.46951776;32.88925176;24.92905032;38.26927752;23.39931768;51.049335;22.18911144;57.28908648;13.21940628;63.92924448;12.46951776;75.57997584;43.9698282;105.2090598;70.37968368;113.97906096;11.73959964;;;;;;;;;;
7.75977669;21.9995214;16.81934345;50.90960999;53.43925523;54.0197149;3.10910584;62.61970946;61.96931489;65.80973997;14.75926111;65.92962837;49.67975482;81.57906085;20.78964763;94.14935959;24.47921314;153.13944774;2.24990564;;;;;;;;;;
9.29922635;27.82985245;19.94999745;31.639114;11.0497511;33.32979175;5.18973235;33.49935825;29.65917575;34.19956815;2.77989315;44.8194183;27.7191355;51.30982545;4.34987945;75.63962585;5.42912035;86.1497565;55.7594499;87.24994385;1.26975385;;;;;;;;
20.37922855;42.94939635;66.2192673;68.89930005;42.4992307;77.8097851;3.6991439;87.5896588;9.1490429;94.49985125;79.61943105;97.4094585;9.0891539;98.3596973;2.2099041;;;;;;;;;;;;;;
28.8493527;29.02922876;39.99969176;44.16945603;24.6291836;47.34990197;41.03941492;49.51928632;46.23901905;50.8792284;8.23970721;52.40916324;11.64944571;67.73914987;31.12943001;70.12992014;27.53981545;75.4293456;27.63963678;78.15911306;21.11962377;98.60963742;5.1294327;;;;;;
9.84903675;17.69943;20.8992483;32.5291659;29.51926845;40.2592428;31.3498668;52.799985;29.47949445;61.85950785;13.0896234;82.55988615;9.45925155;91.6492395;13.5490131;112.20941445;88.4991387;114.569007;83.8396146;126.35901495;6.57961395;;;;;;;;
