154.0394174;225.0296256;156.089597;235.4399156;187.699023;258.6493832;155.1392222;284.7298992;120.3190436;288.629026;201.889892;288.629026;265.6496806;336.6299268;357.2691984;369.5593178;213.3691046;422.5591502;;;;;;
186.519834;224.84985525;143.0794755;224.84985525;216.1890945;243.769167;148.85962875;248.31933075;120.3296535;419.34966975;;;;;;;;;;;;;;
198.40995018;206.38990947;199.81905264;227.2598862;219.89925816;277.5297651;238.01940414;278.87941176;230.81930676;385.90976106;;;;;;;;;;;;;;
143.14990228;198.88974889;208.41907614;298.3799063;176.87924221;329.7893651;;;;;;;;;;;;;;;;;;
201.73930576;208.90983192;206.9697243;266.1594483;246.4793633;277.5290569;117.80947288;281.28969694;119.00921072;341.94919944;249.88924942;361.06927392;155.39992992;366.95934898;;;;;;;;;;
216.55924875;323.62937325;227.719836;362.79958725;360.7598835;412.46958375;;;;;;;;;;;;;;;;;;
259.23966633;263.19930993;277.07906064;294.32950796;258.22975723;294.32950796;247.38973292;297.49922266;287.61911195;297.49922266;275.91916504;426.40961968;282.45957635;441.88922639;508.77920575;543.18910858;;;;;;;;
146.44922374;283.11915932;279.00958682;301.48919746;188.47944062;325.0696754;290.27927994;338.99938272;326.23928464;349.40930346;156.82925668;452.09979922;;;;;;;;;;;;
138.0398894;182.8796018;134.4298032;186.0698182;133.0699412;248.6899744;184.519377;248.6899744;127.6692046;249.3391348;246.7196634;254.4798102;136.3594176;263.0896226;;;;;;;;;;
215.14918932;291.269459;138.13941856;300.03952316;150.90975848;349.19908452;309.6495064;362.73992872;343.62904264;371.84913376;;;;;;;;;;;;;;
164.7698633;230.37996575;210.74923184;233.93913824;188.81942989;269.01984845;207.47993318;281.07999436;215.43901188;292.71977341;196.17983446;292.87915421;293.32940497;375.34975304;;;;;;;;;;
196.06987504;246.89995672;246.98986312;268.28968824;110.4999604;295.42943352;;;;;;;;;;;;;;;;;;
104.95999722;213.30953342;239.93906038;258.99948146;264.23940149;346.83921455;139.73918088;354.08911723;;;;;;;;;;;;;;;;
184.539936;280.95958016;254.73928368;284.66916912;216.72959504;338.02949488;352.5197368;380.04941632;286.76972016;388.7898448;;;;;;;;;;;;;;
166.70947516;210.2892624;155.27906958;220.05964645;258.80937703;374.76948064;236.90921268;434.25904933;;;;;;;;;;;;;;;;
126.22951473;174.61902766;164.05912292;250.69937486;165.07932716;250.69937486;133.81975519;253.64926774;;;;;;;;;;;;;;;;
221.36963904;285.67980672;207.7396992;320.61974208;297.27979776;320.61974208;332.11947648;352.64925696;213.00962496;354.59979456;170.15934144;367.42966656;120.059808;444.36919296;361.66937664;470.55999936;;;;;;;;
109.62934;118.06904355;190.4390382;200.44905525;170.75940125;239.74980815;126.3390362;252.9999379;167.43930985;347.54939155;;;;;;;;;;;;;;
107.84916988;127.8299716;117.44990614;149.59923392;151.9292284;270.25937688;295.05903082;320.3792367;112.28934804;322.15970418;229.22969278;331.2998369;139.08928026;331.2998369;280.48957134;339.59969288;136.25971578;420.69988668;;;;;;
169.08960864;174.63919296;142.04936544;179.97993792;140.45981088;219.83955264;203.30957088;222.98995872;181.46952672;257.80971552;274.76925312;278.30962464;147.07932576;302.01932544;292.31967744;401.85938592;;;;;;;;
118.289307;160.2798215;198.69957155;225.96913125;132.99979035;236.7899469;181.18940325;245.29942795;129.7393616;271.0296845;257.57958295;280.7091121;;;;;;;;;;;;
143.5894908;191.87907228;200.75906676;229.71925536;232.03946052;284.22961896;208.14942372;293.06973024;193.31985288;309.1895226;152.57916408;364.46963196;99.359022;374.41949328;;;;;;;;;;
167.01985362;208.0592403;205.41972378;213.0195732;193.25916546;213.82981086;248.57911578;350.55916434;205.53961098;367.7190189;319.0897734;404.0598264;400.91978082;424.78932234;;;;;;;;;;
206.09995866;237.51965348;192.70997202;237.51965348;205.69960678;254.94982481;272.43945434;276.05946775;249.1794065;286.73915144;181.67948495;297.95990475;;;;;;;;;;;;
183.46918581;217.75958427;225.83996103;242.37942183;239.68982727;246.12978321;184.6294599;271.2297675;172.9494318;282.3398025;296.99925216;308.75946573;302.42964405;343.5995694;312.78999321;346.59927885;;;;;;;;
168.4597471;179.7995689;169.4091688;231.5198829;162.3994198;243.2796981;157.6799165;244.6096772;206.7797083;271.0396844;135.679558;287.4795669;141.989318;306.2294131;96.8390416;357.5790287;;;;;;;;
76.6599951;106.4690497;65.8792303;175.8592264;212.5492161;262.0193706;197.8796183;296.2291046;367.059849;427.3097686;;;;;;;;;;;;;;
162.8695194;184.23908601;208.41989028;212.45943474;152.97966852;262.16920905;261.28958289;272.1392961;260.81906214;309.42930375;176.75929194;331.83995943;192.98978139;344.46972693;240.71940627;367.13991195;;;;;;;;
188.18998301;193.88923513;203.63958266;259.07966587;178.21928301;292.24919356;138.61965089;307.44952571;304.47925418;307.44952571;174.07944837;319.61976213;103.63944408;387.54914416;;;;;;;;;;
170.32971452;242.0893881;151.4195403;272.67940504;157.34990292;294.49960134;150.35909168;305.29987796;192.27911262;324.27962238;340.7399317;345.11987272;329.04915652;403.0996774;;;;;;;;;;
213.40944508;277.98973644;193.08987906;354.42963114;215.96982732;396.64918488;231.15971112;455.07920822;;;;;;;;;;;;;;;;
186.27969595;249.47941145;218.879065;249.47941145;208.12984755;344.42901075;305.19968255;359.2895381;345.82991625;364.00989415;;;;;;;;;;;;;;
150.18985989;167.249502;190.8997776;202.88985003;182.71959867;281.68905744;96.72982011;281.68905744;264.61977003;291.42984591;257.82947883;314.26991631;242.32948173;355.26919302;;;;;;;;;;
194.22955188;236.23938884;155.36916356;257.91961416;225.4196048;260.68926468;172.14969564;267.77949068;231.08980232;268.27927724;225.05963948;279.53934944;;;;;;;;;;;;
218.649699;235.14990308;177.8190922;267.09955297;201.28969272;312.53909947;253.65964486;312.53909947;197.89947265;342.02931516;220.9691654;373.79900645;130.5299712;388.80955323;207.47926879;416.57916475;;;;;;;;
147.13950406;170.58918106;144.76964286;170.58918106;274.31939982;318.39981388;296.22966278;349.99962278;229.74908168;373.95911866;285.05945146;387.98909526;138.70956922;398.98903504;;;;;;;;;;
145.3299246;193.9995988;230.7092746;256.6193238;167.7598426;263.2597212;265.9396978;280.019663;308.8094814;322.1493282;;;;;;;;;;;;;;
79.31911045;221.14929361;132.8796183;282.51931418;269.41919631;364.31936374;172.31985571;365.04975701;;;;;;;;;;;;;;;;
87.04997022;176.66907864;130.2692478;222.17966901;117.97920762;222.17966901;98.54935314;224.68905981;225.49963287;308.73971055;;;;;;;;;;;;;;
138.7795272;191.09933952;107.71953624;210.73935552;180.08902752;226.65967152;178.91955384;238.67975808;136.12911696;272.5895352;137.96912856;314.64991896;;;;;;;;;;;;
227.0594898;285.97987132;284.09970732;393.14921932;257.50924056;402.9092496;350.42991412;447.02977176;;;;;;;;;;;;;;;;
217.64923845;245.7893171;144.5492311;249.6790258;206.5293767;272.71921985;183.87994785;302.88988195;207.0796379;318.80957645;121.5897819;343.8295146;;;;;;;;;;;;
102.64975812;132.60917124;72.24970662;215.45917848;111.76927398;215.45917848;109.6899804;294.12961578;145.10991222;305.099613;;;;;;;;;;;;;;
161.68980531;182.5697181;176.63997681;211.95988033;171.80954186;215.89922585;108.5293638;243.70950527;150.56944342;299.60933134;144.15912566;301.69939492;183.08976697;304.45950249;;;;;;;;;;
218.13986233;223.18942854;178.42932276;240.81947422;234.96908695;254.20976152;190.91993453;274.54981762;174.99937221;327.31913253;301.39929079;346.8693514;;;;;;;;;;;;
152.45944999;203.34988594;150.76953706;257.35978038;190.38992685;268.91989361;;;;;;;;;;;;;;;;;;
260.65994966;267.35984572;175.98965184;312.25941698;238.2296028;336.37944154;253.53937868;342.25991868;190.08923968;370.59965162;162.34961646;437.62951488;;;;;;;;;;;;
162.139986;198.78942069;186.81985107;218.85999183;197.64984249;247.10953563;258.23941605;284.46970725;139.23946233;294.83986887;256.57903062;301.13953713;;;;;;;;;;;;
145.9297592;149.5799897;168.90982256;269.37906482;179.22979396;270.73983102;251.55998042;297.7396176;144.5292626;297.7396176;292.16941552;308.42908172;275.20950102;315.82986198;133.15941538;332.3894927;146.89918096;334.02936496;;;;;;
168.48958772;237.0497208;248.3590796;301.40980228;294.89922584;301.40980228;119.03919296;309.49912152;;;;;;;;;;;;;;;;
128.93938902;141.27995988;237.49952796;266.77941354;230.61965724;306.12959154;189.90948186;306.12959154;277.07949522;350.55978876;;;;;;;;;;;;;;
163.7594154;166.6393778;169.2597042;187.8696138;211.049117;271.8498766;181.6693064;276.1897922;150.7496546;317.749527;;;;;;;;;;;;;;
219.19986976;278.94916488;246.31963712;297.69927272;293.8190476;302.29920096;365.29960312;366.8495032;;;;;;;;;;;;;;;;
160.98960818;236.08961516;264.35952968;267.569162;158.27998388;305.3591893;142.07912522;312.48904418;168.57955028;349.04951084;;;;;;;;;;;;;;
170.85952008;205.13949051;282.80901519;346.8596034;287.50901517;381.01906101;;;;;;;;;;;;;;;;;;
233.93983424;267.85927532;103.21925054;286.90916898;198.48966046;286.90916898;185.79903874;376.19925056;315.05969236;376.8294936;387.96943822;389.57994852;268.13949414;435.44907686;;;;;;;;;;
111.1791825;151.199352;194.809698;220.5499725;127.139355;222.529842;218.7997245;249.9198435;140.069115;284.8095;169.7494185;327.099276;;;;;;;;;;;;
127.48978848;143.36903328;163.6599552;275.61960288;107.75942784;286.7590128;198.7997664;299.09934048;180.41993952;304.87950528;137.25971328;311.7897696;173.84980224;384.24979584;;;;;;;;;;
110.04970712;184.82982664;116.66993712;220.37921264;157.93920184;295.74990664;163.59912376;304.61951592;;;;;;;;;;;;;;;;
149.39925264;168.86919332;185.23998244;266.97936412;227.28987918;273.00977184;184.51901984;356.73920782;256.44935968;357.97965854;;;;;;;;;;;;;;
