36.10903748;41.89963106;73.84981878;102.15906228;142.72930492;166.69926076;134.94999308;179.50937632;90.3993879;181.67950782;15.849275;;
29.74927254;80.94924758;21.68976004;168.14970104;166.7699125;231.79951502;8.32932018;;;;;;
22.14984513;42.36997983;8.2399693;92.93954638;2.09989416;;;;;;;;
51.53911776;70.66949168;36.24983136;115.879556;179.50985232;224.25965776;127.38997872;277.69907184;3.16946512;;;;
36.8993372;172.90944812;78.2893562;189.33953956;70.97933288;221.52980912;16.09956152;;;;;;
6.95919484;114.63984389;67.97906206;188.6497418;10.13999857;252.64955144;3.71943182;;;;;;
60.37961656;74.67942592;90.81925512;123.08999101;159.57909135;164.06909666;141.6398893;194.39968232;234.02950618;283.54943668;49.36923922;;
90.20994502;98.34930638;27.6191994;171.45912524;84.03959382;195.63943464;19.29905068;;;;;;
126.67985927;166.48928355;119.36943037;194.2599374;35.97967708;228.27986103;108.28909407;235.4097732;22.29930147;;;;
41.6294928;231.1898888;60.3194376;271.4691236;34.369754;312.0193992;28.9796032;;;;;;
21.6793452;71.24951736;23.85916272;91.06941072;28.38991296;102.80981472;129.29939832;308.69942592;20.15927184;;;;
79.89990672;125.849112;72.37942272;200.62937784;10.48964724;;;;;;;;
24.32929612;48.7790343;48.61910304;70.11998521;24.70937967;72.93951409;20.9194037;76.93977005;40.19901837;124.93987988;2.59937659;;
217.2795935;221.4993395;21.6095;244.98984825;206.28919825;258.44962;13.5295115;;;;;;
96.39968034;97.62981147;135.98957967;144.83987973;79.16905089;191.69917986;130.00991127;197.47952598;16.82905368;;;;
52.9493601;201.1095177;145.68995805;215.28999765;7.3896732;;;;;;;;
49.41919188;96.82977249;151.02947907;195.46938225;29.52986544;;;;;;;;
5.0299106;104.6593702;3.0290568;;;;;;;;;;
30.5398859;91.0499649;114.11955615;150.44934075;146.9194213;160.69985495;95.5798139;293.54905095;13.0594162;;;;
12.47988384;96.13934784;80.99997888;103.67933952;45.88923264;125.03935008;89.4594576;162.65913792;193.44958176;205.99973856;10.88933952;;
56.62927092;71.06911604;64.37930671;122.09975232;49.10984936;135.15990538;21.61983448;156.05994393;16.62918281;;;;
34.699546;47.949566;33.20954;51.259586;18.919796;86.569448;6.949054;151.919978;4.649932;;;;
55.89923968;76.04970592;28.86980059;277.07985349;108.28985503;601.73951789;5.04955404;;;;;;
149.9099313;194.55988995;17.9193138;255.7195821;3.27964935;;;;;;;;
34.1194029;57.3894988;7.7396955;66.6790953;71.23953185;179.47951675;5.86902385;;;;;;
41.03927344;157.88953488;53.76931296;241.28986464;16.73999712;;;;;;;;
53.8093784;179.86924928;92.09913536;226.34953072;14.79944416;;;;;;;;
115.8195462;169.3096104;85.3499958;204.9198081;158.5797099;249.7794078;62.5394256;;;;;;
93.06912104;102.76978117;104.49979827;130.89947262;84.62973036;144.5192497;16.53954337;;;;;;
64.339685;67.859995;31.58926;226.47991;115.019015;289.629575;18.0095;;;;;;
11.97912105;72.72904665;2.92979895;;;;;;;;;;
41.09901255;73.66914768;62.07933546;188.84973906;36.12996255;207.1199421;32.85933384;209.31924363;23.41913265;;;;
53.69931178;93.38938722;81.24908844;196.28911364;37.1595067;263.02908828;17.61946244;;;;;;
21.66903417;41.79970884;2.03956695;144.0499986;1.49965239;;;;;;;;
33.28954156;42.11953064;23.65960256;163.93949044;56.95998088;223.23922632;17.45999068;;;;;;
161.98952581;169.24912935;49.90952442;189.89931254;100.64977461;221.66982481;22.77948029;;;;;;
23.13927312;29.96983905;60.74951301;87.27978396;17.51999025;152.36989314;13.79990406;;;;;;
51.80954536;80.85982008;166.60902668;187.15983728;45.77992668;211.26943476;1.01989624;;;;;;
45.42941364;92.81906244;12.04907028;99.58943592;11.43915344;;;;;;;;
20.90964555;54.40936965;12.329718;116.7193353;7.7090664;323.94937475;5.40971365;;;;;;
134.3394688;203.0698346;43.3499892;203.3499734;40.9191394;211.3498236;22.719058;226.4693716;16.1199018;;;;
28.51926495;57.25956535;21.11979495;72.2396975;92.4990669;145.6993589;9.10988595;;;;;;
57.15955104;60.55906524;1.00991416;;;;;;;;;;
47.42962672;187.92906544;82.90979424;193.58917888;35.59926512;;;;;;;;
42.87982282;112.50903713;46.1992429;168.04962167;83.64918701;194.02985497;156.49931343;252.07990517;19.54935441;;;;
41.64986844;111.1194972;56.11913772;130.36917984;18.78976236;231.74959428;8.4597756;;;;;;
31.219075;126.2494534;97.7397568;254.9293786;169.049469;269.1293202;49.3897914;351.7498126;17.3097016;;;;
35.46991448;102.8896022;139.87971228;145.77984806;25.41984214;167.83946564;27.10982582;169.77919574;157.45968854;250.86978532;7.42921564;;
84.16942177;153.21995276;93.84986982;191.4499762;83.32981657;192.0197083;192.2995767;205.61931348;69.21945156;269.80913008;31.19932942;;
93.11933688;101.88904386;128.56999413;132.31951719;146.87941686;208.04973333;62.99920929;;;;;;
