4.17991294;11.96988702;10.35930588;26.42912664;13.14958022;28.86949198;10.30931888;32.55953232;26.26916824;45.04928414;5.55955414;47.64960788;4.89972574;51.09971062;3.8290042;55.92945456;23.24995344;67.04956258;32.11964672;69.02904778;30.55905258;76.75903746;33.25935032;103.33912484;2.7592824;;;;;;;;;;;;;;;;
2.99952404;12.89975069;10.46937735;21.87935112;15.18933412;22.03911272;11.34906466;22.71909803;7.1693018;24.49944136;5.27912237;28.08908481;3.14930054;29.19942793;11.87927347;41.80961072;36.09913203;59.60904998;49.95944934;70.94912805;8.63910852;71.94963507;3.33901744;135.00953561;21.78948522;160.8399908;1.14928501;;;;;;;;;;;;;;
15.40921174;22.90993389;7.67962012;26.16907512;5.45988609;36.6990696;24.96975912;39.94921596;5.95960109;41.91909249;15.22931434;44.61955235;17.22917377;47.58985831;2.56953453;50.82901094;50.89997047;53.7393511;2.21973403;60.64941012;13.33939221;61.89969705;93.66957789;107.55965603;1.80996773;;;;;;;;;;;;;;;;
11.7194831;33.68989;2.779166;36.8299477;32.8191513;37.2298277;19.9190225;38.6394047;31.7294783;40.0999664;16.2791148;40.6697954;33.1990373;40.7797624;14.4896518;46.7099828;8.5394374;47.8496408;5.0594817;55.3893782;32.4692563;61.2196286;5.5493347;63.7598663;66.759966;91.7394699;1.129661;;;;;;;;;;;;;;
8.71947062;12.06949883;10.82985843;21.99961826;11.31971633;26.44932747;9.11935462;27.26908967;8.30958952;31.62982469;21.31981546;32.01971159;18.84953205;32.32962169;7.68976932;36.6093802;3.299043;40.06937651;2.799188;60.30950517;9.64920092;63.44959428;33.29934039;73.01981811;18.44964805;87.21969895;2.5292663;;;;;;;;;;;;;;
19.39989246;21.84917748;4.67926084;24.89956908;1.93988956;25.91935686;15.55998774;42.9098387;33.77959796;45.22953192;11.95932942;54.65982752;15.50914788;58.8795359;15.17918722;60.98988852;8.96974628;61.05966872;27.63993722;61.43947238;4.62941784;61.9797705;1.6398347;66.52943954;55.36959184;83.96950524;1.13941098;;;;;;;;;;;;;;
2.4694566;23.5798113;19.24976412;35.73913566;34.11949206;37.75969104;4.5190056;38.37955464;37.29979224;40.38911244;11.46947616;40.57907064;19.22976852;41.72981742;1.99956;51.50966538;68.08901712;79.62947766;1.3796964;;;;;;;;;;;;;;;;;;;;;;
3.5399292;14.7697046;18.2796344;31.8793624;12.2797544;31.99936;9.3198136;32.4293514;10.8297834;39.4892102;16.4596708;39.8792024;32.0293594;39.9892002;13.949721;47.1090578;14.7597048;47.399052;28.5594288;49.349013;6.3398732;49.599008;9.7298054;55.20989578;10.5597888;57.19985598;34.5293094;57.95984078;19.4696106;88.74922498;56.21987558;90.12919738;1.2899742;;;;;;;;
6.52941708;16.36998876;17.2599552;21.8596134;9.50995564;27.15945844;2.96955132;32.50924548;4.8293914;33.95956116;21.6198918;38.25956736;12.52944896;42.80928356;7.91980236;49.18987348;33.51907272;53.18922884;1.67905004;;;;;;;;;;;;;;;;;;;;;;
10.68915052;13.15926096;8.12907248;18.40937024;15.1095586;22.21999792;9.70950332;22.29996912;8.00911568;25.19992476;19.54995948;25.28989236;7.20940368;26.61941356;7.84917328;31.32971724;5.90987168;31.59962004;5.53900524;42.809583;32.25938244;43.1994426;8.59990292;46.04941624;17.66963664;47.68982548;53.62968636;54.17948836;11.59982256;59.11970924;58.0990768;65.71933252;5.31908444;;;;;;;;
13.31913633;16.64917034;25.58957687;25.92947827;16.41923704;26.05944057;4.04982521;27.03915637;25.07972477;39.57951861;5.87929451;41.36999922;8.53952282;41.60992962;9.88913132;60.04958057;52.99962565;61.59913107;55.16999606;69.3898711;24.72982627;82.22914663;61.45917167;85.61916324;4.04982521;;;;;;;;;;;;;;;;
6.59969844;17.77975488;9.65957673;20.9899884;6.21932958;36.68966331;37.4195334;40.41966789;4.15916421;44.16958707;45.07968429;45.96986691;23.84972496;50.05933002;26.89964595;53.13912291;7.58945406;68.67948102;7.84933959;68.69939562;23.59979673;74.19980814;2.32901247;82.66948752;1.31934225;;;;;;;;;;;;;;;;
13.78934405;16.90906444;7.67984997;19.93982132;8.78939487;34.99964426;9.39914477;43.13930563;11.27937356;45.12948932;4.16928989;51.57984359;20.98939082;52.83932699;3.55953999;59.19971816;8.09967777;67.01951073;11.46929566;72.05944351;77.01940909;82.77904667;70.71999291;87.65904505;52.31954019;87.70902455;55.62918268;103.37959698;2.48997869;;;;;;;;;;;;
2.9696436;19.90961056;37.39951152;42.4599042;26.98976084;44.6396426;3.5295764;47.3393186;26.04987364;54.89941128;12.71947348;58.18901648;30.17937804;64.02931556;20.66951936;65.18917636;52.36971488;75.11998452;18.75974856;84.4498648;2.5596928;;;;;;;;;;;;;;;;;;;;
6.72938719;30.64932708;31.21968185;46.05989344;14.99903192;46.39950924;8.38950913;48.03965378;12.71961058;54.31954947;6.66945499;55.71996521;23.04992412;55.89976181;11.39910444;58.12923965;4.27915908;59.85928249;40.19952315;73.71960261;3.75974668;82.59955691;2.46920664;;;;;;;;;;;;;;;;;;
21.8099164;28.74952608;12.19976588;28.87940648;13.97912736;34.15954428;15.42979152;35.75907136;5.8895766;36.45942644;3.87942764;37.94905472;12.59939788;40.71950356;36.07977604;50.21975528;42.85953292;51.66942036;4.56979192;62.43950276;50.87914808;77.48964388;2.62957856;;;;;;;;;;;;;;;;;;
16.30997047;16.45975897;7.2797211;38.97996065;7.03906091;39.45928385;14.2698511;40.51978643;4.85913894;44.53911118;22.20964019;48.83903972;47.87939473;49.9494718;38.54956836;53.83997844;37.93942987;56.24957611;16.70940647;60.73923675;63.31959331;100.74974228;19.51943873;104.37961693;2.67921697;;;;;;;;;;;;;;;;
19.4196116;30.9193816;17.7796444;33.749325;33.7093258;36.8792624;9.0598188;39.7392052;10.1597968;44.4591108;49.449011;51.40997178;6.5598688;53.34993298;34.1193176;56.23987518;36.4892702;63.76972458;53.75992478;65.02969938;58.99981998;65.21969558;62.45975078;68.19963598;10.249795;68.99961998;24.1795164;73.60952778;55.85988278;137.14925696;1.0099798;;;;;;;;;;
5.3790765;28.8791979;4.7297915;32.8797924;13.5091236;33.8297463;8.5895411;37.3998149;41.5192785;42.9796703;35.6797091;43.7897782;2.6291048;49.5094796;2.6091268;53.0695592;5.2791865;72.1495481;5.8695364;79.5493993;61.7599892;85.3390237;1.1697119;;;;;;;;;;;;;;;;;;
23.7690468;27.31992876;7.61987124;29.4392772;4.25966076;38.1692358;19.19991924;38.55956328;34.9398;39.02975316;38.2490982;41.35973868;38.47970088;49.05947232;6.72940548;50.88931956;16.07929596;52.05930372;30.39962256;53.61961536;5.98968;54.71971992;11.7098244;59.67917496;3.2094702;63.22905864;1.41955416;;;;;;;;;;;;;;
8.249742;14.309676;16.279704;19.799181;8.259732;32.149818;25.829145;41.389569;14.679306;45.469485;1.999998;51.349599;22.089888;55.559385;18.769212;56.829114;23.029947;60.40953;16.429554;66.119814;4.099896;67.539393;7.189803;70.50942;1.959039;;;;;;;;;;;;;;;;
5.44903686;5.92959915;10.24966431;19.78997472;15.32903787;22.079889;8.76901293;22.3995978;14.35992057;22.779252;21.92902641;28.02946995;8.14957713;31.52928222;3.88945737;35.08903989;12.39970599;38.00937996;9.29952972;38.65978755;10.27963701;38.86959645;11.589444;49.20917886;37.00929087;52.95976272;41.18948343;62.40915594;50.84968464;69.06908988;8.00970453;105.54986214;2.66956848;;;;;;;;
9.64985112;23.68962624;21.69919479;25.20913857;23.32945293;33.33947736;29.32968087;39.2898198;4.94963931;39.78967251;14.23931712;41.97964596;7.25933796;55.41979737;4.10956749;55.89969588;36.42938523;56.26984629;16.58992188;58.03978383;27.47992653;69.68904579;32.75980785;79.53943662;3.67955448;;;;;;;;;;;;;;;;
12.24920706;19.89972549;16.36917729;24.27999885;16.31931079;32.06914615;8.89917559;38.64952949;7.6993876;39.13921852;13.39912855;40.23927351;21.24911298;45.46927203;22.4997648;48.21990817;7.87990433;49.84954539;18.15938464;58.90929111;4.46903573;62.88963514;24.81955438;63.29953777;91.91991678;92.09943618;1.03921786;;;;;;;;;;;;;;
