60.1098761;83.69954544;44.7891212;83.69954544;67.27953012;116.76921268;62.74969858;116.76921268;89.0191272;116.76921268;103.65995808;116.76921268;78.72941068;121.33997944;130.17999012;131.82937996;73.59952872;143.41903932;61.86909214;145.24914318;65.04905984;147.64934486;121.41985304;150.93913876;115.21966484;153.14964064;99.22996854;153.60991226;103.55911766;182.47922656;62.93939838;186.30916568;89.87976524;188.58955696;178.61933484;196.62983322;181.56966594;197.31974144;100.03968716;218.1996989;;;;;;;;;;;;;;;;;;;;;;
89.9594694;116.49989085;119.69916915;121.57956945;126.34951155;129.929466;102.1890654;136.10920875;109.89950595;138.7599537;130.4590155;144.2492838;144.79981545;145.53918645;101.5795839;149.69964705;135.25993125;159.51929325;65.55922725;159.9099609;76.94953725;159.9099609;83.1192885;163.60981335;126.60929055;180.75922395;149.89947705;182.1690246;112.51927725;182.1690246;78.3693294;189.95939715;105.8199765;221.3996502;109.92948045;241.89921075;239.03964345;244.30916055;114.46961805;247.4594805;68.6196237;269.87940735;190.07929515;304.67980185;;;;;;;;;;;;;;;;;;
94.0398225;148.50908457;66.64904046;148.50908457;143.5192368;151.55926746;112.0595487;157.24954977;95.24911974;164.78969766;143.63996697;170.2993836;102.22951866;170.52986847;111.9298386;181.05933528;125.23909263;187.14972336;155.08937772;193.28999994;133.88975853;195.59983749;169.56901596;199.92916152;125.77988397;200.01995859;150.07957455;200.11973559;91.17921591;202.99929981;82.42977078;203.47922718;195.66968139;205.68928773;128.65944819;224.61997794;209.64943686;289.93998876;;;;;;;;;;;;;;;;;;;;;;;;
119.57932545;122.3491365;130.869327;132.2597262;101.77981845;132.2597262;100.46932725;146.78999715;126.15974925;146.78999715;141.77976555;168.6897834;137.9192103;169.96931025;97.3998612;177.5296059;147.769869;179.3395221;128.25933195;192.04988835;123.5297772;199.67910465;198.0799458;199.909839;102.27924345;199.909839;116.33905605;203.8093494;198.99988665;204.30977325;158.8391247;214.62989145;84.1291401;214.62989145;162.73963395;216.31994565;29.04955455;216.84933615;148.88957985;216.84933615;114.8297937;218.64926385;184.08905385;219.0997452;182.949366;220.9895694;82.3591779;220.9895694;79.77914835;228.1792917;127.0297476;237.71930805;;;;;;;;;;
106.63998048;108.47980044;149.91998076;169.72960356;139.129551;173.79986976;141.07970052;173.97977652;147.89926008;173.97977652;129.09950064;177.95959236;178.05998232;187.18950492;124.51933296;189.98949024;139.0599738;189.98949024;112.25983032;191.0192328;105.83984268;191.0192328;107.25921756;191.55994704;107.21945916;191.55994704;174.68946396;196.42935708;163.32949512;201.699333;114.71988132;205.12948896;105.4690956;205.41972528;155.47919904;205.64933004;101.74969728;207.33906204;147.19951224;208.68985368;78.63913332;213.61989528;103.7793636;217.04905728;159.41925648;240.94981944;143.68983948;249.4193526;;;;;;;;;;;;;;
108.02916084;150.83989796;148.78943024;150.83989796;136.74965768;155.96905628;121.48971424;158.78969482;157.63991846;167.39906876;129.81911664;176.949984;174.2897562;186.5497199;149.32944652;187.18937018;180.56968722;187.80909366;107.80996604;206.41972852;201.6392892;206.41972852;121.1698891;214.48908618;76.10941626;214.48908618;196.71936228;223.2997208;147.1793448;225.62916372;216.77967184;226.48900514;170.78961378;226.48900514;167.81952424;226.60956228;122.6893076;227.17946876;100.829608;227.5192207;146.94919026;227.5192207;216.4698101;231.17977386;219.58935064;233.99941606;141.50917386;243.58918856;195.16905724;265.18983976;205.02983422;291.88975908;;;;;;;;;;
132.2599751;146.25986925;140.58955735;152.0790843;120.0798973;160.8094059;99.1195304;173.5791002;163.7095196;176.2893374;154.4695295;180.66948845;163.8294416;180.89933895;92.579784;192.0390934;170.0194155;198.1591128;163.9893376;198.49989115;156.8899552;201.2790835;133.7490066;204.48999505;166.7195618;204.48999505;139.6591625;212.8095838;132.7896306;212.8095838;144.8997539;217.01984535;90.1693518;217.38960485;215.9295545;226.06995895;97.96927855;228.6492813;150.38918345;238.78968575;73.8599598;242.47928595;183.24981015;242.85903895;149.1090161;248.56932485;88.93915195;263.32972435;;;;;;;;;;;;;;
103.809736;124.58943425;123.13943275;129.69934325;78.17941375;130.7893375;92.959656;133.699313;71.06902125;144.3399705;106.7596015;147.05947125;69.939137;147.67976075;67.059079;149.14970725;103.59931625;152.3299375;67.6594235;155.90906775;102.309872;155.90906775;127.34982225;166.76912025;77.1093645;171.4891045;125.33936625;171.78927675;97.499138;174.179685;67.25952625;174.179685;77.49928925;182.54960425;94.5692175;184.59995025;179.2397315;217.55906275;182.2394595;221.46928;96.589646;241.7992185;116.969447;244.4199915;;;;;;;;;;;;;;;;;;
97.36938099;114.13989915;114.69964812;140.10985671;116.12945253;145.24936998;94.43992827;151.52933436;90.33909357;154.13950068;114.68967042;154.13950068;129.35988273;165.12993723;75.75967833;177.65993289;94.289265;182.55998136;109.20991758;191.54988906;126.16901427;191.54988906;95.50953771;194.95926915;114.00919128;195.25959792;132.03989295;195.25959792;126.80958261;196.25936346;104.42960151;200.61961836;61.07948832;200.61961836;156.47927133;210.3698268;169.98907713;227.62925226;117.83963031;245.16905109;170.47997997;255.3093876;;;;;;;;;;;;;;;;;;;;
44.00966251;49.92952332;77.38996157;82.26937411;109.73980706;116.33930747;113.539792;120.01935601;117.86949604;123.56947345;98.23990524;123.77936215;125.69934402;140.53947458;103.20927008;154.32916217;144.85918392;168.41969023;142.97918085;174.75932844;85.51965055;174.75932844;92.38900786;181.65966932;74.72937243;181.65966932;156.23914934;181.85956332;119.31972701;181.85956332;103.44914288;181.85956332;87.76945752;182.24935662;91.90926226;184.32925369;34.29981146;184.44919009;149.91950053;192.96967184;67.67911105;194.24999291;154.49907207;196.75966208;53.72950826;225.67932653;57.5294932;260.66977176;108.88925809;310.94910958;;;;;;;;;;;;
108.5491309;123.23951725;93.26901005;123.23951725;89.6496395;127.13976135;124.18908975;134.1496055;92.30944205;146.28914025;88.41919345;148.7090508;124.3899993;157.93989505;79.06940275;159.37924705;97.16925415;159.37924705;81.9491063;159.52917955;93.7597891;162.64977465;67.3196925;173.7697684;162.91965315;176.25964745;145.79936075;183.7092936;86.2191839;184.83978465;131.88962295;190.58919625;81.3593718;193.41992185;101.12947125;195.6499179;201.009505;269.44969305;;;;;;;;;;;;;;;;;;;;;;;;
117.6895596;143.19969;131.9495706;153.0897621;87.3897843;153.0897621;138.7398141;154.0990551;154.0890621;154.0990551;136.4594115;155.9997237;148.0792719;163.0697712;103.1897166;163.0897572;92.5691562;163.9491552;191.9095692;194.7595728;129.749112;194.7595728;170.9392587;194.7595728;112.8399567;196.9190601;160.3496766;196.9690251;152.6890428;196.9690251;138.8297511;197.6795274;107.6296065;202.0194873;54.6896904;213.4794597;212.5990764;228.2990787;162.9998202;235.3991052;104.3199249;252.8598741;206.2595172;252.8598741;243.679305;261.3799059;;;;;;;;;;;;;;;;
