12.37961556;55.41908268;7.99935136;73.33970748;61.83914152;95.47977036;49.50947196;112.70914252;11.88914584;114.67901276;5.4091518;117.84958484;48.43962864;130.43997252;3.58911956;;;;;;;;
67.83982092;68.29976184;4.89920084;68.87981472;3.23911684;87.80965492;80.64981028;94.46952132;15.30988056;99.8394048;22.79978896;100.70948412;73.31907464;214.24946452;1.37982276;;;;;;;;
78.29948101;81.72906123;30.84934217;83.12909253;53.4494219;88.99929469;88.16920521;89.70923964;73.88987888;101.90937055;20.92997147;114.23957529;26.44966934;126.4694941;23.19980945;131.86904744;26.40995214;165.65944827;1.56982233;;;;
4.3992735;25.9891701;14.4392046;41.1694101;6.8790456;66.6692172;8.059509;69.359715;64.6398588;71.3191644;54.8895507;84.2892813;117.1495074;128.3599149;12.3698982;136.9097856;3.0799908;;;;;;
17.199091;47.01970875;45.3799395;56.709436;66.6999375;89.95947975;39.83909825;98.48907775;21.19908875;142.87975975;12.24980575;;;;;;;;;;;;
23.90936061;44.06968759;15.89902761;52.86918673;16.07901287;68.51999291;4.60940273;85.08951506;28.67995893;94.47940541;69.26960185;101.12995966;69.18949852;109.8997909;117.91902427;138.5392037;2.89954276;;;;;;
29.55986085;37.66981023;36.86955168;52.84986993;18.52921629;53.09939154;33.15953316;60.31961247;39.07945821;63.80993268;19.98956388;66.98909646;47.04923808;140.61984183;5.32942371;;;;;;;;
26.51962819;41.70912537;43.939841;51.68932131;10.83915536;61.54950098;5.13987034;107.92934218;93.61963369;111.15986277;24.63904267;133.54934428;88.91916176;165.43994852;126.80958763;182.80957596;4.67964266;;;;;;
24.76983177;57.16983933;2.5490565;62.30993679;5.66990136;77.46932574;70.97972778;89.78976549;44.22962898;102.00924261;10.89996552;119.15989452;74.07958041;126.83905218;1.99926;;;;;;;;
65.46912134;100.76913969;39.17917418;106.68927295;36.31900855;111.1998031;83.54920432;114.48954303;85.81995405;124.17994003;17.70945027;128.97918407;43.15923002;135.48973224;2.02998832;;;;;;;;
20.64932796;61.35974369;10.40955433;86.20964591;8.99937581;115.14926558;32.06957681;130.46947698;7.9297574;140.91997842;64.62952023;158.31950404;7.17972619;;;;;;;;;;
20.7996239;27.25994675;24.2099875;31.5997742;38.30968455;50.60935655;15.71902075;51.0596124;56.72924205;56.8899764;54.529877;82.3399146;11.4790283;94.8791906;48.7294635;111.5296719;5.2293573;129.5199389;2.7095219;;;;
