109.66901484;124.90913404;159.87962222;182.74977492;139.60966525;202.93994069;142.40933898;211.57933287;140.42951983;238.81905116;166.49929965;238.81905116;115.22946409;241.86906978;221.9292489;243.97954702;219.07970567;304.15906745;302.95920728;314.59974597;221.01962922;329.50972908;213.01956403;368.53959456;;;;;;;;;;;;;;;;;;
121.43931744;121.82931648;105.2099712;149.54917152;82.70971968;176.78925792;79.07903808;180.43988832;149.92919616;185.93977248;96.49932768;193.61906304;99.08967936;193.61906304;133.49936448;208.24951296;148.3592256;214.95929184;175.16941536;216.71977344;126.949176;244.26906624;222.86998848;255.98998368;;;;;;;;;;;;;;;;;;
153.93953265;196.33974636;109.89912303;196.66958466;133.88936205;200.38976088;133.00979325;207.68918241;171.60986994;220.40994618;123.9092547;225.4194903;135.47958246;243.55959729;238.41911736;259.00902336;217.67928486;262.00955238;269.90967942;275.97970365;219.98915247;279.75985047;219.66930927;279.75985047;252.21935193;301.85901657;;;;;;;;;;;;;;;;
106.45923484;137.39926774;116.60908098;142.05996224;81.6394166;149.76929926;146.33982566;160.81938222;149.41937332;172.42974546;174.6190257;180.9097171;141.8396385;192.4492976;153.1997698;194.66948298;161.3996013;200.6192209;136.05938038;202.77958988;141.9891795;205.03965286;200.21944796;205.84916814;166.54979334;206.06949188;71.61917266;210.70925064;100.42974172;214.48964712;134.78927882;221.03954292;158.2093933;224.62952386;304.7396345;351.63967986;;;;;;
49.8296021;54.54979095;97.2491476;185.6990163;112.93924925;190.1095386;160.30932725;213.0090337;185.6198683;224.879255;121.3892876;224.879255;129.5890204;236.929538;197.3298149;242.5193655;90.84904245;243.2495058;221.3393607;258.01951195;235.4395769;258.0897558;132.98941635;274.18944835;127.8695301;274.18944835;244.9294221;351.67929775;;;;;;;;;;;;;;
116.3392956;182.599743;134.0599164;183.2598918;105.6794832;183.2598918;157.2893994;204.6491106;131.279139;243.42987;137.229426;243.42987;90.3996234;244.8197616;133.0995192;244.8197616;153.8594094;245.3894382;149.0792958;251.5495014;228.01977;253.1292852;138.859914;307.5995148;;;;;;;;;;;;;;;;;;
181.07906796;181.82938455;143.5992057;215.12905425;190.26969687;243.01965069;95.14933524;254.20945869;174.03947982;258.00999705;201.77921367;270.38972124;233.39941308;270.38972124;167.37954588;282.29987313;190.26969687;298.13944599;187.6490838;304.10900874;163.06947162;321.11951508;297.5090202;337.47961383;;;;;;;;;;;;;;;;;;
141.65938449;144.46997955;143.93962206;144.62978595;120.90952224;144.62978595;123.48939681;149.97930519;147.78995751;166.11975159;107.86932;176.17956447;106.57988211;182.0294775;162.46917414;182.0294775;182.1193686;196.88947512;104.91989313;201.93935736;157.90969779;223.2195771;128.93979384;237.11973753;98.04921672;242.35938987;157.5491346;250.29977037;114.51926382;253.66968783;155.22994422;254.76935562;159.44983197;268.61957655;146.84909733;275.29948407;138.16961223;277.08931575;;;;
77.26987695;195.61990383;51.33998036;205.02931252;154.75982791;215.70937477;95.03911059;228.3591492;168.02999197;231.60947304;214.92965554;236.91913196;247.64998052;250.73997895;223.25960619;255.75985716;135.37937369;267.90973497;140.15926169;276.75949844;66.6595214;281.36910293;183.95996454;311.5590747;174.41910893;313.06971847;;;;;;;;;;;;;;;;
70.089438;79.019016;78.5093505;82.3899615;150.489419;153.599074;101.4095255;165.5498855;163.5291065;171.929149;146.2799595;184.1799975;87.9197825;185.589774;131.3397065;192.8393435;123.88945;195.67976;103.739283;197.809824;129.369596;201.6099615;200.559832;219.919173;193.6599745;219.919173;;;;;;;;;;;;;;;;
132.4095984;147.7297996;123.79958552;152.3996202;126.61941956;152.3996202;88.22920816;160.71957592;125.47912612;162.32934332;118.6493266;162.32934332;88.20927296;166.3293412;118.21972304;169.08936964;164.739509;191.86932268;86.369254;229.4990062;113.87983;247.26924348;212.86906236;276.19920572;117.87982788;301.7591224;;;;;;;;;;;;;;;;
137.1595626;177.299533;177.269539;188.2293466;192.2195484;192.8394244;191.9995924;195.9498022;170.4499032;195.9498022;142.3995144;207.7194478;166.3397254;207.7194478;89.7890386;219.5290854;143.2493444;249.6690562;207.0295858;259.3391218;162.2695396;266.4596974;263.8492196;362.2995256;;;;;;;;;;;;;;;;;;
141.36910347;146.5697394;177.54957066;181.95926196;168.48920493;189.26975019;186.37995249;225.74919645;206.08957272;226.87911735;224.99924895;231.47979528;219.18965565;235.46951598;154.3091976;238.09933188;131.45979717;260.65975254;111.08922321;260.73974694;195.61930569;262.79960274;164.84945973;278.69948967;285.40901997;327.18909516;253.85922861;345.92978322;;;;;;;;;;;;;;
100.52946288;102.40954416;135.63928224;142.42912992;135.18922032;146.94970752;91.01928528;151.4193912;170.17928928;170.3898504;119.55979728;173.88955584;122.4797112;175.159908;154.91909664;179.34917616;36.79929792;180.86900832;89.98943184;196.26990768;105.929208;211.63987152;99.46967184;215.45990928;148.8597264;215.45990928;187.02916848;220.939488;116.81950896;222.79961088;140.06904912;244.39958928;101.90958624;247.309524;108.2094552;312.71918832;;;;;;
116.92909368;132.44900376;100.13913696;132.91990872;120.6394656;133.89963048;110.99988144;148.01979552;95.81918256;149.50933176;106.02943968;188.67924624;188.43980304;188.97954792;133.4995608;195.25994352;92.5198548;220.52918256;157.0797276;223.09920624;109.7298348;235.50934776;178.24949952;235.50934776;97.33964688;242.95902432;;;;;;;;;;;;;;;;
78.63992031;110.30955733;109.12959477;110.30955733;116.73955601;142.63993352;88.20917749;145.57987402;93.42931591;156.71975704;84.40917982;156.71975704;75.37907783;172.10909982;145.92967711;177.56941643;147.37971556;197.92975013;111.60911069;202.82998316;84.47993771;207.18906782;114.1195209;207.18906782;92.44966794;235.51913175;126.04969979;259.06955004;;;;;;;;;;;;;;
99.7491092;109.45966824;96.59987376;117.5691244;114.98956976;119.97977368;138.74925688;147.34943808;91.81955224;170.8892484;111.26965408;187.13914336;217.77997488;225.81947024;152.6694572;233.11938;77.03983352;235.22919784;200.40970768;257.75957376;172.81916704;257.75957376;171.95964864;261.96921504;105.90965736;285.33912056;241.789522;330.6997044;;;;;;;;;;;;;;
64.0992735;74.34916434;69.01946082;111.16966482;156.11956128;156.6998757;157.1493447;158.96919474;151.36917336;198.23980068;168.92942778;199.92980412;42.7295196;208.81930212;138.84996348;208.81930212;139.28944428;255.85972884;144.0398322;256.93945326;;;;;;;;;;;;;;;;;;;;;;
103.7993264;110.6397754;79.03909475;152.6397334;140.2690905;154.7796173;114.1497434;160.90909835;76.4295532;171.7590875;137.02935015;183.16947495;99.31913145;183.70993025;181.91904885;183.95921775;107.1397789;189.7396963;146.5092552;190.99909675;103.0993271;234.0390822;109.04932115;239.23921945;161.53929715;239.23921945;85.35903145;253.27909145;95.55987595;264.16996375;294.8692208;332.82972415;;;;;;;;;;
71.77983296;107.57933912;141.8299476;161.769894;115.22944312;163.99935288;152.75966112;170.67978136;111.10931568;175.82919552;133.57975752;186.3694492;179.3899712;201.41929016;210.30930712;216.3091744;183.83994728;229.10968608;105.48996656;229.10968608;84.53961032;229.60942664;69.98950992;235.28938048;228.08934104;240.0692052;139.16930104;313.05914552;;;;;;;;;;;;;;
141.7594646;171.8998952;108.0493394;186.0091156;179.0293104;188.6392594;76.5394786;193.5993296;140.059895;212.0392608;146.1899154;216.949461;158.4599302;223.4195948;113.249783;223.9292662;126.4792966;223.9292662;223.4096208;275.4798852;153.1497726;324.7394764;;;;;;;;;;;;;;;;;;;;
51.04983006;143.82967167;84.71902833;152.8394589;75.74998239;164.59978005;55.38927429;169.02965007;48.72956391;173.57975658;71.10945009;247.83920397;61.83931608;265.11947307;155.67942492;275.18952753;;;;;;;;;;;;;;;;;;;;;;;;;;
146.58965475;248.06964985;229.40978665;254.86922725;191.9491519;257.38958795;152.99948565;262.8790175;219.2993627;271.3195276;235.85959155;279.8799597;244.1791803;289.3498003;219.4292782;320.8593058;232.21995885;325.07956085;119.34937245;330.63994425;;;;;;;;;;;;;;;;;;;;;;
74.32910544;82.53979152;78.22948128;140.46952128;131.35997904;214.48967616;89.09974176;215.46951936;115.05958752;249.52906896;179.92920672;251.1698064;153.06950496;254.5992576;131.76991344;277.98951456;260.41932624;296.01962928;220.3697352;318.1590864;303.62941152;321.83949744;;;;;;;;;;;;;;;;;;;;
106.97932692;123.07987143;143.16931179;175.08935376;103.92922683;178.80903612;179.2291275;195.06933369;97.85959668;209.05956;138.94966152;222.82987932;135.28914696;241.54958511;149.06932758;242.01996912;159.17913234;242.31975264;134.25962724;262.3796091;253.1790162;273.16984356;115.36932096;290.98921266;122.80967181;338.08973985;;;;;;;;;;;;;;;;
