13.2197356;13.899722;15.0696986;17.0396592;5.249895;24.1695166;9.4798104;26.1194776;2.7299454;26.8194636;7.9198416;30.4193916;24.8295034;33.449331;32.7793444;42.5891482;28.699426;50.92998138;3.8899222;51.63996718;6.449871;60.26979458;7.6598468;60.96978058;22.449551;62.47975038;7.3298534;62.69974598;17.049659;82.03935918;1.399972;;;;;;;;;;;;;;;;;;;;
5.16953409;14.16950007;7.50996495;15.4996083;22.57986135;25.37998401;21.27973302;27.32967684;19.80971859;29.36930937;10.21914858;34.54983609;8.23947585;38.24935575;17.73910683;38.53916145;2.30945163;40.43988711;3.47966706;45.0398031;34.84963509;46.1990259;38.07946965;46.51981083;24.89930628;48.26963766;2.75915013;49.58975259;18.99926196;50.56909599;5.27946039;56.41917381;16.0592331;58.16999997;26.59916661;58.21996647;8.13954285;69.00973248;83.11927275;95.99963712;1.93969953;;;;;;;;;;
6.01952652;7.97909364;14.11947012;16.2598128;13.57914096;17.62911276;5.79979932;17.69902596;13.91971812;28.6094802;12.459531;30.32934492;16.2698004;31.45994124;24.9490248;32.6494644;5.93962572;34.45921752;4.3396122;35.00953428;6.09942732;35.07944748;28.17901464;42.10971912;21.33950616;44.19912504;9.03977676;49.34973036;24.2099424;61.1890314;4.269699;;;;;;;;;;;;;;;;;;;;
13.14929044;16.32966762;5.01943878;24.75936628;2.80956639;28.84927936;2.42976019;32.23954944;8.95942836;42.41935509;17.82990211;43.93957938;40.8991308;44.85911018;22.18967749;46.13945687;5.63912258;47.78961486;25.71987617;47.94953326;7.03940807;48.37931396;42.11950809;59.4496652;15.44911693;59.8394663;1.1694033;;;;;;;;;;;;;;;;;;;;;;;;
4.25955126;10.38946638;12.18985404;18.22979976;12.50974524;18.63966036;5.87900046;22.43936802;14.53905504;22.92920142;12.17985744;25.93917768;27.22973874;31.2493716;4.51946286;33.85948386;29.8498476;33.94945326;6.14990832;35.22901806;2.5391364;40.46923578;12.66969084;42.48954864;5.47913646;44.2899363;4.10960226;49.33921896;18.77961276;55.16923608;4.54945266;62.46975306;44.9197221;67.96988238;22.80924222;76.74989616;1.7893914;;;;;;;;;;;;;;
3.59942292;4.27955805;10.45969929;12.89959668;6.16915521;14.12903331;3.94997715;16.3392228;13.44989691;16.479045;19.04977602;33.65919846;24.0294438;39.20914107;30.13967394;42.87947382;3.57944832;47.6993448;33.88990509;53.29922391;25.49957436;74.37941802;77.48946324;78.9296319;14.05912221;82.13955012;101.69967717;118.5192891;2.72952909;;;;;;;;;;;;;;;;;;;;;;
4.29959196;6.38999028;6.72940548;15.12993168;4.10991876;21.29930208;15.41943288;27.75917196;21.38914728;28.52984412;12.71908548;30.78995004;12.36968748;30.81989844;33.69993624;35.2293012;3.86933328;35.2692324;8.50933872;35.62961148;3.3392466;40.729824;18.59995296;42.87912084;5.22998892;42.92903484;38.109339;43.32934512;42.86913804;48.67912764;10.30923756;52.86990708;52.5494592;67.059459;70.67922228;77.04924696;7.71969924;82.58970096;2.19921084;;;;;;;;;;;;
11.88985996;19.48910082;5.97989428;21.16938518;3.45946774;21.32922198;5.3994869;21.34920158;23.77971992;24.04944452;2.07987636;28.78960462;4.81907952;32.10921516;24.45902632;33.71957092;15.4092665;33.83944852;6.90994466;34.17910172;8.35946464;39.3198528;14.43925692;50.59933598;25.0494235;57.27951524;38.10908904;60.31941138;14.8997867;65.12950008;1.02994838;;;;;;;;;;;;;;;;;;;;
6.40911474;21.38901012;24.41933622;26.0398368;13.1996412;28.44912078;5.49951768;29.4096393;4.62985902;38.04931368;2.54906838;45.8392986;13.76976186;52.4890422;4.12963056;52.63980966;35.56913904;53.78903712;22.64906664;54.59978664;17.35922556;61.9594353;12.9899646;62.45966376;55.4594607;65.39913;23.96903076;83.96948754;2.10974598;;;;;;;;;;;;;;;;;;;;;;
9.87978249;10.96998606;17.87993811;22.31969472;7.26968925;27.09920313;5.77977768;29.16969057;4.35981501;34.19901648;19.22995188;43.67909097;31.75979841;44.75930184;5.45901201;46.77982578;22.79934432;48.00992715;5.62988718;56.51971047;36.45936522;68.6598417;3.46946544;;;;;;;;;;;;;;;;;;;;;;;;;;;;
