163.06937256;170.5597752;145.06922664;187.8295644;218.91918144;241.91992296;232.10956368;290.4791532;192.04984728;290.82984432;266.8799388;313.77963072;185.24983656;340.08945768;167.31962904;351.14971608;142.0199124;358.759014;201.91915464;386.859264;;;;;;
114.03906408;135.94947192;169.55926344;185.59903068;227.75990652;242.87992344;220.55951844;262.69944552;209.79983628;272.92942332;172.24968276;296.95964616;291.43914912;311.56990992;279.09933192;326.80963404;285.32909412;346.45957092;161.20968624;366.279093;;;;;;
194.5590494;224.3494524;189.5898204;249.10969716;161.07993028;260.18982928;205.54928592;282.33910628;280.70999824;286.02982008;142.6193694;314.15915216;188.14949312;335.17973996;;;;;;;;;;;;
232.84963908;248.49905288;173.3294878;270.90929016;221.15927496;270.90929016;226.98913868;290.85969852;171.42902536;293.78994872;259.44919528;304.24990424;156.21939616;304.24990424;342.8491562;417.37930412;289.07980624;422.18926288;;;;;;;;
145.33945824;187.40930472;131.05991238;223.0093248;216.6093885;259.13951121;219.30914322;259.13951121;135.74953809;266.01969234;113.95980177;284.47966461;148.15902456;295.34957202;304.27952994;329.68957344;;;;;;;;;;
205.26964094;240.38986686;209.46962036;240.38986686;271.20961634;279.92997162;207.9790804;287.38963656;155.21913992;345.7495496;145.49978456;348.07988644;;;;;;;;;;;;;;
118.60924977;140.95900225;104.25923893;221.26993823;179.46999015;226.39907862;156.46923523;252.10968112;200.66950519;375.40974295;;;;;;;;;;;;;;;;
196.03951948;275.77942271;283.57959933;298.38916504;269.12902922;324.48914237;323.23963824;362.21957993;126.50905223;363.53988597;305.50924444;445.20939055;;;;;;;;;;;;;;
213.3692387;245.6995091;257.0095323;265.8591678;211.2898977;333.1591783;145.9299422;347.6498968;213.9194184;400.4193928;;;;;;;;;;;;;;;;
138.50937709;166.81954212;112.44992346;166.81954212;137.20974064;190.20901466;127.68903224;234.01921165;190.77965963;263.86902262;227.21927473;269.76967087;;;;;;;;;;;;;;
144.8191668;156.6394368;139.3391307;166.0092357;162.4691145;176.3693547;79.4699598;209.6896032;190.8496821;222.2995467;307.009164;320.1296637;330.8195583;360.5291613;;;;;;;;;;;;
165.6391086;166.94928565;204.339723;207.88907545;189.07960295;283.4193355;254.98959115;306.779004;154.79946405;326.0095692;176.19935515;329.12984615;153.88942485;339.8697057;;;;;;;;;;;;
171.9890849;192.74984492;165.39968426;196.14923296;209.88999002;253.40946532;191.59926762;288.86996142;;;;;;;;;;;;;;;;;;
105.5596754;174.17944287;116.5899341;189.44942612;91.89989071;228.50969453;194.3597346;285.12969637;131.08969242;287.60976086;79.46967596;327.98927611;260.39979658;336.68992823;;;;;;;;;;;;
133.49952063;136.04974326;83.25943722;144.27941832;152.07957171;170.79914259;79.25920524;268.76994615;279.23991057;287.97982947;;;;;;;;;;;;;;;;
169.16955216;181.90968144;103.72926576;232.689276;152.13996768;280.63971888;143.28967344;283.62991152;241.33976016;333.11919024;249.58963008;384.08964816;;;;;;;;;;;;;;
210.82946538;217.35989241;181.81965566;217.35989241;140.6095681;217.50917604;195.32933632;240.42957965;85.89955698;265.63997463;173.26950893;287.74956323;251.96930182;319.13912964;350.89946585;367.80949586;332.40976135;375.76933804;;;;;;;;
205.60924832;234.06946784;250.15939168;276.89980448;287.7399488;291.46950656;239.23981056;300.93936608;271.76918016;321.31987008;205.85947424;321.5899552;258.53997408;331.93957728;270.31945856;358.70977888;289.2095296;358.70977888;153.1193968;369.89944512;;;;;;
147.09962421;158.21916327;211.38961977;213.48957924;128.85952149;214.62958566;121.19979249;235.07907255;199.07934102;235.07907255;67.07933064;250.14983805;238.45930101;293.62924521;228.2798196;303.48940545;213.38910747;363.90974571;;;;;;;;
234.9290096;282.6199399;231.3398605;293.6692004;175.1697267;314.2891944;271.1598672;327.369693;320.5793841;331.8598505;322.7296982;339.9391571;388.2592056;401.9499687;343.4191532;418.6999927;416.9098835;438.5797309;;;;;;;;
123.1991916;129.3399675;179.5592448;224.73980865;102.1890654;224.73980865;257.60984535;264.3790866;210.75970185;309.45973545;;;;;;;;;;;;;;;;
261.5290437;269.86933469;202.80938337;319.07993126;147.63973379;320.31920774;235.24903405;334.14985102;300.95948478;334.14985102;313.34927055;338.74947334;292.82971191;357.15987874;223.1690674;391.71960577;171.56928877;408.68915366;;;;;;;;
109.27989558;183.81952194;205.13982117;209.56952019;190.41911412;228.21941223;191.62993848;238.30961523;176.74938663;288.7596312;296.94967914;298.30935897;343.07988939;345.95909385;299.91979533;370.76900487;298.13952387;387.78947898;;;;;;;;
221.37970966;293.6695096;286.43963074;373.96920434;;;;;;;;;;;;;;;;;;;;;;
176.37975456;194.88974568;188.79913104;199.02953784;112.97901624;271.75969272;235.63970844;274.489455;273.73929132;279.90928836;211.08970896;298.40935668;152.09965524;304.6894968;223.51900824;322.31933556;309.52983864;325.03917504;289.07994012;405.20944536;;;;;;
155.82934791;186.4196856;127.16941518;187.74983034;180.72917883;245.1195513;160.91959446;255.80956761;136.72970586;255.80956761;223.65974988;281.51905185;;;;;;;;;;;;;;
202.62981882;233.0292063;212.42934702;246.29977306;221.8893171;254.45909654;268.20921468;283.91923846;146.0695632;285.72922224;160.0291748;302.06971212;145.09953898;315.46935068;120.94921234;336.35912508;210.48929858;395.87909636;;;;;;;;
140.80975475;197.16917605;173.5892277;256.6592378;205.9197749;286.11962015;263.2697928;322.65921625;400.7298708;434.40916855;246.109976;471.94922775;399.49951825;512.24993365;249.6698092;585.0795034;;;;;;;;;;
245.00967744;286.27977954;215.69988892;327.51901246;230.2193571;332.45907704;190.53951566;335.65951396;246.7592629;418.14992916;;;;;;;;;;;;;;;;
172.46963799;219.85993944;162.84922263;307.97971875;286.12970874;321.31928475;169.32986253;336.68965035;272.24959167;336.68965035;204.70957713;349.52948037;183.71967048;400.50951876;;;;;;;;;;;;
164.21907516;226.7196204;134.46935838;245.46958443;113.98936521;272.58933765;173.48979648;278.22939228;289.25907633;371.37958872;285.67929285;433.06999344;;;;;;;;;;;;;;
187.0395815;260.72907903;184.27921108;282.53920346;152.6498834;288.6995667;190.19971592;315.75959186;240.13923421;325.72970602;368.84925047;397.58928384;416.09935645;453.74912997;;;;;;;;;;;;
145.43952948;178.59932658;122.14974249;221.27945229;177.03974709;243.36933219;135.92919177;276.98970978;181.09904976;279.97998615;335.51939925;470.47947372;;;;;;;;;;;;;;
155.9397955;163.93919415;116.8993716;189.09986675;138.3097326;192.1295028;118.83949815;241.2793754;171.53977235;256.59947825;171.09997035;256.59947825;305.35952635;330.9190194;392.8891203;394.03960235;;;;;;;;;;
110.189338;139.21966436;222.45975304;254.18969324;105.8595804;272.29985216;160.58911316;283.21902196;84.6597304;283.93931804;198.64907916;313.37967444;;;;;;;;;;;;;;
193.93943919;242.71978164;144.01927302;242.71978164;307.4292585;349.47935316;151.74931464;357.96927726;189.27928362;364.9198518;375.68942334;382.77904854;283.99922229;403.22928786;;;;;;;;;;;;
206.95916192;279.21948964;193.37979164;408.99991412;;;;;;;;;;;;;;;;;;;;;;
112.94905307;129.41977391;178.96929197;201.66978328;105.50995665;233.87965741;139.89960348;260.49975826;149.61999626;344.13932882;;;;;;;;;;;;;;;;
154.96971387;181.22941071;139.62939981;181.22941071;132.57932403;197.40906675;167.37927591;221.9097171;121.93972191;282.95944452;291.51954216;328.15989519;;;;;;;;;;;;;;
142.55929272;198.63916734;144.65935208;273.74984304;335.92956113;343.85906158;269.1490551;350.2599004;306.80998804;359.68944325;282.21916138;371.14996456;147.39989007;371.14996456;208.73978179;395.01938925;317.77904809;397.6592665;334.88940015;397.6592665;;;;;;
114.2696556;149.11910277;110.38972317;186.67940667;169.82972844;193.53998253;52.37958741;197.22906585;190.0997025;254.98939911;235.88949996;260.74984476;;;;;;;;;;;;;;
174.52920592;221.87978503;171.16912469;251.50959224;144.37901894;266.49911659;175.71921396;271.56958563;177.98978114;314.13923779;138.78916512;320.78975095;;;;;;;;;;;;;;
187.89915567;189.75913128;183.71941293;249.76985208;236.62912935;265.26997914;138.56966934;308.40912576;123.5392431;384.90991269;286.52939136;427.78943565;;;;;;;;;;;;;;
144.51919878;227.499939;159.9398055;244.84912134;171.35929266;252.6594027;128.67968424;273.7597596;168.66988446;353.23927026;;;;;;;;;;;;;;;;
135.05964962;207.7599391;202.8190847;232.77998748;176.20919688;258.099874;204.92990536;307.159769;324.45973238;344.29985276;281.07982766;354.07995528;286.81958634;377.53905228;;;;;;;;;;;;
126.81984952;197.50916276;225.86911074;258.43919738;271.78938878;282.14997356;200.21902264;282.90957058;236.13910138;297.46934308;168.05909848;297.72917902;87.88925782;319.79930528;126.1299403;325.17920344;105.42967708;345.87946666;;;;;;;;
192.95929102;262.11938516;202.7891927;266.7695003;298.9695239;304.44912444;300.81937628;324.95940018;234.7493651;335.51984864;252.62927268;368.84917164;;;;;;;;;;;;;;
219.85991871;260.43952189;268.18931377;295.33953777;232.94992009;299.51987373;259.12992285;303.50955922;262.55963497;318.39926111;194.78988099;318.39926111;208.62950804;335.31924078;339.84993441;342.68972806;;;;;;;;;;
103.82927455;112.98907055;156.54987431;159.78965433;143.76996763;173.92959159;118.6293145;228.71911049;155.76930039;253.33904913;139.73965739;261.43949481;268.63989097;289.3997721;108.33947845;304.49949668;151.60955825;335.81902959;;;;;;;;
146.10920535;167.04957726;111.05977473;186.97923441;94.26912597;187.04914551;154.70926938;234.02940471;138.08940345;292.16947293;172.51962147;292.16947293;126.0996498;308.47973256;90.15935202;314.8196706;179.41984704;467.27980002;;;;;;;;
144.83903214;204.40990834;171.48968474;206.0698519;195.98977497;228.7796313;226.55940703;269.9199591;237.0594457;306.59993496;149.30933578;343.57945699;225.26966671;425.96958129;;;;;;;;;;;;
150.2897255;235.9691655;201.179776;311.249641;289.0598185;340.4495995;197.599202;389.78979;;;;;;;;;;;;;;;;;;
135.5399096;149.00944112;111.92924816;198.8495064;102.04999248;202.21988784;70.79999968;215.50950576;120.24925264;237.36900816;244.23970864;276.61915904;91.24917936;294.21970672;241.61996672;311.34948048;;;;;;;;;;
122.399696;181.559682;200.569481;210.839578;176.35933;226.0199;111.349945;232.67986;142.669703;270.269751;125.379729;270.269751;212.199486;319.689047;;;;;;;;;;;;
115.45958795;132.50999811;165.62928501;195.7591755;260.49956695;269.09943228;174.66914808;270.4293802;267.93970973;278.57929309;327.97949184;355.62966656;183.31978238;359.56973682;307.24982456;438.92960069;149.4698205;438.92960069;198.01988787;464.51915251;;;;;;
145.4099122;149.9390062;149.0391862;173.3993132;164.0591816;186.4597006;161.9695996;202.429506;134.5990748;214.7490416;239.2091486;280.5298828;269.7990294;343.8292204;;;;;;;;;;;;
178.95912678;250.53958354;178.17960287;250.53958354;222.0595128;274.679872;230.61930416;274.679872;294.01925136;310.32936687;182.42955525;349.95932442;180.43932391;367.73965596;;;;;;;;;;;;
144.08992704;164.63915162;180.17995592;192.09904258;129.46994892;208.62921352;241.78988274;252.02923146;247.87905694;281.35958164;;;;;;;;;;;;;;;;
106.06983045;125.4891845;141.7895124;147.1897067;128.5294121;174.32932375;116.1091647;203.7092135;77.09989265;205.7799197;162.3090538;222.67971505;99.98937525;291.2194918;264.23946675;296.19975965;299.58909475;319.60991115;181.8790228;322.72993475;;;;;;
102.86998722;130.5692451;143.06992956;184.00919724;111.72991842;191.20988682;188.52995718;215.06984118;157.92927138;241.06994784;106.57958454;267.88919904;207.25953246;324.6496299;;;;;;;;;;;;
251.73988052;315.05992696;289.8395228;315.05992696;178.07919244;336.04966548;268.4890986;345.19984728;281.10915548;346.74902184;216.49911572;362.39942972;338.15957816;364.1792066;251.469859;364.19990168;308.27982456;380.57956476;205.42921888;435.34958672;;;;;;
154.6694988;171.0494077;194.6895523;209.4797661;187.7298017;209.4797661;175.3196679;217.3399803;132.0091538;239.4895998;;;;;;;;;;;;;;;;
142.58963985;219.41922;211.94960835;219.41922;193.54985325;312.20945775;158.0694468;323.6891448;218.1190317;329.25924705;205.3998849;372.56965425;;;;;;;;;;;;;;
138.189023;201.77968006;208.10931022;282.97931291;313.67920451;355.79969285;343.3093412;357.52927812;166.59926374;357.52927812;206.57925449;398.55926838;;;;;;;;;;;;;;
178.74974882;211.4090825;209.97938802;222.57906982;165.15966414;228.97974811;112.1092131;273.62974569;232.88944335;273.62974569;206.33925808;278.63966671;184.41960563;289.14971824;140.84986603;299.42914168;229.25929731;309.51986941;;;;;;;;
187.46972424;295.66992924;228.6397773;301.53922812;168.09963858;310.40914608;141.13904616;312.43921182;147.67903638;336.55911156;170.16968592;358.41905136;;;;;;;;;;;;;;
198.22976016;248.63922778;145.64976976;272.3791334;138.50991848;281.34989506;267.19904544;303.79927356;292.99959924;304.58937182;272.57990426;320.76990496;183.42965154;323.20912108;208.31924502;343.74967812;165.79977254;346.5994257;264.90965832;393.92940794;;;;;;
156.4494087;237.4796478;216.6692253;237.4796478;131.6797596;259.8090063;235.2891822;306.8090832;157.849428;308.0592075;249.8399895;330.7393203;;;;;;;;;;;;;;
