158.08989372;159.28928484;124.88983256;180.43974168;166.63978216;180.43974168;77.59941204;188.909074;156.01930308;188.909074;111.6497878;228.56953708;116.56967824;258.50956168;243.53905212;270.5790564;149.8691914;281.3795436;195.32969512;321.92910756;;;;;;;;;;
110.15977696;116.87992864;163.50971552;190.96930144;187.6391728;200.29985072;209.42975376;217.62929712;89.08992528;242.75998912;224.61997184;242.75998912;142.80921264;254.84967376;256.25918864;266.04992656;160.70965232;301.69907344;184.10939616;311.68945936;114.86947328;314.58934656;;;;;;;;
154.34966799;229.58936973;200.67986358;300.77984097;205.58993049;300.77984097;274.30987122;316.4298669;117.86960052;322.69967541;275.78959002;377.63923491;298.42928766;378.44908101;359.88960798;392.51940714;242.62989156;392.51940714;159.4596969;392.51940714;243.92964456;401.57968536;;;;;;;;
137.45990695;167.1299031;91.94971329;198.25984357;182.56940937;231.4091092;115.50916803;249.32913228;176.34976886;249.32913228;173.1799441;249.32913228;241.00983;254.4290193;177.47944045;254.4290193;85.82925378;261.33995138;259.159953;280.18930043;58.46918312;282.50914402;147.89969901;284.34994338;280.82901788;332.95954329;;;;
61.74983763;80.70945636;75.88921431;100.48985934;72.1494228;115.93950615;75.81957201;115.93950615;100.22919816;121.70986815;115.50971367;177.40977969;92.22928767;195.28994277;188.37943683;199.86942144;77.43925293;199.86942144;80.18912889;208.3896594;204.04994922;209.72977623;170.25950526;280.31921151;;;;;;
118.84905886;150.74993192;201.58943336;204.76988294;168.709884;212.66983752;156.22952562;226.55909234;228.44987508;243.7698851;162.45927222;265.65944608;210.94995054;269.91991712;238.4890074;275.23954444;103.23991706;279.4394071;;;;;;;;;;;;
116.73987968;154.5495904;91.08978624;154.70961152;105.04939264;154.70961152;134.28952512;167.26977856;119.31910208;180.11917632;100.35908416;184.24990784;114.70930112;195.70980544;87.13994816;197.26926592;89.0999584;205.57943104;145.5496448;205.57943104;81.67935168;222.71958144;248.34979648;279.38991808;296.26966144;307.49996352;;;;
252.43982972;256.00968388;236.33952776;256.00968388;183.93938252;261.64913452;144.94966312;261.64913452;222.74931072;271.00926416;193.01983696;271.00926416;176.7996742;304.96982416;171.27908552;340.2997938;237.82979704;381.73966772;201.66979136;400.19922976;;;;;;;;;;
184.63911664;202.65931488;196.81958164;202.65931488;149.10956148;227.0094178;117.96989512;227.74959636;127.97903844;232.11979956;132.59924876;235.00964564;122.149148;238.84932192;111.07993512;239.77946652;231.9997174;263.53998572;274.17906824;283.72953708;;;;;;;;;;
107.13970305;124.7095368;149.0399046;164.4695487;87.10959555;172.32950205;86.80939245;172.32950205;130.1092164;185.1497649;86.2994448;210.6292545;137.3399361;227.3491755;164.35920915;247.6894266;210.53979;269.54958015;238.85928045;279.97915275;318.2093217;320.2192908;;;;;;;;
