61.26950994;65.04950548;85.25978835;85.51965055;68.02992502;104.24971835;69.48915122;113.04905223;96.31992337;116.10942937;73.00928456;117.37975574;65.29937298;121.04980958;102.58959868;125.12964612;94.8696924;126.90970219;56.17920923;129.47933956;50.09943322;129.47933956;56.30914033;129.96907986;46.48934758;132.8595471;100.01996131;139.93979258;56.6399649;143.33998952;55.80940533;145.44987069;32.20991969;146.30941489;110.82922936;146.76917109;78.42941037;154.15925227;42.12965944;155.95929774;49.27986782;159.60936218;150.61912953;173.00925647;85.50965585;173.83981604;84.42922878;182.55919232;55.26969153;184.04940209;196.22994298;202.58957059;69.68904522;212.01957004;125.75931222;213.24991761;256.10919015;307.57989621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86.63986047;87.46980336;117.75923169;129.20905605;66.18919089;129.20905605;121.27926558;134.82935358;91.91941314;146.6398494;110.85964644;148.32962508;61.11986385;149.4993165;135.00968931;149.77928523;118.67984061;166.49969529;68.54949666;167.12937585;126.88959981;169.84935675;147.16989696;170.37940431;128.45981589;175.36902495;77.77949778;175.48958088;71.72978202;182.1490506;134.98976271;182.51968536;58.67985168;182.86939719;175.30924515;183.08958612;71.15988126;187.21937397;79.94950452;187.4395629;152.42952303;187.5790491;106.52959626;187.5790491;62.5894506;192.8097816;103.63924293;193.11964023;103.88932176;198.55960203;163.65915846;199.53999075;72.80980374;200.67979227;147.61924179;202.12945242;105.59902404;203.59903917;64.51934181;203.6099988;127.57906017;203.649852;141.70901223;204.18986286;66.09952119;208.91944137;156.37997148;275.12955519;271.10936364;296.32946493;;;;;;;;;;;;;;;;;;;;;;;;;;
46.66929735;61.9193238;85.6391448;88.74949875;84.02951415;97.63993545;80.1598062;97.63993545;45.8190207;100.76927325;72.23954415;107.89920765;70.6299135;117.32918535;102.26999655;118.2094365;109.0592208;118.2094365;99.5992686;119.71915215;78.1694994;121.14993495;61.10901315;134.6494506;95.57968815;136.16915775;69.1092072;136.22910675;40.6094526;136.6697319;94.3897005;140.33960985;55.51976805;141.01903185;69.81960285;142.86945765;128.50967385;144.0094878;119.30950065;148.6095744;46.72924635;148.6095744;98.02960395;148.7694384;45.7790547;149.68965555;116.37999285;163.3790097;140.93909985;167.1897678;61.9892643;167.1897678;36.129264;170.76972225;62.62971945;177.3591165;96.8196333;181.4796111;105.7999935;183.6397734;102.60970755;183.6797394;33.7892547;192.42929595;81.66952185;203.1391848;179.1895593;207.5094669;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74.17958064;84.16998216;90.26934312;103.99989996;124.22951376;125.5495098;130.16999556;133.89915924;83.54945412;146.03992524;137.52939816;146.81933244;71.04996096;146.92924884;104.90920836;150.03988296;121.01995488;153.65913024;159.61959684;166.27953144;100.50955464;166.27953144;113.65955304;172.59972444;84.99935136;172.95945084;142.71945072;174.55923408;80.41983444;179.57941584;93.279054;181.43900148;173.58997128;182.82994356;124.85903496;186.82990128;147.25999728;186.92982528;126.64967304;187.43943768;134.80946688;193.34994228;131.10928116;197.6396796;71.98924656;197.6396796;148.46907768;200.74931448;160.46995008;200.76929928;208.97905512;219.17929704;188.87934252;219.17929704;70.22958492;219.17929704;99.99994224;224.83999164;116.33951472;227.36906808;118.09917636;227.36906808;135.75974412;229.33956936;75.54953868;229.33956936;67.61957004;233.59932948;57.69911532;233.59932948;157.02956676;233.63929908;159.59961204;234.19987272;200.77929168;266.57924568;107.34935244;266.72913168;;;;;;;;;;;;;;;;;;
93.5797431;96.62949804;88.38996693;104.17998825;90.88948776;107.26968759;112.35960276;118.17950184;64.8297612;118.17950184;50.329944;118.17950184;102.22970292;118.57994445;58.0691715;118.57994445;109.30984782;120.05988447;81.92995884;124.11923412;66.92983803;125.88976965;108.65975271;132.27987504;75.71960325;132.27987504;93.8992983;137.38976241;97.79986896;137.74926201;96.86916444;140.46947565;85.97932239;143.33948079;136.7296812;145.53941862;141.09959856;145.53941862;108.2992545;146.20948593;77.33934867;150.43959789;106.82930058;153.94971204;54.30940485;163.28971137;87.36938751;175.94909034;96.72935904;176.02997775;110.00987343;179.7098556;74.18973273;199.11983817;90.51900345;211.69932834;77.99942988;211.81916154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85.93998627;93.33976599;103.09919994;116.15975118;86.21982667;117.87977021;60.95923342;123.729434;68.68982447;123.729434;98.63974328;123.729434;90.82919783;130.10979512;87.59904007;135.06996621;82.47995961;135.18989781;95.17971662;135.18989781;76.23951869;135.95945891;84.78964234;135.95945891;81.03978098;140.9496129;118.86920591;140.9496129;58.46965329;143.30926713;77.05905129;143.30926713;91.21997496;146.94919119;129.34922889;147.24902019;142.60966613;149.90950285;59.40911749;150.41921215;111.47942049;153.15964921;101.40916381;155.89908684;120.72914514;155.89908684;149.60967385;156.21990387;116.57951178;156.21990387;125.59936753;156.21990387;56.30988506;156.21990387;91.76966146;159.78986783;165.22976532;166.75989265;55.01962093;174.56943867;70.5197808;179.37969526;176.7292069;181.93923549;151.22974988;187.14926408;163.51974059;194.6090096;139.23958817;200.55961582;121.30981397;204.55933468;76.81918809;213.82904793;53.869277;223.19970361;;;;;;;;;;;;;;;;;;;;
54.73933542;67.67952354;39.2295071;67.67952354;66.14973774;68.80936534;43.22994696;71.9699228;48.06926936;83.38932386;96.68946158;98.48920958;75.3494496;104.71933724;97.41935938;104.71933724;106.81904324;114.82992156;111.3194131;114.82992156;59.84961988;134.45917308;78.2190478;138.38962274;90.35934792;138.38962274;90.01939552;142.37906414;62.18929228;144.5397616;81.70955906;145.4196384;68.32943254;145.4196384;111.8593375;145.6096118;101.99971804;146.5594788;100.02999384;146.6094718;87.29977632;148.8591568;89.59945432;156.85903666;122.91978882;156.85903666;80.13977886;156.85903666;103.14955704;157.48994832;101.04985104;165.26985898;46.83944156;165.26985898;67.13959914;170.78908618;73.7296764;174.57955544;147.879294;182.6794213;141.15923494;183.9292463;161.36940512;196.14953522;87.37976512;205.38924148;119.36928596;209.44967294;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96.9894792;104.23931904;91.99927776;107.80974768;71.89949424;108.73959888;92.68916736;111.50915568;100.05998784;112.71996192;93.03911136;112.71996192;80.09918208;114.66964992;95.0997816;118.02911232;89.55966816;122.61937776;76.29979008;122.83934256;56.02903392;124.06914576;85.46932272;124.06914576;63.5598288;126.6997248;62.7499584;127.5195936;75.23995968;136.59914064;89.02975296;141.30938688;86.57914512;142.94912448;103.32946464;143.60901888;112.45900368;149.60905872;106.53995088;153.66940896;61.63913616;153.66940896;69.44988624;155.39913216;82.99971792;157.149852;34.0795464;157.6197768;83.67960912;158.0197128;151.62973536;158.3396616;79.45928448;170.64969168;99.4990776;171.32958288;116.18940672;172.53938928;145.97963952;177.40960992;76.21980288;181.20900192;164.60965824;193.79998704;155.93904576;200.80986528;138.13989408;213.28986816;102.74955744;213.28986816;146.78950992;222.5593848;;;;;;;;;;;;;;;;;;;;;;;;
55.46968826;59.07924304;52.34953078;78.76999359;50.00941267;84.61978948;70.28943752;88.01960256;63.36995896;92.64990028;73.5294474;97.7396322;48.9297423;98.97910577;59.71945461;100.30946741;55.68941766;100.30946741;82.46943767;102.84933952;89.5597059;105.7597553;57.95962187;114.4290789;82.49940077;125.59932258;37.96924032;127.18936442;47.15992186;127.18936442;94.35979452;133.59947028;99.77912054;137.03923416;85.95914005;141.14917271;108.11984881;141.74943348;93.77950915;141.74943348;75.74971311;141.74943348;122.0197309;146.2698665;67.54981141;147.42943847;89.5796813;151.92989609;140.04952694;153.88948283;97.5199028;153.88948283;146.5694975;159.32978302;75.30925554;164.88993561;117.20965458;166.05949528;150.91914085;166.15937228;138.3096696;169.96967983;109.72986605;183.15943645;129.45956863;186.9397809;126.81981952;187.2394119;104.47933216;187.5290552;64.03913486;190.37954478;93.81945995;228.71932877;;;;;;;;;;;;;;;;;;;;;;
54.6694519;74.72973046;41.22902532;87.129595;80.0294068;89.46936166;62.25996252;94.519383;91.1390543;100.58999398;51.41994242;106.93921994;79.10967778;111.22929146;57.25987218;111.22929146;103.36915344;113.26947212;72.12932398;114.85927516;66.03973922;114.85927516;64.21925496;123.629156;121.44916854;128.79901174;100.56902296;129.45909956;53.09962126;143.34990376;61.5399575;144.8198724;132.50988366;145.4190444;48.89942554;145.53987742;39.9797517;156.60958012;157.44941954;168.47917744;85.09940054;174.88931922;59.06937162;175.76910344;54.6694519;182.00947982;114.73944076;188.2498562;147.41928026;192.86947232;97.26958248;198.99900188;55.15977432;220.39942848;195.629658;245.95910738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
