9.5993144;19.539356;12.3191368;23.2094176;5.2098288;26.5697272;16.1290864;28.0795184;13.38928;31.619684;20.7593792;35.1598496;21.8295224;41.1690384;3.4692224;41.3998536;30.8493008;41.6796296;2.2791752;46.7195944;8.8798904;54.6192696;11.1990336;55.2297808;3.6490784;56.849484;28.1494624;77.2291672;53.3392944;83.1993872;1.6596712;;;;;;;;;;;;;;
3.02984728;16.49927719;4.93949047;18.13911208;16.69913519;18.63975637;2.77902549;18.89957177;10.22973173;18.92955047;7.31979925;18.94953627;13.64930211;19.31927357;14.1399535;21.27988055;2.32934499;21.72956105;4.32992357;23.76911194;9.78904484;25.21908173;4.75961827;25.27903913;13.09969261;31.58955548;17.63946708;35.20998315;22.18923445;38.00999373;7.45969985;39.25910623;6.65926856;42.9794629;40.69908312;43.65997939;21.43976695;66.50974453;43.0094416;69.15986161;2.32934499;;;;
7.33923816;11.01935472;6.84935576;24.1592004;26.53962896;28.30920416;20.24913904;32.23926072;30.16975752;34.44973008;3.5891384;35.38950448;14.32956008;42.4798024;6.08953816;42.6097712;45.7990056;46.57981816;4.17999656;55.49967688;21.7997668;64.9794012;31.56942152;68.61952736;12.40902112;83.4699624;76.90953728;83.7199024;34.23978048;97.58957288;1.9595296;;;;;;;;;;;;;;
3.8794956;6.499155;8.19993387;13.01930727;5.6592642;20.25936594;4.2494475;22.31909814;25.04974311;25.92962871;4.9593552;26.31957801;9.50976357;27.11947401;15.73995354;32.81973288;10.46963877;37.10917518;15.05904207;41.95954455;21.08925804;64.03967376;51.64928472;66.09940596;39.97980195;73.93938663;1.8097647;;;;;;;;;;;;;;;;;;
14.48980227;16.58988945;6.13940805;18.36926874;5.01942816;25.63964667;11.8392165;27.24918066;8.53922223;27.26916246;9.28953882;29.35925874;10.49943681;29.95971183;4.52987406;32.10975351;8.43931323;33.0399063;2.79945018;36.89939097;3.88945737;39.88966734;35.14998438;41.06959263;8.87991192;42.35941782;24.34982148;50.05940445;9.64921122;64.61914302;25.86943737;72.80968284;2.60962308;;;;;;;;;;;;
9.35903805;13.51949865;8.31992205;13.58943915;3.1593123;28.06912095;12.369477;37.57903065;35.429859;38.82996645;5.6591856;47.079948;5.2195596;51.34931595;33.3496287;57.71989635;44.50913505;58.10956485;37.7498853;58.16951385;34.93927635;58.829952;22.59977385;59.129697;2.3699838;61.8393918;65.61917625;66.2296569;26.5394223;73.8591663;57.3192372;88.1090436;1.57965615;;;;;;;;;;;;
15.84938864;17.88940896;16.53905744;21.1498432;14.83987344;21.5296608;12.0292232;24.01946512;22.8690176;25.00998944;8.30900976;28.45933296;22.90999792;31.03909408;7.88921136;31.559844;8.74979808;32.1295704;2.61974192;36.09966384;26.31936064;37.21912624;6.90968176;43.179264;4.87965664;44.30972112;4.71973344;45.44917392;5.28945984;47.52917504;48.85953616;68.96987856;48.45972816;69.55959536;38.94929536;95.629076;2.49979952;;;;;;;;
3.97998114;17.42964144;3.58957155;21.75909408;23.41958295;24.37913184;12.27943002;27.50939799;4.04987544;35.79986046;32.90923191;37.81980573;11.91997362;39.7698567;1.10932239;50.73926784;53.4891093;54.62938488;18.82952442;57.06969444;50.65938864;57.20948304;10.11969615;57.67977183;53.57997189;58.00927353;47.77974348;60.47953779;56.53949625;66.3396756;8.23953948;68.38957557;31.31963583;71.31914523;40.72940559;97.65931143;59.5599285;97.76914533;8.54907138;103.40961534;1.05939789;;;;
3.399745;18.44990875;19.819195;20.969755;11.349795;24.309575;20.20970625;27.42967;8.5193375;29.1495175;5.069655;34.37997125;2.88938375;40.06985;9.06964875;42.079335;39.55948875;44.08981875;23.31981375;46.16921625;12.39948125;46.4798275;2.50985875;49.40916125;27.98996875;51.899045;47.85910125;61.94946625;33.689835;62.29902875;4.51934375;62.5996525;9.6898725;64.91974875;23.96900125;67.199895;42.75948375;71.83908875;2.3790225;;;;;;
6.41962386;7.95905406;2.4390972;9.19959489;4.59929763;14.28971085;12.95920332;15.33932235;2.1192156;16.84976328;12.87923292;19.73969361;8.82973179;20.03958261;15.33932235;23.49930204;21.17916081;23.94913554;10.76901399;26.87905107;2.3791194;30.02988483;10.68904359;31.28941863;33.07975596;43.77979548;30.16983303;44.32959198;47.74932621;52.32963087;28.5394365;56.1991986;2.3091453;56.2091949;4.73924583;57.42974313;79.53955947;81.01901187;1.3894857;;;;;;
