22.60989984;66.909172;52.7990408;72.19948032;33.92971296;76.37901216;15.96902208;84.2792984;83.91960896;121.85941328;109.73996;127.64912512;32.74957488;131.74938656;21.50903216;134.96974656;15.00985024;139.89937456;6.09985728;174.9497728;2.7298744;;;;
13.64943879;29.00991834;23.65942608;36.18911034;19.43965656;48.13947369;33.44905206;50.04993645;27.26996139;54.29961927;17.70967071;57.98992338;46.52914104;66.85921683;13.57964109;78.40973907;2.41998597;79.14959469;25.29967203;128.36993562;2.11985586;;;;
19.64996736;44.28934032;51.43932336;63.43986768;66.77912352;71.9593152;52.41922464;102.15945312;71.6796288;103.52991648;55.63961376;120.30910272;22.299996;129.5597304;12.88954752;132.47945664;143.66990928;196.2599424;200.7598968;201.61993248;1.52928528;;;;
5.359196;81.6397522;34.60980775;82.3096517;74.81977535;87.40988655;65.43918265;113.0890341;6.139079;113.73993645;42.3996391;115.38968895;126.5890088;127.82982265;5.239214;;;;;;;;;;
22.21922232;23.64910792;19.29945592;36.47908144;18.79949592;48.58911256;39.27985736;91.15970664;22.16922632;109.69922336;7.24942;123.26913768;29.34965184;123.82909288;112.76997768;137.4090064;33.93928464;157.67938464;5.049596;;;;;;
16.1191977;27.05937056;25.6390294;36.7299042;35.54989816;52.25909888;16.63926714;58.95991782;21.66956;59.49968686;16.38908222;66.71959026;42.41914868;67.8798967;19.09974718;103.02989298;7.5892709;;;;;;;;
34.01905873;46.8794474;33.01935002;52.70991638;28.80978737;71.99900132;1.96945612;74.77940996;62.84981901;93.77986771;71.69938832;124.5790854;57.16915653;127.42940374;1.81964962;;;;;;;;;;
28.39981368;74.97901488;27.54902472;81.31908624;47.52961416;84.28987392;11.87916576;90.3390432;75.37950336;101.71909272;12.45997368;115.00993056;5.5092072;116.7493656;132.34948776;155.50907904;2.6499984;;;;;;;;
28.71935775;30.62913075;15.25924575;86.7790485;36.69933825;88.84929825;21.89959425;90.04938525;47.06952525;94.089213;35.91987975;97.0296255;88.91907075;100.1195505;1.75926375;105.81996375;11.01907125;118.5594255;167.19982875;191.9999655;1.4891445;;;;
43.60949712;55.66972509;28.28912814;65.51995842;28.45966473;69.11917803;7.17949071;75.62948715;1.72930086;;;;;;;;;;;;;;;;
32.3397698;35.6697315;4.0891851;45.6694511;18.83995165;47.99924415;5.32931555;51.8396164;25.589369;64.13962555;29.1199545;115.299678;6.1091914;210.69924525;2.0593443;;;;;;;;;;
22.7097703;47.60958972;18.33966316;73.67936695;73.68935805;87.12938577;20.70955208;99.42942898;2.29995122;130.40983186;45.1397898;138.89926953;1.55961071;;;;;;;;;;;;
31.88941353;70.3098045;17.80948845;72.45951804;12.98910015;95.08939479;12.01903443;96.18920181;116.99970633;125.5995585;84.67915248;133.85908926;123.80912856;137.47986954;7.33936554;;;;;;;;;;
40.70947127;56.93958836;16.49947179;84.25913821;45.12988118;99.22927387;9.32964872;119.85984867;55.39927852;120.78962119;126.61965403;129.5695868;55.20973262;133.6099073;6.15924414;;;;;;;;;;
10.4996842;51.7995687;19.6493806;58.4391626;11.4192267;67.8294312;2.1999433;78.5398646;12.1697722;81.9496276;82.599769;82.9894562;72.2790228;96.189116;1.2992887;;;;;;;;;;
