367.64997273;380.60969319;268.63956234;398.78998587;419.90993208;470.50924851;305.47940688;477.72969237;300.57932691;488.07912672;;;;;;
236.39979324;257.28975116;251.26914696;272.14917808;157.55916228;322.1196966;;;;;;;;;;
312.68962691;345.22972262;261.76916723;375.84982119;289.38964102;376.31943944;242.71947367;449.4098352;304.80992701;474.08901574;;;;;;
305.57976912;362.1099816;333.53939808;467.99915328;;;;;;;;;;;;
336.50950652;383.70990493;444.9691917;456.50974336;410.4192048;463.49937194;359.45921836;470.61939661;;;;;;;;
324.039863;356.929181;274.1096435;411.469373;;;;;;;;;;;;
203.2199868;253.72930125;161.1497346;274.0499427;340.8799479;359.84917605;205.30915155;579.0098292;;;;;;;;
200.1594344;414.7597788;;;;;;;;;;;;;;
140.13906776;171.92931344;288.21923672;303.729728;259.63922344;333.26982936;278.92944036;414.9796858;;;;;;;;
151.5891071;254.68935271;93.3799018;254.68935271;189.82933465;278.75914611;162.74935771;291.82921905;205.37935518;375.94993638;;;;;;
352.16951985;353.07939771;226.58945184;362.88995166;239.89915314;445.27969053;;;;;;;;;;
171.629724;189.59914932;169.0892496;240.409622;;;;;;;;;;;;
270.19948893;329.50979777;256.42910273;375.30978342;271.03946256;394.64910511;233.11908719;436.44950102;;;;;;;;
181.38926418;200.62942161;190.81956003;222.84921906;170.91933093;265.82939844;;;;;;;;;;
317.96937216;357.01978752;215.13935168;370.79986944;291.64904384;381.5992576;;;;;;;;;;
174.89976581;272.26913384;294.39939342;358.21979644;324.21992317;382.51918298;304.67990311;612.17947263;;;;;;;;
246.43914204;377.0199186;270.2491896;472.94908128;;;;;;;;;;;;
205.21920696;225.5699844;373.24995612;426.82989228;344.36977956;439.87981344;481.7791728;496.70909172;;;;;;;;
207.55979822;256.60916186;194.86935051;269.23928543;171.37990877;281.56973424;181.46960767;325.82916657;208.27979602;351.40952084;;;;;;
141.14909224;178.37992759;175.97964312;342.54961268;;;;;;;;;;;;
236.2696984;346.02927712;340.84939888;397.069764;251.35968064;413.87946976;;;;;;;;;;
329.63911236;366.29933088;360.91921296;371.6992432;323.29995576;372.74933612;206.72974444;441.85950428;311.75982056;500.36977124;;;;;;
227.48958756;241.71983964;301.35911976;304.87997619;302.45932539;352.72949643;311.85918864;354.80986722;326.20948119;354.92990769;325.96940025;356.33963916;242.88949017;497.62925649;;
289.76921796;293.88998787;126.11950935;332.95956075;;;;;;;;;;;;
