16.21954011;32.50907392;10.9790118;36.67969853;18.29935291;41.94922423;11.24998741;42.55916933;9.899109;50.34946814;10.499055;50.41946184;9.6091351;55.39901364;54.34910814;58.75971115;39.72942403;74.20932056;27.77949962;84.97935117;25.74968232;138.11956812;4.9795518;;;;;;;;;;;;;;
20.61931914;23.79990561;24.63979641;25.86963651;19.72943484;39.40987605;19.11951414;41.92954845;14.76907977;43.59933135;18.82955184;46.29998022;24.78977691;53.84999859;18.35961294;75.88913313;30.66901251;81.3794193;13.95918507;82.3192971;104.97935091;132.33979359;3.5295411;;;;;;;;;;;;;;
26.58923104;41.9898352;12.60994432;44.95940912;42.3596576;45.33922672;39.33910816;47.28929024;19.24975568;48.62964656;4.40988224;51.22939808;8.89972608;51.55923968;27.08999056;52.3098792;44.81947632;53.8191544;3.66923792;64.59997712;26.04949024;72.31927008;27.76966416;79.52980736;32.5893496;79.56978816;84.4994208;87.63991264;2.85962672;;;;;;;;
2.03989464;20.83927608;9.9498532;24.82920216;26.93998888;28.19907216;18.13938616;28.33985784;17.94967496;29.9693772;10.259382;30.35978288;26.6793856;30.80909888;28.18908736;40.69904328;22.70942912;42.64907472;16.04956752;58.03964544;48.72981792;78.60933192;76.54946768;85.33908712;1.33996016;;;;;;;;;;;;
15.90975564;28.88926584;4.78959396;36.92947608;27.75948456;38.349687;29.54996832;38.599197;20.11948836;43.5694362;11.00937924;53.669601;1.56991692;54.25944264;55.09979232;61.2097932;4.85945676;77.53972368;20.22927276;87.0091272;36.72986808;96.759978;98.87981496;116.55909552;93.44947932;162.22940592;151.43959548;191.3392386;1.52999532;;;;;;;;
4.11996975;6.44938725;3.83904;24.6798285;21.68957625;27.9190185;4.13996475;34.9692555;2.5493625;49.6295895;32.7498105;51.899022;25.509621;57.809544;55.989999;85.32966225;14.04948675;86.30941725;56.409894;119.06922525;1.8095475;;;;;;;;;;;;;;;;
30.87998508;41.66958225;34.24954698;44.63919615;12.24940737;49.20960192;16.01991714;52.25920542;33.58963278;53.06910012;2.1497205;54.34993359;12.54936837;54.71988549;53.49904422;58.04945259;37.56911538;60.57912369;28.82925171;61.24903659;2.8396308;66.51935136;10.74960237;68.77905756;27.26945451;69.92990793;2.0597322;;;;;;;;;;
14.70981928;20.37943704;7.75973954;24.48971;9.89984032;30.31926056;9.11916834;31.80963434;1.8392272;38.82968468;28.26912198;39.47941168;8.65936154;53.84937376;6.64920616;61.0593443;35.35914292;77.17957096;1.7392692;;;;;;;;;;;;;;;;;;
35.59923906;36.9392205;16.08974738;37.25926071;14.59921743;39.24929267;10.45963191;43.74979581;28.59923185;46.63913079;11.04986183;50.74980302;8.93919166;51.95917615;2.92921538;53.5793174;1.09970203;56.00903077;21.21936383;65.20943905;36.8793999;67.05988961;41.27920503;97.44975142;91.41983494;101.75982565;1.09970203;;;;;;;;;;
18.3996904;19.85987224;6.87914552;21.09917784;20.49951384;29.37953824;23.93958632;34.59961336;3.34912344;35.7699576;27.3496756;43.66953136;10.84992064;44.55903296;54.6893568;55.59984664;18.389696;65.55926624;19.1592648;68.88940032;48.18999848;81.1095532;9.8994532;99.6891428;75.92945568;105.24902752;203.21913352;232.019996;1.7790032;;;;;;;;
