230.05936688;238.68922692;248.75921908;318.89931844;234.6699762;350.52954944;387.77917796;440.39916068;445.829721;463.769255;394.83970148;463.769255;337.9092612;467.91969788;;;;;;
242.78904862;248.00997578;201.74969272;263.45961754;317.65985316;320.79918212;316.23958568;418.10941606;198.90915776;448.93997696;;;;;;;;;;
219.09930328;249.27967727;217.43913087;251.67956957;162.46974588;345.88966269;242.96983698;481.16951766;;;;;;;;;;;;
117.74979909;243.48936843;259.15927422;346.9899972;340.06951209;376.17929118;325.54953585;376.17929118;135.77930058;384.94961967;107.52986244;387.33908367;;;;;;;;
132.66942993;225.21966237;184.76988579;229.4993214;236.65988289;315.88966419;;;;;;;;;;;;;;
142.84998;148.2594225;191.119005;286.0999575;191.529975;321.11919;176.2592475;321.11919;;;;;;;;;;;;
128.19981804;183.74954283;159.83919588;198.96984975;164.9798955;252.2698941;125.36973603;277.37900505;274.76969541;289.21979646;;;;;;;;;;
150.3592828;157.9499808;190.119468;266.4895252;221.7594408;276.2191044;129.269934;318.1191624;199.7598032;333.7299212;188.8492284;333.9798044;213.4795808;384.5999928;;;;;;
100.8397257;234.64985158;175.74923622;297.67941406;195.26948434;374.79905714;;;;;;;;;;;;;;
177.30910427;190.61954398;157.13973865;240.25970085;242.40921898;257.93921619;245.54915299;257.93921619;124.83975144;258.78955333;201.07908539;333.9299597;297.25991039;343.51943457;;;;;;
178.99998208;207.819008;203.3790464;236.07981056;161.76955392;236.07981056;201.7997312;257.3290496;105.09995008;271.90940672;248.55938048;291.78990592;289.97915648;326.95996416;;;;;;
195.43998336;257.35942022;401.1398879;421.1492765;289.87991084;431.68934906;;;;;;;;;;;;;;
174.38974504;211.42970542;220.11945853;221.6590485;175.30970742;253.66914949;114.21901688;276.58938358;147.71981613;276.58938358;225.36982951;306.77951561;132.93955286;372.35926336;348.51906689;440.53925185;;;;
172.37972192;174.42918864;234.41905648;244.74983904;190.9590368;285.34974496;167.90924192;309.0790528;183.73970832;332.07917568;159.52957552;372.27971872;;;;;;;;
131.7999732;244.1194917;252.38902542;318.21956124;275.81937096;405.749064;261.71988444;416.39948784;;;;;;;;;;;;
150.8890678;196.32906542;233.15934819;240.47932874;201.46929655;240.47932874;212.26959065;257.05979847;157.8595402;463.15933961;;;;;;;;;;
101.9691698;242.99937776;162.0992492;275.3895264;205.8590172;291.63905292;177.34982536;303.1799492;;;;;;;;;;;;
201.13950375;202.6299321;302.5794042;302.9698242;198.77941485;309.349287;290.999547;332.3899233;304.32946185;340.27933545;283.68990855;370.76918535;312.3691857;421.1597187;407.4598809;427.8593259;;;;
140.83938;140.96907;173.77965;220.28985;193.77963;292.15989;228.43953;298.0494;246.81987;298.11969;296.61984;300.20958;279.2493;300.20958;287.91972;327.98997;275.19921;394.14969;;
129.24944064;360.03916944;295.29956872;388.86915504;;;;;;;;;;;;;;;;
181.07961762;207.09995142;146.87920922;319.76987158;194.20918006;320.92929108;253.15998788;336.0096385;;;;;;;;;;;;
280.06949032;296.51986296;263.71991164;303.29900524;290.61992344;311.37948736;273.989918;327.41969844;447.35952104;487.1092658;;;;;;;;;;
223.0599078;231.53914332;266.17951224;296.76928464;214.0294428;308.5499592;140.28938712;324.44951544;135.80928684;333.77984136;258.9096168;394.50909996;279.12994128;395.66994768;293.01953868;458.35968312;;;;
186.609525;201.48963;304.009929;353.479203;215.489937;414.119727;;;;;;;;;;;;;;
159.74995015;257.36964488;254.55942395;268.01931528;268.49992081;333.47955036;317.34941079;333.95917706;224.76971173;375.43905597;281.47920661;545.67912723;;;;;;;;
209.83913145;236.1198213;185.4997452;263.7190773;247.6994244;267.669903;176.159658;286.439736;268.94948715;369.7598628;356.7398748;455.65962345;;;;;;;;
77.9195816;98.5593273;254.48932215;280.7696135;241.7299707;358.7890101;269.54940935;367.84921765;361.42911685;385.10922745;337.0293401;477.2494521;;;;;;;;
148.19950852;333.83978894;236.61902488;334.66952302;284.829706;347.7397917;146.2699854;410.74968032;;;;;;;;;;;;
153.6396825;158.21944375;178.229125;252.629075;149.66962625;263.43938375;161.67942;290.03925875;211.89938625;318.02989875;;;;;;;;;;
239.48944564;248.39968796;300.98948774;342.59960782;341.50954601;345.53971107;208.76907269;357.81995409;310.80992673;435.28945112;;;;;;;;;;
132.23990472;154.79960496;114.93998208;179.39994072;175.1594922;186.80910864;164.52920484;284.92966656;274.16986212;527.83944444;;;;;;;;;;
292.94956043;323.41990599;282.0498814;323.41990599;153.06919008;329.88994912;210.92994644;334.83984427;134.29922731;339.97901469;128.73988561;352.16992763;;;;;;;;
129.29905084;224.19999644;196.1791072;226.42903272;189.0196858;246.90986048;178.16945064;285.24988236;237.30916108;300.56915092;;;;;;;;;;
216.81972132;217.92976074;142.16981966;217.92976074;191.76953254;244.82901788;278.11922974;283.3393073;275.6797361;368.66972302;248.96997356;389.70960766;;;;;;;;
319.36984062;325.0592339;317.87995062;329.11968078;241.18935276;475.74968828;447.2798769;513.11910926;167.68910602;628.44950764;;;;;;;;;;
235.84990122;239.29931738;133.99979958;242.5198856;119.3594245;252.28963006;174.85946976;256.43934056;214.34998102;366.0290206;;;;;;;;;;
194.52933776;197.38936836;134.5691162;209.86914388;287.67969756;294.2090342;;;;;;;;;;;;;;
163.9594928;207.35931842;169.22947866;209.1990369;156.7798634;222.23956816;150.08970942;242.22927158;182.68956028;255.42935016;139.8698172;310.6593141;;;;;;;;
230.56965984;277.13993091;134.77924629;317.99949525;276.7190163;359.92975491;221.00902728;374.60902755;351.88958931;395.37912366;;;;;;;;;;
194.79958452;240.5898816;139.35922092;241.18996308;116.87955168;241.18996308;276.6096978;289.33978452;188.50917816;312.37972884;281.43920928;432.61993584;;;;;;;;
100.59909825;104.699992;299.34952775;309.10916375;209.3390845;323.04925575;446.2892165;485.479027;;;;;;;;;;;;
191.06979372;216.45904896;177.76970928;272.979666;264.90957048;272.979666;205.40908764;280.54962324;273.81921948;289.43930664;;;;;;;;;;
171.5993328;176.889216;169.8890172;184.4791788;148.0497564;229.0193556;111.2094984;243.0197532;241.4693736;244.7390652;283.6994748;288.469566;148.8194484;298.6994724;290.8696056;319.6390932;96.2894688;391.6392816;;
145.14938712;246.23929928;123.22914088;258.4393232;104.77961696;265.98971912;270.46936072;299.38904696;250.3599696;310.97911968;;;;;;;;;;
278.93987554;331.29942992;139.82964617;349.62957047;294.21948902;403.09922494;;;;;;;;;;;;;;
299.799097;376.6693298;365.3092362;384.1196512;358.7290836;384.5497461;404.5895739;410.0291268;402.4091624;441.8890801;367.7191647;457.5790618;251.5396551;464.0294874;;;;;;
124.6591323;143.23940676;173.82907665;311.41957185;301.94980479;319.85919657;;;;;;;;;;;;;;
280.70954232;361.70922816;388.62960336;398.88969;339.3694092;399.49956576;;;;;;;;;;;;;;
184.9093029;234.1391613;179.2893978;259.4694582;147.8299011;259.4694582;235.7494746;331.169124;178.5190773;376.0390665;;;;;;;;;;
150.6791126;154.329028;180.6797826;214.729048;136.5299594;254.5591734;205.469705;283.7096583;;;;;;;;;;;;
165.18928727;194.49990595;249.59917045;289.26964542;230.95999017;435.1597558;389.93953558;446.40956227;;;;;;;;;;;;
177.94996878;234.98910018;254.20913148;365.02957662;185.82973452;431.09998662;;;;;;;;;;;;;;
244.61970489;253.4694525;215.17936506;253.4694525;231.23990736;255.18915675;223.73900604;286.77987459;232.95961161;293.21904546;258.33945555;397.69930332;;;;;;;;
108.70938981;159.36984333;153.9192249;214.00901832;107.84945001;253.89922581;247.21969341;308.46940563;312.65911233;356.24906082;195.37932249;357.64996275;;;;;;;;
243.1693244;379.71938674;;;;;;;;;;;;;;;;;;
272.21924785;291.3994536;297.19990698;347.46950527;100.69982145;357.80935715;235.8092812;357.80935715;96.98948672;403.83985561;134.09981771;428.91928407;324.94910036;437.71973114;;;;;;
239.72959232;377.2893696;278.67989504;396.029824;323.11942656;426.5096192;289.76902656;427.27939584;260.16968192;454.53976576;470.54993408;494.39917568;;;;;;;;
248.57926947;271.51981164;159.76963989;283.96952136;280.43922627;289.2899772;255.03954273;315.22916124;128.80917756;340.47974646;140.73998589;346.59964395;255.49958952;396.76926681;;;;;;
120.63917445;131.45919859;220.94960685;227.90961684;234.67987193;267.86900265;132.1792685;269.28916827;242.39990023;271.91977041;184.60954608;291.28975086;163.80941291;304.98905593;;;;;;
169.07992153;257.49934418;135.72945295;257.49934418;232.12942662;282.02904821;266.96923032;368.98967105;263.80931824;368.98967105;177.29982998;413.94946749;;;;;;;;
218.77942647;222.18922902;163.60951006;256.21935369;182.01949162;271.90936577;133.36903896;334.92920857;412.24955661;440.69902031;287.81980953;510.39971434;;;;;;;;
