211.46912986;319.46981009;226.11971371;347.76953295;288.70902664;452.03953428;;;;;;;;;;;;
171.89937228;256.95904908;285.2497308;350.93966724;298.01960268;352.4298;;;;;;;;;;;;
306.7795913;360.61912848;291.94981322;390.8090303;456.84950272;469.18974076;;;;;;;;;;;;
133.57998918;146.85990618;127.04986458;146.85990618;150.70908513;212.0593062;192.0196119;254.61994245;;;;;;;;;;
211.099756;289.829526;215.899782;299.019056;236.389104;369.369406;;;;;;;;;;;;
150.66940784;305.22956026;247.98985906;320.06981508;;;;;;;;;;;;;;
298.929813;300.2290815;276.28920138;308.2796433;286.8392616;337.39992756;310.71932634;372.98909808;312.51967122;383.4999351;;;;;;;;
179.57906998;180.96991634;176.649046;267.65990591;172.67974001;279.07948655;263.12906015;338.6190764;324.65956373;340.40964661;287.94950326;365.39961116;164.99926295;375.5092534;;;;
173.07904042;196.83956006;124.69955784;215.77989576;278.969262;390.69987528;;;;;;;;;;;;
325.30910358;374.46915851;224.55910822;385.67936088;295.77954812;397.91904127;247.26911564;403.92928867;245.2597491;403.92928867;;;;;;;;
220.88920875;314.08925625;231.20946275;342.99955725;413.2798075;448.5293505;198.57995325;448.5293505;;;;;;;;;;
218.50992058;240.0996031;206.35995926;274.60953604;179.8698643;298.00964326;123.47979588;393.74921894;299.98982594;484.9092542;;;;;;;;
242.74944375;265.059333;247.34937975;272.6999385;133.5598605;293.16905475;190.15963725;304.46924475;;;;;;;;;;
180.10967716;246.66999672;207.81908112;302.33989184;254.63911816;359.11939924;;;;;;;;;;;;
232.50904862;234.85990756;223.77957242;319.36983666;206.61960208;319.36983666;;;;;;;;;;;;
92.94923216;283.6097388;261.61963232;301.66993664;168.099994;309.59968112;220.86905704;387.20988248;;;;;;;;;;
289.76987469;291.34936818;179.33969184;292.19932876;170.82913807;305.59964404;194.39912221;330.23954343;205.41974692;382.979896;;;;;;;;
284.94947688;348.72953068;218.67945288;352.90919272;293.94921742;439.81981016;;;;;;;;;;;;
166.29940545;207.1591492;182.26972815;269.54912145;220.20942845;269.54912145;305.24936005;322.6692722;252.3398419;333.02901805;278.68978145;378.25938825;;;;;;
191.47953935;239.7098538;183.28954235;240.459109;274.7793811;325.26941735;251.3691415;332.6991993;466.70927065;477.09920845;;;;;;;;
241.83916168;269.90957424;251.99961776;298.22984224;341.15918768;357.51924408;;;;;;;;;;;;
128.53928718;203.50978868;219.49982922;226.14943022;239.60962256;243.53938676;168.4698912;318.84986786;;;;;;;;;;
197.19981096;235.0692884;247.03982344;252.83967128;215.7597228;261.22941336;233.4493584;274.10910296;242.36944064;284.509552;242.09928616;314.9094076;219.54986056;352.93938272;;;;
161.30983625;177.97941945;289.17936525;299.04992665;328.089134;375.35922505;;;;;;;;;;;;
256.94934582;369.96963028;234.46978192;396.70968752;235.98903534;397.00994706;364.39936692;459.50981822;;;;;;;;;;
141.95960576;152.01907008;150.80946944;390.25970624;84.67999616;391.17908224;256.54963648;398.47942464;;;;;;;;;;
255.3692544;308.92952184;255.1995672;342.0295056;224.86947744;342.0295056;201.47959416;353.87966112;311.62954464;425.9098812;;;;;;;;
113.89990634;153.47927738;124.85909502;216.2796581;213.38944264;227.68960522;248.81965174;263.20917172;426.06998324;438.96922036;;;;;;;;
211.2399291;265.39957185;171.7290765;323.54929995;165.90974835;361.57933695;254.08954575;407.8498752;200.93955;442.9499562;;;;;;;;
180.90965449;219.88998976;242.35946047;256.82936553;246.40952059;270.78952851;125.18946896;305.42909138;;;;;;;;;;
216.23969079;251.06909985;191.62980972;251.06909985;165.54945159;299.56991949;199.99925901;403.50983319;;;;;;;;;;
215.7594164;220.99911948;263.459189;336.669594;255.87970103;375.50943356;260.0394278;492.63920273;;;;;;;;;;
153.67965796;308.13989645;145.15906819;349.33919602;;;;;;;;;;;;;;
180.92973486;196.1998322;155.1291157;196.1998322;147.09992662;204.41990986;153.7295958;204.41990986;150.25997332;204.41990986;143.45919676;205.88965302;388.02999732;437.84993858;;;;
145.08978218;245.73906966;182.78985242;283.67965549;325.47946865;426.11977422;;;;;;;;;;;;
209.16970272;226.37925696;201.63958944;233.66944992;219.82973088;274.31951808;263.64953472;344.00990016;;;;;;;;;;
162.4196437;165.15965488;174.12982424;262.81986678;231.98957952;275.18973426;273.68946262;294.55955854;294.1898979;323.3596617;301.59982408;350.89937938;345.74969206;357.55916974;246.669826;375.08953908;;
212.03904708;259.18909632;209.97909828;321.79965552;362.98971828;491.72958576;;;;;;;;;;;;
253.74940782;260.40954144;141.15978462;271.86948594;;;;;;;;;;;;;;
181.6592766;280.45924182;292.03903662;346.95935256;199.79929422;346.95935256;208.9196283;347.48951184;;;;;;;;;;
236.9593975;240.4995138;284.43965578;365.09969132;340.38938164;393.93997118;350.63933408;463.9290138;417.11904402;508.81947592;500.829637;514.4091855;;;;;;
