95.09927548;113.67949549;114.57952011;131.55925288;125.28901484;134.40999605;111.05924643;135.21921996;131.52931858;136.56925689;122.62985119;138.76942794;93.35909484;142.46930742;94.40978877;142.46930742;88.26926603;154.42905808;134.69936095;154.42905808;149.00995197;155.38994911;66.40924455;160.33908671;135.11943896;169.66960802;140.82990559;173.82947791;146.91954002;176.08951756;127.08906408;176.08951756;110.74992533;179.57985694;99.31901397;179.57985694;96.30961901;180.85904936;150.5595509;185.73933807;104.969612;193.18998534;78.92976443;195.60967459;110.21909041;201.63944042;194.35941866;207.46964425;82.319325;208.26988787;125.56939945;227.27916618;77.08980279;227.899804;152.08919363;228.61922501;80.09919775;247.37905082;198.38957325;258.74909577;;;;;;;;;;;;;;;;
61.11936968;71.07999984;98.87905872;101.5492788;81.16949584;109.94953344;115.37988;119.06903928;80.19950568;137.02934112;90.53974064;137.84948728;132.54900552;148.66922304;58.82975336;152.06968288;117.98916352;152.23950608;86.8296032;157.37915528;96.299744;158.01948864;106.4691568;167.79930704;130.6090252;171.05991248;127.20956432;171.05991248;164.71951336;179.23939696;94.80929568;179.23939696;171.60934048;186.58974464;136.45993392;192.2198832;118.17996488;192.3397584;135.48994376;193.96906216;137.93939368;211.5397696;100.20967344;231.2192816;146.20978352;232.57986512;100.28959024;235.30902384;76.69914984;245.4994148;73.22976176;246.88996712;;;;;;;;;;;;;;;;;;;;;;;;
72.84913768;91.61963391;87.60929647;101.56958467;131.02998685;139.01970544;139.98933633;145.60940085;100.64988328;152.61950265;99.8290423;173.29930296;136.83978347;176.49978391;81.82945755;186.40979107;107.44928259;186.40979107;81.20933316;188.27915155;98.13942802;189.64921703;93.86945718;189.64921703;103.03950915;191.7192941;191.629421;192.71988128;130.76935486;195.29923925;154.28914513;206.46946699;202.70977564;219.52902701;108.44986977;219.52902701;197.94949711;224.96934533;95.30942396;224.96934533;188.04947585;228.84986607;54.02971054;230.05915856;107.71990048;232.55962792;109.12990956;232.55962792;231.78971503;254.27995901;204.67999371;261.63956731;101.46972567;261.63956731;118.34989103;266.54963434;;;;;;;;;;;;;;;;;;;;
78.61906026;89.50996054;61.04945795;102.42969477;89.59968784;112.47915237;119.43999691;165.61964731;127.40977509;172.62934338;127.27917202;177.55936003;123.64920425;177.9092965;167.46902666;179.63903945;100.50953055;184.86914407;182.86922225;185.10941384;147.28935689;185.16923204;98.05997526;185.68965038;106.61995968;190.50900336;189.49907275;193.40918909;116.27960201;195.04920474;87.41931445;195.04920474;120.24953655;195.76901708;94.68921969;196.57955369;55.23911679;197.26945693;124.93928343;197.26945693;70.71906998;198.29932694;144.20971656;199.76985769;102.75969184;204.55930157;73.65913451;224.75990771;112.82908884;246.8098932;;;;;;;;;;;;;;;;;;;;;;;;;;
57.34995398;73.49956185;78.30955154;81.30992133;73.24961435;107.61939518;118.07919816;127.65918594;72.29981385;130.81952213;92.40958991;141.72923061;87.32965692;147.4090376;70.20925296;147.4090376;102.13954619;149.38962159;53.63973329;152.95987168;80.42910634;155.60931518;129.90971323;157.91982987;66.82996276;157.91982987;139.94960441;163.64962636;145.069529;164.47945206;51.3992039;166.31906566;135.54952862;169.72934935;130.68954943;169.72934935;110.08987627;170.00929055;74.26940015;172.25981784;62.41988907;177.91962903;82.08975753;178.53949883;58.01981328;178.60948413;118.98900706;179.55928463;72.64974035;186.50982471;66.15910367;188.37943201;158.46971437;209.69995376;47.23907771;212.47936996;;;;;;;;;;;;;;;;;;;;
126.95900778;144.68944509;102.54904281;146.78966772;98.92938258;151.69985028;120.82927662;155.59940691;118.09928709;157.83957774;98.62949358;157.83957774;122.98947705;167.61995766;82.4294898;173.66971842;64.60908579;176.63961915;76.06984374;177.03947115;95.60961135;177.03947115;172.94998482;180.26927568;170.30996199;182.04961671;126.00935928;182.25953901;146.17989342;183.88993554;104.15944674;184.95953964;165.51973503;189.3699072;142.13938896;195.45965316;108.4398624;201.32948052;191.1492486;204.71922585;124.40995128;212.93918334;173.64972582;212.93918334;216.6797988;226.91900889;186.30904014;233.42959908;192.72966363;239.88920814;215.78912847;271.4395302;;;;;;;;;;;;;;;;;;;;;;;;
42.60911445;90.33990345;58.71999375;95.73966;72.7998813;107.24927535;50.5294857;127.9693638;53.34903855;131.9399775;82.90915515;133.64918865;94.3194555;135.7794954;122.54974425;149.22972585;58.43992545;152.40979215;123.75940095;157.06965195;48.99904155;168.67957545;170.73936855;171.179334;147.4390764;173.27984625;76.8797415;179.42943105;162.24992235;204.469722;164.03957865;210.2796495;107.46975465;252.41999715;58.039686;256.57930935;248.5596231;257.6191374;138.0696993;277.46922645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38.00985967;41.89974297;40.40978767;78.74963744;93.38919824;118.80943561;115.86952381;121.30936061;145.68962918;148.57954248;120.95937111;149.40951758;87.42937704;151.61945128;52.13943577;155.14934538;134.89995288;157.54927338;84.33946974;158.92923198;138.79983588;159.57921248;136.90989258;171.96984075;171.50985455;171.96984075;151.77944648;178.15965505;124.05927811;178.15965505;175.43973665;178.92963195;193.29920085;195.95912105;153.01940928;197.64907035;126.49920491;197.64907035;73.35979914;197.64907035;160.38918818;200.11999622;104.76985681;203.30990052;124.78925621;205.41983722;172.13983565;205.69982882;86.86939384;218.90943252;78.45964614;221.41935722;116.51950431;223.93928162;179.09962685;224.24927232;168.15995505;237.40987749;66.72999804;249.23952259;74.35976914;250.79947579;142.75971708;263.13910559;109.95970111;282.52952386;;;;;;;;;;
95.49987142;103.48922826;40.28924226;103.48922826;96.54921084;108.90965044;87.49953196;119.81938578;84.18976966;137.27975474;45.24939282;160.11961066;69.40915998;165.09972962;38.3193596;170.8596146;171.38977562;174.80936412;35.44990052;178.12911062;126.6096402;185.07911224;157.95902978;185.35966826;160.01976866;190.44961342;56.54951038;192.35959088;127.49923242;195.9299408;155.97916292;209.119069;93.95930936;209.119069;90.04949664;209.74907202;97.75929588;210.86929926;154.59934648;222.66962524;224.8491761;225.24954252;97.32997528;226.53950116;179.01970126;247.53926902;32.41969582;266.93956804;185.55935226;270.09956734;157.96901398;291.76927502;84.81977268;291.76927502;;;;;;;;;;;;;;;;;;;;;;
96.61915302;105.16921207;99.72944241;113.82981935;89.65959418;119.48968954;85.749573;134.13981984;66.83985009;138.02992242;51.5692554;139.36944827;82.67912081;141.9299843;92.66929464;145.14982599;77.86977484;150.26990212;81.84951112;151.59946867;118.15912706;156.03932461;65.47940971;156.03932461;135.00926673;158.14970028;81.78975532;163.19906538;75.35903531;163.56955134;78.92944436;174.10947853;62.45974995;175.08947365;84.55943665;175.08947365;89.65959418;175.08947365;66.59983096;178.33919324;147.43946906;180.28922418;60.06951795;181.25926;58.7499107;196.83958892;191.88981682;234.36921911;;;;;;;;;;;;;;;;;;;;;;;;;;;;
