9.97960896;21.93994944;21.74907168;23.8996944;5.79928608;25.43970816;28.34984448;28.37982528;13.44938688;29.77992864;4.18931712;40.3691472;6.82962624;43.16935392;21.89997504;47.8893312;11.65953312;55.7992656;21.31934688;90.68992128;50.90939712;122.49955008;1.66993056;;;;;;;;;;
27.6198615;35.33943798;52.65953847;59.57998695;26.60996349;62.34996438;7.59970728;74.1990348;79.90980327;81.17941788;25.99962948;86.57952534;57.52922472;93.84959232;88.19975736;99.52939458;21.73927833;100.53929259;32.47955865;202.2992532;4.28931954;;;;;;;;;;;;
15.36931123;16.5995357;28.07929889;35.03991094;17.3490632;54.44967508;14.11909936;61.82902316;7.15948668;68.61974231;8.72949695;71.46994555;19.59964444;77.49914476;24.37963115;87.41989075;25.78974222;94.66932073;4.31927714;102.51937208;1.1093007;;;;;;;;;;;;
11.65917848;30.64988408;11.56959968;33.18994072;27.18915644;36.45956692;27.55941548;48.31980004;62.08905692;69.55992884;34.75956036;74.68980812;41.16942116;75.25913116;61.7297464;142.679122;3.92952336;;;;;;;;;;;;;;;;
49.1294394;49.9390182;18.92915172;68.8591746;62.97923376;69.29994528;12.60943968;79.96939428;66.51939192;80.78996736;42.95964936;85.35958992;84.37910004;87.5094714;20.4493608;93.05958384;46.23994272;96.4698096;36.76986972;106.5095862;78.4691748;107.63999808;1.1693916;;;;;;;;;;
13.06947029;15.38984362;10.00929676;16.27960332;38.7995213;39.6992783;3.83996293;52.31986982;35.13950977;53.25961602;9.93931566;63.64980991;8.76963156;67.41979174;3.0091873;74.4498931;6.32929063;100.21993331;99.00926028;124.63933829;2.8092413;;;;;;;;;;;;
4.4494215;20.75930094;8.95983507;38.75996055;29.08921791;42.88942365;13.93918767;44.05927155;25.53967941;52.87912482;8.84984937;58.63937589;12.88932417;64.08966726;44.53920915;69.44997033;58.74936159;80.5095324;4.199454;82.6692516;14.25914607;108.73986198;105.15932751;111.37951878;2.8296321;;;;;;;;
19.1494205;27.8290785;34.9595115;38.7995905;37.839071;48.049963;13.879057;51.4192775;26.3798035;54.1299215;33.589197;54.3797965;11.8290825;56.819576;65.099434;72.049957;34.2798515;78.0399605;7.2493735;92.019967;6.2998485;94.1598965;6.2498735;;;;;;;;;;
12.39907716;29.94949062;13.42934442;62.08904646;30.09994551;65.39905404;12.07923597;65.52958113;39.19997538;76.05943065;11.85903378;96.6199383;21.56985072;101.91973671;28.76976486;138.29992839;57.60927702;141.12967599;9.94995054;;;;;;;;;;;;;;
20.32942252;21.56982465;22.22944316;25.50957333;25.01959952;27.94946328;29.31959371;34.68934742;8.59998838;39.06917441;17.39955876;39.58908552;44.58961253;45.06960724;37.24998448;47.9795128;12.18947065;49.67995144;22.98985058;57.80992421;18.47929738;60.71982977;11.83920424;68.71907633;1.17952962;;;;;;;;
