143.43990276;145.2095568;108.07979688;146.46959844;137.22962616;148.33917648;127.51901184;170.22952716;121.68944568;170.22952716;171.019926;172.76959524;169.15934112;172.76959524;158.4594792;183.42948756;104.29967196;183.51941916;86.6291118;210.4699212;154.43953668;210.4699212;85.7897502;217.2797418;133.43950884;217.2797418;74.06966424;236.34923796;73.2892578;246.13979148;;;;;;;;;;;;;;;;
97.29959514;123.08959719;139.97938335;148.14928935;95.51915343;168.4694397;146.31903114;187.78927473;121.15970598;189.83972187;186.55980351;205.22903505;118.45965168;233.5098621;127.15960524;239.62932096;193.96950972;239.62932096;169.04930376;271.86956343;232.65999261;279.02919081;272.55902379;280.39914456;211.8994644;293.00969337;;;;;;;;;;;;;;;;;;;;
84.92903268;94.17960884;112.24957332;116.65926748;120.89928124;149.0592408;130.75970872;162.3292462;93.1096242;162.3292462;77.94917952;163.27945644;88.99936604;167.4196582;187.83919716;205.95906764;145.50992608;215.219625;195.60956136;222.59972428;230.76933648;239.2693264;118.22931024;244.91968372;209.46945568;246.47974528;246.9698222;295.80983004;243.83971788;299.59969168;;;;;;;;;;;;;;;;
132.80972656;185.66928443;126.37922793;196.11971882;169.64948079;205.27945813;93.14982356;205.27945813;174.19988024;216.29931682;119.4891939;217.37922501;199.66913029;218.79978879;93.41955086;219.18939489;129.4391343;224.00952164;96.63929563;247.19907651;246.10917842;256.06910872;148.7396211;270.18983237;132.41912147;284.09976913;238.1292463;292.80996294;151.00932638;297.99971599;128.52905441;325.03937832;;;;;;;;;;;;;;
149.58908316;153.96911934;121.67922468;154.82992992;154.48900494;185.6791416;144.28924938;185.6791416;132.33987882;193.91932836;96.78970158;204.6699627;89.78924202;221.15933424;197.59951854;224.54958822;101.90957496;230.1193626;234.84932178;235.81910838;217.11922326;245.35900914;264.08988744;266.94925824;249.32913552;276.8490798;212.15931468;304.49999526;201.92956572;316.12943622;;;;;;;;;;;;;;;;
150.09918594;163.3094472;209.48997372;212.769336;143.3298876;215.0497203;190.2399375;215.0497203;163.95913218;221.55954384;140.29902234;239.9393415;142.90973802;240.19981428;114.34954638;243.13986336;189.20902416;248.96906454;192.34966722;250.54986486;127.00992066;250.54986486;97.39985406;263.47969374;126.2694195;290.88921444;263.20924116;295.76933664;229.8497637;296.00984982;;;;;;;;;;;;;;;;
120.87950761;124.17948939;127.1996598;134.329373;99.36987984;139.90966808;112.22925362;144.33984881;133.98981543;150.09938249;116.82971102;161.13948448;93.10947385;194.11938688;97.91904295;200.45945447;59.90950628;200.45945447;163.48950168;218.56952346;96.30987863;222.36938178;85.79952628;222.37933948;101.49983187;228.68953397;190.30957086;330.48909261;;;;;;;;;;;;;;;;;;
157.62942868;166.24925756;167.38964734;196.17999563;157.80917488;209.55910445;153.98956813;209.55910445;149.2392755;210.36995953;213.69925859;231.96946123;120.32909641;248.88957019;134.50907441;249.30997658;130.47976376;260.37934673;220.49965649;270.80961928;106.5595389;274.55932473;151.39922567;276.05920691;143.39952118;278.00945318;278.18919938;283.499701;149.0195857;289.06983602;;;;;;;;;;;;;;;;
63.17965197;65.11960146;94.68910434;125.61946731;62.33997234;125.61946731;97.62948069;127.2598878;58.00978143;127.2598878;123.54972192;127.3098093;89.66999673;158.26912674;151.76934744;163.03962528;61.28962398;184.06955637;175.97927808;197.6392185;168.02977842;197.6392185;188.01934545;203.8494531;63.7297869;208.72977894;215.61994437;216.6892629;206.25966312;216.6892629;77.72977236;253.04908821;210.63977553;276.71986665;;;;;;;;;;;;
104.68932753;116.00973255;93.87922779;135.5797407;97.17926838;147.22905342;93.5592903;150.23905722;111.19970661;152.87928903;61.96920075;163.12924899;88.83996315;163.84985586;190.79935677;203.35964415;143.22933645;217.0292475;114.97915509;225.62968551;95.73905133;225.62968551;186.7498053;225.849954;152.71981863;255.66992211;91.12936008;263.57965395;;;;;;;;;;;;;;;;;;
