115.56941653;127.83900815;110.55901735;129.43930291;129.32955701;129.5899541;63.30941664;149.99969843;60.5697599;151.4194113;63.51992923;176.59911152;146.14961272;183.60987915;142.21971181;186.50916629;68.10930323;190.50990319;185.54938851;204.68907347;107.71959161;270.20937115;123.41924145;281.99907388;125.3397947;293.8995202;;;;;;;;;;;;;;;;;;;;;;;;
116.41913124;123.2691371;101.85999672;123.2691371;125.89945144;152.7590267;136.03909844;152.78999508;158.22944118;160.30931754;110.02965516;165.77973202;95.77920546;180.14906034;140.29974814;186.7193518;120.64981154;199.60919074;91.29977914;212.19933568;200.70906772;273.81941902;193.05987786;279.8892215;238.57940054;309.73974288;301.88975804;352.37920622;;;;;;;;;;;;;;;;;;;;;;
87.13961404;91.95961012;92.46918682;131.08910566;124.32972061;144.08930653;106.48954026;145.77990217;123.92905344;153.31963899;104.29935962;161.76961968;59.89924233;166.70951616;175.55916485;176.03976562;81.40937409;178.79947316;159.03988724;181.649106;137.54973888;192.9597104;132.26912543;192.9597104;131.86945743;194.46945627;99.89901494;209.38906271;209.38906271;259.80917925;148.22986701;264.63916703;;;;;;;;;;;;;;;;;;
80.98978446;89.54936406;115.22910048;134.99993364;122.49975504;140.28931488;136.4494755;146.21916816;96.4798302;148.23934866;114.62953086;159.07948758;115.83964392;162.89937456;183.88929936;192.70925778;110.93933448;192.70925778;153.60953712;196.43935896;199.1498925;202.88996988;84.83960004;207.33935508;105.79959624;219.11925204;212.94996996;240.09920064;81.7898757;254.0090163;99.69914994;257.39992668;244.34906184;270.4597701;268.3398276;277.51992684;;;;;;;;;;;;;;
70.1599457;135.929209;59.6790909;147.3397848;84.9395105;153.7198702;93.9498066;159.3591779;143.4299581;172.5592167;161.6794816;173.6698834;105.4593527;185.3993635;82.4192668;188.9492982;171.2296157;198.1695313;204.9195057;205.8592237;201.849427;208.4194554;136.109155;218.3494755;128.8593306;226.6799756;197.5097293;228.3294806;172.5692137;229.6790756;94.3196956;240.1399364;;;;;;;;;;;;;;;;;;
93.74904258;96.689967;99.48985418;156.1490823;108.17953596;156.1490823;95.17927938;169.10961008;178.67928478;179.68938952;105.07969634;179.68938952;136.94914648;180.53958584;114.3394864;182.36909708;93.23952072;185.18984188;114.3593508;191.32992792;196.07950596;208.19976962;112.0699787;213.13905268;150.919779;227.94994932;172.9096698;234.07910994;95.62920804;246.1596448;229.3593285;247.14988514;84.3591407;247.14988514;93.63978838;258.6295219;;;;;;;;;;;;;;
120.45996977;125.05904349;125.94909012;134.01944559;115.57919779;152.16900476;105.33916636;158.50921347;139.65940437;158.50921347;98.54943915;170.37949866;97.10998102;177.06933287;98.03998485;177.37900117;78.86951922;192.11921225;74.15956427;193.15909838;62.38917208;200.14961052;121.34901747;227.22960389;207.13912373;233.6297484;88.76991445;233.6297484;157.47931664;275.61977095;136.31998138;295.99994081;;;;;;;;;;;;;;;;;;
101.01997604;122.40927976;123.73905524;127.59950036;63.28971984;155.88944964;121.30929268;206.04926012;104.46979928;209.43913856;118.08925784;215.14987984;184.8497816;222.57903872;70.02951352;228.6094856;102.06901004;229.28985908;118.27908304;254.01908724;160.54915876;262.44932428;107.56994452;264.67927084;273.29933308;274.34936616;284.76977056;289.48942448;98.7790396;289.78914848;128.07905876;330.60955912;;;;;;;;;;;;;;;;;;
133.52939064;153.9693876;178.37988744;191.75910336;177.25987392;191.75910336;151.74934296;206.15941992;130.07942928;208.43941176;202.48965216;227.649492;182.539224;231.51908376;118.47964608;234.92908032;233.1596388;237.09916896;115.33941192;239.2692576;215.44923768;247.99956816;194.82939912;254.26904616;164.8498044;257.55914832;107.47933488;257.55914832;134.41960656;261.6395544;251.17976712;263.89956384;179.98946976;274.39931592;258.67916184;276.40954536;111.96938016;303.73947384;;;;;;;;;;;;
94.53915944;159.37934936;118.39987852;170.3596092;165.52981104;183.10939856;171.35908416;186.43998428;102.29955384;186.61953068;87.58971628;186.61953068;127.73928376;190.01994;69.13932872;192.0597866;75.04939772;192.0597866;77.4992086;196.94943356;73.07937472;220.51988596;129.42901488;221.03957304;152.12966472;235.16987472;188.0798414;242.80957404;196.84968556;261.17916572;183.87945312;267.89918848;69.4694946;268.25927876;228.84984144;268.25927876;250.12908228;296.59968052;;;;;;;;;;;;
