414.34955762;544.479332;;;;;;;;;;
239.8091241;305.9099511;438.70977618;503.30933016;297.91939866;522.03968388;;;;;;
268.5993611;304.4290781;295.5996477;405.0999246;256.0494972;424.029809;228.9396396;466.8093157;;;;
204.36986034;284.09925082;215.06950898;290.63964298;316.06966953;320.84933555;196.45915552;337.6593417;;;;
414.739575;461.37924375;247.18935;461.37924375;216.76966875;535.1999625;;;;;;
;;;;;;;;;;;
142.24949968;318.15912666;327.35979372;348.60902446;;;;;;;;
435.30999152;451.73902092;351.609648;451.73902092;426.24928136;500.71938164;;;;;;
148.28935298;267.6996196;141.97988744;473.62975064;270.04950254;490.25999756;;;;;;
374.1297756;376.60970844;296.44941396;376.60970844;200.37971982;516.99912684;;;;;;
266.11923726;267.58986255;300.62935473;373.89929829;;;;;;;;
261.31935807;391.8990354;332.00906337;486.63993651;338.97964671;546.56966094;;;;;;
111.9298848;219.1893168;92.1899088;219.1893168;237.169284;351.4098552;354.9593208;414.0997392;;;;
231.9796269;239.4194916;;;;;;;;;;
181.03913072;218.6795373;248.16932658;474.0196363;416.14976158;481.2799327;;;;;;
192.5696948;488.63901952;538.69916912;553.889428;;;;;;;;
226.25918992;245.56948464;145.24985152;251.11910928;;;;;;;;
334.2196617;353.7894786;332.979272;426.3098653;335.8891484;442.049742;;;;;;
310.4997987;465.4298376;212.51986665;562.7491233;;;;;;;;
306.30915882;337.70923578;;;;;;;;;;
;;;;;;;;;;;
332.51995491;409.38988662;272.58973599;409.38988662;419.6594688;444.71968827;268.60944825;487.14943563;;;;
343.33993881;368.02951488;;;;;;;;;;
156.139978;217.609726;248.579467;257.489548;;;;;;;;
154.7296758;169.66912653;;;;;;;;;;
260.8890988;336.0590168;;;;;;;;;;
235.9199844;359.86936124;388.6795915;476.45906668;204.34963302;549.32958734;;;;;;
281.12999733;407.07999774;264.99985317;407.07999774;331.37963703;479.01973392;;;;;;
383.89903872;414.74981376;;;;;;;;;;
304.86983184;329.83981128;;;;;;;;;;
254.39997548;372.29965584;243.82949416;427.1795514;;;;;;;;
271.97944706;305.66925906;;;;;;;;;;
139.42940285;339.75977061;223.4590287;362.68950955;216.50968863;418.68903638;;;;;;
250.42907955;357.01912935;385.239582;398.4993558;;;;;;;;
296.08996;323.95972045;;;;;;;;;;
260.88940896;296.78926944;293.74907232;340.9998;;;;;;;;
379.96919191;401.31929201;394.95996252;438.53940137;136.12998678;605.30961324;;;;;;
255.00964478;485.50913785;;;;;;;;;;
221.9194782;334.5496434;351.98999052;396.34991592;;;;;;;;
230.38904808;412.2596916;;;;;;;;;;
215.77941115;240.10943356;272.04961857;304.87993828;261.65949683;384.64970178;207.00913893;387.68985414;205.46949935;450.58911965;;
306.0897372;402.07940838;;;;;;;;;;
61.02929712;212.84956572;232.42984776;366.50945364;228.65907108;476.36986584;;;;;;
231.82930694;335.26983259;395.91996983;401.86930476;434.88963056;567.1099049;;;;;;
281.1794832;328.2496476;331.2294552;335.6396904;217.8598212;361.7592384;;;;;;
327.68916404;377.54926202;;;;;;;;;;
293.30949466;450.47911435;;;;;;;;;;
297.919673;348.19940769;213.6092925;539.90968248;;;;;;;;
330.48982134;342.44959896;176.26977942;427.80947118;;;;;;;;
179.37932243;180.75903263;156.14920178;246.79916129;;;;;;;;
215.029689;348.26925444;345.28913584;489.25911168;;;;;;;;
178.20981036;273.52974202;274.72983777;318.27910828;232.89988811;407.50941122;499.76983347;582.43928642;;;;
141.9392956;338.19956988;388.41932516;419.70951168;;;;;;;;
170.60949178;229.91965581;212.66962977;237.34924083;266.53960021;408.36916289;;;;;;
113.41910828;306.20903616;201.04992974;309.91924122;193.73940878;309.91924122;;;;;;
330.97950504;426.22914968;320.45964016;547.39903696;;;;;;;;
131.44931424;156.65977584;;;;;;;;;;
381.20916972;444.87908148;368.22940608;457.45917644;455.33923808;481.40939684;;;;;;
224.57904448;322.74979891;313.84933405;403.13952182;432.1491076;456.40998795;;;;;;
310.0590353;354.6195688;241.4895035;440.9794466;;;;;;;;
188.62915879;275.99963835;341.50932851;506.01989721;;;;;;;;
235.10997202;269.7392621;407.11903694;574.3596782;421.64918642;641.83921956;;;;;;
293.01913049;397.62970944;437.60937338;440.31997405;;;;;;;;
242.58951376;267.33958064;356.68970744;403.22929768;466.5693472;483.52947192;;;;;;
170.1796944;325.6596597;229.75915326;325.6596597;;;;;;;;
343.9791981;385.33976433;280.61990487;460.55962683;277.56967779;474.35963544;229.18924872;477.09911817;499.02977736;561.70937898;;
367.81985539;445.98940516;362.3392526;516.18952307;;;;;;;;
242.24912888;253.45955744;252.5995848;293.41948704;;;;;;;;
206.02992648;295.75939448;304.24910659;395.35910396;308.26914487;423.64957984;;;;;;
348.74919142;408.01944257;406.4897278;410.08946489;364.67983733;429.5098036;319.14926019;566.67951539;;;;
294.8196438;386.24957272;;;;;;;;;;
347.87949297;409.54988065;330.74935162;474.23953207;317.15984656;497.24944061;478.80976172;504.02916258;;;;
404.0295656;434.6895814;;;;;;;;;;
344.84973624;443.25964203;310.479291;477.5296761;379.95984396;495.67924362;334.339371;509.57972856;;;;
152.11904399;343.90920929;361.43918518;362.7294802;415.69995571;554.14999877;;;;;;
319.46940802;361.05939979;405.13947013;438.3195927;312.6598054;478.24953209;;;;;;
212.3394262;276.32917528;414.40966222;494.22914188;;;;;;;;
321.939884;365.9597088;292.7693552;503.9598942;346.869033;590.3994726;;;;;;
202.5497075;392.4192043;290.4191023;401.109312;410.119222;447.6291605;;;;;;
133.91914115;202.589835;;;;;;;;;;
;;;;;;;;;;;
287.00966184;409.7899806;388.35993636;409.7899806;483.54961512;498.63972444;;;;;;
275.3999781;368.09994597;;;;;;;;;;
