36.95905514;44.51981387;50.81994748;56.0798659;44.53976047;59.7699869;34.53953256;66.86997917;69.10998235;75.28943903;30.42953563;76.03943119;41.289462;90.91959479;82.71954753;94.54987599;35.94975718;117.16932039;45.179049;120.37972566;204.47957791;229.00990659;1.24965449;;;;
20.9796496;29.839208;10.1693536;36.7898944;25.4193968;55.3991536;15.8999568;63.7593152;62.0298672;67.239144;11.9297024;67.9697984;4.739784;69.6593744;5.1893408;79.2994272;4.719848;;;;;;;;;;
13.22965704;32.50988688;14.529336;48.90912852;48.96983328;94.41978564;37.1791776;99.39956628;10.61935236;;;;;;;;;;;;;;;;;;
38.36995056;41.30997018;9.45975763;55.09991964;16.46949891;68.01963926;4.34915326;71.22911078;40.54951704;78.9793458;25.63984524;105.37964418;55.41927004;123.54968397;100.37981448;131.69910699;149.33922471;165.19996192;1.06982384;;;;;;;;
14.47992;35.0591085;7.9192035;57.7197855;21.5597655;68.6791755;15.8294565;79.0199865;4.819347;84.5991315;13.889187;86.2798365;2.999412;;;;;;;;;;;;;;
10.1792475;15.639071;3.579428;26.6992245;2.6297635;48.64913;20.3196315;48.8693565;58.759619;106.3295395;75.169981;124.0393375;68.489445;138.609164;1.5395925;;;;;;;;;;;;
30.73916032;41.96956544;20.52942848;43.77998592;13.65962752;48.2395584;31.6298752;61.04945792;7.41962496;86.88918656;44.19985152;88.94952704;5.21932928;90.10915584;34.62991488;106.66985472;3.0590208;;;;;;;;;;
2.81966188;34.42924228;17.7791488;42.08955522;6.4092244;60.20900804;40.80969462;62.22999722;8.77944686;70.36951378;22.1991325;82.049978;2.19957438;;;;;;;;;;;;;;
3.24923865;35.83945169;32.60917941;76.44944455;6.72906843;79.70966373;2.87989355;85.99951096;81.67917152;87.10954272;15.02935088;92.82940062;27.67991967;114.51994029;101.7695485;120.07908316;2.14918919;;;;;;;;;;
20.16942714;23.92960887;18.68911137;42.38913654;10.08970452;58.56979644;65.42935812;66.2897979;7.88969376;74.45998305;59.90936742;81.29958093;2.84983245;90.11958777;21.92923611;94.92986538;2.33975736;;;;;;;;;;
44.71928624;45.2896446;38.65972723;67.96936645;57.36987455;69.03928694;14.63986266;69.7492435;28.77916606;77.75918879;22.03956439;81.86935865;16.91930184;90.22929657;8.60922042;95.35953042;8.08971569;103.68955444;60.08904806;155.67991264;7.1195082;;;;;;
27.02968326;28.0792926;46.24959522;54.81990966;17.99985324;68.84958816;24.31943844;78.9499599;14.96964204;79.71947406;25.53949716;90.27936138;16.05912258;90.50961756;28.61954736;111.35926482;106.75912512;157.77930942;11.49985086;;;;;;;;
29.1992376;29.2892106;10.1999391;48.3994758;12.9591111;56.8199489;30.1399553;58.4294659;51.6095125;73.8598354;41.0896694;75.8392414;43.1790424;78.8993231;12.6791951;89.6890852;4.6795957;;;;;;;;;;
25.0299547;35.6691544;22.5192908;47.1090577;15.2691388;56.5691118;12.5891719;63.169937;44.5097587;72.8092531;17.7598847;79.3294104;2.7994749;85.079737;275.0496538;287.3898507;2.3294101;;;;;;;;;;
42.1690332;52.74928162;48.75931928;85.52975648;38.09909166;89.18980462;30.44908118;96.8298177;20.3896973;98.8992795;76.45911546;99.7390611;25.14945944;103.80900264;43.89958314;104.07993218;20.1597571;;;;;;;;;;
4.9191876;58.789926;17.989488;68.019012;48.6593712;70.7892336;11.009088;81.7095708;8.6696568;85.1299668;27.9096336;93.9192876;39.7294452;109.3090752;81.4792176;117.5090508;3.659724;;;;;;;;;;
46.96927791;51.14938679;33.69963017;60.98922722;18.81948159;62.08920329;24.79991461;71.44949012;10.30940333;92.18918425;44.48958617;105.46982176;30.38971126;110.52911224;94.49903409;118.7294788;104.80943649;195.92961584;44.08995817;206.09914937;8.10945119;;;;;;
11.12995752;20.98968608;5.72998888;56.70964112;33.699952;69.95930568;40.29935976;81.45916504;54.88904608;84.449288;4.21947328;107.08907528;109.12901912;130.59927848;42.09901696;131.27925976;38.10985992;149.9697716;38.14974152;173.6295308;4.21947328;;;;;;
2.2196448;23.22928272;12.65997408;51.70972512;2.4896016;66.889296;45.72968208;83.31966672;103.79938944;110.40933168;44.32990608;121.65953136;118.35905952;125.0699856;69.39989424;130.6690896;52.08966432;140.01959328;1.0098384;;;;;;;;
33.61983805;34.5295056;55.49968405;59.1592776;12.2391634;62.15928745;9.5490184;68.9992302;8.8695077;74.77905655;54.7295055;85.2995162;10.16974445;89.1494126;40.3999998;90.0999305;35.749038;96.7396069;3.3397652;;;;;;;;
15.90984735;24.8395047;49.78969527;52.09914099;34.77929526;62.44976559;2.11998342;67.1294844;11.10947097;71.55991071;27.14994759;80.82960303;20.63942466;81.41992767;17.8293996;120.059268;93.39992805;142.68904398;2.04918435;;;;;;;;
27.35910918;55.69954078;29.0999072;73.97991861;13.63958219;87.1498251;19.07982583;87.1997906;8.73996526;92.50912463;33.70972423;98.38906467;53.89978347;148.13971302;7.44985605;;;;;;;;;;;;
9.01920318;33.1297266;7.04981388;41.78904138;17.65952385;48.03910326;17.47957965;86.72910564;64.5099957;91.11974412;5.29935669;101.05966179;3.55989609;;;;;;;;;;;;;;
29.2392744;48.6692374;43.5394876;52.3496008;29.2193104;82.1997736;72.6699582;82.9194758;18.0893804;89.4397182;28.3299142;89.9997084;41.4891848;92.4792372;82.0490454;189.5491962;3.4996892;;;;;;;;;;
25.81929153;41.5197129;15.56964276;42.12968031;37.27989033;48.50987952;48.35913471;66.96962973;18.36990231;68.88937986;47.6493363;73.60938954;44.81912745;79.66913124;75.19969737;80.15930145;13.94938563;92.94964917;23.59905009;92.98958157;114.46921953;165.4898487;5.17923228;;;;
4.5994659;21.1392011;37.91917715;44.23920615;52.22995575;52.91977595;14.7792981;54.0392385;23.17975305;57.179316;12.939113;60.8297807;3.3593845;63.69971185;16.7490737;79.209701;33.6895426;114.7793027;1.9199331;;;;;;;;
9.93922688;10.5599288;24.64916272;39.23915616;9.28953888;52.2698984;30.61929568;54.51981792;29.14900176;56.00910272;26.76914464;57.54936304;47.04940544;61.72935568;15.46957104;64.61996752;56.33994384;129.00904592;7.11958096;;;;;;;;
