4.5296376;12.73998072;4.9596032;15.16978632;8.99928;17.88956872;5.5095592;18.29953592;19.32945352;25.96992224;6.7594592;26.00991904;11.7290616;28.01975824;6.899448;30.18958464;27.31981424;31.22950144;3.0897528;31.56947424;14.54983592;33.18934464;10.1691864;34.58923264;7.4294056;39.21986216;16.71966232;61.94904368;2.2598192;;;;;;;;;;;;;;;;;;;;
11.29987659;12.39918359;3.84957324;19.37978304;14.85963253;20.12931054;16.0298948;21.90918851;16.6994727;23.76901608;7.78908978;24.10980125;13.81928836;26.47930752;10.42942532;29.67929026;6.58984578;30.95948323;16.7594349;31.38921233;6.52988358;34.95996134;8.27978045;35.91935654;4.29928974;37.35944871;13.14971046;51.23969864;33.49988177;53.91900961;26.55925712;62.01990283;2.89917237;;;;;;;;;;;;;;;;
6.71910066;12.61967634;13.60910214;15.97972638;4.04964984;19.09991562;1.5091242;20.38916742;6.03949506;20.62902822;1.95986262;24.74963688;21.83932584;26.6095575;27.4890471;27.76988412;1.1893098;30.61923054;6.15942546;30.82910874;7.00993188;41.78974788;16.60936098;43.7396163;37.12945242;46.89978234;4.62931344;48.37992336;1.6890198;73.16953704;22.69982646;97.54938852;1.1293446;;;;;;;;;;;;;;;;
3.24900816;7.26930608;12.05989468;34.81993616;3.22902656;35.21956816;29.46986276;35.83999684;3.22902656;38.2198054;35.24954056;41.98933424;17.72967368;48.78907272;26.35972672;49.6392898;22.6391528;51.00902848;16.6296866;53.65958772;24.45947656;59.61909992;19.84972144;64.26981732;27.03910112;69.19927804;62.55939236;73.89994944;11.2995948;78.06911028;2.26990976;;;;;;;;;;;;;;;;;;
12.13954308;22.51929736;11.82958028;25.04999364;17.28992496;29.60944644;12.55949268;30.42934804;13.58936908;34.19989552;10.59972788;34.55985232;24.10910656;36.46962312;14.57925028;36.58960872;7.1191456;38.37939392;14.39927188;40.55913232;13.66935948;40.66911912;10.02979628;41.48902072;5.8293004;44.3096822;35.90969032;44.6396426;20.65952056;45.3095622;14.22929228;52.99963928;11.12966428;53.39959128;19.52965616;53.43958648;55.08938848;67.68987624;1.299844;;;;;;;;;;
4.17916332;17.25950544;7.89929724;24.43932399;5.52930849;26.43909555;11.65934676;28.91985009;13.59924492;29.25913269;21.27900636;29.53953978;13.69903392;29.90975697;1.10965368;34.18970718;8.93909862;36.82912623;20.50963317;40.83964614;21.31991985;41.87944752;27.78924072;43.22959269;42.14987571;52.62971649;48.78983577;54.56961465;2.88988944;56.8897089;59.81951394;64.25912655;0.99988578;;;;;;;;;;;;;;;;
5.92916139;11.09955807;6.96983868;13.52980446;9.01920318;16.65983385;7.95953178;25.84998402;1.7594544;29.11997001;1.8494265;29.36989251;9.74997657;30.94940271;25.52908353;33.1597173;4.10972559;34.5392895;12.83901867;36.32973429;9.39908538;38.41908639;3.65986509;40.59941028;5.57926989;41.01928008;2.2393056;44.82909867;1.4795412;46.34962716;6.35902809;50.73926595;1.2896001;;;;;;;;;;;;;;;;
7.17927656;9.17979632;3.949052;11.24929952;11.74917952;17.24985904;15.74921928;17.51979424;13.60973288;18.09965504;3.1892344;20.39910304;10.35951312;23.3993828;8.80988512;24.7490588;16.05914488;26.16971776;7.56918296;26.30968416;6.01955496;27.22946336;14.44953128;27.53938896;7.13928616;28.39918256;27.49939856;32.63916472;3.799088;34.70966768;31.84935432;52.40941872;29.48992072;59.43973104;53.54914512;64.459526;2.9592896;;;;;;;;;;;;
8.1893921;12.2990724;6.0796097;23.78999425;25.4292712;27.78979005;2.1896984;30.42901595;27.3192846;30.43900545;21.1597589;33.1191883;10.53992145;34.5197162;28.749781;35.85930815;31.43995335;36.4896456;8.5190456;43.9697832;1.9199819;44.6490692;4.6091553;45.7898701;15.3099077;46.1694711;1.64926645;47.24933605;1.61929795;47.6399255;6.94969515;53.2799972;1.49942395;;;;;;;;;;;;;;;;
7.52922162;8.31914658;7.05945564;11.4997914;11.38908222;11.99947878;12.20992596;15.68978478;11.80997658;21.58928748;4.92905196;22.80908322;6.51987306;23.0693994;5.7199743;23.1192684;5.70900312;23.1491898;11.97953118;24.7998537;8.96943834;27.10978578;7.43945742;32.5096011;4.23986238;34.4195838;25.38930528;37.92936402;51.7291137;52.70953824;1.63969272;;;;;;;;;;;;;;;;;;
