136.3199328;154.1492292;119.2399764;154.58984112;154.3690356;194.15998872;189.58901472;233.3394804;225.33952656;233.3394804;236.17997856;242.07978216;117.04990536;249.16953768;144.69955224;255.37906848;;;;;;;;;;;;;;;;
142.08918668;156.82925559;91.64990429;166.51969894;81.27978054;204.01906595;156.74929319;216.28929623;219.81963619;256.979163;128.7594546;265.15931652;218.48926176;299.85999953;324.50940886;331.20925845;;;;;;;;;;;;;;;;
213.9499861;232.14920809;180.01946918;271.69967817;165.30935116;292.50901641;230.20927026;304.02932379;192.23978488;304.02932379;201.42938274;321.20935753;158.85913245;364.819677;203.83963866;394.20908881;;;;;;;;;;;;;;;;
62.6192102;114.599336;141.4696648;185.999236;145.3592118;187.4492032;96.0393564;189.9596836;143.3799866;204.1198316;135.989348;208.0593086;252.9593604;293.6692866;238.1790818;312.3590842;144.3396412;326.1797082;;;;;;;;;;;;;;
132.46936718;240.1299942;153.52904024;242.16976626;215.0496838;242.16976626;182.94948238;249.19964148;267.34991866;307.80989074;184.46907762;321.67994138;201.86954138;377.18909812;;;;;;;;;;;;;;;;;;
173.88951715;174.67902235;177.77922585;179.1498946;218.24934215;230.33913895;203.70928805;262.8394395;193.6799802;287.08980945;293.2792511;303.74916665;125.76957395;307.98976655;208.4891838;320.5391112;211.0092206;328.1291271;227.2598693;328.1291271;;;;;;;;;;;;
252.9395568;278.12959335;210.8099133;307.32948855;193.4295867;313.18997535;369.9698499;376.8991065;411.6893382;427.58975385;303.80964705;470.51998875;;;;;;;;;;;;;;;;;;;;
192.24906285;196.0793284;144.389163;238.2092625;230.3595579;250.82912625;246.16948425;277.64994595;321.28928545;331.25972455;;;;;;;;;;;;;;;;;;;;;;
129.52927488;188.74926312;173.7992823;191.8291884;132.37996908;205.21961418;131.68933698;228.8098434;217.09946592;230.64956976;109.34910288;244.4592729;219.76991004;256.54974294;126.58943526;268.28950902;193.279026;272.69975826;105.62948574;281.55944154;164.1794139;286.80922512;156.29935062;286.80922512;289.09957668;292.15990956;;;;;;
141.50914796;142.20929274;139.4696392;274.03926372;128.35921048;274.05923932;188.25904342;276.39938086;193.0791557;279.77925238;107.1091672;281.87968672;122.8799034;292.97912886;237.17928782;334.73911944;134.09919914;345.58986536;;;;;;;;;;;;;;
124.73927717;143.38922545;125.99913857;146.00993714;146.95983264;152.11926504;95.0095478;195.88944979;202.28974568;216.37919567;201.65981498;232.01947505;126.58907367;236.76995244;135.28911656;248.77963123;89.33917161;271.24915931;118.72993827;272.63900641;271.11917361;307.70914827;;;;;;;;;;
223.60951418;234.77977198;201.21939708;239.29946066;161.23959605;303.43916031;218.14938106;303.43916031;135.7593055;306.97971538;222.49943261;321.53973969;269.12980276;326.1695437;171.98923313;334.03931769;259.66980468;344.42983991;287.98928509;372.72947972;;;;;;;;;;;;
107.99900536;131.79923725;92.07927473;169.12929351;139.93929391;196.53934204;126.79980093;196.82984443;109.25984563;200.85994116;126.26970894;214.94980622;140.5692149;216.82958629;206.88961276;253.16933887;113.95979495;265.71984075;100.31916039;306.30931386;;;;;;;;;;;;
157.87926891;204.20940699;178.399719;211.24977111;90.71989284;235.92989304;147.18923103;235.92989304;84.78917298;235.92989304;152.07903684;236.38909053;247.41979119;255.04984059;258.97941564;280.63939269;;;;;;;;;;;;;;;;
168.05907273;190.06943574;152.67948012;240.62906004;158.86986351;255.45941715;227.49933576;255.45941715;240.80980845;259.82933451;142.65942738;264.05944647;219.29974905;284.80956366;177.05954466;305.02941894;163.67916927;313.45968456;127.80909807;371.27920356;;;;;;;;;;;;
180.7191;213.989796;184.679136;235.149615;225.449325;238.419342;175.709115;239.089671;174.049776;248.639112;156.779064;261.329409;232.949817;270.919809;263.369367;274.529196;203.919876;276.489234;256.479264;288.609102;291.159549;297.949752;;;;;;;;;;
87.34954832;136.68923047;132.32953644;140.11990753;53.96979895;140.11990753;112.28931323;176.56910502;168.9094549;196.14931016;139.51918979;197.2290055;116.44943326;231.18951521;166.41976925;231.77925638;104.67955661;253.0199172;;;;;;;;;;;;;;
