286.38912335;288.0295897;246.02950805;322.63918795;333.70912985;344.8392452;125.59974625;395.3198375;333.94982365;437.7292959;;;;;;;;;;;;
207.11933385;216.0291991;213.0794523;272.5196331;309.24934755;316.819503;172.0990414;316.819503;221.88993255;402.529127;330.81986795;424.29941125;;;;;;;;;;
225.8994636;275.4491124;277.639212;290.7995136;168.759834;296.4998808;136.5694092;304.3893624;231.009696;304.9696452;284.1297096;403.06995;;;;;;;;;;
205.61948936;214.77925732;154.02967164;226.53919823;242.53995659;432.23922832;;;;;;;;;;;;;;;;
234.7493796;248.87947536;195.78939198;332.39960526;278.76946908;429.51942192;;;;;;;;;;;;;;;;
157.8591648;187.68972834;206.0999937;227.73992058;185.8399407;256.00941468;224.55904248;287.42991948;279.04912704;296.11934172;168.16939128;398.25987624;422.73919728;441.89913438;;;;;;;;
117.65949594;138.07908814;147.54932234;149.39918756;133.75985455;174.74983274;205.27933216;283.27910086;298.3892149;315.95909261;230.39946454;385.75932892;266.5496344;385.75932892;150.02925588;395.39956631;;;;;;
105.66937576;113.57970728;212.19921892;223.32958856;139.48922624;234.81906656;186.25985716;266.15997512;67.61980576;323.7993538;270.27927628;323.7993538;106.65916196;334.189622;276.66961452;334.189622;;;;;;
277.69955967;278.96947077;328.67999079;352.94929182;258.26991984;397.55916891;188.57979849;439.8992049;;;;;;;;;;;;;;
230.4796292;253.9095628;203.9195748;275.549571;263.4698232;303.7296528;288.9895022;313.4997872;295.0598578;338.8295802;124.2494056;343.089023;272.0796542;371.7897922;;;;;;;;
179.9194527;254.7992707;287.81905295;311.3491745;232.3590841;333.1993509;286.37966565;337.37990975;321.13978;417.1490908;;;;;;;;;;;;
178.95987448;241.58955852;210.01935536;253.81901756;152.86923356;279.63986172;274.62920824;335.59929376;280.95997428;348.97962016;280.26905564;363.23902604;;;;;;;;;;
152.04996548;217.52968419;185.33968985;272.75907085;257.9498229;298.1897254;284.35972873;330.22936226;277.01919945;358.30958548;241.9791598;377.40980459;;;;;;;;;;
115.32930631;212.80940258;192.9491259;240.25986605;101.47937652;240.25986605;243.44935415;244.64963503;223.32974526;255.1391758;224.64925934;261.72979093;199.44932252;287.37983308;297.29904171;303.2895164;;;;;;
138.12967224;180.369252;157.9090212;199.97924016;85.17951624;210.21959112;83.21991216;210.30925272;180.91917648;230.19918432;102.85978752;238.91927304;;;;;;;;;;
176.7293861;177.5298963;152.66971685;182.62969835;181.8794665;182.62969835;156.75902265;182.62969835;174.54967175;199.2895775;120.52903515;258.7599929;302.77918125;320.1094384;;;;;;;;
224.38981776;233.10942696;211.14929136;240.26966148;211.77909516;240.74909352;111.76918104;253.01903856;299.4399726;325.60954104;;;;;;;;;;;;
134.51924106;167.42921625;193.8690288;198.41995881;185.92971471;296.1494856;;;;;;;;;;;;;;;;
194.63955599;264.82948184;277.67996674;284.39984463;189.18979574;298.56922128;151.06934491;321.52988241;221.31998955;322.17987208;;;;;;;;;;;;
89.08910832;173.47948512;143.1494928;245.23902432;276.02950032;295.54961328;284.32919424;322.68918288;124.61926992;335.63966208;;;;;;;;;;;;
227.74903164;274.579578;151.719048;295.69962708;237.98956896;322.74987732;271.63989684;336.49929144;276.72976188;366.2190792;240.19956324;370.62909936;213.79925268;433.8596574;432.2198556;433.8596574;196.26982128;492.2296236;;;;
142.4191278;233.7391554;248.0496549;289.1697861;119.6698698;298.4598972;273.409794;352.6394184;109.0798011;384.3597795;271.1996667;386.7892248;293.2491009;414.3395532;;;;;;;;
158.98968536;259.38977372;170.08987743;293.95962541;227.00932276;316.01975262;311.6290144;323.50907479;293.36975052;365.93928294;296.06944774;382.75917251;;;;;;;;;;
278.44978594;326.47915794;282.38978878;331.80922248;129.45908674;335.88972618;324.35968752;382.56989134;360.62983506;389.36973438;179.80921408;434.15961492;;;;;;;;;;
150.87923979;190.23934546;136.02993152;190.23934546;144.61969752;205.61902184;179.40924863;246.34949483;347.92947064;356.05978404;;;;;;;;;;;;
138.97966072;174.6195222;217.33995882;239.42963336;158.62948166;273.21960584;194.17934854;385.24988362;;;;;;;;;;;;;;
199.08960792;205.669653;227.79983616;250.5794244;286.5191028;298.4199204;322.8294462;358.02977148;235.68956424;374.70969648;219.70945476;382.10915832;;;;;;;;;;
107.28996804;196.93984656;267.51964704;278.85942684;256.05932436;313.3191366;224.79983364;329.61964476;380.12905572;553.40944572;322.79925084;553.40944572;;;;;;;;;;
166.12911156;234.59988742;204.6790568;237.43944618;175.1193894;301.33946768;336.10963586;390.3597343;99.86909238;390.3895825;196.18923378;399.60969148;173.61901988;410.9997646;400.38972444;422.02966944;325.40905616;433.79980964;;;;
273.7797561;283.6791105;265.9794024;283.6791105;258.5391858;297.1690416;278.4291555;306.6798012;251.8692897;373.5190881;341.4492228;376.8398073;225.9296055;378.6591375;224.109294;407.3199666;410.2197081;411.7996011;268.7996586;438.9099762;;
278.79958176;323.01971301;255.27995274;331.3595052;180.89944983;361.45908975;252.90925545;361.45908975;222.9890427;372.76947825;296.81947209;376.22936097;243.98949444;397.0394793;;;;;;;;
136.30933716;173.90901818;148.53903562;211.76943088;144.4591774;224.07912656;184.58914086;228.5599585;224.44948406;255.91999536;210.2494837;255.91999536;226.73977484;298.44987542;;;;;;;;
165.4499925;181.32919902;246.97915713;318.74901813;304.56972918;326.85931188;257.00996844;377.35974036;;;;;;;;;;;;;;
222.13926;294.8899275;288.889965;299.359725;238.189035;332.919615;286.62963;332.919615;345.2995875;395.6892975;316.5596175;419.0298;;;;;;;;;;
