164.89969958;173.52905262;125.76967403;205.16935824;154.65971752;362.42987781;247.09979371;363.12998029;;;;;;;;;;
137.43969942;274.29943506;269.92920294;323.9498023;314.99941851;334.61957366;303.63935356;334.61957366;159.73999022;408.68993097;371.9090967;439.15950956;;;;;;
222.19977433;222.75934313;263.75974849;274.86918763;195.7891262;277.87986762;239.03979752;302.74970309;119.33903813;369.06959742;306.97944368;387.90907984;207.03945677;392.12982736;;;;
191.55987462;221.15921371;162.52973491;232.439269;158.71920732;246.08936949;128.02906464;258.19991193;308.39921766;337.17972556;;;;;;;;
137.3096868;224.47927695;238.21976835;313.8490122;162.86926245;401.44910865;191.18943495;413.47947825;219.71990085;446.5699383;436.82998125;491.06980725;124.3191096;536.23924245;;;;
123.04935666;241.20988299;186.18935319;376.80986322;196.13951388;381.06951714;;;;;;;;;;;;
173.39999386;195.37946394;148.77929501;202.33936478;169.34931569;301.44946442;433.42951218;576.52932165;;;;;;;;;;
187.87925118;254.63986992;172.57913758;267.95909446;243.07956388;289.43970084;235.7594901;396.44932956;237.77902582;407.05932414;;;;;;;;
160.68984822;228.8894652;200.84916654;228.8894652;220.2790788;245.5795287;138.629205;328.72927626;;;;;;;;;;
252.94940288;261.10970496;240.75985184;276.92927296;199.31957024;291.6190144;195.55980288;293.34968512;;;;;;;;;;
196.80977176;229.71944548;225.04931232;241.50961772;253.0790598;323.3796272;324.62943716;433.7695642;;;;;;;;;;
271.25941236;278.53929414;294.8891115;325.68990462;248.09947872;337.4696454;294.94943928;414.91963614;;;;;;;;;;
187.3693698;202.18927596;;;;;;;;;;;;;;;;
287.64902122;308.13960441;356.84947606;384.98989012;266.18926884;504.14938992;;;;;;;;;;;;
173.33966304;206.21974368;221.60992608;226.67940576;240.00950784;258.90985056;238.40958624;258.90985056;196.64921568;318.41920032;;;;;;;;
111.87996075;225.31923774;99.52982352;322.21918431;;;;;;;;;;;;;;
139.899657;259.029058;171.41951905;333.83992526;267.54985581;333.83992526;;;;;;;;;;;;
232.9797888;360.68999142;305.36922702;365.73967716;287.44915848;430.8494916;188.40987198;436.12992918;;;;;;;;;;
344.89906077;367.44943209;397.06985868;416.13926691;348.9295974;416.13926691;356.30915979;532.15979646;;;;;;;;;;
375.25952079;403.09914249;251.46959904;439.48943379;80.50914927;480.36982554;220.0299057;487.64988162;;;;;;;;;;
132.53992049;187.94969898;252.36922979;262.5696415;204.62983573;278.7590402;165.8496331;305.45915568;390.07924913;449.31975858;;;;;;;;
174.52968249;200.81974884;186.53976759;222.29982081;250.40977764;253.9899552;197.29917468;253.9899552;166.23984294;256.73965872;270.20903373;385.20982047;;;;;;
140.3790072;145.3398261;185.3694657;305.30977935;239.14956975;320.59915485;415.5897609;422.73976305;;;;;;;;;;
247.16956336;277.49943792;293.89971568;329.55908944;211.44911216;377.12954912;420.4196624;460.08945968;304.46906816;491.68915392;327.98979328;509.8094512;;;;;;
178.51971702;213.90992946;100.12996656;225.71933082;194.24925576;226.72910862;166.67932248;261.07954986;244.42921374;266.73930444;;;;;;;;
260.71996497;283.52932626;255.2997307;294.6696418;321.75981876;385.50928994;304.77948315;509.9497929;254.32922591;547.49963271;294.7296112;549.6395408;;;;;;
159.68929515;218.70903427;185.11902837;356.6190351;349.49918724;511.98947311;;;;;;;;;;;;
188.42953626;206.009622;116.10989334;262.13951988;231.78922956;271.88984466;290.68984224;300.75909822;244.41990174;385.80907932;;;;;;;;
120.22943196;156.98976018;102.79963368;206.24964772;310.92925624;373.21948464;;;;;;;;;;;;
209.68959088;225.03930654;187.57997929;227.71925946;198.53984549;234.56966775;152.21916143;452.81956346;;;;;;;;;;
99.29921976;191.79999072;174.07916604;202.24986444;155.34953928;250.12908648;154.89996444;265.64988528;164.96904528;300.91908132;98.22961044;392.44992696;;;;;;
239.54903596;335.739807;223.22946854;415.77989882;412.79951882;437.92908952;241.05909516;444.47996476;;;;;;;;;;
152.49967035;190.3395284;195.1996573;244.21999125;;;;;;;;;;;;;;
295.5892198;334.4192782;276.36918085;339.9290027;273.03934735;391.94940155;;;;;;;;;;;;
308.41;350.14;252.52;373.97;;;;;;;;;;;;;;
253.9295541;260.57949588;272.33917227;285.10901694;228.11935527;385.71958161;;;;;;;;;;;;
233.509102;236.59910275;205.559047;258.00959975;328.1698;355.99967175;348.289072;382.19962025;303.1299675;392.1291405;182.5692825;394.31925675;490.609878;558.599827;;;;
149.11910235;254.7390456;265.0897314;289.5897537;176.5892106;301.1190606;314.75949165;328.9490307;;;;;;;;;;
157.02999696;160.71944288;;;;;;;;;;;;;;;;
164.27981393;257.99991201;203.63962835;277.56937533;406.51908434;425.159227;;;;;;;;;;;;
