348.38922496;366.81951488;405.40943296;565.75934912;373.28929792;565.75934912;;;;
543.2392996;590.14960618;528.22916081;613.77965622;;;;;;
254.66928526;427.11989138;410.1796218;442.36942958;;;;;;
325.1393388;448.37948472;436.03999368;483.86916256;;;;;;
233.74986264;581.14988631;354.3390648;588.28967211;;;;;;
318.46994162;348.17908547;217.70922964;387.18920313;;;;;;
312.49976235;364.7695524;;;;;;;;
212.09922328;245.40942339;237.74997558;264.61916346;;;;;;
308.90909852;486.2498267;;;;;;;;
261.13942722;288.10960365;;;;;;;;
310.43935274;488.44938204;387.07976022;502.88955881;;;;;;
346.06949806;407.52929789;;;;;;;;
322.6194347;460.98956325;265.05904245;629.5898375;;;;;;
156.62950778;296.48995651;215.26934139;426.24921662;;;;;;
280.93938225;305.45959014;;;;;;;;
343.84983045;420.64957585;475.3195979;507.3093326;241.3495609;534.17980525;;;;
176.27996365;314.97961586;244.43968668;505.47993902;;;;;;
353.37997586;389.44978592;312.40996294;415.56967912;338.9694783;471.26901468;;;;
;;;;;;;;;
286.90983622;384.58953953;;;;;;;;
351.95905468;440.46986986;334.96967812;539.50962236;;;;;;
381.22943672;409.03938472;388.19921232;409.03938472;;;;;;
228.09975232;258.84982992;293.30978072;369.45955332;;;;;;
184.77937146;283.00990668;270.86920962;323.33941686;232.15905258;342.42938442;383.44937016;401.37997188;;
371.56953216;440.66915136;301.5397632;515.60944944;478.0590312;518.19946896;;;;
164.95926696;389.96922366;235.56919122;410.11958556;;;;;;
453.19928952;468.87930156;;;;;;;;
164.28906692;270.55938107;;;;;;;;
194.75977872;271.92997374;155.45986887;341.64977623;;;;;;
340.27966724;437.20928604;360.48914388;565.37986248;;;;;;
342.83925716;388.41988066;;;;;;;;
295.9296255;386.989029;;;;;;;;
269.30974565;279.73950048;339.98939491;386.57958713;302.94903507;465.51981223;;;;
479.129868;634.3198155;567.86954175;636.589107;;;;;;
395.92939312;472.77985248;487.82960624;513.08939488;;;;;;
292.4598132;299.239776;295.799436;299.239776;235.9295424;306.7197732;;;;
256.51950993;334.10962458;361.58997618;417.36930669;435.84974343;514.06903449;;;;
388.14910084;437.4891142;;;;;;;;
458.959698;667.29924;;;;;;;;
322.7294301;444.4398651;395.49915174;544.07916948;280.14972678;590.02983886;;;;
294.1491555;394.57997925;308.41935225;518.63913975;;;;;;
356.2792288;419.00943392;319.61916448;477.30923856;;;;;;
141.29935352;278.68973767;258.7393837;364.77949558;;;;;;
424.74973495;440.71976173;404.65968153;440.71976173;331.83939232;554.60935091;;;;
271.4097668;362.19918633;360.12960208;385.9999039;;;;;;
;;;;;;;;;
201.50973799;234.95912396;505.99911901;552.01939474;;;;;;
219.9791061;505.3997952;;;;;;;;
317.51927635;335.91997712;416.09962218;686.18978772;;;;;;
318.50954434;463.22979832;420.59923279;472.7797253;;;;;;
430.38977565;437.2096036;396.9197603;469.7090552;;;;;;
423.21975924;475.09995213;523.75975305;551.56939282;479.01941193;557.85905331;;;;
256.69930027;296.67978746;;;;;;;;
437.15961224;512.00958094;258.3093415;635.5191588;;;;;;
178.17941932;308.69956684;;;;;;;;
89.97927609;174.09929341;;;;;;;;
;;;;;;;;;
416.69956097;423.23923768;;;;;;;;
;;;;;;;;;
239.63917796;268.72905789;210.55925793;350.2996429;;;;;;
