160.71996486;171.01971474;159.62925132;178.33910724;131.85922806;200.35980972;202.67918874;226.59945966;119.73930654;240.10981764;123.38957442;257.9999016;202.90943946;259.66921932;249.20968338;294.33981696;;;;;;;;;;;;;;;;
153.96931314;200.18978748;116.24922484;213.73983854;132.47950578;222.08932424;212.9493606;278.07934642;160.1492317;326.8291503;233.28992696;333.7595732;;;;;;;;;;;;;;;;;;;;
87.4696512;164.4493776;177.8491992;191.4396384;130.0697064;225.8699424;208.7391784;225.8699424;98.1094888;238.9490896;176.1991656;270.0991824;324.0092152;325.1499424;;;;;;;;;;;;;;;;;;
222.36918408;242.47986882;142.86942846;244.93917732;128.87968932;247.86948066;124.47976284;269.629641;104.53998762;273.97988448;115.65904302;297.24941436;101.1794295;309.03919026;317.5190847;347.52960402;;;;;;;;;;;;;;;;
115.00979968;208.54979968;131.91983616;254.75905856;239.11917056;288.85950208;127.69931136;292.64999232;273.05997248;292.64999232;188.48983488;293.45917568;91.6692;310.19959296;262.27917568;310.19959296;233.72927104;334.349376;;;;;;;;;;;;;;
142.0295008;226.21961824;121.46987424;226.21961824;124.90909112;231.08968476;128.67988276;258.59943692;86.39962012;302.90997264;254.43931876;320.0094722;240.39966676;326.9595978;123.14965388;366.14914556;;;;;;;;;;;;;;;;
160.01949096;207.36993816;156.34980648;207.51986304;148.83966216;244.29911688;235.7990712;247.27974264;195.63906096;247.27974264;248.06908224;263.95913376;243.20992752;270.12988296;239.63953104;277.32925584;134.5799196;310.299822;181.11918384;367.4797812;185.17907016;367.4797812;;;;;;;;;;
140.43927534;143.7992023;231.55920372;261.08959786;136.44960654;262.25911842;184.01956196;278.51995236;157.2692238;278.51995236;131.90940256;278.86904838;;;;;;;;;;;;;;;;;;;;
115.85970351;139.52964474;103.3291431;155.89962216;157.46979555;196.96974957;129.869946;204.20905437;95.49915876;257.47959807;91.66968585;263.54947671;265.58901162;273.59997858;149.5194876;299.92996656;238.66933851;306.84907134;;;;;;;;;;;;;;
133.49933562;197.1991666;231.63992172;255.75922676;203.9593971;255.75922676;165.44953202;281.5897931;137.95959102;317.95933428;141.58966018;323.73970554;202.05954782;328.50928514;338.07937676;345.6298807;;;;;;;;;;;;;;;;
109.86913795;172.89961689;92.58906943;172.89961689;121.62901803;210.12991025;118.04948961;210.12991025;134.93982723;237.79980484;134.10940062;240.31906535;236.60962663;263.36914981;196.70917695;315.58909317;152.93939895;322.70917692;200.37964258;342.30964326;239.56958285;376.11929849;;;;;;;;;;
241.399672;256.879092;258.76992;281.98905;202.459318;325.589086;244.279518;333.349607;161.369485;333.349607;257.519278;398.499929;;;;;;;;;;;;;;;;;;;;
102.25945288;147.55966064;146.20985448;186.92983224;143.21908808;193.09952584;198.55916;336.68998392;224.92940096;339.78968552;139.60937168;349.30963168;113.21932432;356.21909432;216.56911952;367.57905504;;;;;;;;;;;;;;;;
121.60978389;122.57977419;152.69947299;157.62942369;125.92974069;258.04941948;115.24984749;259.07940918;160.56939429;263.99935998;90.1290987;323.91976077;219.26980728;379.33920657;146.11953879;416.61983376;;;;;;;;;;;;;;;;
188.96985506;223.14996592;186.06960932;224.50961232;181.54978478;225.31940172;168.10928022;234.3790456;155.5795388;247.42965156;218.61914424;274.14970254;173.2799355;275.90924494;257.91992338;282.58950762;155.3296038;283.05938542;114.94910546;283.05938542;173.7698081;285.23981836;99.0192483;285.23981836;129.73925902;303.10917112;;;;;;
217.86980728;220.28994056;186.45990616;236.50921928;164.05971868;237.079366;236.16932412;240.70956592;164.96976056;317.98936548;256.65971944;379.19940032;;;;;;;;;;;;;;;;;;;;
106.34928722;128.30949649;168.87988356;191.46940806;82.4891643;208.48984184;124.79989222;208.48984184;112.74915383;250.24904627;139.51948569;294.11959831;222.29987035;294.81972397;;;;;;;;;;;;;;;;;;
177.20939214;244.89990954;167.28974064;258.7499145;138.22960338;258.7499145;157.14998145;275.86994985;281.33908308;287.6698935;258.90981336;309.25920069;184.9990329;331.02913437;257.81914521;334.07905707;150.6799998;334.07905707;141.80956119;356.28920613;247.83928488;366.78923127;;;;;;;;;;
143.60988584;170.89965914;165.51920684;229.0691548;211.58939176;229.0890272;221.88925668;274.65942126;284.20910308;284.58965954;127.7695958;291.87984948;230.08960254;301.11952186;120.58969768;308.93931126;217.59979914;339.43947078;282.63918348;361.96980428;407.17951428;480.38943588;;;;;;;;;;
207.22984015;220.0199851;178.48912805;282.3596119;173.33999125;300.18929515;184.1792829;314.97911455;211.3497474;330.9994262;231.6693093;343.4896698;185.6698225;355.83942805;326.88948245;378.06998925;226.99941685;382.2098235;;;;;;;;;;;;;;
166.91952426;197.87984013;121.2593235;224.81947839;135.15946596;253.66911324;247.95909207;265.75910211;132.54956994;271.43917038;207.18920145;296.67948078;202.60940304;296.67948078;298.33986987;300.89984439;178.6390956;319.90995159;339.85958142;342.83989497;351.41940396;399.23920881;;;;;;;;;;
134.79940296;198.54961416;148.45945056;229.02931176;215.989224;233.03911632;155.92986696;242.06939952;118.99939752;268.89910848;209.00919384;270.22972968;162.44941248;270.85965672;108.61955544;287.4590316;108.1790052;298.12991592;;;;;;;;;;;;;;
197.68923028;210.7999274;166.29930964;273.89934932;240.4696362;277.54986768;297.72980692;302.04907736;222.30976224;302.04907736;289.07942972;333.67966984;255.03915976;343.32922972;;;;;;;;;;;;;;;;;;
216.74980712;220.58949528;194.07914064;220.58949528;218.35917488;223.22952652;180.22953872;223.22952652;263.3792238;300.68943828;304.83960276;307.65943516;142.7896316;307.65943516;153.97955188;307.68989328;166.85940656;312.88938912;189.80910872;320.91952508;314.7895828;334.96956108;;;;;;;;;;
182.21951884;192.12949456;159.63975268;207.55909972;224.37942348;230.17916232;150.6398868;230.17916232;199.54993656;255.91974192;230.49956816;255.91974192;166.19922684;275.87925664;151.72985636;289.59970304;273.32976968;299.17944452;182.07995556;299.17944452;255.64946092;326.2095102;;;;;;;;;;
112.4893917;180.03995604;186.79982202;244.02949326;260.52918066;281.17980072;201.09987828;288.7298064;271.67947506;318.40961292;173.85919866;396.09948546;302.17984902;398.45910762;;;;;;;;;;;;;;;;;;
117.0093623;148.7799511;163.41996614;242.619933;102.88921148;259.85926914;202.62930304;261.3190798;185.14949228;296.09909372;143.68907346;302.4292638;264.49913214;302.80943322;308.93904148;329.44923158;243.21962282;351.55992496;174.86995064;360.28985214;;;;;;;;;;;;
111.88956012;206.03999654;235.209117;236.20996444;191.00934146;254.1394884;104.60949154;282.09941768;128.8890137;283.85987244;;;;;;;;;;;;;;;;;;;;;;
78.2699015;82.13901005;121.07945805;202.6898196;149.14969595;208.3493509;214.23929315;229.4095102;141.1690985;229.4095102;130.55922285;241.56942315;120.6495571;262.309401;111.8899512;271.6993953;255.3990674;278.8690659;150.4593478;323.9697651;271.5198543;334.81902875;;;;;;;;;;
169.30999232;190.37986128;217.3696392;242.96959456;163.5897648;243.47922928;173.85994752;252.45992688;148.14972032;345.419088;321.47917088;345.419088;288.87943728;387.42967872;323.50976224;411.05964256;;;;;;;;;;;;;;;;
