79.3190249;135.06951018;138.21990388;214.35957742;128.61994032;226.92919894;160.54925536;239.6595854;147.4094675;244.77909998;135.20930578;256.6597289;239.9291912;265.02949118;296.15997422;328.03936226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123.42957019;131.55906959;120.87986356;173.73958644;133.81915032;183.36914826;176.69976288;192.69909708;217.1994508;218.07931431;200.94944039;221.95930266;174.44966925;230.44933637;109.66934381;233.78902261;152.72972417;233.78902261;286.7596023;321.72943295;232.5296493;321.72943295;203.49914702;334.61978292;186.1295827;336.02996144;;;;;;;;;;;;;;;;;;
88.23950816;116.76949712;78.26928632;117.32955464;119.74948232;238.32993192;179.36915272;258.5199556;150.92901256;259.72991944;144.93909256;284.41937136;155.69998384;288.3497572;274.02985512;303.00908808;171.45946336;304.93983896;322.33955824;338.39953208;299.67969088;387.66961904;;;;;;;;;;;;;;;;;;;;;;
122.53965984;126.88928304;154.51936656;169.15944006;167.7098982;173.63975148;116.90909256;176.68947582;79.9392906;176.68947582;198.48946806;200.36998176;169.8497931;202.85904366;201.5790972;213.45975378;194.81922408;217.34947416;192.16954536;224.5193691;103.51903692;225.14986494;206.72980926;239.78993844;171.84902358;247.7190222;139.53910464;258.63996834;208.73901594;261.39938526;239.73905982;268.88951622;270.5296035;323.25980622;;;;;;;;;;
114.29924506;121.8191821;90.79994154;171.19950232;162.86900322;176.6895361;98.90955998;195.2595029;157.6398285;195.2694975;125.37925862;202.28970454;185.6796788;207.96963572;122.30991696;210.40931758;119.23957584;221.24946074;78.97932812;250.8794519;83.6498047;256.22956128;242.57993606;278.0697612;276.51959874;283.30992998;;;;;;;;;;;;;;;;;;
107.8594308;127.68952482;119.82951321;145.97933988;115.63963521;193.79981412;132.21958101;221.53979925;211.65966789;236.41985169;197.56970673;246.02963616;150.32982987;255.29924244;91.60968729;276.12991923;260.21935632;277.4696826;222.43962543;279.90978774;241.03969098;285.55913991;274.87993896;298.73929899;231.47978601;300.13991535;285.6499206;318.27909432;156.53982762;319.36946019;239.80966251;328.34976537;;;;;;;;;;;;
66.07989081;76.669636;133.39920786;155.94921764;130.74953702;163.4493354;129.26977332;167.18946298;107.37920186;168.25906399;150.07981934;173.80966756;157.30980574;178.92925271;147.10936751;186.04999481;102.85946723;189.88943539;166.12979327;207.91971054;162.14932823;220.10938816;93.30952915;223.80979054;145.22937242;225.99964219;165.46936182;233.96951044;152.58945885;237.26968143;193.95928213;257.72915256;182.05959847;272.55956285;;;;;;;;;;
120.69947;128.519175;114.609075;141.609395;87.95999;151.3793;120.36913;186.70976;122.809865;192.599165;171.1599;193.17925;154.289675;208.24952;139.109955;208.24952;178.609465;223.939675;155.439895;243.809825;224.59936;251.29919;135.289155;254.80955;87.489355;254.80955;203.82973;265.49983;201.649685;306.729645;304.10981;311.34943;229.509685;415.729905;;;;;;;;;;
80.529582;183.9599508;93.6796899;183.9599508;167.2190091;192.0497943;185.3595984;194.0296377;123.1291128;210.3498876;101.9290374;210.3498876;230.6298243;240.9198261;77.5099719;257.7494919;108.3191664;258.2299977;195.1092804;283.01991;188.0791416;291.0698775;;;;;;;;;;;;;;;;;;;;;;
141.06912248;144.36997146;155.59904646;162.43929988;147.9493015;162.43929988;118.1099062;169.4991441;147.31947516;183.40922314;150.20909046;187.76909866;183.91927268;209.97970994;59.56999334;215.66910794;144.18930812;233.38908736;157.67917022;241.5398986;179.53943436;248.61970562;125.16975042;251.42946972;100.66940598;252.96959974;236.2497566;260.00948116;266.48940604;279.0999068;293.04991144;303.3596995;;;;;;;;;;;;
90.44984299;99.64929988;134.64977344;135.46956657;135.55943427;168.48995514;139.14914962;177.98996956;123.29948293;198.23915943;167.98969161;254.09992322;108.30955057;265.59999323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
