6.60943634;9.01977206;8.66901425;15.5292774;3.06988032;27.44904708;8.34923505;31.52922981;4.67976873;33.86961383;34.20937923;35.94917794;3.19979062;49.44985604;8.63903495;50.73996525;10.15998477;54.54933497;28.63922529;55.50967188;49.36991124;61.05983962;1.54992981;;;;;;;;;;;;
10.99952672;17.69961942;1.19933156;28.12941376;37.68914394;56.3895367;16.20993388;57.54995484;49.6595106;60.30981432;52.0292381;61.43930128;7.54920348;73.34980114;7.84953526;76.5696372;62.64960842;77.51952376;18.0897514;78.7398087;82.00953376;102.18963426;19.26912736;106.32942348;35.55988142;127.41949934;1.03968676;;;;;;;;
10.23918532;11.86941875;12.98989188;30.96943752;16.01946731;31.45920722;33.54922445;40.10913984;21.2699984;46.85996546;30.79951742;52.74919622;10.34913362;57.23908498;3.94914303;59.17917271;9.08972582;62.24972887;15.88952841;68.92958786;29.33920409;83.19987767;13.08984488;110.01926663;3.73924173;;;;;;;;;;
32.01949331;34.2199158;22.18900845;40.84915051;15.10930141;40.98998554;14.89954711;46.58942652;20.20932739;51.2899205;8.41913807;53.92982819;30.05978885;53.95979309;6.20972611;55.12942302;5.28980368;61.02951183;2.42915456;65.01983768;10.39981796;66.32930381;1.48925553;;;;;;;;;;;;
10.49922482;12.11902528;6.22938684;20.9095155;19.34967064;25.97976074;23.67946422;35.71954796;10.65910642;45.79908358;14.289418;49.45937296;42.47954186;49.61925456;7.5294241;51.59978788;35.65959236;53.27954394;5.21913498;54.3297662;46.49956484;104.81937622;1.92957106;;;;;;;;;;;;
23.01934292;31.41934529;19.81977013;50.96940432;19.69989853;60.80986375;3.05972259;72.51932121;20.49904253;75.68992503;11.98915786;76.05952913;73.51925014;84.5594245;58.10975596;89.85974708;22.20921069;91.41907681;22.04938189;92.49991907;35.41906101;103.5490838;47.65994923;116.77991165;1.85900873;;;;;;;;;;
14.52914996;15.63981657;13.86990917;24.79958453;5.16952167;28.25985293;11.15936559;36.31989191;6.66996564;36.54958214;2.75926575;37.09944663;43.47906791;50.9395259;55.68944031;59.91932013;21.61971719;63.12901737;2.24917446;65.82961765;1.9091136;77.41952813;42.51953946;88.06979676;40.4095712;88.62960455;69.76915311;103.98902006;1.22998621;;;;;;
6.96948684;13.90901028;12.9591705;32.01988802;16.7495406;36.32962372;16.12929822;39.84932444;6.72977964;41.3095408;7.71957062;43.92934074;47.71971084;49.7192684;2.68971454;54.41952708;21.34992128;71.52962726;34.24916498;87.54905968;1.97958196;;;;;;;;;;;;;;
20.78967312;35.4993192;37.1290584;48.73920048;29.90921376;65.439528;57.25983696;65.9594448;26.07982656;70.03979184;53.93936832;73.84918224;16.70932608;74.37909744;22.31942832;80.35914048;18.40905408;84.28951152;70.63969584;93.959964;30.35914176;95.009796;41.63933664;114.46968192;4.6692528;;;;;;;;;;
8.55954671;10.80958747;8.16988601;31.90921481;10.23908424;34.25916857;31.69939751;35.86976613;3.33909246;36.25942683;6.86901875;43.57905321;9.72952794;43.99968694;22.97999;47.15993513;23.9491461;53.31957158;14.71918316;71.65960186;16.48964152;72.35999199;8.53956411;93.38968023;23.0299465;106.11959556;1.54965063;;;;;;;;
