127.26958425;135.70930425;119.69971275;135.70930425;129.2690415;136.779198;139.05931575;163.23990975;95.579829;176.9494785;95.93911425;176.9494785;89.13956625;179.3699265;103.32984075;183.10908075;171.64977225;185.46981375;122.889489;186.39937725;73.70921025;190.48985475;67.75960575;229.97938425;120.25904325;231.18960825;83.8498125;244.63941675;231.0393255;289.94916825;;;;;;;;;;;;;;;;;;
109.25926704;127.06914528;80.05912992;136.9794888;78.53929776;144.54970992;199.1898216;219.50946864;108.49984992;220.45948848;111.87980496;221.72984064;177.23957328;253.35991296;154.62969984;275.27922576;215.43995088;287.68935888;108.2593512;287.68935888;203.59963008;306.74963088;111.01959792;306.74963088;;;;;;;;;;;;;;;;;;;;;;;;
150.32977806;159.90960216;168.75982046;169.64933986;155.64990364;177.4691149;153.91983838;198.72962802;178.71943936;201.54910468;151.52913006;201.61906688;128.81939994;208.39940352;147.21945854;208.39940352;189.43964732;210.59921498;171.06957252;214.1992699;203.50904574;214.1992699;136.03949898;217.49948682;191.57949118;224.98944006;116.02931032;232.1495715;130.3895516;233.95959356;193.61938904;234.43933436;200.35974728;237.68957828;248.42977544;250.9993871;;;;;;;;;;;;
78.74941474;87.9696034;109.25978462;164.32937522;115.89967798;168.53969846;145.7891799;168.53969846;64.06918148;178.3897387;99.70919838;196.32902966;128.28908814;201.30994786;120.42941882;222.74985608;91.04998688;239.34958948;237.07972816;239.50929828;223.45956206;260.21953692;215.89934674;263.6592652;188.63905094;272.05994808;;;;;;;;;;;;;;;;;;;;;;
132.58906848;156.88992352;145.39964992;171.22954528;130.51972064;184.90901312;113.03912448;186.73966688;112.57971328;199.0498896;92.89993568;201.18914784;156.2097952;202.22981408;86.5191136;208.40989344;89.16971648;211.48994592;156.97980832;218.16938528;188.33961632;220.59927104;82.51924;235.13963552;139.76986528;266.90991744;;;;;;;;;;;;;;;;;;;;;;
90.24926484;141.24982508;151.919299;191.0195966;83.74903824;191.28969734;135.1097328;210.84973994;115.31916466;211.88957832;138.31928152;221.10961054;114.1398237;221.19964412;115.45965662;221.19964412;194.33995588;224.20933808;157.0591281;230.95987782;113.13956052;230.95987782;239.41907682;249.42962366;131.81905492;250.69998758;223.26942708;271.95978502;116.12946688;288.95931218;;;;;;;;;;;;;;;;;;
140.11923498;149.3194218;152.24925212;171.38907816;101.5897679;182.3599537;88.9591215;182.3599537;147.68962874;183.90980596;155.7996229;184.86909556;139.24987878;199.21946842;169.8392259;203.8390474;145.46927302;209.9795001;153.99995564;220.45973898;151.06912606;242.09971354;136.3090566;246.87917412;141.60913164;246.87917412;149.8590222;246.87917412;109.269081;261.60926578;154.57952644;300.97911052;258.15982026;357.58918804;;;;;;;;;;;;;;
133.92991325;150.46929751;103.85939361;161.62954178;121.78919529;164.08920416;102.58966522;164.08920416;160.68996272;168.58960832;160.82960292;175.05993673;109.25947963;176.07931019;119.68960514;190.2896954;124.90915633;191.36991209;91.20998635;211.01928309;123.21950991;211.01928309;217.4896115;232.55978137;142.39909138;237.81922976;199.84906452;255.96946347;158.14950851;287.87924403;260.61948213;380.92948873;;;;;;;;;;;;;;;;
92.819275;96.0793178;122.7792882;148.4698646;140.0998896;150.80946;102.0197514;159.389309;154.7490948;160.7295044;150.519634;211.6199518;194.8790024;216.0992626;131.8098666;227.9691364;175.729499;231.4090712;158.549813;231.4090712;146.2192158;237.7892408;128.2090284;247.3594952;113.3599432;254.1794008;252.6293314;257.2295696;138.0691088;257.9091616;178.7796678;276.109235;144.9299898;312.1396038;277.8292024;312.1396038;;;;;;;;;;;;
90.39926324;97.4296622;110.91907788;111.2197528;107.65960192;113.65911544;105.90949408;143.12925328;72.76932416;163.40932712;110.93905628;164.32933244;60.8691902;164.83978056;100.29955936;164.83978056;141.05949104;165.47908936;57.80949824;171.1699366;110.47955308;179.49993048;135.38962112;193.43985908;193.80945948;200.33939952;171.3996882;208.08902088;194.16907068;245.309779;186.82900652;260.88993424;305.4397684;308.65928756;273.90985752;317.07918424;133.73940528;352.87947812;;;;;;;;;;
