66.17930475;66.74991076;72.9696162;94.27990195;72.35903779;109.34949675;94.91946035;109.34949675;64.67934044;109.34949675;77.27964023;112.42937017;116.0098979;118.24935161;104.16907371;121.36919743;86.57921909;121.73994144;106.81924383;121.73994144;40.10930547;123.52970565;75.15910441;127.59989528;133.52980082;143.51990289;103.05983961;156.22912747;156.79973348;158.46958049;157.10951958;160.82995071;148.94915412;166.40909844;76.47919292;179.60998354;59.54988221;180.60929354;108.13933234;197.13987956;124.32915365;199.74907797;160.86992311;237.48901943;215.79999519;249.44976082;156.30907227;270.36931636;;;;;;;;;;;;;;;;;;;;;;
67.36910782;88.13989408;75.07995166;88.58989286;118.30976794;119.88925368;147.18951226;155.53993308;163.87937832;168.51905532;102.36923466;168.51905532;146.97997846;171.33977938;111.85912024;174.33910606;176.62901116;184.81978718;152.8399404;188.36988842;131.38966596;190.47919534;117.79990236;192.35901286;67.00990702;193.07941002;193.77985158;197.17928804;183.44983524;197.17928804;182.1796613;197.17928804;127.37958814;199.12994794;179.49962422;199.60988012;143.20936784;215.9595032;117.91963596;224.8896342;161.68925122;234.0991436;166.28901702;234.19991938;237.69913384;237.95955442;140.30981916;242.49945342;134.22934784;250.73912066;223.02977228;269.11922604;142.53985746;280.48992692;;;;;;;;;;;;;;;;
95.79995285;128.0697789;119.29990268;140.01916005;177.27963939;178.34913649;175.60942476;179.15975532;170.09901587;179.70949682;147.52962847;184.79910358;132.14986036;188.59931664;187.83967384;191.4399809;124.27956114;191.4399809;182.88900175;191.7198493;163.46913338;192.1396519;186.52929001;195.91987436;76.14919305;197.16928686;140.37999038;199.55916309;133.45924466;209.33956414;122.53937941;209.47949834;129.3491773;209.79934794;173.59936993;209.79934794;185.73966131;213.7494905;91.93976799;213.7494905;62.63954557;219.82963149;82.73909434;219.82963149;151.36982273;219.82963149;93.01926039;226.77936358;183.09990258;227.85985551;221.16900169;232.55964557;231.88996047;236.84962833;122.35946401;240.18905806;202.99954535;244.17918182;72.57987142;246.25920375;91.10915856;254.26943717;224.25954845;254.26943717;87.83969593;263.10928049;;;;
137.039476;140.90994225;136.6898855;141.31946255;116.37967628;141.31946255;85.7795204;142.67986901;91.00939428;143.32910851;105.63925729;144.17911284;81.90905415;150.05922505;96.25924476;150.92920598;91.41991341;150.92920598;81.11997845;157.64933422;152.68914444;157.64933422;77.3194303;159.18953008;111.7590887;159.18953008;137.49993663;164.36946246;137.76962073;170.04980867;127.92914757;170.04980867;62.25907156;173.24906116;127.42973257;174.65940912;135.85985777;174.65940912;79.15927516;178.76959457;75.79921104;181.66919806;135.15967794;182.32942469;58.51945204;186.03907931;117.33955191;189.53997846;75.24985454;190.12928816;73.89943638;193.13976178;184.52984718;203.98905324;188.4592444;203.98905324;182.83982682;204.80909267;75.68933974;209.67938775;;;;;;;;;;
113.68980724;143.0690505;91.90993628;143.71956876;139.60961238;146.53948048;89.96937336;155.05917124;129.6290035;159.34999368;92.57944048;162.9193504;163.86964666;168.13948464;137.03951566;170.1290113;168.35932184;172.75906362;91.64912942;174.64966354;73.88928144;177.14981206;86.14920238;181.24977584;72.22951058;181.39966484;167.63985464;181.95925044;78.61977828;184.58930276;89.36981736;186.67975468;94.40908554;188.09970314;168.20943284;192.13971132;81.7694458;192.92912672;113.43999224;194.70980804;107.63928794;194.84970444;149.3294144;195.00958604;154.94925264;196.0997787;68.6391694;196.0997787;103.03969416;203.1795358;114.44924484;204.24974326;82.80967546;209.16910024;106.26930248;216.2598492;142.3295981;223.6493769;70.95945112;225.80977702;104.80938362;235.02994904;270.999312;274.09901652;;;;;;
70.70926005;97.66938182;138.67945404;144.06968032;130.9197658;150.2590506;132.83970926;153.97906592;109.51968841;163.99933275;120.05939884;164.76950778;163.79954675;165.11913328;138.05911851;168.1798548;106.84954852;174.29929998;127.59932248;176.02944674;121.31904957;180.49965849;151.71948626;180.49965849;178.55973643;203.37915121;119.11940571;203.43908701;102.23948657;203.43908701;107.84947745;203.49902281;164.21909735;208.48967709;164.60967898;214.67904737;92.57983347;214.67904737;101.88986107;218.48996532;130.30941957;229.45921565;160.53903923;232.87955197;192.85941938;232.87955197;140.3796329;233.35903837;117.18947295;236.79935329;166.22994344;238.02903612;183.88902798;252.4396003;128.89992934;294.73929115;250.25993504;298.7599844;;;;;;;;;;;;
58.46958699;65.36924286;53.49992565;75.76993466;66.40931204;102.93900758;89.5493598;118.96959584;105.63960786;135.97959915;120.08921142;135.97959915;95.49943052;143.15965608;83.52968598;147.4293091;83.39942875;149.84950832;162.24979775;167.90952411;42.39922553;172.99949938;128.0597607;173.05915918;163.66970099;173.05915918;150.44908931;175.97950639;39.56936235;181.39959922;154.00978504;181.50996985;183.22916642;197.27904932;91.52907083;197.79908391;189.13946394;200.24911303;137.68984675;202.44956532;125.56995838;226.95979982;72.47969669;226.95979982;242.1392416;296.4893194;285.78933427;335.0693234;;;;;;;;;;;;;;;;;;;;;;
96.90962584;104.80997564;58.0091424;133.84950414;61.9393417;133.84950414;64.33941004;133.84950414;104.24966006;173.98947356;170.24904246;178.55989084;155.9794726;181.02987378;77.40944512;187.70971442;183.65966152;191.46912234;84.88930854;192.9393265;66.83935638;193.99903208;83.71973716;194.01900768;85.68933132;195.11966324;137.73975224;195.43927284;195.50918744;196.02955182;88.96932484;196.02955182;61.7495735;200.47911672;168.4092897;201.2891273;64.60908064;202.34983166;141.46919676;214.43906478;63.93989804;229.3898026;203.50941524;250.0096157;226.21967488;265.66948732;78.2494191;274.01928812;;;;;;;;;;;;;;;;;;;;;;
117.66916992;123.43924656;113.36985792;128.8093872;141.38937408;154.10933856;119.71984176;155.18916576;123.01931376;155.86905696;115.21956192;157.8397416;156.17900736;166.80930624;112.89993312;167.78914944;119.09994096;172.21944048;119.15993136;183.72959856;140.33954208;184.43948496;108.40965168;197.30942544;149.11913712;200.36993568;120.15977136;204.08934048;117.12925632;204.08934048;185.25935376;205.22915808;117.71916192;215.64949056;100.66989024;217.00927296;88.45984416;218.35905696;122.88933456;220.9696392;98.8491816;231.08901984;99.509076;232.70976048;185.52931056;234.70944048;75.92984928;236.90908848;154.19932416;244.94980176;242.92912512;294.99979248;;;;;;;;;;;;;;;;;;
87.25901855;117.79942526;109.79939135;132.68945965;98.45926585;136.80987177;112.77979614;137.37937587;95.06921776;144.63905445;146.13974771;162.67934573;139.12985163;163.63950966;46.9291361;181.92958344;75.29943245;183.63909487;156.00915385;187.82944609;141.73957919;190.71992918;135.49901321;195.19902897;120.27926592;195.2599759;174.78980046;195.929393;79.81949657;209.18984636;138.7192092;224.47953275;190.13943465;231.48942883;184.7591196;235.85962345;167.37925325;251.56994357;201.17982115;252.44917797;161.6991992;269.42939232;235.30910282;277.38946103;241.7594861;279.23984979;;;;;;;;;;;;;;;;;;;;;;;;
66.18915037;69.89992541;59.74927623;94.38984107;90.50912213;95.07961337;65.25945727;96.09927677;99.23924024;109.70978382;103.54981728;123.9190932;70.47973401;128.53956794;80.20952212;133.64988098;123.1393506;140.77952742;99.52914454;143.62958659;83.66937999;146.23972496;128.39961414;153.4593417;124.059047;153.4693384;114.60916649;156.36938107;82.62972319;156.36938107;64.45972127;159.44936434;141.84917432;164.21978958;125.26964737;168.84926135;152.8195529;178.25915506;168.16948575;205.23924869;100.53981091;236.27900219;268.11949136;277.12951707;;;;;;;;;;;;;;;;;;;;;;;;;;
111.02966901;115.12954601;105.73982771;137.81986528;140.10979658;142.35972908;139.58981218;152.63942068;123.17930451;158.43924668;84.17947454;162.25913208;120.62938101;164.88905318;102.04993841;170.38988815;148.88953318;170.38988815;100.60998161;171.38985815;100.92997201;172.81981525;155.66932978;172.81981525;94.16917484;174.42976695;93.50919464;177.46967575;81.91954234;177.46967575;145.16964478;179.03962865;161.06916778;180.32958995;128.93913171;183.58949215;152.34942938;194.85915405;83.48949524;201.14996532;181.87954345;202.02993892;193.48919515;205.93982162;199.98900015;208.45974602;197.48907515;211.25966202;72.39982794;222.43932662;92.18923424;246.28961109;126.93919171;248.32954989;66.46900587;253.41939719;119.47941551;331.24906223;;;;;;;;;;;;
110.97903316;119.36901168;100.39984304;123.98934776;115.57937644;128.08987104;125.9196526;134.90941512;84.9294144;134.90941512;110.76910876;138.25920876;71.5892186;141.66998044;72.94972864;141.66998044;141.3390996;153.7396338;74.20927504;155.55997824;138.30919076;160.94903748;121.34929852;170.53958364;98.4695382;172.03904364;69.16909016;172.94971568;80.95984396;176.47944452;145.12973448;191.36908232;109.04972796;191.36908232;79.09951392;197.0590332;67.55966976;199.90900684;140.6293552;200.60975448;86.85971924;200.82967528;170.97942524;205.37903692;72.92973584;220.60955196;68.09947536;227.84994448;72.65983304;232.19937812;144.14908764;234.82943096;;;;;;;;;;;;;;;;;;
78.70975501;94.36969906;104.01944914;112.98945713;108.12974904;127.24911257;74.10980195;148.1797947;133.02940841;159.48958842;82.11941299;161.57957142;104.4394362;161.58952372;119.21959693;161.58952372;109.08915076;164.23982121;70.10997258;164.23982121;62.86967433;171.47912423;136.21912056;171.47912423;77.43984153;180.54965045;101.39900855;185.03913298;87.43991257;185.97962533;57.78902518;205.85934458;187.72923967;210.27916101;52.42971163;211.83968165;207.98913678;225.68930233;195.41938188;227.20901854;149.72936781;229.5697041;181.45929067;236.62986572;97.11951955;245.14903452;273.11997367;303.16994829;;;;;;;;;;;;;;;;;;;;;;
105.20965135;112.70971564;113.40988145;121.62908894;119.33981642;129.48972364;82.68948228;132.63997038;133.01951818;135.44962291;71.02937434;144.86940002;132.50912627;145.57955393;99.64927608;145.57955393;96.41912454;145.58954203;133.12938728;145.88918503;77.46970122;151.7991438;130.65933015;156.15994826;63.60921485;156.15994826;62.69929894;163.01977534;126.149703;164.27927475;153.56903512;169.40916291;86.23925302;169.58994752;80.46912765;170.20920972;125.19983469;173.87983647;152.66910731;175.62975159;101.65988061;180.22927164;110.18971801;190.38916696;75.7897028;198.94996747;135.31977761;204.69911783;217.20921308;218.7893305;211.24931381;228.28901241;;;;;;;;;;;;;;;;;;
117.4293288;121.38903;124.509609;125.8295094;103.0099644;127.2499452;100.5194736;139.2594462;101.909052;139.3599816;89.939367;149.50908;152.0393868;153.0099018;154.0998648;154.4392962;79.2696744;154.4392962;98.7795144;156.2797908;53.119521;156.2797908;135.0797616;159.5795418;149.339862;163.0992762;106.049916;163.2396276;121.23972;164.0598372;164.8292814;167.809509;84.519414;168.2096598;77.1494724;171.7592562;98.4291336;171.7592562;180.719847;184.6198242;145.9594836;192.3391512;73.599876;197.999991;160.9492122;201.359466;80.7398802;241.1694936;115.0194654;277.009866;;;;;;;;;;;;;;;;;;;;
