152.71978578;162.93906016;111.8990282;168.36943964;62.13998856;171.80914124;35.25990666;185.11920496;61.00923608;337.6195615;1.10999566;;;;
108.53906674;115.6899622;97.81917116;161.95999544;78.55966412;222.62902972;65.35991854;375.91946956;24.35907058;;;;;;
13.29905448;44.53924884;71.17996392;88.28978904;28.94937228;168.15941976;127.96995852;191.88904692;134.52931932;297.5195268;4.28934636;;;;
114.9190768;153.6597678;17.719152;168.7390056;9.4791477;198.9892696;4.399857;;;;;;;;
24.66979064;53.15927265;16.33907451;53.52924016;13.4596759;75.7491119;97.23995919;98.25960155;4.26900848;118.19916416;1.59988631;;;;
53.5492056;153.4990578;94.66917425;181.5596135;156.10936495;193.94946445;14.06966385;;;;;;;;
94.1197225;106.12951625;100.20979875;125.87917625;76.41934875;150.09901;125.4497925;163.93991125;158.9596575;183.3797375;51.91956875;203.6992525;30.65959375;;
19.9198741;69.89975396;11.86921218;74.33963099;10.08991349;173.03999778;6.4594352;;;;;;;;
46.70959076;56.4798318;42.74930374;72.51994406;25.69937328;139.7898333;33.0690465;217.30987718;2.399568;;;;;;
36.64990492;98.8597974;33.57929352;112.0698752;33.4691682;191.85914196;30.12969228;;;;;;;;
78.64952883;110.5297542;18.6795483;112.69928007;12.29993199;115.05927186;219.94944921;261.19920903;3.55933188;;;;;;
69.91987667;82.82943286;20.3195837;171.09965577;170.9194576;176.91975799;119.59981524;187.30952651;118.26973372;284.89928019;8.78988753;;;;
54.72993423;91.40922309;54.359347;185.24938045;24.8499872;;;;;;;;;;
13.17944485;83.4197936;19.02924595;86.26916155;26.70971875;113.09913615;5.8597396;183.2699154;160.6995819;249.46927005;3.6394787;;;;
28.76901786;59.3999736;88.07995086;115.6093257;10.59978876;130.66905918;7.78907382;157.57910718;66.4292343;158.69904006;86.67904542;219.1190232;4.03947522;;
17.6197032;66.25977388;33.8699738;122.06934332;58.46933384;124.42951344;163.57946564;193.01979464;1.7698804;;;;;;
32.77947176;202.28964644;30.80925484;;;;;;;;;;;;
46.03928172;87.4792326;27.91979712;94.8799377;58.95978348;111.13950168;141.63980124;144.49914186;21.63944184;;;;;;
78.19989578;80.83927506;57.02930592;96.90946914;37.85969304;112.11903844;113.0897998;122.35979106;31.04974362;130.2291959;29.72907932;190.50996758;370.45949406;401.85914062;22.83920778
31.47948377;52.90956759;73.73977647;89.75902819;20.34991034;163.51973053;1.39904388;;;;;;;;
121.65917931;132.11998749;121.66909101;141.11981109;87.16943682;147.97969866;44.08922394;152.17928595;52.41901662;153.01979811;53.55985329;171.50908329;33.51938706;;
14.20955426;66.10914507;26.04920096;147.72951316;69.71939657;155.83922605;12.81985471;193.99908985;11.36981945;;;;;;
22.70965176;82.74925656;70.36940016;97.00939872;7.9392024;131.45906016;78.62950728;141.6298752;61.03961064;142.4394972;21.53987064;215.17986312;3.39943104;;
26.29997445;85.60998708;23.62953087;92.60966511;40.68981048;112.55909703;50.93916069;170.45998629;8.49968037;;;;;;
