560.14980065;650.29997109;;;;
543.21977529;589.29952842;;;;
473.30906072;511.74909007;535.72942471;593.16930213;;
499.05914136;629.02951956;;;;
;;;;;
443.13942556;516.1391079;;;;
306.95950836;462.20980807;;;;
356.89994154;516.27918238;;;;
336.49915068;458.24970048;;;;
;;;;;
;;;;;
577.52946136;630.57975124;;;;
450.2695251;679.1697978;;;;
478.9495144;658.86968565;314.92947135;699.9896543;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
362.99987552;616.87999984;;;;
;;;;;
621.80946996;675.49992144;;;;
;;;;;
;;;;;
;;;;;
494.58978975;694.71944094;;;;
361.879272;523.21908512;;;;
545.56919934;646.14939576;;;;
;;;;;
321.92989926;690.0196029;;;;
381.9291716;482.8091957;;;;
;;;;;
196.53947073;606.98956743;;;;
;;;;;
459.78904049;511.6692334;;;;
;;;;;
;;;;;
489.71971972;596.10976348;;;;
474.42922912;584.21982296;;;;
470.33907519;753.74947836;;;;
530.42971972;614.40909095;;;;
;;;;;
392.29942248;414.80931492;;;;
;;;;;
446.25953442;447.11980287;;;;
487.79945704;662.76945812;;;;
266.2497135;436.16998458;677.75998986;782.21937978;;
;;;;;
355.84983679;617.88902308;;;;
346.74941275;403.4699669;;;;
;;;;;
350.39940738;486.12929409;;;;
273.66977388;322.04925057;454.50947475;675.36999075;;
226.65943305;517.51954065;307.59948495;561.23990295;;
;;;;;
300.23947648;547.2796884;;;;
;;;;;
258.35946318;331.22908959;;;;
;;;;;
449.20993008;568.67970048;;;;
;;;;;
402.48981855;575.15967396;;;;
216.8597574;276.20972984;339.8796104;577.37933968;;
;;;;;
334.789777;502.93908203;;;;
;;;;;
505.80905868;647.6192568;;;;
618.13907925;641.12910015;690.64982805;756.74980395;;
;;;;;
707.97904;842.22944064;;;;
725.5791483;749.82946602;;;;
328.73935558;431.6196491;468.00970239;524.15973211;;
;;;;;
472.89914224;486.03960028;;;;
373.36938767;491.6297549;;;;
;;;;;
;;;;;
275.1891366;343.03949322;;;;
352.24989585;455.18986824;;;;
431.45916788;434.59937822;;;;
;;;;;
;;;;;
286.5992475;363.7597975;260.92952625;412.81915875;;
317.54925888;370.60975168;;;;
370.92965763;507.8297397;;;;
369.64941912;419.81975328;;;;
;;;;;
;;;;;
609.31967103;701.09926185;;;;
341.7494395;492.2296729;457.8796978;509.1794925;;
310.80945025;443.1194404;;;;
173.93988396;192.82980073;;;;
445.45963576;541.37935496;;;;
319.5699022;404.30974204;;;;
217.03989148;259.90936098;;;;
159.5292864;307.49949168;;;;
387.89972564;412.74919252;422.8499429;604.03957432;;
292.989381;385.1593516;;;;
;;;;;
392.90960145;559.11952005;;;;
303.98930352;626.45991856;;;;
;;;;;
505.44959168;542.4390048;611.80959488;642.2392944;;
;;;;;
627.72998496;703.81954048;;;;
;;;;;
;;;;;
307.5490275;428.84946;;;;
;;;;;
324.24989812;328.20999839;;;;
315.02990763;392.5696906;;;;
483.99928472;485.12986802;;;;
;;;;;
;;;;;
;;;;;
374.55910326;481.24930698;;;;
;;;;;
;;;;;
258.05989294;267.31964024;;;;
213.52970326;356.39926998;;;;
337.5096015;498.339384;;;;
516.61992911;544.17926189;;;;
356.01957756;467.3590224;338.9593584;658.69913826;;
400.449879;502.2798048;;;;
350.9390635;368.87920848;;;;
415.38982617;467.09958834;;;;
;;;;;
;;;;;
448.50903825;647.2693336;;;;
;;;;;
404.04962466;612.15915264;;;;
267.8899;291.36906824;;;;
380.85921057;444.83908729;;;;
;;;;;
;;;;;
;;;;;
480.94991664;568.12940624;607.00933344;797.56931936;;
422.74909776;636.03998436;;;;
494.84975364;532.42994288;;;;
482.78956768;670.95980784;;;;
526.22971479;564.49919123;;;;
;;;;;
337.65914288;433.41977952;320.72985808;448.3694088;248.64986608;471.96952208
215.5692377;397.4793371;;;;
278.97902948;454.85965564;;;;
;;;;;
;;;;;
449.50931944;450.8794585;;;;
;;;;;
321.23932407;523.97983764;;;;
;;;;;
364.80931038;544.92904362;;;;
259.59910401;466.7492409;400.26963777;485.23951173;;
388.54912008;452.5097706;504.96979284;624.65994156;;
;;;;;
485.96911422;628.3790578;525.20931416;628.81929864;;
;;;;;
;;;;;
478.25967496;512.56915152;;;;
;;;;;
222.09912259;478.70933891;;;;
;;;;;
;;;;;
194.24994732;355.2096636;;;;
;;;;;
;;;;;
295.35924234;300.62983988;163.1091882;482.69969406;;
387.07994732;472.29973296;;;;
484.17944388;537.67957426;;;;
;;;;;
257.23940841;439.47955179;384.48933741;574.10941815;;
446.91913315;483.3390716;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
371.14946199;456.27908229;466.09955064;588.42980415;;
494.26944294;615.92960065;;;;
410.30995308;438.91971542;;;;
434.94969774;610.12922222;;;;
;;;;;
;;;;;
525.34973008;597.2995728;;;;
429.86945372;473.23992452;;;;
;;;;;
466.85914427;491.30920559;542.29953601;567.68929588;;
350.27969727;428.67992877;200.02985439;551.92979409;;
;;;;;
;;;;;
350.29938046;599.21990694;;;;
606.7791912;625.54933116;;;;
;;;;;
;;;;;
299.4597216;603.749754;;;;
;;;;;
;;;;;
368.2095501;459.10908372;;;;
;;;;;
;;;;;
;;;;;
615.00927872;664.83936892;;;;
156.39965592;458.8894014;;;;
467.10965835;599.1495939;;;;
;;;;;
;;;;;
292.19936472;467.80977592;;;;
274.50978385;322.83920261;;;;
;;;;;
410.1197535;442.75968946;;;;
340.37913587;369.49934469;;;;
382.2692594;415.38992856;;;;
;;;;;
360.9993673;402.36993082;;;;
;;;;;
323.93953952;576.84998844;;;;
409.57939296;541.64981784;387.33936674;541.64981784;;
536.81914314;564.54995093;523.52961864;637.85934814;;
;;;;;
;;;;;
;;;;;
;;;;;
248.64904372;353.67930631;;;;
213.5194857;266.75929368;;;;
;;;;;
679.44917343;691.74990969;;;;
698.72905212;713.71943127;;;;
;;;;;
610.38923876;611.60908522;;;;
354.91983996;711.17948643;;;;
;;;;;
466.49975042;469.26967058;;;;
282.63976403;622.73946692;;;;
336.17926836;459.38938097;;;;
486.03902502;614.12989806;;;;
396.87934059;437.25996041;;;;
530.47918794;539.19918702;527.22929532;593.48917446;;
;;;;;
;;;;;
415.79970082;482.13914658;;;;
;;;;;
;;;;;
722.43951723;744.36933267;;;;
429.11902243;485.74956906;;;;
670.66933995;711.63953685;;;;
182.15935024;288.13946184;;;;
626.1998416;650.07915408;705.91996256;739.05976256;;
454.67977968;469.6891542;342.10995756;506.22978168;;
382.3198122;470.25913032;;;;
;;;;;
437.03999976;522.98912302;401.71924919;754.0691207;;
;;;;;
;;;;;
292.97919272;429.639206;;;;
181.79972342;295.3693475;150.61945303;371.44927763;;
309.01966924;609.37987792;473.41920968;609.37987792;;
295.5099392;592.15966365;;;;
387.7791697;618.6696399;;;;
;;;;;
;;;;;
295.96970454;451.68976455;522.42900549;555.90910197;;
;;;;;
230.99961236;456.5599533;;;;
396.71952912;577.83971712;;;;
;;;;;
258.22917767;447.33996962;;;;
;;;;;
516.67997307;532.13999877;505.57980399;641.89971261;;
;;;;;
507.88997098;573.57984374;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
641.7199402;730.44915858;;;;
;;;;;
;;;;;
;;;;;
539.48910135;549.21951648;585.79989795;640.86994911;;
;;;;;
;;;;;
464.04990368;483.84987968;480.25908704;484.25977392;507.22973104;636.2491536
;;;;;
;;;;;
483.34989759;502.8099804;;;;
;;;;;
488.12926899;806.00962288;;;;
;;;;;
430.7399976;567.84959328;;;;
;;;;;
511.31996706;516.38987442;584.8099572;688.73955192;;
;;;;;
460.35984816;494.77933506;;;;
301.92910708;533.39925852;;;;
;;;;;
;;;;;
377.2491482;415.6597118;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
182.80935117;649.07925048;;;;
438.20954758;475.60963193;;;;
343.84967104;485.12918576;;;;
;;;;;
590.81922196;687.99989434;;;;
;;;;;
;;;;;
297.17933894;406.77908064;;;;
523.3897305;629.48989467;;;;
;;;;;
;;;;;
396.09953535;399.18923675;271.20968025;617.33909555;;
611.57983448;710.61920244;;;;
439.62960509;508.54901786;;;;
633.66989454;705.04932274;;;;
;;;;;
;;;;;
442.95991508;586.76916084;;;;
354.36951;388.839585;286.139545;388.839585;;
264.48943188;488.34992884;425.67946924;607.35978228;;
;;;;;
278.68988972;398.87940354;;;;
503.52925161;517.42959235;;;;
174.54989491;305.66908924;;;;
;;;;;
409.91947398;468.0497273;;;;
;;;;;
442.63931008;615.89984896;;;;
;;;;;
;;;;;
;;;;;
448.53950484;614.55984174;;;;
278.6293784;371.47922012;;;;
434.33969;544.11991;;;;
481.95998478;508.42938921;;;;
;;;;;
