61.61993728;163.27910776;49.05962336;175.33911776;168.15980624;191.71984392;72.70917864;205.63983072;139.99955856;207.8598672;89.57926768;207.8598672;133.13952648;258.0792408;175.65939184;312.7794676;;;;;;;;;;;;;;;;;;;;
126.71952432;177.28994931;180.81949041;213.95918169;203.22957672;219.90940806;199.13910855;222.09912336;156.0897057;224.51980863;154.4399202;244.41922137;193.71981315;244.41922137;99.50906214;257.09957271;195.56957265;259.80922041;;;;;;;;;;;;;;;;;;
102.22975512;138.96993639;139.47945945;156.73980093;130.50927624;159.15953982;109.53952758;160.81995057;122.53930464;187.01974527;181.39913097;187.7998905;122.9893503;210.30911253;118.92902646;255.77958483;115.45951146;284.08983594;;;;;;;;;;;;;;;;;;
117.60914544;237.05917653;193.42968774;237.1499736;214.15935726;237.1499736;137.67928899;267.67974006;149.47991478;276.67962546;327.52997574;332.56971201;109.42942698;391.05998718;;;;;;;;;;;;;;;;;;;;;;
120.21944232;173.17928976;90.84973848;173.17928976;90.3598776;178.44903552;120.39902472;188.03973336;107.599788;211.31959848;163.36910232;223.6599024;140.41946928;224.05997208;136.01970048;231.03974136;166.36912608;247.4396052;107.31943992;280.04977368;195.8096652;291.16991496;;;;;;;;;;;;;;
95.44923022;148.81951184;194.64903998;212.3596151;221.1693691;248.009423;164.10987926;256.37967916;144.82938618;288.78967528;225.68906986;329.5491405;195.2597836;343.76946926;;;;;;;;;;;;;;;;;;;;;;
111.50941275;222.6998655;179.9392905;222.6998655;139.73936625;226.71975825;160.7099895;239.3695125;201.76911225;258.369561;212.09942925;325.8595035;344.52962775;429.35903325;;;;;;;;;;;;;;;;;;;;;;
134.8697575;138.0695842;120.3395765;201.839053;184.659778;208.4090053;190.0993838;216.5395329;118.8198331;218.5990541;175.3491089;222.9093093;202.5292117;230.0997073;96.4897633;232.2090235;166.3899925;277.2197199;80.159991;311.4398398;;;;;;;;;;;;;;;;
161.91921726;163.28954342;154.41937824;188.15916542;164.99945478;193.66943468;217.4593755;228.46992622;207.76921194;229.4397416;126.01906894;270.8990994;245.58901542;290.9396201;149.27965636;315.06914612;;;;;;;;;;;;;;;;;;;;
183.46953198;209.77929554;163.57955632;209.77929554;154.31904934;219.15940134;181.37902368;236.0495223;221.1194382;256.57999412;152.16923584;278.67908848;154.40998398;317.00902766;157.77950776;318.8198131;221.60969452;333.93967384;147.52959236;333.93967384;226.98966458;343.46903106;;;;;;;;;;;;;;
131.70995712;160.58983488;98.66975712;189.339048;183.4890624;224.91972768;102.15979968;249.12959136;196.68918336;289.41918528;111.81900864;294.3096336;191.49950304;297.48947232;158.0892528;299.09934048;235.25919072;299.09934048;;;;;;;;;;;;;;;;;;
