7.64998088;23.19932264;4.2693856;28.3195928;15.54934176;31.88971688;10.2395428;33.95957088;32.16902248;35.19948824;18.1997524;37.10973904;7.78963368;37.59952136;29.21935584;40.5392128;10.58967232;41.61952696;5.17912384;41.62950216;44.72979432;49.91989088;19.88955128;49.91989088;23.66915456;55.87907536;40.549188;58.379858;2.3591348;65.69965976;3.59905216;68.08971768;46.5392956;73.24988864;10.63954832;90.7294316;2.2095068;;;;;;;;;;;;;;;;
12.20919124;12.39914754;12.05922574;17.40999478;16.34923881;22.87973645;17.23903411;28.05954482;31.84967289;31.96964529;7.97916437;35.60980786;4.40998547;38.64910866;14.57964591;42.39924593;3.7691329;42.92912403;22.25987905;43.09908493;6.36953467;46.7192521;4.67992337;48.58982177;2.6893813;49.71956187;11.52934764;50.41940087;16.44921581;51.72909957;2.6393928;60.40910271;21.81998025;71.08964562;1.0297631;;;;;;;;;;;;;;;;;;
5.34995634;8.42959918;7.7390247;8.87967012;9.16907272;10.32967694;8.17911624;12.81953724;4.65938186;17.1196607;10.26980054;26.52923696;34.90993708;36.09948156;9.7398944;36.7491405;19.05965606;38.43965086;5.2591438;39.1591656;6.06947108;40.13914268;3.33910724;45.21965522;31.05988456;56.75983338;27.18987324;65.8790091;27.56909044;73.1190638;1.77932702;;;;;;;;;;;;;;;;;;;;;;
4.0397656;8.0295712;10.1298896;20.5295632;12.4290488;20.8692912;3.8998776;21.3299224;9.1896424;25.2298;4.2296136;26.2999432;25.599504;28.7399896;11.2599848;28.8099336;2.3591112;29.6692456;10.9892016;31.879476;15.3297264;38.209408;34.7891464;46.1690352;9.1196984;47.4799856;49.1896168;58.5491232;15.9891984;68.5790928;7.6998352;70.9392032;1.5797352;;;;;;;;;;;;;;;;;;;;
13.01918502;18.8699766;12.50972562;29.2090056;32.63936556;37.09963266;29.79937914;38.81980734;17.98991046;42.5098917;37.66902846;45.76943292;11.25905274;46.36979586;33.3695907;50.46944562;6.85972098;52.1296839;6.49910364;55.10952192;26.54982732;56.19936546;13.11907902;57.4090818;12.06919308;57.62984754;24.83964204;58.45996668;32.44956696;59.41994802;3.65911722;63.91917378;39.47910774;66.7991178;12.74947122;69.44930562;12.32991642;71.97962064;2.54929488;;;;;;;;;;;;;;
7.9196832;15.4593816;6.1697532;20.5791768;9.2096316;22.5790968;9.8196072;23.399064;2.74989;31.10975556;6.0097596;36.47954076;24.349026;37.26950916;5.49978;41.63933436;23.4190632;43.69925196;38.77944876;43.86924516;4.7898084;45.22919076;43.61925516;48.00907956;2.099916;51.20995152;8.1596736;57.80968752;16.599336;79.82980668;2.0299188;;;;;;;;;;;;;;;;;;;;;;
17.14974093;18.47948823;2.5895079;22.52971854;18.77943123;23.38955514;24.26938794;25.46915994;20.98901133;25.81909344;12.38964552;32.29986186;9.04928031;34.95935646;16.45987203;37.22992497;2.0696067;37.69983567;18.21953763;38.67964947;8.52937911;40.20935877;15.14912112;42.92984178;15.12912492;46.21921668;14.41925982;49.11966549;4.8890709;49.27963509;53.3398635;53.8997571;20.99900943;55.9293714;19.83922983;65.15961732;9.62917011;88.19923896;1.2297663;;;;;;;;;;;;;;
6.77995744;22.29910336;23.18939072;23.7992176;12.05980064;27.85940704;6.30986176;32.74999904;6.19907488;39.84934208;2.6299408;40.83943744;30.27975104;41.43928352;2.17980672;44.94953088;10.94993568;52.78944928;6.07930528;53.71965984;30.48934784;54.7896016;31.01932832;60.159272;7.909784;61.85900224;5.3197664;63.93999904;6.55938176;70.07918912;32.96957664;71.91964864;60.30998208;74.81907104;9.57957184;76.13953088;1.68974944;;;;;;;;;;;;;;;;
12.16966848;13.17914328;14.63938356;15.21908196;13.63990356;16.55938464;10.3396206;17.18905704;5.41918056;18.82920372;18.42941172;19.439886;20.6492568;22.05952308;8.79942192;23.84959176;1.6891212;28.29927672;23.88957096;29.2297926;11.0292618;29.4796626;3.68908068;30.2992362;11.3890746;33.41961276;23.83959696;37.65940692;8.55954672;42.03912828;48.2199126;55.06934904;35.01978024;55.87992732;2.34977748;66.31949592;1.449246;;;;;;;;;;;;;;;;
6.72919664;17.98981192;11.24962639;19.8299515;5.83909655;22.30944468;9.32956761;25.66904805;19.38939691;32.79983867;23.22951447;34.87973585;11.24962639;39.40915651;23.67905997;41.10943749;37.08950173;41.58995168;6.89902494;42.41911338;18.20958972;42.57995077;36.03956324;43.76974786;27.96972202;51.27915569;2.10986688;52.12929618;52.61980027;57.74961392;23.41932257;92.55942047;77.32981792;96.12981073;1.52945369;;;;;;;;;;;;;;;;;;
2.45980882;22.43901149;22.31911829;24.26938101;25.59919642;27.87916544;5.00953754;35.72917271;38.37981154;40.34905735;9.08990278;43.12958048;5.90973565;46.0090155;7.35944426;49.71971004;30.63970637;50.20927394;7.35944426;53.66919187;11.6296404;56.4397239;1.57959291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.149712;15.62909175;14.59934925;19.2491865;16.639839;23.50912125;18.759309;24.8797785;9.7595595;26.489376;22.49937375;29.55960825;23.9999985;30.95925825;27.1392135;32.3299155;11.2991745;34.819293;8.309922;35.159208;12.56985675;40.3998975;4.69982475;41.7195675;13.93951425;42.74931;36.81979275;44.24993475;7.33916475;45.84953475;5.97950475;47.69907225;48.479877;51.99999675;11.99999925;68.57985075;2.7293175;;;;;;;;;;;;;;;;
7.9;17.54;14.1;20.69;18.45;26.8;21.31;28.02;5.7;31.559;31.95;35.87;6.32;38.799;4.93;40.909;7.84;43.44;4.269;45.799;4.37;47.299;30.09;50.11;28.67;55.89;8.89;59.06;1.98;59.13;21.17;63.65;5.08;64.879;49.85;68.99;1.48;;;;;;;;;;;;;;;;
6.4497098;11.5696856;8.9492098;16.1997594;12.5894816;16.2597474;12.5294936;17.1495694;5.5498898;22.2195552;2.669466;22.7194552;4.829034;26.839631;14.4091176;28.069385;18.1093774;31.7596468;2.269546;35.9898006;29.789041;36.1397706;2.34953;42.3695244;27.939411;43.4793024;8.6492698;44.3691244;15.4998994;54.299138;31.5996788;57.8894198;4.929014;59.0491878;53.169364;61.5296916;2.069586;;;;;;;;;;;;;;;;
4.50979577;10.02987373;4.79958987;14.4597263;18.44989127;25.57982542;13.13966421;26.02950592;17.44960198;29.379126;12.50911222;29.98969219;24.24977043;31.52959808;23.14955214;32.38998677;6.46940346;34.21968676;4.39987387;35.86951455;2.47923849;36.78986064;7.44970695;39.22912753;2.52920299;41.29965641;13.65929501;60.32913588;22.17924155;69.69947821;22.11928415;74.31919588;54.74910052;78.09950995;1.0592474;;;;;;;;;;;;;;;;;;
4.25938082;17.14948072;19.15971654;32.02982404;21.15995616;32.36969484;13.1799897;32.61959984;9.04955986;32.63959224;10.74991348;33.54924644;2.74995462;35.26959246;25.67923818;36.91996508;4.15941882;37.19985868;8.10991706;37.84961168;16.41975812;46.34938054;27.4595614;46.73923234;28.689094;48.29963916;4.60924782;49.40921736;36.85998788;50.18992058;29.36983522;81.95984342;2.65998882;;;;;;;;;;;;;;;;;;;;
7.07932456;19.42916828;5.50936142;19.54908908;24.97950264;26.89923478;5.85913042;27.36992392;8.9091161;27.51982492;14.63933166;28.02948832;11.57935258;32.50952954;7.7998487;36.50988756;2.52932954;36.81968296;3.13992628;37.65912856;4.76984982;38.4296197;4.30915408;40.05954324;5.55932842;42.73977312;32.97921934;50.89938422;7.8198355;51.97967076;26.06978258;53.3897395;6.87945656;53.8594293;28.81996626;83.6597481;99.93999604;106.42971;1.83978494;;;;;;;;;;;;;;
