581.68997964;586.88960022;323.77942674;656.31988422;;;;
263.21972375;271.87923145;208.0993552;398.2695616;;;;
460.02957132;592.67906772;;;;;;
402.0198336;537.09952912;361.48957768;577.03968784;;;;
339.3699309;402.0995979;353.1491964;457.089633;;;;
330.799509;447.2993097;;;;;;
338.20948879;445.39980519;;;;;;
;;;;;;;
375.23916924;386.25955152;452.03916804;513.57995448;;;;
425.90940513;451.46946196;;;;;;
92.77932209;124.77979605;170.45935116;361.13999369;;;;
364.48984641;406.6491414;;;;;;
;;;;;;;
221.95958438;223.57908405;325.07973335;417.54946875;;;;
507.5798514;533.83980616;;;;;;
449.33974592;496.5599704;;;;;;
549.28977039;569.95972641;549.52970133;628.87977516;;;;
238.34989934;397.03954059;266.32933194;400.00922682;;;;
394.45932352;453.12967936;413.99950048;460.76950656;324.75908928;577.21923072;;
462.05943648;546.0094528;635.5196744;700.97915752;;;;
;;;;;;;
366.6397064;371.6294384;352.0892672;413.399976;303.2596864;438.8299344;;
388.80967158;400.17980244;362.19996318;448.38907982;;;;
379.3494583;457.2791028;382.6397456;509.2697174;;;;
;;;;;;;
;;;;;;;
;;;;;;;
439.30976196;585.01986968;;;;;;
;;;;;;;
309.69976275;379.36961955;;;;;;
395.89933598;467.44927694;384.57995744;576.65928864;;;;
;;;;;;;
218.5299345;349.51917685;309.31959055;467.56987615;;;;
;;;;;;;
259.2596501;569.73904548;;;;;;
;;;;;;;
498.85981236;558.32934612;;;;;;
;;;;;;;
;;;;;;;
265.13985475;276.70994925;180.99987775;278.21978575;;;;
358.06949332;417.24999162;418.63927028;563.9698988;;;;
280.84945896;295.45921832;;;;;;
;;;;;;;
335.27907522;396.50986341;;;;;;
234.37944624;291.61926644;478.28980302;479.50992264;;;;
538.83988704;652.48937208;647.47981116;652.48937208;;;;
383.63921976;417.39940728;248.76998292;448.80926511;182.58980436;454.91992287;;
292.78943901;313.64985915;;;;;;
448.8497178;520.71919332;;;;;;
411.13939708;515.11929778;457.48971752;515.11929778;;;;
332.72929221;397.68931905;312.87941391;527.03928972;;;;
;;;;;;;
395.43987896;573.88936024;;;;;;
470.8096953;481.48992276;;;;;;
278.15921838;427.56972426;;;;;;
;;;;;;;
456.9799916;583.06915676;;;;;;
319.67926612;390.81962943;;;;;;
274.0999752;547.80967375;;;;;;
;;;;;;;
233.439626;285.96932483;;;;;;
411.8997051;512.5196934;;;;;;
;;;;;;;
249.61976512;267.55961056;264.21948608;327.88905248;;;;
262.0991001;332.4394815;386.76932705;580.61928705;;;;
378.259658;494.7596784;;;;;;
428.13948205;606.1093849;402.3198954;660.0090065;;;;
327.729468;330.8699625;325.62915;374.379687;;;;
;;;;;;;
399.53937105;603.77922885;;;;;;
336.93946942;359.66999574;;;;;;
;;;;;;;
289.27923336;319.82915016;423.67994784;536.96955456;;;;
;;;;;;;
;;;;;;;
302.01987359;305.88908051;;;;;;
287.41913487;316.44924504;261.00917418;316.44924504;252.34944183;405.82973637;;
512.95958298;517.89909366;;;;;;
;;;;;;;
251.56986855;396.6698372;;;;;;
;;;;;;;
334.67958942;346.07965162;313.98949274;364.05923108;;;;
137.61997866;296.95974084;;;;;;
440.9199151;506.29940466;;;;;;
259.3499403;538.26930486;;;;;;
378.78953771;388.28945294;;;;;;
224.0992221;304.8493656;378.479218;420.5498583;234.2796131;454.059398;389.4493122;471.8596272
275.31994751;489.10906567;;;;;;
252.07934752;429.54976085;;;;;;
159.2094042;596.2298474;;;;;;
378.69922152;408.449862;;;;;;
427.90905036;490.32969681;;;;;;
379.62931866;412.33916585;;;;;;
;;;;;;;
419.75988377;454.3793071;408.49900988;485.42984125;341.82948383;539.85989481;;
;;;;;;;
234.38994192;254.08999944;;;;;;
270.84964764;404.19934027;;;;;;
;;;;;;;
;;;;;;;
448.1390625;449.06927969;336.94990541;600.46905858;;;;
;;;;;;;
219.65992776;253.87962418;;;;;;
210.23906844;311.86980537;357.32923665;454.35963153;348.47910156;497.48992485;335.8495179;500.33948571
380.41954995;398.95973346;306.52930749;432.63977193;;;;
505.66961544;511.46971574;482.98965052;540.43971548;299.45960742;595.71938958;;
439.59999076;515.36979298;490.93958207;564.14944726;;;;
177.70924297;338.89917012;;;;;;
340.9894835;482.159355;;;;;;
;;;;;;;
;;;;;;;
399.66973812;575.30915828;;;;;;
302.24938504;485.68982641;450.69934253;519.02926065;;;;
467.1696663;480.78946674;421.23958038;495.46914732;;;;
328.01952523;457.88938949;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
262.06928784;336.90910628;;;;;;
466.49967282;516.00959037;;;;;;
200.75920602;301.20988128;169.12921188;434.31967686;432.58930448;483.55947929;;
302.4892832;481.35971598;616.26958744;641.73930912;;;;
330.68946197;528.36948885;;;;;;
;;;;;;;
263.439375;346.91920425;329.089434;385.74968475;491.9694075;509.48981775;;
424.56918654;449.07903245;412.24981245;449.07903245;;;;
387.72956232;418.81992084;488.32966004;578.31975172;;;;
708.50922675;769.20983975;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
263.62932463;468.47913217;391.1798912;483.38928183;275.24944594;510.66914171;;
417.93940121;579.8892055;;;;;;
471.34936734;572.8192461;;;;;;
267.83967336;279.14943726;;;;;;
;;;;;;;
320.84929536;516.0498112;;;;;;
356.73948682;365.2196005;;;;;;
269.48979105;490.75976516;;;;;;
;;;;;;;
192.11990267;381.65952849;176.09974901;381.65952849;;;;
275.379476;379.61982288;;;;;;
;;;;;;;
154.63927917;162.91999711;;;;;;
478.82965731;608.1998625;546.4992924;621.33996456;;;;
;;;;;;;
443.4199068;614.6196996;;;;;;
379.51953137;409.55977962;;;;;;
199.3697964;343.5993936;348.0997563;369.3490788;;;;
451.49908088;457.55959638;441.59909386;468.09949532;;;;
463.92912081;523.26963972;;;;;;
412.87930305;468.42968505;446.80938135;468.42968505;;;;
285.1190464;319.489644;;;;;;
271.15942191;377.32959263;;;;;;
391.83953592;538.95925944;;;;;;
;;;;;;;
248.69916971;503.87950041;;;;;;
228.10910035;290.6793882;338.30913365;396.03940495;;;;
426.279815;457.35993125;473.4392025;493.52981625;;;;
506.9997195;546.1992515;;;;;;
309.289568;437.4199688;;;;;;
451.41975284;510.03989984;480.15956092;534.5098272;;;;
369.88942945;411.52993551;;;;;;
403.01921366;549.47914416;208.37926918;553.15958226;;;;
275.16996045;347.7098548;;;;;;
364.6196624;394.44966288;373.68941456;471.2493296;;;;
;;;;;;;
;;;;;;;
183.94930512;547.26912324;172.0997523;562.56970077;;;;
;;;;;;;
198.23939016;404.38920942;;;;;;
264.28926651;266.81913531;314.0693763;399.75978783;;;;
;;;;;;;
315.0398964;371.15921908;;;;;;
156.64910886;366.3592065;333.75974598;473.95910628;;;;
293.7294377;398.70902648;;;;;;
;;;;;;;
432.4392471;563.2091383;;;;;;
308.97963174;452.5798029;314.75909394;620.269052;;;;
;;;;;;;
202.85949788;208.98973732;;;;;;
485.8795246;523.18969292;;;;;;
452.00997121;676.33931869;;;;;;
546.42911565;692.33946755;;;;;;
;;;;;;;
;;;;;;;
290.09911812;451.70949658;;;;;;
;;;;;;;
465.20972784;574.50930372;490.72942908;628.94955816;;;;
;;;;;;;
328.13951825;343.79932775;;;;;;
;;;;;;;
;;;;;;;
372.27917853;573.87953133;;;;;;
432.59923974;566.83989365;556.21925416;697.42942992;;;;
;;;;;;;
238.9691931;272.6798349;421.3790691;470.7095943;;;;
354.52942624;397.50949524;;;;;;
625.65929244;640.28994237;;;;;;
292.00915188;341.53922664;347.5198044;376.63979148;;;;
329.61999573;387.27909786;499.53998436;574.709445;;;;
405.47990162;523.93911266;;;;;;
;;;;;;;
281.239536;341.3894352;316.739544;387.0890688;;;;
350.90978196;637.95966096;;;;;;
299.20905996;391.10994318;335.52911132;407.37935202;362.40968004;501.77903612;;
294.70916475;367.7699025;;;;;;
173.02948223;435.38947719;;;;;;
310.8397024;315.56974502;;;;;;
350.58911433;508.8597717;;;;;;
;;;;;;;
403.2492464;415.6090432;;;;;;
518.019002;723.8294416;;;;;;
232.6197613;233.77934982;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
235.44914176;341.97985432;528.43937312;553.6093936;470.71940848;625.12930192;;
231.15939016;375.36934699;238.09930591;570.48992878;;;;
438.13924492;538.57912528;;;;;;
302.1298542;387.44923112;415.56922244;441.3299215;;;;
;;;;;;;
437.07904772;477.42906498;;;;;;
349.9890753;462.4299866;397.6195017;462.4299866;512.4998775;618.9699989;;
322.14988316;339.01929236;;;;;;
321.19977917;593.81986881;;;;;;
274.94954865;275.19912615;;;;;;
256.34978339;264.90964644;;;;;;
423.14908226;475.7195628;344.4896646;544.71987154;;;;
495.93918207;548.69917884;;;;;;
567.19918895;575.30920338;;;;;;
364.74977079;463.96918296;;;;;;
492.5995944;569.3994492;;;;;;
337.13957646;342.18907164;;;;;;
;;;;;;;
328.79905377;345.79960503;;;;;;
197.91998688;325.31990778;191.02996143;411.48941141;;;;
373.52985108;434.069613;;;;;;
;;;;;;;
557.89975382;657.24968008;;;;;;
164.29947477;281.71946679;;;;;;
392.02971168;441.39927024;;;;;;
454.77967917;592.31925838;;;;;;
441.59962004;495.03963497;;;;;;
480.3798464;508.1591712;218.4995136;564.619664;;;;
326.7191424;589.7098704;;;;;;
291.63953831;382.17916555;;;;;;
297.1899274;350.3091698;337.3298732;419.619331;;;;
426.3197352;549.60938848;504.96915296;588.249329;;;;
265.32942;285.509376;495.57972;646.499616;;;;
;;;;;;;
;;;;;;;
307.94902905;481.0099073;;;;;;
346.30928328;606.78965424;;;;;;
290.0097854;415.49945084;;;;;;
385.9892296;473.1591762;;;;;;
;;;;;;;
190.169088;517.42998528;;;;;;
333.18984816;361.02990404;;;;;;
269.1995724;424.0595172;;;;;;
518.30934999;526.13992792;381.64927916;549.64959205;;;;
283.35969896;496.16962768;;;;;;
243.47982395;444.22911016;217.05909159;570.02958551;488.23915998;620.31997335;;
460.26951296;464.5092924;384.1194985;464.5092924;;;;
364.60932312;521.60940132;;;;;;
325.23907496;345.11975746;;;;;;
415.33913256;572.279619;;;;;;
449.28983101;541.89935279;369.14906831;552.2698702;100.96984255;591.9198118;;
186.78973001;241.64986902;;;;;;
;;;;;;;
377.77996964;474.16971084;;;;;;
430.56997856;496.97952104;;;;;;
;;;;;;;
299.28918208;431.22948512;321.44935032;431.22948512;561.62969576;584.8692836;;
;;;;;;;
;;;;;;;
251.50974142;309.25942705;486.61935441;497.23998625;342.35930442;537.58952387;;
476.37954744;593.56936092;401.24961824;604.69935952;;;;
257.71913475;430.73963526;;;;;;
;;;;;;;
257.84926902;397.8292017;;;;;;
335.2295765;340.74935525;;;;;;
298.6998168;370.80912792;;;;;;
346.83942348;409.67955468;;;;;;
336.71974553;420.14958566;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
139.6690365;225.8293663;345.0790752;474.149442;;;;
;;;;;;;
;;;;;;;
331.509969;393.9397632;;;;;;
267.12943184;352.08924772;;;;;;
;;;;;;;
325.79930409;521.26937592;;;;;;
;;;;;;;
;;;;;;;
571.7795589;602.6299884;;;;;;
222.38968047;348.30935871;;;;;;
;;;;;;;
179.63963728;424.40937471;596.90949304;597.64977719;;;;
279.12954597;576.33918342;124.49985174;609.37936818;;;;
418.12933122;568.34964568;;;;;;
;;;;;;;
336.7992003;506.1391437;;;;;;
;;;;;;;
352.129983;402.2295432;;;;;;
448.45949133;489.46941549;;;;;;
464.78945031;588.37960971;;;;;;
197.54966928;382.19939784;;;;;;
184.3694234;391.9697225;;;;;;
381.29927303;392.8594358;;;;;;
278.4390944;442.8498043;;;;;;
296.64932997;367.46995581;472.66923675;622.42957584;;;;
291.5690864;318.6890718;;;;;;
289.64957931;380.06907198;496.83936588;730.53932367;;;;
514.05945591;575.46966204;;;;;;
261.02915699;610.88907943;;;;;;
;;;;;;;
291.03969375;416.4096875;407.53928125;442.0591925;;;;
234.969971;260.38957375;265.06956325;281.74996325;;;;
348.27940485;492.5997739;;;;;;
361.7291376;506.9897912;;;;;;
395.39956741;473.74958552;;;;;;
260.93907216;319.84956432;325.82931264;338.97940128;;;;
;;;;;;;
414.02971428;430.92932988;399.67953158;548.5492054;;;;
366.03939446;432.0990319;;;;;;
;;;;;;;
364.5391002;423.86958408;431.42973708;431.79901188;;;;
92.21925427;141.84910384;;;;;;
323.75930176;347.28979952;159.47952872;362.54941368;;;;
430.50991686;445.40988954;344.27976168;727.47984228;;;;
411.61956;467.81915;;;;;;
338.39979614;380.41955914;;;;;;
;;;;;;;
312.61914819;360.46924725;;;;;;
392.68986516;506.18935638;606.95907498;615.79949004;;;;
;;;;;;;
;;;;;;;
;;;;;;;
343.58958354;523.96918736;476.99959324;523.96918736;;;;
;;;;;;;
;;;;;;;
;;;;;;;
322.2791676;566.6291826;575.459898;580.549164;289.3499388;654.0396564;;
488.81929393;606.61973768;;;;;;
198.16935411;282.69940577;;;;;;
426.21940115;535.16961751;;;;;;
408.78923566;423.12946296;558.69942226;717.13934074;;;;
348.1895025;418.14943912;374.41905522;497.54966212;512.31993554;582.68964866;;
438.19975448;491.4294275;;;;;;
236.78982918;402.16959042;381.46981185;435.56921925;;;;
339.21934443;391.62982911;332.84997469;437.11984091;275.359548;515.75957068;;
234.67939984;379.8396514;223.6692825;424.08981844;;;;
292.67980846;350.18959144;302.36951316;447.59953992;425.25920476;447.59953992;;
444.54919392;484.89934896;561.9495024;562.41978624;;;;
343.79977167;421.78981817;;;;;;
;;;;;;;
410.19909411;556.40911602;;;;;;
403.69993049;519.39933901;;;;;;
352.02921875;406.83915625;;;;;;
288.60904106;305.61953404;;;;;;
102.31964454;365.90931274;;;;;;
283.37959944;421.6991328;377.34904134;443.12963085;281.56971492;514.26957753;;
;;;;;;;
;;;;;;;
272.34920928;436.04937932;227.7296054;506.33992212;;;;
;;;;;;;
421.73925712;422.08956791;396.73909955;547.9598252;503.42959849;559.79955359;;
558.68925388;579.88984236;;;;;;
;;;;;;;
373.09925256;522.719985;;;;;;
293.6599112;359.6099416;;;;;;
;;;;;;;
205.80994885;237.68986147;;;;;;
356.38983765;390.60986895;240.75966915;455.5598481;;;;
395.57913425;499.21997175;365.9590375;568.98964875;;;;
408.4297635;504.4898694;;;;;;
;;;;;;;
;;;;;;;
480.09948552;487.51909272;;;;;;
231.4995122;401.2293637;;;;;;
;;;;;;;
394.14972564;581.38943148;387.21916332;625.1392026;;;;
;;;;;;;
354.35921204;399.52911054;616.67950788;620.84926494;;;;
281.68952904;282.62910312;;;;;;
;;;;;;;
410.94925767;437.98954446;;;;;;
382.44929368;422.59987918;394.5197026;479.81904014;;;;
329.789462;460.3795188;;;;;;
410.38941538;418.29971246;501.53972316;546.12979694;;;;
219.77993472;380.2293696;437.65925376;542.4094464;;;;
201.11964495;270.93920898;318.20924847;619.67930352;;;;
544.30950795;617.5397016;;;;;;
;;;;;;;
383.12952709;473.21919631;260.8395543;500.35986635;;;;
254.48988446;349.46991618;;;;;;
447.38981698;528.25911608;;;;;;
191.589379;275.5795508;;;;;;
567.5899767;570.04901985;;;;;;
321.93971765;360.63904329;122.32929122;397.47983747;;;;
;;;;;;;
;;;;;;;
245.55950804;340.23973851;213.29990927;394.15981332;;;;
368.79913219;405.17976782;;;;;;
433.03975604;627.15944738;541.93961508;631.45974979;;;;
316.1793199;499.0092402;;;;;;
370.50926304;457.75981044;;;;;;
297.8895324;440.5698174;388.42954113;482.4995658;;;;
590.379479;668.2996909;;;;;;
386.78978072;518.56995225;346.4898661;518.56995225;;;;
342.4792636;507.119985;;;;;;
221.72995736;345.53925552;328.219635;345.53925552;301.4096272;374.15933516;326.60940124;556.38956664
309.04960746;430.2195073;;;;;;
345.21965775;563.40933225;;;;;;
;;;;;;;
;;;;;;;
130.13953632;392.44948236;;;;;;
408.29968566;427.07985318;;;;;;
259.99904;282.33973495;256.2992061;411.00953425;;;;
415.4897924;435.0198634;403.9293469;575.52964745;;;;
;;;;;;;
288.17954636;359.51910114;;;;;;
;;;;;;;
244.7192952;422.5891068;;;;;;
341.94931392;371.58977024;;;;;;
293.67984336;432.73978224;;;;;;
;;;;;;;
207.90948009;254.50917777;585.38930877;592.38980544;;;;
487.4495274;611.50972806;374.85981984;611.50972806;;;;
291.11980491;346.15902381;184.58936607;396.49970085;400.67902335;540.75909648;;
354.31976956;508.3297197;;;;;;
241.68942565;322.66957614;380.88981948;450.32921017;;;;
;;;;;;;
242.57981119;299.06989407;;;;;;
;;;;;;;
388.10923886;415.11971116;;;;;;
209.629512;439.4197968;403.8291708;449.28949056;476.11994184;507.16907832;;
459.38969076;484.45988604;398.94917829;674.76941025;;;;
;;;;;;;
;;;;;;;
364.77930475;525.0398776;679.4999351;684.9797892;;;;
;;;;;;;
359.74909053;387.62975061;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
