73.8190832;81.53969318;87.44959018;100.10968214;86.81986334;107.46973874;40.95906262;165.8297233;12.21908452;;;;;;;;
80.36948673;99.81990018;62.46933147;109.06967448;46.2090447;144.50955246;154.76993181;187.60911975;74.92914585;193.96945971;6.00986412;;;;;;
15.96937456;37.58986584;21.02910696;92.0991172;64.10925696;108.10944912;53.7090844;115.3399216;9.6699328;;;;;;;;
52.98932904;92.50923732;47.40947886;107.2391337;71.39997216;110.10950418;95.65993284;115.34980572;94.70939406;129.3690189;9.02962488;;;;;;
51.0791668;62.5793538;3.32947355;68.48989185;14.5396645;97.43966935;24.9595913;105.02939415;30.1097617;152.34957435;18.1392031;221.12946225;2.73951595;;;;
39.3290478;48.57923196;64.38967668;67.05989388;17.97913404;75.63907512;47.22934356;142.84972296;43.52946696;167.44922208;17.21945232;;;;;;
110.28970372;116.96980071;39.26930658;122.45982833;85.15905755;138.94979539;4.30990035;140.30987467;38.71950845;204.61935431;2.79969536;;;;;;
60.10958022;65.91938394;21.91997544;81.37984014;53.53913394;102.02910672;32.0797038;124.69982052;99.8590965;127.39970544;13.88965008;;;;;;
15.5891656;28.6195537;20.2794296;33.6397261;21.8395386;104.13976;15.6597183;130.6198776;8.6094168;139.3296581;14.1492943;148.7598711;1.4090666;;;;
70.68956895;104.95950465;49.8594668;126.28951335;82.8294467;135.1198706;16.6290982;148.60939665;13.6594744;;;;;;;;
33.65965765;90.66936403;46.78976356;94.36958509;54.50901848;106.85907653;28.64931524;107.89920329;23.73959812;187.35930853;16.44974419;;;;;;
22.54973275;72.6498898;28.69974909;81.45974404;24.439101;82.92903457;49.50930007;89.96926234;13.77913811;133.22941558;8.5193332;;;;;;
59.02955016;71.58981044;31.02946862;102.25969642;30.39923238;132.13985386;10.79907864;;;;;;;;;;
13.409148;46.09986;43.519224;79.369248;40.449552;94.62;46.1397;110.229312;83.56938;120.91938;20.239716;129.099528;9.719964;;;;
10.08956736;49.18982016;58.43907936;63.21973824;42.4996368;100.2793824;103.77952512;132.72955968;6.46910112;;;;;;;;
17.96980339;19.41915745;13.519352;85.41944103;72.43986904;120.59957833;110.29902499;153.52914115;68.47949416;171.84985125;5.88986475;;;;;;
56.46967105;161.90940795;32.28963405;174.4097483;90.7599985;182.34962585;151.369827;214.99966425;86.84946155;226.8291134;41.92970165;258.9999438;7.4896217;;;;
12.43937916;38.63967868;112.38962676;133.6992302;25.139092;136.0491888;16.519265;144.68988224;79.10964224;174.66998832;57.31911704;177.15905652;1.52921196;;;;
45.71938074;72.79910957;19.45983204;122.76905168;17.65996496;150.96926669;5.85941411;;;;;;;;;;
18.14905047;34.03917251;8.28994309;43.49935647;14.88986578;103.95983628;53.46949426;114.469405;7.83992603;118.399685;5.1191897;;;;;;
48.79990616;92.74946596;10.5997718;119.4497743;85.86985326;132.82967024;68.72981748;183.22978114;152.32954482;193.5994199;164.9693095;216.50935906;8.2691872;;;;
52.80913136;81.41998424;47.17960488;113.4191352;128.109414;130.979584;89.07909528;150.89906296;33.0793332;210.39993328;23.8698312;;;;;;
58.0091985;86.1993792;47.0192976;174.6395343;14.4195579;;;;;;;;;;;;
70.16965074;75.58906299;41.65904694;80.85962871;12.56904054;86.68961763;13.10948331;104.66907969;3.16973181;;;;;;;;
20.95986906;27.40951512;19.70922603;45.47918466;46.689357;74.89940211;16.8693681;87.76908153;24.70982397;226.52925828;10.18973007;;;;;;
41.48912123;52.23929456;61.58934812;106.58921743;13.45985786;108.76950344;67.2097294;167.39939442;5.61938617;189.79932052;2.1394865;;;;;;
19.08982959;106.07919928;85.91968526;144.01960006;74.95965672;175.80906614;161.70976801;181.77956013;117.11997753;229.93928532;16.3792313;;;;;;
32.03956392;74.50924494;94.91955252;96.95968542;41.34935376;97.62908844;33.18981978;125.51955078;15.66961734;;;;;;;;
