22.64988024;94.88989692;112.70941578;185.21991696;30.38967126;238.4492994;158.4891633;257.64976458;8.83943346;;;;;;
34.19986228;191.2996804;64.03919548;317.12956616;428.50912396;451.79931756;5.93939212;;;;;;;;
26.8997931;47.439693;49.5995814;101.8990233;104.0499288;120.3099759;85.2596982;124.0598376;148.3895232;243.9695754;9.9899829;;;;
44.34982946;66.77977344;80.0597537;84.73966188;35.07939478;115.51999216;18.02983932;;;;;;;;
66.44950992;77.9198184;86.21901792;156.0193596;76.31928702;181.41918354;61.53908364;188.83973826;213.89908734;223.26963444;3.3598179;;;;
43.93936596;106.54977396;35.37971157;108.15947982;99.97954596;125.58990822;29.27906163;130.09921029;71.13914367;201.90986991;151.68917274;202.43935299;16.12990974;;
116.79920067;124.73912067;98.44905306;193.39957887;87.82941006;196.9298658;229.83984171;417.91967418;11.53968123;;;;;;
29.60922095;60.36955202;35.63960407;209.38951983;2.67961707;;;;;;;;;;
20.91924681;48.79970513;34.49939625;130.27961254;51.58933373;212.06914894;4.29919358;;;;;;;;
66.45993993;122.90941752;42.71993967;130.92984819;2.91930627;;;;;;;;;;
34.59982518;107.40956382;79.44975792;157.1292414;113.83997148;180.67925592;7.5599262;;;;;;;;
102.0093844;114.2997317;133.02968294;140.5593266;29.84955204;169.75923888;113.42989196;178.06904808;144.09946474;199.6097873;28.68976572;212.30964678;18.0294961;;
132.70969668;154.99951588;66.97951854;193.3899616;22.55951808;;;;;;;;;;
77.54920914;101.10995232;173.67914226;275.35907334;4.2894306;;;;;;;;;;
70.37975648;85.66916512;82.41910776;114.64940432;83.9493952;117.87926304;35.08984688;131.50949768;122.6394092;140.44980048;11.229482;;;;
61.76986947;72.27966594;21.94997808;227.20953282;15.42938074;;;;;;;;;;
12.50982488;89.72993008;90.1090456;158.12967576;90.73991752;226.21941552;146.88949296;237.1890836;1.81955704;;;;;;
144.1990739;170.59973448;7.9199043;184.98976468;6.28988318;189.64962674;86.46948576;297.73942268;3.8791368;;;;;;
53.93904048;75.70930848;40.55968392;137.60976552;48.09948624;144.5998932;33.44937648;149.71935396;171.26994912;223.1994264;25.62981144;;;;
38.88901874;137.23959227;117.93957395;159.51911569;20.46989758;180.24909716;38.14962316;198.66921481;7.40989964;;;;;;
76.67999028;149.38968664;50.22972692;181.63996312;90.42944472;188.66962624;10.33988092;;;;;;;;
20.7898056;108.2099208;31.7193148;152.0695884;45.2999132;197.0194142;287.0098292;316.1398936;13.0699296;;;;;;
57.56907856;59.51995641;103.94984808;107.80934295;36.6293287;113.44968954;8.38926616;149.06967237;32.16933692;150.00923873;159.89925576;164.35924754;3.439835;;
63.93925372;95.13916056;31.35983592;121.099673;28.28978628;146.59904024;79.81932832;180.44906024;27.19971752;;;;;;
60.7191699;124.579359;26.3295183;140.9090895;153.6995376;159.3691524;24.2095182;159.6894537;17.3094204;;;;;;
99.47964906;131.40937227;30.12951348;138.72996126;24.37953078;172.5291711;146.51965383;179.48952021;87.37994364;224.53929861;6.19929288;;;;
9.25926912;26.51959296;64.72968192;86.82967296;8.6390784;87.39933696;3.59928576;;;;;;;;
32.21952319;83.01926639;63.01929858;127.29983887;45.509724;144.64993493;61.0394311;227.29967792;13.92908732;;;;;;
22.81987308;40.85995432;11.47915908;85.56986012;64.74909472;132.88960296;4.24957664;;;;;;;;
61.03902965;100.94981184;113.98936057;144.41926501;53.04934792;209.02983785;24.69979065;;;;;;;;
19.79990298;86.82942528;3.43978414;;;;;;;;;;;;
35.78916993;69.61955508;57.42945753;111.389694;23.07998445;131.78955075;95.1295884;161.05973349;20.61904935;;;;;;
67.23914688;79.64984376;41.12946936;161.0798256;13.02970392;;;;;;;;;;
46.66916912;82.33921472;79.9690696;95.28906688;28.31994368;107.77923072;21.81947936;;;;;;;;
44.8492071;95.51947066;93.7492781;101.82902834;45.07997148;180.76942692;111.54910374;216.0194352;25.2392297;;;;;;
44.7997872;83.04907592;120.46995736;132.21918504;122.06994976;168.73988384;36.04917456;213.06914368;19.78906488;;;;;;
27.80940778;149.59970718;181.2891773;184.53993404;34.01986742;196.51935611;115.43922929;260.06938881;15.78967082;;;;;;
55.68907944;103.14986;54.72963768;163.28968316;87.76917944;267.22920716;44.06917368;;;;;;;;
44.92964235;170.87960937;184.20905106;201.84923598;53.17973559;243.83950953;149.10941268;249.87911799;36.15920139;;;;;;
18.92999462;58.27931033;42.88927751;84.0692033;10.66975779;95.38925794;89.00950358;162.81966289;190.61911981;190.6298766;7.50921731;;;;
50.23929768;54.18920888;40.54911352;65.24995268;15.66963516;76.76920376;28.3192754;134.40912652;2.59920036;;;;;;
16.589061;33.04959414;17.50967916;132.0997389;15.51998818;197.81932164;5.26964226;;;;;;;;
70.15922214;78.02997468;49.84906185;100.48924116;31.54941783;111.40993437;16.59999264;;;;;;;;
50.92937877;159.51982283;235.70982562;288.73915064;42.7796109;300.70933837;9.2298814;;;;;;;;
19.2696356;158.9894204;20.6194008;164.0791804;39.8998032;184.0995556;11.9296144;202.009638;6.1693764;;;;;;
181.66917041;182.71923502;80.92990822;288.83970367;119.46957736;326.2293972;5.76986025;;;;;;;;
46.1595753;124.2794583;141.8093568;146.4391629;65.8494522;156.7897236;40.3192647;;;;;;;;
58.89909295;86.19971979;17.02940082;117.08937733;97.92955188;138.42961391;112.5296088;139.27938441;59.44994418;154.82918483;14.66903829;171.52967448;7.40999876;;
22.40985153;73.42982231;67.09930522;74.08902332;21.56969338;101.47917328;23.49957145;153.24981791;14.79970895;;;;;;
53.23930162;103.08985822;36.56975946;106.989891;8.6499351;;;;;;;;;;
28.35910064;34.66914392;6.52957464;51.84994504;20.98996688;130.8090464;5.87988048;;;;;;;;
74.89926183;142.50947136;64.45961916;205.49928162;201.53979642;216.63983316;193.94978325;229.06921713;23.18998491;232.6897464;1.7497725;;;;
44.48996511;54.00970398;42.98919927;88.32979687;25.25991393;;;;;;;;;;
11.4695266;17.29946048;20.39986288;29.53918198;37.09984682;158.24905174;1.24997236;;;;;;;;
67.20913108;80.78960638;41.15988002;108.83953094;51.72922118;116.61949936;181.44999838;266.64976408;16.2994629;;;;;;
78.46912542;78.84939114;51.28908558;111.28944162;99.99992976;227.19980856;34.38916116;;;;;;;;
44.78924205;184.24994238;30.89957724;223.73942346;22.68926793;;;;;;;;;;
49.35941003;117.4091268;122.90932038;125.39963604;62.88992605;126.61991062;148.76998444;168.22968127;45.80906792;313.4990901;30.09977453;;;;
28.3593624;76.18924296;11.53922412;142.119303;35.19914844;187.52901264;165.32972448;189.5899782;10.3494804;210.8991912;4.80958116;;;;
87.3593505;95.309682;118.49962225;128.5391995;64.74992;132.46918175;137.67903575;161.179367;208.94913125;266.1799275;31.50959775;;;;
10.07902368;109.77992938;136.9895472;151.79952106;152.91941258;163.90933394;96.20913126;175.05994396;3.34981636;;;;;;
18.7593819;56.01971655;13.7690259;108.88976595;16.1097405;116.71987215;6.82906455;120.17945625;4.20912765;;;;;;
70.9791;79.47965;38.92917;105.38909;29.33921;121.40913;148.05929;168.90977;143.07913;181.199615;85.02914;196.469085;28.619175;;
43.13978333;66.28938722;96.71905894;207.40902336;171.29933142;260.77998527;8.39900999;;;;;;;;
116.93967636;148.33962152;111.50913336;196.29999516;60.03948828;246.47920436;33.699123;;;;;;;;
91.399276;130.6697657;48.5997696;133.3393388;193.9997707;201.5297132;24.5490842;257.3690197;285.7797135;306.5996366;18.8694963;;;;
7.44979125;128.65908495;101.3590512;135.0292515;64.83936525;136.91907075;7.3593465;;;;;;;;
28.71969219;75.70906749;120.88940633;168.05909085;26.86904591;172.00905162;5.85905894;;;;;;;;
15.3396144;59.63952985;12.98928333;71.56937264;45.18988424;98.78944092;27.84953478;238.5290671;11.25970307;;;;;;
55.77945282;61.87949235;118.28970972;123.05968038;128.90940075;133.89989067;35.07944895;;;;;;;;
19.15996278;139.39944627;78.42954966;274.92922212;18.72935862;;;;;;;;;;
22.3694391;147.7794591;40.9596303;204.4990815;106.5097929;228.369852;3.419367;;;;;;;;
68.45912562;74.30907786;68.13964044;114.23976441;105.4797189;194.4493962;80.0994987;214.43904813;184.74974676;222.81908487;48.52999728;;;;
159.52937286;211.1291754;73.74927417;235.83954537;28.44976134;254.07969873;121.93954344;284.88944484;23.7997617;287.18945541;9.45993048;;;;
66.81942536;87.1095382;5.86908928;126.93954286;5.47983286;135.29928788;119.35928626;161.78921162;97.80969964;164.72960974;3.8193957;;;;
14.50946693;24.40910059;19.99981942;57.05993748;10.12979107;64.94927509;75.92998007;132.79987056;46.37910564;138.43920461;9.22921664;;;;
40.88906906;55.32920114;32.12958954;105.89922962;56.9494289;112.67974482;67.75981716;112.78913976;2.64913152;;;;;;
35.99911542;108.5999729;58.28945307;115.79920901;71.6890912;149.72924108;21.10954162;154.87993793;140.22906689;237.27934805;200.29998605;265.4394257;6.54965155;;
