61.3093896;80.81913888;118.31921136;126.37903536;105.93991872;136.22993136;58.99990176;166.00948848;83.97938592;166.00948848;143.07978672;167.34980736;169.72994304;172.00957968;74.3593392;175.46933376;160.12979712;181.92913344;119.85953328;184.5898704;162.95969088;189.04963968;159.5695896;190.19990592;65.11939776;190.19990592;101.80950768;195.00992928;126.35913456;211.93953984;62.03974896;217.8490824;137.25979776;219.59935776;121.83966288;219.59935776;144.04995072;220.20931728;131.28955776;220.20931728;99.429372;223.05911184;127.00989072;237.68918496;173.82950784;238.8991536;184.7192256;241.68924576;199.24979472;253.53917712;241.96984704;256.47952032;106.4593296;267.29958528;205.07973408;272.70961776;;;;;;;;;;
67.94960235;112.75936175;112.23938775;116.60916925;107.63961775;137.8991047;96.6291683;138.9190537;117.13914275;153.72931315;106.18969025;189.73951255;99.0390478;208.809559;209.3995295;211.5594215;76.68916535;220.41997845;83.9898003;227.07964545;188.09959455;237.42912795;174.4792756;245.6597164;165.4997246;245.6597164;148.23958765;246.8496569;151.55942165;254.6992644;168.3595816;257.8591064;203.0598465;257.8591064;266.56967085;267.57962035;212.709364;270.41947835;134.5392727;272.26938585;166.8296581;272.58936985;108.32958325;273.39932935;;;;;;;;;;;;;;;;;;;;;;
75.14988852;86.62907286;96.72991791;125.91921735;69.34950192;138.55947564;82.48907184;146.63915505;75.23958522;149.61907875;123.40970301;149.61907875;121.3397025;153.25976814;101.80974102;158.21999565;55.45946961;159.67906197;76.08971061;161.81982321;53.4293343;161.81982321;114.20981148;165.6598386;43.80986154;168.5799645;165.6698049;175.71982182;89.49936726;177.09915774;88.09910211;189.3696663;65.83937106;190.92939225;182.83974654;191.44963311;61.68940374;191.44963311;141.33907671;197.78919654;49.54945371;204.0799251;143.39911092;214.16980722;98.20991346;222.90925569;;;;;;;;;;;;;;;;;;;;
89.66908561;101.8596683;89.71905111;109.00973135;79.33921814;119.31961262;63.34925883;119.70934352;80.48942395;119.70934352;73.5092436;120.51978393;59.41997191;120.51978393;78.12905373;146.0091841;147.88988552;164.51940323;161.59941941;177.77924762;138.23954885;181.03999615;155.44966567;182.54995356;130.04920409;182.97965686;87.0698803;185.44995118;75.38994502;185.44995118;195.13926094;204.86954241;99.61921528;223.79947174;132.16973991;229.32965328;85.54992979;243.54983458;139.61959596;252.55961354;;;;;;;;;;;;;;;;;;;;;;;;;;
73.60982286;75.12928711;76.09975149;91.92908168;82.3699079;91.92908168;62.56904689;94.17988151;65.41966146;95.51999916;75.69921075;95.51999916;95.73920056;122.89925039;68.50940483;127.23943811;121.75940311;128.83960833;64.69928595;135.47941801;101.43943333;135.47941801;75.84966262;136.40903122;126.16933673;154.40945164;147.68993236;159.50986967;84.95947353;161.11900722;83.35930331;162.40930637;62.90980543;166.95972816;106.80986763;170.70906847;81.82987536;170.70906847;86.60946225;173.0495416;91.98986025;193.23998328;81.65949609;198.96911078;87.49922066;213.51910189;108.23965858;213.51910189;55.0793336;213.98938853;77.75970391;240.27960735;66.27952877;247.0599052;72.00965264;299.15909613;;;;;;;;;;
110.9591507;131.5599379;129.81954725;142.48911135;132.4796159;165.23914605;158.73942175;168.0791517;169.85952835;170.59926935;129.15977825;172.419632;150.1294363;172.419632;94.64986095;172.619562;141.65940185;172.619562;127.2694401;173.159373;123.55973895;177.6697938;87.3194275;179.7490658;162.3991404;180.93964895;101.92931225;190.0894454;153.55923545;190.5492844;87.7792665;195.5395372;114.14903385;208.83988045;203.11988315;208.90985595;92.5296033;208.90985595;72.32967575;213.3093156;183.7396686;215.20965025;155.3196191;219.0692989;191.0191199;247.5193379;137.6697987;252.1397202;149.2197548;254.69982385;138.6294627;260.56976865;;;;;;;;;;;;;;
76.50922586;90.76965852;79.59966948;96.14968994;78.40988368;98.43927774;96.81956934;133.86989908;140.5796911;143.2892033;108.13953138;153.75931834;58.5494592;164.52937938;112.0198328;164.68935058;160.32913556;164.78933258;94.88991674;170.5992866;111.7398832;170.5992866;124.77953564;185.70956626;145.03988812;189.19993788;153.73932194;195.9197281;80.30954168;201.19977752;188.06914146;206.81976574;206.97973694;221.24916798;100.53989956;221.79906898;145.26984672;227.97995622;144.47998892;229.91960702;278.9797746;287.86917422;228.23990942;298.96917586;;;;;;;;;;;;;;;;;;;;;;
97.77985098;105.72974931;131.16982381;150.48928628;100.17991459;164.19993704;157.48955511;167.00984075;167.54963015;167.94947415;136.45975993;167.94947415;95.35979517;175.95934908;171.15922186;177.89959209;86.15938473;182.82966861;93.25961456;189.55904313;193.81938095;196.47934316;148.30913687;208.81952861;115.34999595;211.62943232;85.68956803;215.98973114;77.2298686;225.69994268;126.36969659;227.84910418;101.64934129;228.42987759;117.24925495;229.87931209;226.45964628;244.36965865;195.21983456;280.14969899;128.4198967;280.86941819;;;;;;;;;;;;;;;;;;;;;;;;
71.57966827;83.17953546;110.56913827;127.77949022;119.41974796;128.02942272;66.26910251;128.53928502;94.27953765;128.53928502;109.48942987;134.59964828;121.07929976;137.87976241;125.59907909;159.18900736;95.28926495;159.50992069;108.02982407;159.64988289;114.0891876;159.64988289;124.70931939;160.52964529;103.12914761;164.11967572;91.41931012;168.28954955;66.46904851;170.76987968;103.80996374;177.83997024;61.51938528;178.41981364;135.65936208;184.29922577;155.32904983;194.27953036;141.83969294;200.81976402;87.16945789;205.93938135;67.49977014;209.68936858;101.67953911;220.39947607;79.90941863;246.47943258;;;;;;;;;;;;;;;;;;
107.96941708;111.49985259;126.71944362;138.11995344;136.5990892;138.28915954;136.5095095;152.72940718;101.25989755;155.15900771;63.89919067;155.15900771;91.07966231;159.26972061;85.01909794;161.35991361;127.31962761;167.45929585;113.83987342;167.45929585;135.71921748;170.43931387;141.55981392;187.18972244;92.67915762;187.18972244;123.20991004;188.10940736;109.27927136;190.93913055;157.42935544;196.94992842;129.42972721;198.74948506;109.41961289;206.829574;127.26986111;207.97918015;85.76957676;227.12932935;61.8597595;228.02910767;308.46968761;315.90977936;85.17934607;315.90977936;;;;;;;;;;;;;;;;;;;;
