67.60947516;114.30920364;109.73958324;129.35908416;135.719717;136.70930364;138.0493274;148.97958064;134.6793568;149.1199546;113.80943252;149.45944056;118.70957884;158.50908096;99.8696014;158.50908096;101.33904796;163.05978572;97.98998412;163.05978572;114.60986276;169.69917536;129.29935056;169.69917536;171.43941424;171.96905216;88.54908864;176.84928728;100.06970896;177.82991388;118.18989652;181.6797444;131.05950064;182.9192166;131.77929052;184.55989948;130.50995152;188.94932352;162.42959624;190.00959492;159.17909284;191.09973312;129.33917296;208.47922404;76.77957832;209.689825;158.92920728;212.0493022;83.62903112;213.57947792;163.8990428;217.39944164;150.62922356;231.33927276;107.6598584;272.18909068;;;;;;;;;;;;;;;;;;
84.44961965;143.22919226;122.45919117;150.67965968;126.99960072;157.43982501;135.55994603;159.92930809;133.04948416;162.73946696;124.65996614;165.43973693;117.60909472;189.24966459;179.32969389;189.24966459;93.92903576;204.11963074;113.49924986;206.08963902;159.87935859;210.41926168;110.41936369;213.37926905;78.25987761;218.3492443;145.12927124;221.20935267;100.91996778;227.27921591;124.83978434;227.39909471;106.82999262;229.31915349;126.27932893;232.25918106;125.81979353;232.25918106;111.80995777;234.20920954;80.70940109;235.48991472;98.07983921;236.77961081;107.35945732;244.08922064;88.38963621;249.14910499;149.97936769;261.07904357;180.81918798;277.7691695;271.79920526;280.44945967;192.95991345;336.8394482;;;;;;;;;;;;;;;;;;
90.60924654;98.80959852;117.77934006;140.34952836;124.89935832;140.81980302;138.48939738;148.37914368;81.2896209;148.37914368;82.68946182;174.28918068;166.14973476;180.34983288;116.57919114;188.1398178;68.2097949;189.87913512;104.2092702;192.42920196;115.55976348;192.42920196;54.74955564;193.22996688;187.30909908;196.27926372;78.75952326;204.5694771;76.15953342;217.2199653;74.12966424;221.46941106;147.23990082;221.46941106;75.0492459;226.949958;152.34902064;231.91929342;202.36986972;234.85975812;220.20935454;235.94907798;94.79978316;244.30918356;251.87950728;260.89959492;271.66998294;301.7695581;264.54996468;311.6393352;;;;;;;;;;;;;;;;;;;;;;;;
52.83998616;68.66980887;43.21964088;87.45904635;83.80946769;93.23904408;63.22939974;101.99943117;87.54993624;118.64926047;81.37941162;127.33973226;57.829941;127.33973226;113.82909993;128.45937585;68.04956028;139.28925582;126.58964097;143.00974857;73.97937651;145.70947794;79.07919825;152.91974295;143.94960996;155.02918743;58.5590577;158.22931059;51.52957368;158.41908069;141.53952969;168.55979556;131.34987411;169.37980215;90.12981081;177.01954686;131.65949901;183.73940598;78.86945235;190.5491562;85.16981967;197.71946961;97.65968862;202.60954545;152.22957906;205.93951131;109.22967198;211.11923625;129.50910414;214.02971031;75.69929289;222.00904362;;;;;;;;;;;;;;;;;;;;;;
65.40941889;65.7195201;57.63993777;100.48974291;105.25991715;136.75961916;130.48979148;141.4998801;108.39981654;141.6993021;101.95948305;143.35949025;144.35959158;148.6591299;85.56998598;150.19966485;90.05997231;157.15949265;129.17958894;157.34994066;109.13967216;157.34994066;108.78968655;161.42911767;84.68953785;161.78907438;145.51923051;166.53930642;133.19993646;171.02929275;46.58996475;171.02929275;50.88950307;171.12900375;138.91935942;171.12900375;125.56905363;177.05981403;73.48999833;177.90935175;63.85990995;177.90935175;173.81920653;186.08964219;33.68935557;187.54941123;137.52938808;189.8696862;116.61999138;192.75931098;110.7390366;209.75903937;129.10979124;210.88976211;217.5195465;226.80962037;264.13942455;317.89960731;179.36912079;317.89960731;;;;;;;;;;;;;;
95.06906873;101.37909091;107.80903749;131.50909704;105.76932332;142.60909963;69.31930131;146.63955884;102.50937838;154.44963539;75.15961959;165.99935448;87.47985295;169.08940652;152.39992752;169.54911672;160.0690929;169.54911672;112.0093896;169.84992709;140.62934766;169.87990819;163.65982931;173.70949403;76.17997636;174.6399075;136.50994452;176.07999967;164.67918671;176.99942007;82.62991034;179.51983121;167.59934585;179.51983121;119.38973705;182.10919888;81.04990637;183.49932255;62.98929173;183.49932255;118.43933618;185.27920052;75.94912189;195.44978901;67.70931624;196.45915271;145.09952967;196.45915271;57.13997912;197.36957878;74.17923762;197.71935828;125.77970883;199.12946935;172.63916876;240.52937097;77.01944716;246.09985935;217.44992019;248.04963022;198.84964575;290.23903414;288.51911837;293.42902318;212.20922391;334.99981707;;;;;;;;
79.87964292;94.21932108;72.31903062;104.2095234;90.81929424;112.3897761;114.29966772;124.06999764;125.14937124;128.21958948;99.96998376;131.61961632;113.3092425;131.64959892;83.62946676;145.25970048;74.87954466;147.8192151;124.24989324;147.8192151;124.30985844;147.8192151;72.15912342;152.03976576;59.54944128;153.17910456;61.4993097;153.17910456;103.23908658;161.55924126;99.42929754;167.64970674;141.34996944;172.5098862;87.5691804;175.17933702;100.17986196;175.91990724;154.18951818;175.91990724;156.3692532;180.41929608;144.89990928;183.06975792;105.38983842;188.93935158;131.42972652;207.0998124;180.24939468;217.11999732;56.48921724;217.18995672;54.78920382;230.44926186;98.63975574;234.1191321;87.549192;236.95948374;171.81928698;248.81960088;129.6897363;255.90948636;;;;;;;;;;;;
97.7798188;107.72936875;121.6994836;130.4296819;110.1291247;140.849596;136.4795036;143.37917645;132.64968085;143.37917645;105.86988245;145.5192834;59.5694725;145.5192834;102.1798707;147.80918785;83.0497313;151.69992825;76.62941045;162.09986935;112.23927215;163.319221;86.1195814;163.319221;109.11948955;164.7193283;164.4397063;164.7193283;98.1193598;174.9994314;159.68912825;179.5492808;139.5693267;179.85986095;132.94927585;181.23999525;69.10957595;205.7298892;64.93921355;205.8297542;144.56956725;209.2890778;91.9796596;209.2890778;182.92971105;209.3290238;148.2096465;215.029318;202.41936445;218.1990331;65.6292807;233.27964675;210.7790636;233.47937675;191.5190997;261.8799841;;;;;;;;;;;;;;;;;;
40.4098296;88.8496896;75.64907868;101.98937616;97.3791;110.38994652;55.69984644;114.44990592;81.70955436;123.59954628;86.05915416;150.14958336;128.51943804;162.37939956;89.339082;169.4196588;55.57999524;169.4196588;98.77936152;172.20919548;53.35975176;172.62967344;135.97917648;172.62967344;156.09919668;178.25968356;121.81975596;178.80900156;143.39996328;180.77955504;161.5793928;183.18956292;122.15933436;190.55941296;113.0196816;190.55941296;119.22997128;205.8793926;211.06994832;215.01904536;187.35938592;221.6897634;142.92954732;226.2890532;113.77973796;230.98921776;175.36927212;235.98901032;180.97930704;253.63909704;245.05974864;258.5390136;179.08965312;287.26934376;157.4395326;302.8390134;;;;;;;;;;;;;;;;;;
86.47989112;95.33965058;79.74983346;107.1399983;75.389444;109.7496329;97.40936078;122.52984342;123.28973702;131.63956788;60.20956948;132.73941388;68.15945634;132.75941108;118.39942176;132.77940828;80.65970606;132.77940828;121.95992322;137.75971094;90.93926672;152.42965686;57.87989568;156.10914166;143.879854;157.62992872;67.49954874;161.48938832;131.04965048;162.68922032;140.19936934;167.23958318;119.20930836;167.85949638;155.30925366;178.50900524;56.48909042;187.83969876;136.56987754;201.92972588;117.30957436;202.04970908;54.87931582;203.77946688;102.47965084;203.77946688;75.48943;206.03915048;114.2190071;220.369144;107.2899773;226.93922406;181.3796033;230.56971572;230.31975072;233.48930692;;;;;;;;;;;;;;;;;;
