180.94913536;243.069932;199.34963104;251.4098608;167.3499352;255.9796848;246.34927744;268.42947488;198.98901232;268.42947488;224.07933296;281.59950896;136.25923696;284.26987568;185.81997168;284.26987568;161.55917344;298.59925424;99.66984832;312.50940112;;;;;;;;;;;;;;;;;;
69.8297142;145.49967738;153.17964966;154.18975248;200.6694393;222.58956792;95.26974702;226.43952546;165.39960036;226.43952546;227.88936702;240.39948546;154.41909468;262.62972462;;;;;;;;;;;;;;;;;;;;;;;;
179.4893596;181.11982845;179.89972255;206.03914355;90.379694;228.6590283;163.43927585;249.68938065;246.01907845;249.76925665;242.7890927;272.98920985;125.89955275;276.1592886;121.78993255;316.91901295;287.95996915;338.9098742;236.45991815;342.8597424;318.90992225;376.10912585;210.0998397;379.50984655;255.1998262;399.57969;169.94916985;443.5394466;;;;;;;;;;
148.76964154;158.8492867;128.25965984;176.11959534;175.18971678;183.66989134;147.21984394;186.9294336;149.6895855;190.87943056;172.12985998;200.27954908;119.69901502;202.55953978;194.28997874;228.99948422;140.00931126;238.48901414;246.1495842;252.66966218;126.25982486;252.66966218;233.40945316;271.9199366;77.31999834;318.3393551;169.82900662;380.81904796;;;;;;;;;;
141.64927293;150.61966433;186.62909297;213.12970694;130.45925907;226.61925766;160.91963156;248.02932435;101.22956834;262.1092427;248.15918525;264.68947889;152.73939379;277.05922908;127.15979328;277.05922908;148.35908574;313.95970328;280.00906937;323.71924938;;;;;;;;;;;;;;;;;;
149.5997622;236.2999422;212.5992294;236.9192292;252.1397055;262.3199847;254.63982705;266.2694376;269.3598795;293.26935195;232.8698913;293.26935195;288.8594292;343.88907225;311.1997083;368.8193694;;;;;;;;;;;;;;;;;;;;;;
134.29964845;143.38973605;186.25985235;187.7398897;172.04909535;187.7398897;184.23916665;205.42938405;128.25957705;221.13916605;154.779328;223.88937725;164.4790191;239.78903575;109.20996735;239.78903575;158.71976505;258.3399698;226.54964695;283.7694299;279.37928535;283.7694299;268.1695764;391.9890414;;;;;;;;;;;;;;
220.80952894;241.5698428;253.29998408;269.59961028;179.76900656;269.59961028;197.47900458;274.53940514;190.7695075;295.6790122;168.74954096;318.47952422;141.87961216;330.98921284;212.87930664;344.82942208;;;;;;;;;;;;;;;;;;;;;;
132.36908248;236.96937504;189.73911548;256.40991944;92.84927564;266.25972884;186.57940424;271.88961484;215.679438;280.78981692;194.7890734;305.03918076;261.63923656;312.54934904;147.1891346;320.5198726;279.33999672;322.71901568;229.40938476;322.71901568;180.50909176;342.50931052;109.93921808;344.2999132;288.12959396;347.55926844;198.70906836;389.64989048;;;;;;;;;;
137.649213;187.089723;118.129752;201.879918;206.719074;226.849923;136.889973;250.23951;183.659157;260.22951;219.85992;260.22951;74.389536;283.729986;256.979763;299.339361;227.339433;318.059622;202.429368;319.039641;179.059761;319.91976;241.729029;337.049613;;;;;;;;;;;;;;
128.59931892;130.65986269;172.2697766;208.6090156;117.52921832;251.77943743;246.44935232;271.84919316;203.97997085;284.24909207;186.87973495;284.24909207;206.65937087;316.58903444;263.26937011;330.57914637;;;;;;;;;;;;;;;;;;;;;;
114.02923464;127.65941468;110.19914308;164.09962972;87.20961928;196.7795544;165.41986956;199.32929252;197.93925148;208.63977544;168.51904284;208.63977544;97.67979928;209.52924216;148.54991668;215.68969664;151.72985992;220.28959572;;;;;;;;;;;;;;;;;;;;
132.05904208;277.64926383;91.48946443;278.77944131;230.27965189;279.0899406;140.80993043;294.28942996;168.63905329;331.51939306;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146.97951912;165.7592034;169.9190388;174.42943896;131.19911112;174.52931496;121.3193772;174.52931496;133.2295902;183.28943892;87.73906848;193.23908604;146.91959352;215.57934972;142.33928016;218.46976116;136.53948084;226.2491028;159.20933532;242.1193992;204.04966428;258.2094228;127.23902772;290.86987356;124.72914384;296.08939332;;;;;;;;;;;;
133.13955;146.5392728;123.7090812;176.6996194;125.9699603;180.999977;116.2393042;182.3094319;62.3192824;197.0295799;127.4399805;199.709325;152.8791089;217.6597277;132.1691771;267.4898222;121.7593597;294.0499158;;;;;;;;;;;;;;;;;;;;
94.79919941;98.3097633;154.68939941;187.70986118;214.60954451;217.46930156;133.20977918;245.39909633;183.69921412;265.19979462;145.64997189;265.96938369;165.03942414;282.38928019;113.49991436;284.30975927;255.34985306;293.26933319;107.84927399;318.98917958;234.7995291;343.8196565;;;;;;;;;;;;;;;;
149.3892398;199.87901452;171.949309;238.8798466;157.08985004;246.21961568;206.6890168;253.41944636;116.48972196;275.84957276;134.74968404;301.89910592;187.40950352;306.8499266;173.54960456;308.4792094;100.30984424;316.44970084;198.88945012;320.37997076;146.09968784;343.85963516;;;;;;;;;;;;;;;;
114.30923864;192.12941948;111.6194228;231.24977574;87.70961806;236.74941764;239.38964248;240.7295913;186.08923568;262.71923252;178.49982904;283.91938502;153.4990223;298.44954802;97.12992442;307.03970104;187.20999228;314.25915882;184.16907216;339.89968946;160.40903224;405.56908348;;;;;;;;;;;;;;;;
168.59942346;202.66935744;147.1494249;250.27925376;176.54937408;253.93940424;246.45944568;261.71971866;207.7993557;266.62918986;98.3690388;273.0194853;126.0995682;283.13978142;150.67985358;283.50998748;103.07993586;283.50998748;88.6798182;327.17933466;217.88971602;369.06949746;;;;;;;;;;;;;;;;
155.68953196;193.7899923;204.9294032;248.3199663;138.75941526;248.3199663;233.42901238;253.42929574;168.0198616;266.52940188;262.20971414;276.89903628;161.93912388;280.98928096;284.519327;316.34933696;140.27910306;331.18963462;;;;;;;;;;;;;;;;;;;;
126.33926283;130.94955936;135.3396537;149.40967689;122.16937068;160.81933878;152.97974226;200.64903264;168.93991728;202.78927836;117.26912466;210.68965467;93.63973581;220.00988673;113.3692542;242.00918154;210.36981348;247.21930485;145.97910612;249.81988275;115.20958653;265.31972559;77.02991451;305.19923895;;;;;;;;;;;;;;
