118.24955931;140.4399036;129.22929729;154.71975944;107.74954773;161.92964746;145.89978969;178.49919743;112.80966182;192.16940097;97.32949055;201.63999965;119.24998874;202.51949805;198.22994449;202.65941825;203.56989898;211.7492341;185.10942745;219.88959145;133.37993008;228.4796923;175.3699821;228.9494244;180.72992519;229.3591907;139.64935447;229.3591907;152.86981451;233.25996599;231.00924963;273.26914775;139.42947987;273.26914775;;;;;;;;;;;;;;;;;;
62.1096504;67.93992405;107.07919554;113.55994188;82.58904864;145.34917173;110.88910701;148.9892209;153.50955646;158.76929262;170.12908373;174.06988909;131.56934244;182.31920173;148.2698041;183.33937472;65.58982917;185.3997045;81.32907005;186.2590079;60.36906142;186.91947249;66.37918927;187.06935099;180.36978204;191.41982425;48.33981301;191.41982425;158.52948702;193.77991103;112.63968789;232.13981432;209.64904661;233.73951751;283.7499762;305.05970133;;;;;;;;;;;;;;;;
90.68939238;131.98903686;148.85909748;169.44919212;136.69955358;169.81950324;108.12985158;178.27991778;174.84956262;192.9798756;120.07935342;197.5291278;114.77952438;204.35997432;119.84940216;209.13917778;132.51961704;225.9992838;103.96982424;225.9992838;103.079883;231.07911618;232.81918026;253.54963476;110.8394937;259.8996741;203.66912508;261.56906052;235.42927638;264.3195165;231.90932982;297.08906424;97.17979158;332.70960942;209.19990084;342.78963738;232.69972506;359.05943562;;;;;;;;;;;;;;
96.5595139;122.5696118;140.85986785;144.28935335;119.24910995;144.28935335;119.15912345;145.31919885;89.04964055;157.76933105;156.42953205;157.76933105;76.43953235;161.2698059;102.49962275;161.2698059;96.5795109;164.1993664;106.9099611;168.39973625;97.4793759;168.39973625;94.0698874;175.1697206;81.8397222;182.89956095;175.9096096;183.04953845;102.04969025;189.9894973;199.36909015;203.7994255;69.0196455;208.62970085;205.609154;212.46912485;157.53936555;226.7099884;225.14922255;231.5792579;208.94965285;233.74993225;204.449328;234.65979575;78.95915435;240.6698941;;;;;;
120.59996432;138.4290336;103.50970168;138.4290336;102.60937456;152.21909384;136.00921752;163.4597228;169.68922872;171.07910248;145.0094976;179.55992472;97.7996536;184.63984352;92.19927992;184.63984352;149.03953328;193.8893836;85.30973352;193.8893836;110.58968272;204.0791324;111.08919976;211.61974592;89.81934544;223.43965512;217.59999184;225.779708;65.9192996;231.76992432;104.03912992;234.45993824;139.50982496;249.4992896;179.33957888;250.67978496;164.70901392;256.43968504;86.219034;267.17979992;282.55914192;310.93988552;95.55930472;314.72963456;;;;;;;;
146.43965896;147.67924976;97.91967584;156.45935137;106.24992595;160.99985251;121.3499413;163.82991828;145.81986356;169.66999042;102.68910141;169.66999042;122.5195552;191.43980401;124.52989157;193.80902191;70.48973071;195.28953318;166.75995105;197.11992895;189.31950394;200.74973072;115.48987576;205.47916949;181.12920763;206.75974676;35.26935727;208.76908346;93.2992011;208.76908346;130.62987791;213.8793965;109.35989932;218.46988114;79.14987192;221.56985781;121.6798324;239.27901186;162.54934101;240.61956933;112.15997499;249.00979964;;;;;;;;;;
57.23981894;75.3292063;120.87997606;126.8691918;124.32961265;131.5591808;103.3693533;139.96922916;95.96914938;144.18922139;114.63929708;150.1494989;150.2393072;157.92989129;145.5792543;158.56952596;98.7492152;159.79989967;115.53937582;171.70947812;68.27925475;171.70947812;64.12911342;172.88995833;83.01979039;180.27918568;147.35945438;189.65916368;171.89907342;207.33942434;143.94973259;215.13977413;61.44983247;218.79996129;132.76959711;221.33954044;80.90929534;229.9790989;;;;;;;;;;;;;;
118.66912406;132.53947638;91.92998974;138.4690919;131.83917522;172.51949004;90.25904324;176.13970786;106.16944666;182.70976974;75.15967236;183.4998531;102.21902986;183.4998531;164.58972662;184.61913786;143.41908386;199.06908416;151.49948186;205.02962466;65.81933082;212.70999308;110.67950584;214.83982638;82.5796724;225.17974308;214.31908962;238.94933982;92.8198311;241.95903868;89.64952186;271.26993424;215.77954674;272.389219;;;;;;;;;;;;;;;;;;
104.16941787;115.6693986;104.51920437;120.86922477;90.08901216;145.55915472;88.60991496;145.55915472;80.74971261;158.03953704;77.62961703;161.48943132;120.66934677;182.36968659;136.13990397;193.99958802;96.68998311;196.52904411;132.0993702;204.02946606;126.10902654;206.23911735;71.22952347;206.56991544;160.71990102;209.47913973;73.67902836;216.01914789;101.58999228;216.62977518;193.83968562;222.93992364;50.3892438;242.24913783;178.31915892;244.10900262;224.12919774;244.45978851;66.2195814;252.12910737;;;;;;;;;;;;
101.20994187;121.89965316;151.58975331;172.5290871;94.08970968;189.16992144;85.14923022;189.16992144;138.8799741;191.8898082;181.55943066;194.28917967;75.37900557;196.99908153;161.60960046;217.54900422;134.54952297;224.59934211;226.39961958;235.32911565;172.80966279;242.70995373;80.52921699;252.85960458;219.96934398;254.50911006;240.80982726;254.50911006;224.37967431;257.55949701;151.84936071;267.96975375;67.97919618;272.88931398;105.8499249;285.40938009;228.10903446;285.67997088;172.4891475;336.97939161;119.6390718;355.33962573;;;;;;;;;;
