5.09937336;35.56992474;33.45915126;39.56902251;38.43981855;45.92927379;4.50983313;51.11942238;24.14920377;53.71998309;14.60982438;57.14949123;44.7192699;60.36951807;4.389132;65.32923723;23.45991054;69.39915963;30.50945505;79.76948151;1.59904059;;;;;;;;;;;;;;;;;;;;;;
8.68943361;19.46904718;14.17965296;28.14948862;21.71908794;33.00925694;16.70945012;33.10916994;21.61917494;36.37932243;18.47990848;42.62987971;14.93999089;44.07961734;22.20966077;55.48968194;54.85923091;56.30996767;12.489125;56.71961097;31.67941491;58.59997363;13.57917583;59.57912103;6.49934065;60.22955466;35.61998363;62.08993472;31.25978031;62.59949102;35.3791933;69.239709;9.66958014;72.02927996;64.43988848;82.68999706;6.43939285;;;;;;
12.7598666;21.239803;22.82929155;26.34994375;9.0593854;26.53976325;21.9491285;27.4598883;11.0994455;37.54929425;7.41994435;37.9798848;4.4897307;47.75958525;47.69964225;54.21944255;12.8397906;55.4392826;3.45971015;58.83904975;40.0199449;62.10993945;1.66941255;66.57968915;38.4794098;77.8399817;1.61946005;;;;;;;;;;;;;;;;
9.62925028;14.34966648;9.15970096;15.28976204;18.92951696;21.79964964;7.09906732;40.31943248;40.31943248;42.93933824;34.47947512;45.65993292;11.4595954;66.68996032;5.28965752;72.20990636;55.81954464;75.79981528;6.679364;79.3598166;30.7599666;82.09935276;18.45996764;84.3793088;11.89923712;86.0491498;25.60987788;91.17930012;43.25934956;103.6497724;2.86913576;;;;;;;;;;;;
10.31929074;23.21915346;9.09943848;36.56959224;26.9396529;37.4197923;20.54966514;42.32917314;39.17913696;51.87918768;43.5190536;55.01923326;11.83986006;55.42984692;22.1391696;59.59992336;16.2597015;68.05996344;8.15932302;70.48967736;3.44975418;70.69947996;8.09937942;71.10909456;10.23936594;81.88995102;8.11936062;86.99914386;1.08997446;;;;;;;;;;;;;;
11.99922922;18.91944076;5.8192915;23.78966326;9.73944598;27.08942632;18.58976416;27.93959234;2.97907764;28.84969956;3.72934166;32.72989324;12.21901362;33.47915824;23.39904644;35.07958828;30.54903258;41.209575;17.91942174;41.4193692;12.98925804;42.59921182;34.70995088;43.57925044;14.45981548;44.85999408;13.63962006;45.53932768;17.82950994;61.8593184;1.25976422;;;;;;;;;;;;
4.84925364;9.24966892;4.98920324;14.5797494;5.05917804;15.0495802;19.77987668;20.93945908;3.18985124;23.43955872;2.83997724;25.28989236;19.19908584;26.20956116;4.01955244;27.62904996;24.54915912;30.70994044;26.54943876;34.94941368;36.41988412;52.36914032;18.24942784;53.54971516;6.19976728;56.3696996;11.44987656;73.77942984;103.73964028;136.04900472;1.2395536;;;;;;;;;;;;
3.77976683;6.31990588;8.59954344;22.25940318;6.95968157;28.27988206;28.73900346;31.01963911;4.81977661;37.24971689;31.7991474;41.24906352;35.84939662;42.71925009;15.05918192;49.51923726;11.46905219;49.73981515;19.40985623;52.04939541;3.24978104;64.61934087;66.57958963;68.66959009;81.99908204;89.43984299;27.30973858;95.44934288;3.02920315;;;;;;;;;;;;;;
7.52991;14.679582;16.919094;17.49993;24.409084;27.91905;1.889214;33.969924;16.169596;35.23938;23.439028;38.229388;5.529918;42.85911;44.879062;52.069652;52.56965;74.91986;2.93911;86.359934;6.719534;95.2591;45.479858;96.929752;1.629734;;;;;;;;;;;;;;;;;;
4.349565;13.0496949;5.589441;13.2196779;13.3196679;21.2498748;1.469853;24.2295768;19.8290169;25.6994298;9.439056;27.6392358;5.509449;32.0897907;15.3394659;35.9694027;2.139786;36.6693327;27.2492748;36.8393157;11.8198179;38.7391257;18.9291069;51.9098085;37.7792217;67.5492444;1.209879;;;;;;;;;;;;;;;;
