130.96928606;158.6391782;89.90962106;248.69959148;212.94934936;359.70955828;242.16942394;385.8792119;;;;;;
211.77920103;235.10986923;245.12968272;288.7793871;255.29917971;411.23945001;;;;;;;;
287.02972269;346.0491693;162.40923657;355.88975886;337.76966034;416.20914234;314.63964945;479.77981344;251.02946952;484.20962055;457.5797055;526.83964812;;
131.08979814;284.8896043;;;;;;;;;;;;
175.219621;329.1992055;382.0593665;401.459441;288.4498095;446.5395035;437.9497025;454.649444;;;;;;
349.61962926;429.1993685;;;;;;;;;;;;
296.82914833;368.43976182;154.37924476;377.31936333;204.8599423;377.38948364;359.42979579;472.29979225;;;;;;
294.3294864;305.5597836;261.0394992;309.7896732;262.149696;319.3198572;293.3297124;383.1392616;;;;;;
277.07925604;295.01983992;252.85936832;444.11948224;;;;;;;;;;
165.98920464;202.77975962;178.02953412;202.77975962;101.21927386;263.88932738;218.56946392;289.1795578;279.85903332;315.45979724;;;;
245.18932165;268.40916193;231.76950888;272.47968293;311.30947484;374.16923999;131.99905355;422.42973409;;;;;;
197.74953414;230.04964575;225.69984666;323.80981389;;;;;;;;;;
257.74905298;323.15919265;326.66950994;349.20938963;252.42933483;370.66940137;383.1391392;396.10949784;356.83912945;409.61929282;;;;
138.53945014;307.12979076;174.9093892;320.31979122;;;;;;;;;;
158.9792524;356.76970854;152.10906401;433.85984483;;;;;;;;;;
169.41964416;185.84950137;;;;;;;;;;;;
182.28945078;211.81940085;226.46973405;269.24950105;;;;;;;;;;
322.3098714;345.8798244;340.67916476;377.7398988;290.99951628;390.90951768;289.34937328;397.60959084;280.8494128;526.4793556;;;;
241.23954432;408.0598728;353.32917584;433.5899096;291.83930512;468.40935568;433.30976224;573.46956528;;;;;;
85.83975616;127.64920036;195.83997976;328.52951652;116.21923828;350.47984032;;;;;;;;
148.18999896;295.53957648;244.62935496;335.15987112;303.71974488;335.15987112;;;;;;;;
362.87911596;513.37997084;;;;;;;;;;;;
295.8599283;333.5496837;227.8794147;362.5795641;308.7794721;384.1391889;286.7190591;423.6598893;;;;;;
480.82944733;551.95993712;;;;;;;;;;;;
307.6591872;361.36984704;235.43906208;361.36984704;373.67935872;405.60961104;;;;;;;;
199.36934704;217.62923532;176.40910676;283.46941596;145.5591298;307.87991068;190.48959872;329.57986908;;;;;;
224.5195168;304.9891749;272.0494938;313.1190662;;;;;;;;;;
127.8495232;221.13910976;;;;;;;;;;;;
323.02910629;369.55927485;283.7794172;385.49935981;272.95911499;385.49935981;357.71996274;434.26937149;;;;;;
177.83956144;270.72951608;184.779918;337.71999448;;;;;;;;;;
383.47921248;433.30955616;330.3793416;435.98997936;474.77953224;559.52999736;448.64982432;663.1396452;;;;;;
218.52912675;238.9494261;245.5891614;265.4194158;251.4698439;326.689209;321.0892179;352.22916135;218.30971305;367.5396912;385.159995;489.77980755;;
352.44980238;376.80930366;354.7990653;426.66929196;288.42991386;446.30948622;;;;;;;;
289.9990329;306.0198072;;;;;;;;;;;;
243.43972818;256.66991295;190.80918945;256.66991295;;;;;;;;;;
415.27975973;429.05902149;308.49930892;482.28985552;;;;;;;;;;
266.34909042;274.36956758;242.6398894;280.32954644;334.97915002;363.13962606;;;;;;;;
215.949759;228.26945925;;;;;;;;;;;;
146.62951893;237.13929361;225.47996904;296.01920829;143.93912025;378.43918113;365.01974788;379.91927252;321.8896429;403.49933315;175.40990066;411.45982468;;
192.51995126;258.11959268;348.33925061;428.82971807;;;;;;;;;;
341.41931967;382.73965697;366.65924768;420.9297829;260.03962611;444.43973002;336.03984304;480.87956785;;;;;;
338.69933392;385.21963224;;;;;;;;;;;;
312.32973808;482.80995308;;;;;;;;;;;;
307.43976952;373.19964271;327.47907608;375.98965213;311.24924327;375.98965213;;;;;;;;
152.2894958;216.3297138;;;;;;;;;;;;
279.15994846;328.88980861;311.97978198;358.39925017;310.19931193;372.50984522;;;;;;;;
258.3192925;290.14960995;231.64938244;290.14960995;327.88963511;338.05999198;319.48989881;359.09918913;308.47956831;429.97981089;;;;
106.64951527;194.85901584;137.23963693;202.05959026;177.28925945;246.53934993;;;;;;;;
173.51907642;264.17930895;353.93915115;407.75916051;319.03930404;452.56928391;265.8694104;497.0294217;;;;;;
272.65946708;307.74961162;213.5893969;340.21926334;378.48911012;385.66908292;333.74939774;413.04963304;;;;;;
264.4195135;352.2791197;333.30956815;357.84947225;314.4897841;357.84947225;287.5096682;441.27995425;;;;;;
244.85930483;279.39925069;302.97923337;318.99917591;281.30971214;434.44990766;376.79986285;434.44990766;370.5596872;526.4693036;;;;
169.33989226;258.86974234;;;;;;;;;;;;
