129.36999924;139.31961522;93.57917226;143.47920048;136.67951316;144.45986694;142.39956768;158.56906818;126.16908792;160.76931984;164.2291431;190.99903824;119.9891898;193.6791267;116.30944134;195.63945996;171.54965328;195.63945996;201.29953488;202.91998374;167.37907176;210.70933446;136.47958116;212.87959632;109.26983562;213.69931752;116.99920674;213.69931752;123.16910826;213.69931752;104.0796009;215.48970858;88.04905314;217.05917478;138.82978182;217.82991264;158.98992504;223.71990936;115.53970314;225.56928036;219.40937544;226.42998762;97.19994078;240.51919566;;;;;;;;;;;;;;
93.98962495;99.5992907;97.86993515;116.229477;81.39959685;116.2394675;89.3490377;116.2394675;123.97910785;127.58967455;129.44990565;152.53994925;80.1098233;166.6894944;147.959305;175.3492598;113.53903535;191.08929255;94.25936845;191.5598451;144.95915785;192.0393891;80.0298993;192.48996065;89.1392372;196.66998585;174.02951475;200.8190405;176.7599184;203.15981465;81.48951135;209.86943445;196.4192243;211.159208;227.5196508;228.90932935;180.54931505;233.7896886;133.58996885;233.9894986;163.42959425;235.18935765;78.4793737;243.87909455;;;;;;;;;;;;;;
85.95965532;89.94921768;79.36924548;136.13994968;135.2999368;184.1992614;146.31986824;184.86967548;143.859688;196.08913492;110.289102;197.16957904;205.0798666;207.2696864;145.8499798;209.5193646;154.77985544;212.67988812;163.78954228;212.67988812;122.17997316;213.6296414;134.87993036;213.869075;66.94962512;213.869075;140.30908724;221.80929176;81.22984408;222.049723;127.2190528;222.049723;106.96995372;233.38989688;171.96919264;233.38989688;86.9094086;242.09929408;113.47955472;243.79927264;56.37962932;246.59964812;179.7298342;252.27921264;240.89913316;274.949584;223.52922312;275.0892536;;;;;;;;;;
128.86952749;160.69975262;90.05999706;174.08923532;103.99963673;184.78983831;161.02924772;187.79922689;154.33949872;187.79922689;105.43943047;199.78985312;94.55910288;202.6394865;200.20921052;214.75991383;212.32963785;216.71991044;151.80937574;226.62972519;219.92999149;227.26974446;187.16919232;227.64916306;188.73978563;229.23972577;140.24909008;244.68905208;241.43903223;244.68905208;163.1899368;245.93913652;261.2596602;271.34919955;;;;;;;;;;;;;;;;;;;;;;;;
130.35966264;139.75946562;120.67995486;151.72939446;135.1590303;161.7799761;127.91949258;161.7799761;48.36954876;169.87922142;95.27959392;169.87922142;132.7398531;185.01907212;109.50975402;194.27992236;175.25939154;208.76999406;171.82955808;212.79962352;181.38930666;212.79962352;70.37906298;214.09918152;69.65930778;225.63925656;219.08948424;225.68923956;129.58992444;234.12936894;208.0992222;255.87997122;277.34966904;285.69982902;164.86992516;289.80943128;88.269978;299.44915266;207.1495452;301.16956752;288.72979848;313.75928556;;;;;;;;;;;;;;;;
75.6490224;100.0294624;122.07933136;153.90923968;115.2398716;166.39998592;94.58914136;166.54925392;111.35989872;171.06908896;118.19935848;172.29905728;71.3799576;172.29905728;143.08929992;173.14988488;90.50914936;174.60972592;107.49982824;184.09919024;182.90902672;191.90988712;190.7694796;192.66916368;99.43935624;192.7995244;165.91934296;199.54942336;177.5095056;201.79938968;190.19927584;209.50957944;76.41924528;219.15925808;145.959226;221.54953632;114.239776;231.4499852;173.86935664;333.18906376;;;;;;;;;;;;;;;;;;
59.74964794;118.1894082;123.15939362;126.00979707;133.63949345;139.88941485;135.29981602;153.63924193;130.3697662;164.39988935;98.98937011;173.05992421;150.05901539;173.05992421;175.27934518;186.6190588;129.95942791;191.15973652;124.4193618;191.35941452;140.72906084;191.75976891;91.87983492;196.12972194;103.13967734;196.30943214;95.22943337;201.34930486;150.71994957;202.33970774;83.00913977;203.46988522;170.32932756;203.46988522;93.1697548;209.91948462;;;;;;;;;;;;;;;;;;;;;;
121.61946388;129.65992452;117.75916316;191.85954464;178.11959288;198.89944572;184.94958636;200.09991728;184.56975356;208.36927716;136.05910764;209.47978832;146.49951184;211.78977148;159.6097408;215.27923544;189.97937228;221.39954132;119.18953352;221.39954132;105.82941456;223.26971808;170.8397974;225.09991244;88.24915328;235.29942268;174.60913816;242.00946896;89.00981844;242.89907736;119.59935312;249.22929084;183.1593744;249.55914564;120.27905392;253.89923516;155.72944888;256.26919192;176.13946452;305.36957824;;;;;;;;;;;;;;;;;;
62.87935092;112.6895311;115.3995898;143.30970078;102.23958468;143.30970078;127.75905456;144.68918554;108.21968106;150.08933934;137.1798774;155.35972974;127.62929116;167.5794493;170.87943238;175.5499166;162.98981766;176.20971358;83.87906176;200.4794621;122.00953776;202.81919602;79.9192817;211.06915372;179.91994864;213.28910604;119.21962466;235.9797338;187.28951158;256.28970226;192.2594498;271.27937132;242.02970278;313.40955458;;;;;;;;;;;;;;;;;;;;;;;;
81.28903744;89.68921026;105.75906276;105.97930694;81.96970158;149.96934472;138.85947088;159.92916524;80.69906208;177.03944726;115.1099729;179.3594855;92.80950224;179.3594855;107.69940402;187.18961456;181.87983632;187.40985874;158.02968376;193.25978334;77.06951772;195.4492696;62.56927872;210.51955236;47.98931332;210.51955236;191.28954468;210.51955236;175.39907658;211.19921992;124.0692271;222.33998774;143.47961576;223.0595185;178.16956898;227.5291798;186.7491262;227.78928718;186.15915084;243.02998512;244.46904664;246.94953426;119.32949262;246.94953426;154.33934802;254.25944856;129.54942052;257.20932536;253.98937538;270.07915948;;;;;;;;
