83.6496192;225.37942784;53.57951424;244.53901696;14.31924032;;;;;;
242.21900642;314.56929455;274.70982552;346.85923224;427.76946702;431.70914124;171.26989111;474.03915179;3.26907011;;
81.71934914;99.64929078;149.99973066;156.00966654;31.28901646;178.60934234;17.10904312;;;;
82.59958872;188.81961016;40.00959432;198.90906376;138.61937008;207.64928856;53.36993568;280.77947368;39.42922752;;
37.74988686;131.59950342;184.36964049;185.03911902;27.73935339;;;;;;
33.10920655;95.09946145;27.80939535;164.79977257;99.11913443;176.34926922;7.89905684;;;;
36.7891568;181.2399093;138.2297337;215.52934415;232.47989445;256.16924255;29.4098472;;;;
122.39910897;144.25939365;27.429708;185.86906809;6.5294631;;;;;;
43.7892972;236.87995122;42.30990236;;;;;;;;
19.68902892;105.87940266;41.85943656;134.94966315;9.89983182;;;;;;
8.61960106;167.05940392;5.0292648;;;;;;;;
33.28911014;92.63915661;14.75976645;192.4393757;2.20994774;;;;;;
139.1990926;179.49972565;135.31977685;218.9192771;15.4897292;219.92917755;29.539834;229.7597275;7.19910535;;
22.67967969;35.56940915;22.03975029;118.07957897;19.24927027;;;;;;
93.00963556;150.14933649;9.12912803;171.72922593;3.9399292;219.06981582;2.00994903;;;;
47.0594579;182.73907365;38.70956495;234.1194758;25.66906335;235.779033;150.61956315;470.6496354;19.82915235;;
27.16927976;115.35966008;66.73958326;162.68933583;45.99935508;174.98956258;7.96994814;;;;
152.7191936;257.76908704;92.37907186;283.55926362;90.08986818;;;;;;
120.42910053;147.4094259;97.41914073;191.95954191;5.59982196;;;;;;
38.17979599;82.46918589;20.15998712;143.2295844;7.26971812;;;;;;
129.69936254;258.47951628;80.04909852;271.94992176;233.58993974;281.78945248;44.95930172;;;;
42.44993448;98.77915704;42.48945128;219.74996104;280.80934456;297.47950664;3.79954032;303.019762;79.06916512;346.26991168;2.02918768
64.34925992;161.02991872;125.78904448;212.03921464;202.46949448;302.74999612;14.30978912;;;;
47.87923722;48.47969376;59.76966162;72.79966746;111.93914598;211.9799538;4.23979692;;;;
124.3394232;161.44909056;56.01914496;171.89965392;164.39910528;213.28937232;68.2190904;246.98978784;7.9198944;;
28.57995414;163.89928152;107.02951524;218.8492749;166.6092078;231.07972734;13.63957542;;;;
46.53907116;62.44948884;41.04948948;95.75983452;228.589164;241.31979264;35.8897416;;;;
38.83914639;67.15917252;13.44996752;85.39960693;74.99973096;90.67986235;148.86910489;154.52975945;8.22982699;;
30.31946446;63.96979689;63.31996749;65.16902751;22.53923428;91.82975553;17.67929804;;;;
72.16996336;102.69940276;61.95908696;118.62994236;59.15920372;154.59994112;50.7792092;324.6596798;36.39946488;;
56.32966356;97.23932084;44.44961268;;;;;;;;
32.3396535;150.81918975;111.38937525;242.6598645;11.5190235;265.53966675;5.76946425;;;;
58.80993294;59.38941778;70.65923117;158.6193906;111.42929545;240.26938793;2.58920827;;;;
294.0298515;319.02952725;188.21957175;327.64937625;157.3996725;372.30984;147.09947175;466.9494795;104.5891665;;
156.50932176;252.26923296;166.63917312;291.34929472;47.80917632;;;;;;
60.2298828;146.099772;64.299456;233.0596008;172.5295608;268.4891196;36.0497772;;;;
193.05944109;226.91930247;127.45957419;228.80982303;116.17926876;329.89982616;14.97958353;;;;
99.39911424;161.07953392;9.7597466;;;;;;;;
40.1292711;96.3292995;8.3991726;198.6796098;64.4293323;221.1994863;348.2494911;376.5792699;2.1199221;;
161.60910766;170.62977008;159.09910324;222.02995738;68.7797572;261.14929456;79.439745;319.48964894;63.47988724;;
92.25985275;150.40986525;59.64944175;156.4994235;49.799226;245.31957975;1.54970025;;;;
27.9792216;95.25979936;24.60952736;172.69992432;99.80921984;312.2894368;18.5099904;;;;
30.16953095;37.94970187;23.94976733;139.74987901;12.02905067;181.30938936;164.67962188;248.57984012;11.62950689;;
64.85989357;162.45942522;26.27994048;264.65952199;83.25919992;307.03947097;19.9994601;;;;
109.09950515;163.40938543;71.08996964;195.1593013;44.93940123;;;;;;
74.1699216;80.48960262;20.27997216;122.85926928;23.0296815;221.40948528;73.269513;318.68923464;1.99969866;;
50.59961467;78.91978435;115.57926512;197.6090765;21.81972771;198.37989556;141.68902693;287.84939887;20.4891236;;
27.7496856;160.4699388;73.9594944;163.5091281;9.929196;;;;;;
80.90941509;204.04944349;73.28990304;407.48992013;60.6590394;;;;;;
88.50937191;250.70980907;158.90967748;317.33978211;287.1899764;329.19956925;74.53946423;;;;
65.04967115;120.7699849;308.489955;318.90933015;61.07981655;;;;;;
154.22976814;350.8696513;99.54940397;471.59973803;30.54936167;;;;;;
30.11969975;43.87990817;131.54934058;321.16985957;19.57954299;;;;;;
51.54976298;134.0494447;30.27925358;426.15952356;17.7795104;;;;;;
40.36910416;120.5094044;18.63917524;122.83918416;60.56958796;132.86960764;1.50976476;145.91956064;1.29984092;;
21.64938049;82.88920572;80.14965732;97.42965663;158.1096611;160.34993673;13.84960827;;;;
30.87907378;332.64995166;158.83916974;408.65952284;30.32903966;;;;;;
37.59942592;160.72981827;20.47995712;197.69915263;154.83905661;226.02949579;17.35922062;;;;
86.899517;341.179382;186.589547;370.869045;56.449143;390.999472;13.899177;;;;
141.7692166;193.9790124;152.44921737;197.30960296;181.94944518;300.35970831;61.61990932;420.50996597;59.7992396;;
17.77981145;91.80994917;21.32912353;177.74966297;5.84933471;;;;;;
17.77992437;154.5794534;100.5294396;160.94970475;135.57926978;234.92929146;10.10972337;;;;
91.50920625;179.86931625;135.1497825;380.86903875;413.85910125;496.13996625;6.83964375;;;;
41.0291915;64.23970896;91.93997106;110.05901534;23.86955348;176.39933986;160.609153;241.44925802;5.61909722;;
92.38937397;147.37927751;16.34913053;250.67936244;9.39943005;;;;;;
46.77942013;114.3397402;122.89949638;175.47976664;39.66916174;223.74966313;9.65950664;;;;
77.05978189;114.42986737;83.05942155;119.17949995;9.81965341;;;;;;
94.20995964;116.14937652;12.8495598;120.9094416;6.91954884;144.30926124;3.3195072;;;;
71.99906559;96.38907858;40.11916722;116.43977622;23.79958965;;;;;;
25.5196587;210.7893968;57.8690646;357.8493079;8.3998381;;;;;;
107.90918304;140.4796453;164.48935968;237.00932166;55.31961982;275.1295849;50.55926842;;;;
19.60913634;91.36991403;157.52964219;198.28946991;13.3296834;;;;;;
129.23998724;172.85933912;16.329586;206.1697092;10.02904604;;;;;;
35.9697951;99.85971915;17.06918265;157.5598509;137.71966725;185.3891424;106.84961505;255.16973745;10.1994858;;
54.94951032;60.12956416;1.21924536;;;;;;;;
127.98906078;168.26953206;143.57918256;174.35965416;116.98942392;175.68992982;146.78917416;219.29953656;32.49968796;;
8.41956304;48.96928428;6.39918608;;;;;;;;
131.37982336;182.48920572;122.96908112;195.53988068;129.33935912;205.71948616;37.6192076;;;;
5.1794964;27.70956792;30.96974856;348.76948152;175.29914568;405.70951032;4.8991248;;;;
123.7694208;174.2692507;111.149654;216.0793963;99.0796044;302.0191777;11.2197676;;;;
104.51910765;112.81919538;142.09920966;200.81980125;206.00979237;272.9293077;72.8195106;292.59967104;2.9792331;;
48.48934734;118.8793557;69.18914898;213.91988814;199.6392951;276.86914668;56.64927744;286.44931476;25.3096137;;
12.13915896;83.92915602;20.74999464;102.39986952;90.52955388;158.46940062;176.07961926;261.7493886;7.61984388;;
22.1899587;138.4593098;5.1491594;155.6998863;1.7392368;;;;;;
25.62983495;85.6193134;16.0790352;94.44980955;117.32913035;158.28962055;130.67991885;164.30957725;18.4297034;201.08959575;13.6993225
137.66976432;176.21958288;40.04954712;192.80916072;69.6098568;215.76987696;9.60988248;;;;
81.93964191;106.48905988;92.04921285;153.64929034;63.57915284;279.58955164;18.86981719;;;;
110.57963475;214.44940075;25.889617;232.6094485;20.21940375;;;;;;
61.19983249;67.15913376;67.79937345;80.94964786;90.01923163;272.20905337;175.89939501;281.00971733;30.80997994;;
74.02959024;124.20970304;52.82983568;155.30944528;72.45927456;183.31981568;84.39978544;294.05910832;13.75923808;;
95.89993416;146.57922376;98.87961844;157.67954346;21.12996354;;;;;;
5.63940811;71.73935622;36.84972396;128.01934243;3.83924429;;;;;;
102.67903737;107.91936041;92.08954185;260.12975233;73.07976465;;;;;;
13.03942007;220.13906858;31.98979253;296.6391165;10.23923413;;;;;;
30.78956535;216.93957892;61.17936979;458.61947331;5.04934915;;;;;;
46.74935292;67.48915044;7.78978188;120.98925996;13.83977796;197.20932432;114.11928684;200.06955156;2.09937384;;
134.75932584;175.47944488;7.79950229;;;;;;;;
23.51964928;92.74950836;60.4395478;213.45914268;1.96949476;;;;;;
48.46937805;52.59971843;30.69971849;99.1399086;156.8492357;237.88980101;141.92933491;260.39927562;25.87968366;;
94.58915076;108.9396594;124.23915972;171.48937572;117.68992092;173.22985836;20.7691614;;;;
24.33920775;50.04985986;128.53950681;149.82931392;70.13916195;151.46993862;84.30944379;171.40991439;227.42987982;241.20916248;7.17945228
79.59983482;239.85903521;184.33962391;285.54994359;62.14960977;411.29998105;11.21919863;;;;
43.88972082;59.52940602;29.6197284;174.5992197;59.76956598;184.90950156;17.93975376;;;;
76.5491965;115.60988425;85.85987935;126.6599145;82.00903585;183.63946265;41.8597634;;;;
89.11966165;136.90913125;32.7096799;182.8490452;15.6699279;;;;;;
107.5396808;173.9593262;121.0598716;187.6696354;69.8496982;295.4499348;59.179303;333.949901;8.5592888;;
53.6898109;71.84933954;217.64977949;220.30919053;74.53923939;248.61952588;18.70931073;;;;
112.82949005;154.4992784;20.25951688;;;;;;;;
76.20975956;100.60979248;165.38977114;176.39978356;57.82904824;208.19922596;20.29937008;;;;
146.24917264;222.23932608;120.41935176;306.66929952;55.4992634;322.13998604;22.30991948;;;;
16.06987516;98.66934586;25.92929316;140.1696862;134.06953738;187.2996566;288.7491631;302.93989176;14.66905686;;
57.84985874;166.95951076;94.70961382;168.54953554;34.46928952;281.92985002;25.20944316;;;;
31.70957564;193.59971444;148.5795616;200.33977758;1.19951102;;;;;;
112.13981955;142.92954225;15.1690077;156.1195944;29.02965615;163.5399315;9.1097622;;;;
65.4696492;130.8494964;151.4091654;212.6690964;103.7692044;375.7096164;25.8699606;;;;
82.82982134;99.08964466;70.3099282;139.36910076;42.22961;169.30941976;7.37926848;;;;
40.90906602;115.12912918;115.3899256;129.1092162;23.42971056;184.19921246;14.84940842;;;;
5.1790618;80.5999304;4.7195126;;;;;;;;
75.8296188;234.77974416;95.85912492;308.30965308;1.10948292;;;;;;
40.73983584;84.92914584;100.5793008;227.5294032;87.3594348;253.34974632;6.91962744;;;;
46.69937792;54.97954176;14.75977984;219.20933632;239.41984768;265.98921856;2.4494912;;;;
112.08924734;206.40926208;84.78959608;375.33975157;58.39967539;411.49984988;196.79956828;443.19927141;371.5393787;461.80959391;30.04914514
13.7491923;168.5599896;114.229824;216.6096843;153.8296278;235.3593897;10.4891457;;;;
79.07948529;106.02915934;49.35988837;179.83922645;17.80902656;;;;;;
120.49972;170.7395875;5.319339;240.97945;1.45927;;;;;;
50.0393443;90.4393787;32.9099969;148.9490959;80.5996796;201.4196327;31.3392992;248.4993071;25.4494284;;
10.87978955;51.87904365;36.3994918;81.58904845;60.1599971;269.40971575;4.5997623;;;;
37.2094708;88.7495149;131.8096139;136.7094916;19.9592036;;;;;;
93.17912697;110.17920651;75.63924579;177.17979;56.16966555;198.89946177;42.00997083;;;;
91.52992959;192.13927805;24.17943614;288.17970529;6.48996742;;;;;;
9.5193777;156.45954093;64.91997666;225.76972383;1.34915634;;;;;;
60.96910911;65.50922677;68.209258;72.17966223;47.94974028;159.41910777;30.19969784;;;;
12.47931888;80.64972454;184.97942057;367.90988234;11.43937564;;;;;;
59.16985604;111.08976796;104.36933498;124.76988764;25.5296702;142.63972944;73.05955456;150.78919336;2.25992758;;
45.89958054;97.71904373;107.79913749;208.93976477;74.04938783;224.42921919;9.59919587;;;;
93.32946784;185.48953304;80.42924637;198.04967313;26.37917792;255.01927062;220.60939906;258.74922751;49.82987729;373.47995693;10.18951433
64.7391813;130.57956885;210.0396753;211.37972095;119.869971;286.8891888;220.1590266;336.61966305;66.4599996;393.37925915;46.6891873
27.1697156;130.9396804;29.8296947;172.1797819;43.9894416;245.0397768;25.9196545;;;;
68.4390961;107.79980044;107.8999624;132.9699118;66.2394609;183.05972962;66.70982932;189.1391678;38.28936416;;
75.97946708;83.32925722;41.159624;135.88969746;35.9397445;146.54924086;33.60903084;;;;
156.56931218;163.68976898;81.44946568;191.35935828;52.01921698;;;;;;
65.53979774;128.37997032;28.47995448;218.87989532;12.36948016;;;;;;
8.95952892;28.12984509;133.42927515;156.40928847;4.59959766;;;;;;
20.07955793;138.04974167;44.67916857;156.86991406;150.55944458;161.54956632;6.35980025;;;;
33.30990439;142.47953556;25.4490933;;;;;;;;
258.8298674;326.2799423;15.05907426;342.46944402;12.10920572;;;;;;
201.77990994;203.75997292;111.38937551;249.03954824;56.69932009;269.27914538;17.67926832;;;;
56.24994795;259.4998896;73.45913379;310.34910312;52.81939677;;;;;;
257.79995749;263.97968728;106.88949482;298.55979663;28.80932529;319.95970845;17.82946453;;;;
19.0997066;153.6093755;15.6194826;220.1894222;211.1596251;406.0996267;10.7797961;;;;
102.1999671;213.4491549;82.9699986;260.3890536;87.7797378;274.5695949;43.1198712;;;;
63.70995498;97.15931331;91.97955372;122.31927597;112.99926936;136.6696926;77.95948647;183.59908596;18.46989318;;
49.34978256;158.97968138;3.8098879;;;;;;;;
99.52940886;165.5593478;128.77973752;209.27912572;54.59958504;259.15904966;4.73990888;;;;
114.7493814;123.81956473;69.29921775;136.30979968;56.64919513;;;;;;
80.82912123;138.80913984;137.05996887;190.95957846;36.28911069;277.61926959;243.77919624;283.89925863;27.43931529;;
107.51983248;116.16993392;15.6596664;;;;;;;;
190.6990495;215.87990495;82.28921315;297.57967215;65.7896468;;;;;;
23.82934256;66.19930816;101.67917736;216.44905232;34.70977104;248.93981416;246.71983384;300.26933288;2.79973896;;
129.82997112;172.1191212;244.0197192;255.75971568;62.91965796;290.51969856;39.62936856;360.34928412;12.949971;;
151.02933921;182.13992733;107.19929607;202.60914894;173.15943846;287.46924246;23.17959867;;;;
69.24942074;179.2597989;185.06958096;200.72972735;287.63970177;353.61984846;46.67986942;;;;
75.1897728;126.34923392;115.34924864;158.19971648;61.82961472;174.33974336;54.06968256;210.96982272;42.69937728;220.24954816;31.93935936
14.7395969;52.09945125;232.7796884;311.12915715;23.94925295;319.0399793;3.16979565;;;;
11.5292598;117.5599203;78.58963906;295.55904598;1.83954428;;;;;;
85.75983859;119.84963186;4.92966863;131.79940455;14.42910309;176.03945651;214.46907771;285.27995361;3.2791144;;
26.079386;149.74984775;90.47976225;166.0592565;122.68925325;257.05997975;208.889693;500.47998625;21.10969225;;
38.26926656;41.03956808;30.04935024;84.33932276;45.90937484;84.7594174;23.48948532;107.75911496;15.35958928;;
38.46989925;195.4895535;25.9995555;;;;;;;;
85.60968138;243.4392603;59.0197838;317.9796096;4.17921874;;;;;;
165.38985955;201.3298406;86.48931955;361.86986845;89.0692887;406.9992109;11.63979235;;;;
42.359144;65.35938196;104.22972582;148.07921218;60.45990574;169.5094415;48.39920818;315.67957758;28.11928222;;
42.14951328;80.72975565;84.85958829;143.60921607;107.44953639;184.39919475;34.71936114;;;;
148.34923992;153.469932;55.62907959;159.27973047;186.6997545;356.49990537;19.36945143;;;;
87.85958508;233.68996084;23.20920524;296.06988556;232.46981084;309.96983436;1.42903968;;;;
89.4691089;205.85947365;44.93979036;256.14914553;30.76967466;;;;;;
51.6895863;177.1392843;41.4792741;459.759696;15.879105;;;;;;
37.07927153;37.42923408;68.31959043;125.7499236;113.05959147;155.659399;8.64949694;;;;
41.77969485;65.97915375;31.0099545;84.6693657;29.44905075;105.09986145;88.6296015;205.3792557;14.28994995;;
21.72929096;48.46917344;19.0695856;215.33962816;245.02969906;437.57943532;8.74923396;;;;
12.02961415;45.85939264;93.05924208;111.71918924;198.9395592;211.9597315;1.65980092;;;;
60.95952312;77.58936288;213.64988208;235.55943024;61.72937712;280.49903664;77.1890388;293.03921328;7.93992648;;
179.35939286;201.57978186;67.059739;219.81943301;15.73960828;;;;;;
27.07942776;94.35920296;74.9495527;134.69979776;21.75976748;235.2795555;9.66927632;;;;
90.61904936;91.00945504;18.77941184;168.44956688;50.74974296;179.25911136;16.08950672;;;;
38.8296215;159.569724;13.5594719;181.369677;3.23983882;;;;;;
45.0390992;128.26943456;17.5796484;193.15913674;1.3399732;;;;;;
