410.1097935;551.229297;;;;;;;;
;;;;;;;;;
255.89962848;352.41947472;197.789628;410.36999376;;;;;;
355.65930936;458.45912538;293.7391254;460.61940708;228.66927045;550.70907255;;;;
240.41995515;311.1998239;422.58991835;507.97914455;398.5596009;514.59933165;;;;
317.78916462;378.44924004;312.31972548;402.07948344;415.97922438;558.84988368;;;;
236.5496224;488.6098672;;;;;;;;
142.85914706;196.73926706;249.6395671;293.07991496;219.72911604;360.11975538;287.759752;453.84921302;;
223.83938868;229.17959304;165.62988336;298.86960396;315.63920208;317.03986308;;;;
390.4092153;464.84980908;251.14908726;482.34977868;;;;;;
214.23937815;239.43988782;253.61918505;307.2098799;184.13934525;311.94947511;;;;
311.60932137;312.03976017;477.41923848;512.94902661;;;;;;
303.84985728;447.36904448;;;;;;;;
283.99914417;306.05967459;;;;;;;;
360.98984846;461.63906724;;;;;;;;
220.0398968;326.5099764;311.1691864;373.4298076;422.6392642;433.53972;;;;
287.3097717;301.839855;196.80953076;355.02930846;;;;;;
354.15934398;361.23926703;425.46904539;437.46958959;371.22976983;443.06984355;;;;
284.82933068;430.45984795;;;;;;;;
307.45954128;478.21993209;380.84983086;504.64922583;408.35917257;504.64922583;;;;
253.31998265;349.18999073;372.26980749;391.50954899;319.68970985;394.54952656;;;;
241.92902084;343.7397236;392.35943084;453.96953992;;;;;;
182.41952128;265.47949312;;;;;;;;
293.539731;298.319349;283.429154;383.199941;335.92918;404.399152;;;;
343.6995604;388.219055;;;;;;;;
299.79947475;355.3393815;244.399113;414.52938675;200.7594045;510.15957525;;;;
220.389336;233.869032;272.669328;297.039312;;;;;;
302.06940994;453.1095697;531.01983938;545.09914826;;;;;;
510.3192814;528.309049;258.5996794;578.659926;;;;;;
198.50969985;292.91941371;440.27964981;453.81994581;;;;;;
372.20995796;534.35926597;;;;;;;;
324.28987229;368.56957538;393.14991383;426.26976308;;;;;;
271.59991761;280.56981273;269.97946572;420.90913353;;;;;;
211.51991889;385.40982438;353.13944841;540.35922339;;;;;;
;;;;;;;;;
137.4694347;306.14911665;497.0999904;501.7095915;;;;;;
187.8692109;291.8990648;388.3991426;582.52986225;;;;;;
285.40970144;337.44936704;;;;;;;;
381.28965636;398.3891832;;;;;;;;
165.68968045;253.26959565;282.1590228;308.4594101;321.7998149;331.98941635;;;;
267.38922804;414.62927308;;;;;;;;
493.38959099;517.67962836;;;;;;;;
265.11962635;596.40991735;;;;;;;;
217.80937584;445.22966304;428.75909352;526.60983528;299.86962192;526.60983528;217.1093292;539.23963536;;
300.25902096;321.69939417;426.56933151;436.43986587;;;;;;
401.94995106;417.54976011;;;;;;;;
227.71993838;337.6291479;183.1098918;359.34996625;;;;;;
145.9095275;179.41962544;432.07960356;450.70917254;;;;;;
333.1395582;346.47985124;;;;;;;;
;;;;;;;;;
185.36910458;198.96986008;223.07973314;341.3294629;;;;;;
229.67972622;264.7895052;;;;;;;;
315.08987883;414.34985751;;;;;;;;
265.71995604;330.86975922;303.60921822;359.31993867;;;;;;
508.1491846;539.6998359;;;;;;;;
397.26912398;656.75921598;;;;;;;;
321.02987544;322.8598656;;;;;;;;
395.6897808;405.4694247;456.0498936;460.619586;;;;;;
359.6993493;491.99952762;391.21995828;541.35974466;;;;;;
444.17981302;510.43937654;436.73927508;543.19968118;383.43931398;598.2690913;;;;
;;;;;;;;;
387.72980032;469.049748;369.99931504;550.05984448;;;;;;
265.50907152;427.56914655;;;;;;;;
191.8494245;222.8297639;238.959611;298.4290691;;;;;;
;;;;;;;;;
183.2292423;436.5691863;;;;;;;;
257.96968505;334.0392671;371.7195713;389.9694106;;;;;;
284.67916776;351.85999518;273.44960406;487.8898713;;;;;;
450.44907815;453.29939547;283.40968957;453.29939547;;;;;;
178.1896768;319.5393536;179.6799776;404.0395072;;;;;;
339.0495813;373.50909939;556.48994835;609.00956931;;;;;;
337.46919864;415.67946;248.19922596;472.69934964;;;;;;
244.63961656;326.19996902;436.5790387;491.13925132;;;;;;
