11.1890529;62.3991538;17.00993602;81.3398082;49.08918348;121.42920898;8.5391444;136.02995716;273.91930806;304.219402;7.87939148;;;;;;;;
26.69903104;49.01974834;28.67910272;95.9696032;47.69936788;139.93937034;68.1497957;146.70993802;137.63993226;155.69910416;53.2194165;244.36918908;10.69977242;;;;;;
13.23974168;54.02976964;43.62924797;74.72930564;8.69977614;102.19997832;122.56911788;125.8193431;26.31926099;178.50961392;7.86980436;;;;;;;;
10.7694706;121.98963546;9.56910262;163.59940611;36.44997993;186.65921155;166.69985906;189.29982204;122.50919772;189.7397579;4.15948407;;;;;;;;
21.79991016;55.18984736;11.74912144;80.9790496;25.23933222;94.55974532;34.3097017;99.70943218;60.00941334;100.2394154;4.96971132;;;;;;;;
23.38994408;57.81909536;18.03902276;135.19934648;63.829774;150.10926304;142.84993628;191.6490212;3.34969072;;;;;;;;;;
9.4391781;33.57960485;8.7290205;72.30982496;70.92994929;89.5291741;54.07948757;100.95975247;128.35999987;168.63974441;144.3296689;177.23955568;96.54987104;187.40960431;2.41946749;;;;
13.27909248;30.12956928;43.45948224;59.06934144;16.20974016;86.08989312;5.58925632;93.97902528;73.28911104;96.83991936;1.31933952;;;;;;;;
14.07964292;76.94902096;26.79902547;77.03983805;6.54980837;81.59965436;63.31947153;82.52978104;7.22943956;118.01930343;95.11942489;147.18955314;4.51989671;;;;;;
34.23963807;91.7798508;32.41962405;109.68930819;19.74944961;118.61956359;18.5997042;144.01984707;66.70920762;153.35965557;8.56964889;;;;;;;;
24.579264;71.5890696;61.5492648;91.6991088;21.9691896;97.7595072;10.7593176;100.9899528;66.0695328;122.459508;82.439676;126.6097128;7.6898544;133.109868;2.149704;;;;
23.92976988;52.89985548;12.029274;66.27980232;48.43954044;74.85902064;78.9190254;103.28903676;102.50938008;104.41908972;51.94949292;156.65908212;76.84959096;194.27926392;8.27973432;;;;
55.21992;58.12981257;34.06970457;76.67976141;19.34965161;79.77996549;53.60966769;100.68957984;11.43939807;115.18973919;3.07949661;;;;;;;;
