317.09983266;558.79926804;547.94960532;601.79938416;;;;;;;;
;;;;;;;;;;;
316.7397112;387.47908638;329.13918148;398.22955694;289.29965828;436.11973382;;;;;;
353.76902115;444.9796707;345.44912745;503.34957945;;;;;;;;
251.55901056;252.96932232;207.91996368;308.16954168;172.74975432;308.16954168;216.44951328;410.67940056;358.71981288;472.4196048;;
300.65970194;304.70977095;281.20982474;305.82943157;234.43963179;416.81902223;252.34922986;524.07972539;427.09981366;601.78974089;;
;;;;;;;;;;;
193.52924296;256.0196768;331.49954632;341.45902976;302.19921128;355.0697676;306.97921368;415.82978168;;;;
195.98900976;430.86981321;;;;;;;;;;
288.6895578;390.72972792;344.27975904;412.44912156;;;;;;;;
218.18952558;253.77953562;190.2197466;525.57994125;;;;;;;;
237.45975255;458.29958005;217.1599925;463.87900555;;;;;;;;
119.50912161;365.8491111;;;;;;;;;;
288.5895015;326.1292103;249.9095679;403.5199752;396.4892534;426.4091907;425.6297713;536.8893989;;;;
224.07969003;349.65942515;347.00985585;372.62991052;;;;;;;;
160.77908975;193.83994085;353.93902205;408.20942865;;;;;;;;
278.71990912;280.00976696;322.99976088;472.79907024;;;;;;;;
327.59997006;356.90968324;298.47911577;397.49951274;265.5098908;481.96986486;;;;;;
299.44965891;318.46955778;319.36967442;334.12981077;318.9492252;334.74962793;;;;;;
183.78915615;203.68987389;177.29910312;203.68987389;221.30912568;353.48964144;204.65986809;371.49986028;;;;
231.57968922;412.62923328;337.8595572;439.5599373;;;;;;;;
485.9293237;492.9995375;263.7296932;689.71999915;518.85980715;693.8495836;;;;;;
285.44968832;390.9593647;;;;;;;;;;
225.49924683;437.84962239;372.7699581;476.82976833;;;;;;;;
;;;;;;;;;;;
257.65930764;301.74993398;276.34942362;303.76956724;259.73922846;304.3598019;381.50940348;404.41964866;;;;
223.51919225;251.46962225;;;;;;;;;;
327.53971134;404.32918866;299.53950254;429.29936064;493.02970786;514.70995488;;;;;;
227.55984162;353.34959191;270.00993999;405.88922017;;;;;;;;
245.80986724;277.35965347;320.06994892;329.20914601;296.21926197;335.88912977;251.00994399;348.23993407;;;;
227.2491606;412.8293862;203.4894246;452.5196676;;;;;;;;
278.43958272;331.32926112;295.5393792;346.49961216;299.46925632;346.49961216;;;;;;
280.99959415;465.8693476;;;;;;;;;;
;;;;;;;;;;;
140.29938176;201.19926016;224.34952928;249.72909824;221.08972272;427.65929888;;;;;;
157.5091342;202.95954096;189.22921622;214.89938316;250.59941258;310.28973536;287.03913942;310.28973536;251.11986724;457.58926752;;
164.66948274;204.02951982;268.80962178;285.55920078;147.749952;302.229207;457.98948552;479.2196997;;;;
468.9594177;502.94928336;399.79921314;534.94946436;352.02986052;572.82911874;;;;;;
327.20917544;329.4396108;284.70949272;518.52922344;448.94903976;532.9790764;531.73951048;532.9790764;;;;
253.889615;335.32915;;;;;;;;;;
;;;;;;;;;;;
552.42916818;560.06969442;592.47983688;620.24968038;558.06987144;644.43975204;;;;;;
216.9791946;293.64939;269.289783;328.4598186;;;;;;;;
177.69945622;381.41980186;;;;;;;;;;
223.1690656;311.62931384;244.41925456;358.7498512;334.85929152;391.21916912;;;;;;
218.76930838;262.42998022;189.89943882;348.61919076;185.9194167;348.61919076;239.44948054;350.29983434;;;;
224.70977184;240.30901632;269.56907856;291.20918736;263.02913424;385.5792264;220.76903616;385.5792264;222.4599192;421.48903056;;
207.2895792;209.44917708;595.51905831;597.45991239;;;;;;;;
264.23960517;272.67994872;319.68930948;497.66928385;;;;;;;;
221.19981676;410.68943664;;;;;;;;;;
204.9091848;211.63981104;465.78988448;469.94966144;;;;;;;;
295.7494827;310.30959561;313.46966679;401.26907646;282.02985678;428.91919959;350.56902237;454.02987273;;;;
494.0192844;512.88918744;;;;;;;;;;
393.1797441;393.61900656;197.67906366;463.12905366;;;;;;;;
238.07987775;346.609692;303.69950325;391.38957;;;;;;;;
329.56972521;345.77996718;250.00936002;395.20998957;372.50938182;432.67995066;404.74963224;501.22941912;;;;
198.31918872;316.08972021;437.27951401;461.46909164;290.55929412;463.53960653;;;;;;
300.12927906;312.55999294;330.72994734;397.80968162;414.4499008;417.57994382;;;;;;
338.34950366;503.6995518;465.25994655;505.40995376;;;;;;;;
237.93993795;375.0890913;458.68934535;480.6591039;;;;;;;;
;;;;;;;;;;;
236.17946598;283.5696407;238.26915234;387.45918646;329.6096026;403.53999162;476.16906688;499.89908214;;;;
236.28965958;358.61986368;;;;;;;;;;
395.31990771;435.14957928;392.19904503;578.16978258;;;;;;;;
237.57955585;402.3092775;243.7290778;432.5290606;244.1290943;444.1997859;;;;;;
318.36925068;492.38929818;488.69992704;500.69939478;497.99983116;518.39999796;;;;;;
263.93924536;327.18957432;204.25941004;339.51946952;;;;;;;;
144.6996349;185.3498685;293.0894801;368.4594976;225.4994351;368.4594976;289.3492031;490.4995331;;;;
315.6796682;317.5298798;342.9097866;388.3590245;363.30993085;416.81968975;;;;;;
421.15999393;478.26946349;363.95916193;478.26946349;400.91924119;499.73963689;;;;;;
319.54939236;353.8295442;244.04906376;372.1098312;;;;;;;;
108.5296706;122.7897767;;;;;;;;;;
316.55926672;317.38905632;308.15901344;341.56922464;245.3195936;368.45937648;;;;;;
248.70970546;272.2890491;;;;;;;;;;
398.97982986;438.63981925;410.92999915;494.06935935;349.42984037;509.62903218;;;;;;
145.71924624;342.88913628;374.74999488;550.38909348;;;;;;;;
368.07933863;393.85948112;251.47928664;453.65959977;214.41940077;453.65959977;;;;;;
195.88952383;274.55918945;217.46912642;286.88982049;352.2096214;545.97981802;;;;;;
369.41975664;432.17932032;397.70959536;515.29923456;563.68974816;604.00958112;;;;;;
299.00995992;319.98965292;;;;;;;;;;
165.3797115;320.4895275;280.3599675;501.769296;;;;;;;;
145.10968416;176.30990181;;;;;;;;;;
217.1591079;315.27905374;222.54986282;346.64957408;340.95987552;363.39921038;301.4299523;365.51917018;;;;
321.18968304;331.34959218;294.47995386;343.8598473;314.20948014;362.3999352;378.80906898;391.81910466;;;;
307.80942504;325.00924755;217.51901665;351.29937271;212.1598453;390.7197151;;;;;;
340.91949824;431.42970176;396.63909952;448.84965888;;;;;;;;
254.4994902;433.719254;394.9994792;470.4294626;187.9598742;488.9498496;356.879763;498.489715;;;;
191.63986128;298.58983056;272.89982496;464.39989008;;;;;;;;
355.76953401;424.36986922;341.87964624;428.87950952;310.60954606;478.27914629;;;;;;
356.45995108;419.86913331;441.20955754;480.01948213;265.61934672;519.11950171;;;;;;
339.34981908;429.02975664;237.9799512;474.70946232;;;;;;;;
346.94994334;412.22958315;378.34934291;444.08916244;278.43921259;526.92937836;;;;;;
308.78952342;342.90969741;;;;;;;;;;
437.3394292;487.47925504;396.94949872;499.94973576;;;;;;;;
192.33973082;293.25912306;270.91966424;431.99972966;;;;;;;;
294.65971272;310.76958432;296.21940084;365.73946524;;;;;;;;
247.04919837;268.60910778;383.60920156;392.55946028;408.64965674;487.94906823;316.49915219;511.5895551;;;;
182.8696674;279.40972956;254.7494726;388.15980876;;;;;;;;
208.0693372;208.7097801;205.0395869;352.379241;382.4994353;391.4598225;;;;;;
303.95976849;356.96951801;296.20967502;356.96951801;;;;;;;;
241.26918336;351.20909142;374.44988454;405.09938025;230.58949509;405.09938025;;;;;;
399.48996966;414.7397193;383.15930274;432.7597986;388.4498562;549.46915878;;;;;;
354.7298132;358.07953328;255.34983481;380.48920021;356.34924052;500.60992471;416.59965781;510.88972466;;;;
309.5094138;349.35991712;294.31980903;356.73982377;;;;;;;;
135.68966685;271.7299759;314.21973395;366.2694167;;;;;;;;
274.3698555;325.69932132;246.48980679;497.57988648;;;;;;;;
338.44946912;350.02903096;;;;;;;;;;
252.579168;292.509198;;;;;;;;;;
