6.5099349;12.2098779;17.6198238;18.1098189;2.0299797;19.3098069;16.8698313;26.2297377;8.99991;26.699733;31.1396886;32.2696773;24.7097529;32.7496725;22.6597734;33.9396606;15.9398406;37.8596214;35.8796412;44.2495575;6.6799332;44.799552;16.5098349;46.1295387;23.6597634;51.7194828;6.3799362;53.8194618;9.0299097;54.5894541;5.3699463;57.2394276;70.2792972;94.0690593;1.9299807;;;;;;;;;;;;
10.53957152;15.78936568;4.02930698;23.57909262;13.4293573;23.68904642;7.43987394;23.73902542;15.84934048;24.2997898;19.06998724;25.139437;14.94971848;27.97924378;6.17940356;32.76923114;4.74900458;33.09909254;5.59964716;35.7999577;4.72901298;37.9690463;25.539269;39.74929828;20.60934044;42.54912186;3.77941198;46.76934862;7.81971434;47.33910922;44.43932764;71.21907542;5.17982356;71.419991;26.089038;75.55925178;2.83980678;;;;;;;;;;
7.77957548;12.219621;6.94994068;19.66934168;11.719841;20.54995404;14.51960856;21.09971204;8.46927188;24.1193828;12.7094054;25.46978836;8.79912668;25.65970476;2.95969716;28.79932272;7.18983508;29.95981188;27.74978472;35.9891578;6.48914352;40.87900532;14.81947656;54.06919908;47.1492452;68.4998468;6.19927112;71.58948676;4.79988712;78.06963424;24.8990396;82.39972816;78.33951544;92.9190976;2.92971036;;;;;;;;;;;;
7.48995282;16.0698801;13.24953372;19.44970008;9.06946668;22.84950126;9.55900608;26.6699067;5.11918344;32.7591774;4.13910558;32.94999786;4.44981324;34.28973732;27.1894179;39.54978822;26.8597281;46.88988204;15.93900324;50.50947642;6.0493083;52.80931254;27.70992816;58.6398267;39.94941222;60.25930296;7.05935796;63.66909474;1.19987106;;;;;;;;;;;;;;;;;;
2.1092193;12.67930692;11.80962882;12.98919222;19.92962331;20.22951231;2.4191046;22.48967574;14.86949625;23.71922064;15.36931125;28.4694624;28.6993773;29.75998473;12.24946602;32.18908563;15.71918175;33.94943406;8.65979469;41.36968755;5.86982736;41.99945445;12.98919222;43.02907335;7.52921316;45.04932558;3.25979343;50.29938234;20.88926811;57.96954333;8.93969109;58.82922513;19.73969361;65.13988932;11.77963992;71.16965748;1.4194746;;;;;;;;;;
9.03974932;11.73947985;8.60995142;18.26940934;10.55903492;21.20902707;13.77952058;21.689801;18.70920254;21.9096976;15.05991851;22.8492558;8.23912579;23.2590631;4.97965846;25.27911323;22.3694814;32.12989185;3.87917593;32.30980725;4.84971956;35.00953778;13.19979318;35.84914298;16.73912891;37.31945161;17.75964904;47.91946726;24.06968193;55.28900195;40.41999367;66.16988553;29.00935919;89.27901913;1.599248;;;;;;;;;;;;
15.96909456;22.23906432;6.07918368;23.56957248;12.34915344;24.82916016;8.53942512;27.019704;3.79973952;27.2594352;18.74997648;27.5291328;5.35999008;32.94905568;9.5093376;34.10975424;14.1791016;34.29954144;8.03998512;38.88939504;18.379392;39.91924032;11.09955456;41.72921088;39.42978912;55.20909648;8.9699424;57.57943872;31.4197704;60.33934416;1.70908368;;;;;;;;;;;;;;;;
3.019094;10.4898521;15.0394868;15.9392168;6.0691787;23.3999779;22.5192422;24.4096749;7.3897824;26.2891109;6.6490047;26.6899906;26.7899606;26.9998976;28.7193816;28.7793636;14.0297898;28.9493126;23.2190322;30.7897603;19.5791245;31.6495023;3.9997997;33.899827;19.6391065;43.8698351;27.8696366;51.9494105;34.449662;56.8899279;3.269019;66.759966;64.6296053;82.5492278;39.6790927;86.8799282;2.079376;;;;;;;;;;
5.97973656;28.02926616;9.67962366;29.409359;5.61923474;32.29936528;11.69983192;33.0693013;23.22989844;33.92911312;17.14930126;34.55924234;18.82997872;35.22931636;3.7997491;41.12916332;2.73921466;41.84916834;17.51978928;42.06986336;19.23941292;42.22964256;31.37963626;44.1190316;22.3890604;52.74910564;7.98995862;56.97925996;30.54978304;62.99993994;82.01965646;107.09999776;2.70925606;;;;;;;;;;;;;;
6.41930276;14.45992428;10.34965132;16.69998306;4.19923558;22.06972682;11.38921452;23.63906742;22.93936142;24.6696344;5.86953376;27.77932778;21.19909264;28.94983596;9.75989912;30.37923536;3.29961358;31.42979394;11.73906752;32.63928574;19.15994944;36.8195293;2.75984038;38.0690043;19.22992004;43.61967204;5.60964296;46.83931922;23.40916402;49.8990336;13.5293153;57.71974752;62.58970128;62.64967608;59.9198231;63.27941148;62.26983568;66.82991964;45.95968882;76.02905438;1.3794204;;;;;;
