252.389164;259.1991295;289.3693935;383.069095;239.1994285;403.049286;247.439477;486.0594585;196.299865;516.0599855;;;;;;;;;;
212.50995735;245.51931381;326.09952533;331.68999484;237.92935494;331.68999484;282.61952276;340.67979384;163.82970182;372.66964782;385.9192285;419.00959194;325.45937261;458.79982536;;;;;;
226.48975272;228.77998308;246.1898835;262.03970034;181.9093023;311.60965176;356.86985994;368.2696347;302.3390601;501.8696991;;;;;;;;;;
213.78995365;266.2195788;93.35952465;273.2797662;186.97945;277.89943125;183.40921935;277.89943125;185.7596783;340.20959875;346.9496695;381.1698457;;;;;;;;
119.55954582;206.61918354;198.24943941;281.85949935;234.10955799;288.1499643;238.30982109;319.50994284;203.459553;332.39968641;202.64928948;413.12914038;;;;;;;;
112.56961598;174.38981501;246.93983363;285.75956299;255.22992162;329.51974884;244.69908014;347.75974222;235.39910325;362.72909541;;;;;;;;;;
202.969055;239.029845;165.21975;256.34981;242.42976;265.62918;247.789825;271.409135;223.28994;271.409135;139.169655;295.47918;235.209045;312.249905;216.329915;454.14984;;;;
251.50935348;284.48966097;170.3793663;311.70928797;254.06954829;342.22917366;284.08960026;355.65978321;338.14913562;384.28979373;154.34981514;414.87942366;;;;;;;;
176.5198068;203.2894644;217.6096968;263.4798828;198.0498272;305.599602;212.639566;314.6792136;;;;;;;;;;;;
156.11933685;194.6791391;189.2792941;233.70921876;241.22973016;277.83969747;188.40942816;351.26973515;282.44920152;399.93902903;340.81956239;431.8697852;443.01997423;476.74936968;108.08918826;482.88948434;;;;
170.86965516;223.97974888;225.96991624;320.929473;292.78938572;359.92955988;192.64959916;428.83910472;348.4990856;447.98947016;183.82972092;450.59906712;;;;;;;;
245.9299008;252.25913696;177.06933344;344.25990688;309.95987648;387.43960096;;;;;;;;;;;;;;
241.33918368;242.72935932;224.59939642;306.73902882;274.47952406;409.9991637;330.54994154;425.60979986;312.68980176;425.60979986;;;;;;;;;;
179.5394133;181.12955852;300.77979226;364.56934676;273.47915412;388.9995791;;;;;;;;;;;;;;
132.72957706;189.05967719;238.37937742;248.2098024;203.18954969;326.75999466;354.75994832;362.13921226;;;;;;;;;;;;
138.33962838;176.97903192;201.6190278;218.24937756;248.21915292;259.01949474;127.29965616;282.71993976;214.91951346;289.1290545;136.589328;320.15919438;240.329322;337.179942;106.20918558;377.90912232;401.47976754;413.69991948;;
238.43954354;253.03940717;170.52991252;300.83924717;162.04942424;311.73960235;192.60945528;365.74943823;351.40948623;415.759025;344.46954696;421.73997998;;;;;;;;
168.4895528;196.15991032;218.87945632;220.99994728;122.24965304;241.80995168;187.13907584;312.9098836;;;;;;;;;;;;
199.38942009;237.05955063;219.42905929;286.64967373;97.81998583;286.64967373;385.98959833;401.35964232;335.23981085;401.35964232;266.13998124;408.45934318;;;;;;;;
250.2098424;310.3592064;171.9491784;314.2891104;301.029654;324.2299812;238.0192008;327.0295416;99.369012;343.7594208;240.6699012;387.3297504;452.3398896;465.8891268;;;;;;
242.8797735;264.879108;227.99907;314.5494105;281.849256;331.4996685;269.799894;360.649458;349.2693945;382.9093515;261.6499665;385.1390205;244.999053;388.2895965;151.9596;399.2191515;;;;
