;;;;;
492.73952958;673.81900904;;;;
;;;;;
314.60956794;497.1297184;;;;
452.6697669;472.13936232;542.23985052;581.58925974;;
;;;;;
;;;;;
;;;;;
214.10909455;282.17921304;;;;
675.72930036;687.61909632;;;;
;;;;;
473.56918376;478.35914552;553.14996728;615.09959568;;
438.57966048;592.25973288;;;;
482.1492585;512.03955894;;;;
577.4791176;625.4994168;;;;
592.5099573;603.47993871;599.94994017;754.48906962;;
;;;;;
701.7498929;734.02921313;;;;
434.6590674;666.80965386;;;;
;;;;;
354.19964481;478.35996879;;;;
247.06985435;442.1391678;;;;
375.3592381;538.40972334;;;;
;;;;;
;;;;;
568.21967898;757.19984071;;;;
;;;;;
491.89973544;568.97949366;;;;
616.61916926;621.72968874;553.49936848;629.75936566;;
;;;;;
298.14909712;354.78994698;;;;
313.71976944;447.18939936;;;;
678.61966704;824.35929016;;;;
200.2295414;252.35931076;;;;
684.31969302;689.21911389;;;;
414.3292056;457.8195051;;;;
642.51963605;694.34903343;;;;
;;;;;
477.83985585;535.93977913;;;;
;;;;;
492.5695884;667.91958762;;;;
;;;;;
380.03932554;523.25989457;;;;
667.33994115;670.0998411;;;;
;;;;;
304.41992546;356.75971184;;;;
;;;;;
159.90946186;353.54934216;;;;
268.4997408;363.2890752;;;;
;;;;;
;;;;;
502.0898989;751.3192374;;;;
437.57946067;558.14930138;;;;
;;;;;
358.899525;554.37989004;;;;
228.05945856;327.12910848;;;;
427.27922094;471.53927392;;;;
468.40970085;470.8296957;504.7096236;584.38975595;;
312.25986644;366.80958138;;;;
;;;;;
;;;;;
;;;;;
575.76907062;578.10965544;;;;
378.80983206;521.83955934;;;;
;;;;;
216.989178;359.5193112;;;;
535.26956232;544.449726;;;;
;;;;;
;;;;;
419.54958554;562.23927715;;;;
554.48973915;565.1193119;;;;
;;;;;
;;;;;
430.90951949;537.66950322;531.34959815;571.15913854;;
;;;;;
;;;;;
527.6490464;554.4991949;;;;
489.53928884;494.08944659;;;;
;;;;;
400.56972976;414.919293;387.3399162;539.75981864;;
;;;;;
548.01930436;555.51937804;;;;
;;;;;
487.0992042;492.79932254;;;;
;;;;;
447.57929487;538.9999848;553.40956227;648.13970148;;
372.289519;574.2191;300.6496066;616.2299024;;
422.99929077;524.08909812;432.90929731;524.47910739;;
450.87981312;476.279122;356.289582;582.899086;;
337.03957144;469.30991822;;;;
418.9697064;430.82947824;628.06977324;653.24991424;;
342.89944557;403.33959207;;;;
;;;;;
;;;;;
;;;;;
665.56982576;760.23995802;;;;
418.009683;667.33913064;;;;
;;;;;
;;;;;
;;;;;
400.539656;519.75904992;514.61908784;597.86933712;;
665.029143;732.6192192;;;;
295.589639;548.3899076;;;;
442.67933065;684.43919685;;;;
375.30976188;453.319857;;;;
382.6293915;418.66957725;;;;
;;;;;
;;;;;
272.72970914;549.2094408;;;;
321.14911225;467.81910218;;;;
;;;;;
455.87962927;697.16989823;;;;
;;;;;
;;;;;
683.04997992;769.97932308;;;;
416.70912492;496.62933804;438.90928686;500.91976044;;
292.19950206;440.77995882;579.91996548;593.8096068;;
;;;;;
404.24937819;462.13941354;;;;
;;;;;
;;;;;
357.41997522;410.93917347;;;;
;;;;;
;;;;;
308.32984536;507.42971816;627.33992064;695.60985104;;
445.64987535;642.3395469;;;;
609.80969469;679.80931305;;;;
;;;;;
244.30950747;455.72927337;628.75973592;744.31911114;;
419.77944852;669.91952592;;;;
;;;;;
;;;;;
555.30974565;568.43946555;;;;
567.24927168;572.05950528;515.6798064;572.05950528;;
;;;;;
;;;;;
;;;;;
305.22936119;365.02930656;;;;
;;;;;
379.53927015;505.7193525;;;;
416.33901945;515.33913672;;;;
609.9997551;668.55977092;415.23954734;686.3892245;;
510.7798696;545.48976768;;;;
;;;;;
491.46904465;584.73953825;546.3396104;606.65985835;;
;;;;;
427.93948736;523.42907;;;;
460.4194057;641.74912658;416.64927594;702.52913554;;
282.63967236;302.28953784;305.8295121;534.90993612;;
381.06967585;487.98927009;;;;
;;;;;
;;;;;
;;;;;
;;;;;
408.6599944;465.42975183;;;;
389.8393482;557.18952576;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
568.75937804;597.01907178;803.629451;807.39966262;;
482.63914819;581.09998746;;;;
;;;;;
;;;;;
;;;;;
230.88934154;326.17982453;;;;
