10.90983052;13.91995466;18.61909844;30.5997714;18.29904218;35.6099979;26.75909628;44.49978486;25.92954236;61.60933446;12.43932056;62.8197653;7.52979712;67.9895214;25.4998095;75.78952178;5.2096385;;;;;;;;;;;;
13.9392116;43.3993184;35.6398706;46.1797622;31.7096568;48.7092562;18.9092174;57.5994778;13.4293136;71.4197132;9.6090778;72.8194332;19.4691054;91.8396284;16.0397914;96.7996362;80.5898788;107.4195118;6.9896018;;;;;;;;;;
13.46903616;29.74945368;7.99923978;41.91977562;43.80935982;45.14906502;38.52952164;45.40900782;2.7293994;49.8090396;5.10987558;67.56913152;45.03908922;95.0890758;39.22936764;120.37951068;1.899582;;;;;;;;;;;;
15.7798323;20.16977805;5.3398521;48.25943775;6.87907995;55.51907955;62.02958385;65.84918625;37.2591027;72.69929955;63.45993705;83.06936025;21.3893739;90.8294259;27.33952335;96.98933385;22.12952175;101.66994495;4.1092689;;;;;;;;;;
26.2099352;43.34942112;37.67939488;48.32960744;9.54925592;49.14985;14.51948784;55.59930576;25.45937344;72.38939224;63.3995736;76.65982984;58.09985104;86.13940496;50.74952208;128.25945768;129.21906184;129.44900848;9.30935488;;;;;;;;;;
13.75903712;17.70957272;18.35901683;49.77974139;6.06945924;50.96989012;12.49905569;51.68916693;5.01997352;64.47952474;51.89966264;76.09968602;56.90966006;82.91934798;4.4692928;86.74917277;67.74969032;95.47925788;110.03937583;124.81996559;2.27953885;;;;;;;;
7.4494233;44.2190895;36.5199537;55.7697909;10.33909635;63.1892487;41.46925545;66.87999945;9.94954485;84.2390136;29.6798289;93.8299713;60.16972515;96.57980535;42.4491273;103.86941265;36.26924235;105.60940935;65.50957725;136.77952245;2.1295482;;;;;;;;
31.37909787;34.14957489;50.40989802;50.66956782;40.26979233;65.55963339;38.17945044;68.86942461;13.80943971;83.56973148;14.92901604;87.62956893;85.77992097;87.95914983;25.72928226;90.42900912;16.4590704;95.079096;17.14919283;156.19937454;7.03904904;;;;;;;;
20.22912892;21.14913424;22.40977128;31.91948968;24.42958752;35.53957576;18.529966;41.9096886;3.86981608;43.60985044;54.27931496;58.51973036;45.53976388;65.3493464;64.68906028;79.78973392;10.039146;86.00900984;3.20952996;;;;;;;;;;
7.31956364;16.92954864;20.38914324;38.8093628;1.23906404;50.56998756;28.8998458;57.01990996;17.21909624;66.14964532;1.11925124;69.98964556;39.27962804;70.14939596;38.33909756;71.81978608;55.65903624;82.35931872;35.7990662;82.83956836;62.37953588;84.27931884;1.11925124;;;;;;
