8.6199908;10.66947822;9.60939852;40.07997108;26.73988832;58.47957038;13.45952836;62.15949024;57.80967964;65.65924632;15.1496836;76.19932514;6.45902082;76.83935448;4.79972236;98.50977246;42.94965162;103.06960824;84.89994172;122.41979544;100.3094195;136.17992856;2.82986534;;;;;;;;
13.08966568;25.80953856;12.91976088;30.05915744;10.269246;37.98971384;9.1298844;50.98942992;30.73977608;55.32999784;12.55996248;63.989146;60.97983216;70.04975016;49.38932648;77.50957032;9.9794084;92.71904824;26.8799388;97.27949296;6.76920712;;;;;;;;;;
35.64935766;42.81935643;11.67982119;43.67979621;16.24953501;47.31919695;28.0790847;56.65926078;38.10989601;62.98978176;28.89959688;68.54970006;63.03969126;88.3497969;23.90964507;97.89948063;87.80977611;102.63988494;92.80970982;121.06946691;7.49940147;;;;;;;;;;
19.38907692;33.7794543;33.6894957;40.94915472;29.40946542;46.16975214;24.51971574;46.65952674;21.33917946;49.75910028;16.32948498;51.47930862;38.77915338;53.40942036;12.5792109;82.43906058;52.87966416;97.62906996;2.049057;;;;;;;;;;;;
29.9893468;44.81977024;21.73990504;56.3691884;13.1499816;63.0090804;24.45976456;68.57960032;23.4093636;69.5990484;19.59916392;71.16965744;5.70930864;72.17912072;33.58986568;72.6194504;7.28990248;78.81901272;13.12901352;100.39916096;2.24957544;;;;;;;;;;
21.08954982;35.60997771;21.19948492;43.94905475;16.31936589;46.38961397;11.76905216;50.63910529;9.47940385;56.42968683;12.77945567;72.86998133;73.43964503;80.07972507;8.27911244;95.45964556;90.80939083;107.78936673;4.59928482;;;;;;;;;;;;
4.66985088;25.63920054;27.91915128;33.9693669;4.14909054;42.17958846;7.63948422;63.90958806;68.28957234;88.45929;71.28919188;92.33950428;68.75935614;93.29906268;31.28960016;99.3592737;35.73955224;120.8193975;3.34945854;;;;;;;;;;;;
5.13924149;7.09999227;16.86983695;58.50936178;34.20941633;83.66900569;13.51980548;114.44960148;26.07918217;158.18950329;3.68912367;;;;;;;;;;;;;;;;;;;;
18.3197584;20.39975712;13.0099728;23.11952512;15.58901152;23.7393328;4.94947872;30.98938592;6.63922816;31.90961568;26.77948448;33.7999792;7.49957312;48.26914496;14.67976064;93.7396736;13.049896;100.74918944;5.3996128;105.35932096;16.15991328;109.76983648;2.20974912;;;;;;;;
3.46925117;10.93903545;14.23915192;17.00997627;22.88989437;34.82980928;15.84991121;48.37948857;55.53985584;66.05903927;50.78916059;74.13969829;71.70913316;120.84972788;42.01902894;147.33920663;1.46948207;;;;;;;;;;;;;;
15.69939184;20.87901464;20.239912;24.76946472;24.60993832;40.5994688;11.21969112;46.03931904;6.50967416;63.46957232;63.33995712;68.84960016;5.92939688;75.999374;56.10942304;92.19927992;12.76909128;93.54927208;16.08923448;142.58968152;4.25935488;;;;;;;;;;
23.13966294;52.49997684;48.85927794;57.92956236;18.99955404;61.01991144;7.22945916;69.40999944;2.12948424;87.81925086;1.74993264;94.16974842;20.45982888;130.32903006;4.7394009;135.6097914;38.7891747;143.82908118;124.18928352;151.31923236;1.72995624;;;;;;;;;;
4.30964432;8.67908944;5.77974732;25.6694934;7.23988352;27.2890984;4.23987672;29.76983492;2.79967412;41.42999424;7.06945124;47.60941024;19.7691478;48.58914668;59.77986972;70.839031;124.20925164;139.94981888;1.519937;;;;;;;;;;;;
16.1596768;20.9295814;12.6597468;31.7093658;6.8798624;41.2591748;14.4297114;44.9791004;8.4398312;61.20977578;3.4099318;65.91968158;90.17919638;97.43905118;95.59908798;107.43985116;1.8299634;;;;;;;;;;;;;;
