;;;;;
510.69999744;586.32940704;;;;
498.4694856;589.1799753;;;;
245.549558;347.009202;;;;
438.3499248;544.32918306;701.74920624;751.4499198;;
;;;;;
375.06916944;429.88964368;;;;
;;;;;
334.91990912;350.56908084;;;;
;;;;;
;;;;;
361.57991772;395.95912356;;;;
;;;;;
472.4498268;505.05988344;;;;
;;;;;
;;;;;
;;;;;
588.10986273;604.80922151;;;;
309.9897486;337.46979684;;;;
486.74908695;499.67914665;;;;
;;;;;
;;;;;
;;;;;
564.1993125;567.83918736;;;;
;;;;;
533.45989494;594.53915955;;;;
532.12997692;543.69963108;460.22921822;551.54991058;;
;;;;;
;;;;;
664.25932033;669.44970364;;;;
277.01995844;428.52920332;;;;
;;;;;
458.34902568;537.62940024;;;;
327.16925902;456.9190814;;;;
;;;;;
510.4893001;562.7395969;479.6199239;579.3398377;;
408.8498008;433.3698096;;;;
661.1592774;687.58978056;;;;
423.26906317;513.5294454;;;;
;;;;;
326.69967988;380.20913119;;;;
350.13919325;435.53955025;369.93926375;568.43946775;;
532.14973064;543.94901792;;;;
;;;;;
500.7099708;536.47953996;472.58909568;707.06971608;;
421.8793982;487.7796222;;;;
;;;;;
;;;;;
451.68963396;596.2392582;;;;
283.5196254;383.6897207;;;;
;;;;;
331.20935496;376.83949176;;;;
;;;;;
113.0790906;142.67962485;;;;
360.35979538;399.05927126;;;;
242.98949256;310.14970384;;;;
321.19934698;553.91992122;309.4097268;748.60995378;;
;;;;;
;;;;;
;;;;;
311.3196489;527.04977715;;;;
;;;;;
;;;;;
;;;;;
348.14968027;500.21908494;;;;
373.39941364;443.12974596;;;;
384.84990669;432.69985054;259.17913863;517.01961515;;
369.86978141;490.35984961;;;;
349.33937504;573.42979655;;;;
608.89940672;629.13966656;;;;
;;;;;
264.72904875;379.1798955;578.299875;677.4795195;;
;;;;;
372.59948309;442.02953174;;;;
426.57920899;547.27984685;;;;
;;;;;
550.15997295;626.87986095;;;;
293.39972226;490.09938084;;;;
405.25959474;575.01942498;;;;
;;;;;
;;;;;
300.13952322;331.44951032;;;;
;;;;;
431.53966393;584.97917052;;;;
;;;;;
327.70958385;420.9693081;436.6096119;617.19998505;;
387.5093274;467.4093502;;;;
;;;;;
378.02906076;394.53956126;;;;
313.1393328;578.8192466;;;;
558.19950568;773.46978944;;;;
;;;;;
;;;;;
