275.35921996;362.31937368;225.35976452;385.90961244;398.77907344;471.75949832;;;;;;;;
212.13902536;285.8991084;193.30927016;419.30980104;301.20989256;420.25919216;357.90958512;503.12987344;;;;;;
199.98906879;341.46984354;204.23972247;390.67933422;450.51944658;478.27928547;;;;;;;;
;;;;;;;;;;;;;
441.48939105;473.5397721;419.9795511;473.5397721;419.4197019;475.57908195;384.30986325;491.5791384;557.4994104;560.27992905;;;;
319.66998435;368.69922639;271.95951042;399.08935071;;;;;;;;;;
191.38944307;200.93992885;;;;;;;;;;;;
283.14954151;489.26914883;374.75947542;511.38959872;285.04937175;524.96979282;361.62929363;564.86922129;;;;;;
325.46973294;369.05982444;357.719025;372.29920992;324.04967446;403.29955858;480.1794005;646.31935872;;;;;;
200.14966092;379.79943144;412.67917768;440.12925022;;;;;;;;;;
409.9497776;419.45953896;437.6990508;446.44907384;434.36952416;454.00977336;298.92951616;473.73980104;;;;;;
248.46911292;268.28971288;359.03959616;529.21928136;;;;;;;;;;
;;;;;;;;;;;;;
263.76954744;455.26997292;;;;;;;;;;;;
260.07915744;354.32975988;196.26902928;368.44980516;382.82977764;420.23930004;;;;;;;;
177.3598071;188.4497811;258.6593625;348.1296483;;;;;;;;;;
230.019125;344.179455;;;;;;;;;;;;
312.56975141;375.58926535;;;;;;;;;;;;
307.30944648;362.33963937;348.13916661;498.41950107;353.41969134;540.67906323;366.55906575;540.90952803;;;;;;
293.98930228;316.68942862;424.05920892;456.84927881;216.89933773;461.56923558;;;;;;;;
240.35974917;299.18910036;320.65930887;321.11924907;453.21907386;493.91978208;;;;;;;;
240.28953845;348.4799305;239.6397315;455.0798239;;;;;;;;;;
181.68996911;302.80905746;209.18956695;369.02950071;391.94911821;478.26981956;;;;;;;;
151.8893764;410.6196938;;;;;;;;;;;;
167.71970446;178.19982873;237.9392169;301.34997354;233.62965164;338.8398167;;;;;;;;
320.4193031;335.34989683;288.76903614;383.80977453;462.22948083;471.81991402;;;;;;;;
282.01916853;465.42909501;422.71968717;465.42909501;432.72945738;504.57905586;;;;;;;;
220.68976314;356.96913252;232.4993825;481.9795904;183.45987814;603.71981516;;;;;;;;
317.07995705;353.79912705;269.85910443;401.62931941;;;;;;;;;;
345.74941634;394.35990344;282.52995289;427.5795533;316.00989189;451.50926519;442.09911735;451.50926519;;;;;;
302.85935991;422.10929457;;;;;;;;;;;;
183.70983132;293.4997316;403.38953988;437.93972444;;;;;;;;;;
289.44965655;296.379898;212.28944055;329.54940545;;;;;;;;;;
297.67976448;346.39928064;;;;;;;;;;;;
214.97943996;270.75913146;260.08996248;273.92991966;244.06923996;333.58922082;343.33915212;355.19906358;109.69957512;359.7293151;;;;
318.51937164;424.01956404;289.47979008;435.2398938;;;;;;;;;;
172.18941744;272.82936536;266.2991692;278.6190944;323.76998184;440.33926536;219.87960824;494.07937576;;;;;;
251.75964122;326.2498594;235.58995658;477.1290992;;;;;;;;;;
319.3498653;363.62964;294.5499654;415.6898145;329.9092638;425.6597586;394.8099855;458.3794563;;;;;;
189.479115;353.759385;236.7995175;451.989195;;;;;;;;;;
336.07929611;407.85980684;;;;;;;;;;;;
436.41972504;442.29919617;351.57953259;458.46939411;460.98943722;476.05965381;;;;;;;;
246.57955686;293.80913874;287.97908022;383.13966366;;;;;;;;;;
196.17908982;301.92996693;205.51964496;409.20919164;243.08956404;562.42995738;;;;;;;;
221.85946396;328.06989399;;;;;;;;;;;;
274.4898189;281.2190392;334.57914765;357.9294048;;;;;;;;;;
312.3990548;322.52967712;245.94910816;377.41999176;234.06959324;516.71953648;;;;;;;;
273.5592474;487.47955828;308.04983739;491.38964905;278.77956673;519.51935398;;;;;;;;
252.08998584;303.7896218;400.86989516;444.22976122;369.2491348;552.169079;457.08975578;552.169079;;;;;;
327.55957104;476.03944908;367.63975716;487.71986484;;;;;;;;;;
250.63995996;332.52964608;;;;;;;;;;;;
172.39926132;400.9899465;227.86929711;475.87982598;342.66989952;479.24950554;;;;;;;;
193.82902953;284.74973736;307.06985874;321.50937178;322.86977395;326.43996141;293.74962626;379.9897965;;;;;;
223.52934753;307.47907191;339.53945832;426.09961662;;;;;;;;;;
351.56;365.25985375;346.72904625;535.549725;;;;;;;;;;
223.03916352;329.75981856;127.20953376;331.91943552;;;;;;;;;;
298.0992228;336.5591694;166.7599938;423.4691568;284.5295168;432.7095272;;;;;;;;
211.86978712;217.29925772;201.49954804;321.59983584;355.00974228;371.1697578;355.3391932;404.52989824;188.46981392;478.91911972;;;;
193.98971592;326.77975638;158.95914804;413.9891217;374.27934852;426.52998234;;;;;;;;
263.75904192;426.60919008;269.32997184;470.88991968;;;;;;;;;;
254.91992626;259.05995972;165.08999642;421.95959522;389.6396889;514.2998372;;;;;;;;
385.65979822;466.41970584;405.02918208;581.33960153;;;;;;;;;;
222.9595136;301.26952224;268.62946016;353.59936224;284.28910336;387.49927136;;;;;;;;
265.2897015;306.819657;250.7594895;343.129419;459.619461;472.019022;;;;;;;;
272.0790259;306.10907415;339.32933375;371.8194887;366.6898312;402.9599959;;;;;;;;
253.82962107;394.60916602;183.62987112;419.75926416;;;;;;;;;;
158.62933532;264.88951644;257.48931074;304.99902973;;;;;;;;;;
