149.40956376;201.78957046;109.93960884;208.24908906;97.95904884;216.49970138;105.41994258;219.0295963;168.19907536;219.0295963;229.78913756;238.25939348;88.02916136;251.27926706;244.13985168;254.23946376;215.58917882;269.84913506;262.53999508;270.88944702;217.99926814;274.4197187;210.0491682;280.25924332;244.45933328;283.13956962;198.34915298;293.1692951;237.08929212;296.1494594;215.08998882;303.20900438;172.8295618;320.27930562;182.3590989;382.37954;;;;
85.48962048;121.67946144;132.8998752;166.98947472;119.82950784;185.0497704;191.17934928;199.88995968;136.27925568;202.79943216;113.45953392;202.79943216;198.17949456;204.36941952;100.05973632;212.97912336;207.2096424;223.4091024;169.21931184;226.69944768;79.66968624;228.4296984;194.65963632;235.29925872;145.52902368;235.73948832;72.43903872;246.15957456;134.37983808;246.15957456;;;;;;;;;;
82.45997942;162.95929221;169.37920064;176.6099712;116.27922917;178.769604;135.67993049;186.71925233;138.67942049;189.03985776;91.21949005;198.90917969;199.60906069;206.27992645;103.82934601;206.27992645;123.97991983;206.27992645;54.74969097;216.53918208;169.15923804;236.3798086;209.15943685;237.9495417;124.83977363;244.59941103;94.25997308;265.31988795;244.45943483;265.31988795;;;;;;;;;;
103.28950425;143.81942385;93.8899144;146.7999767;165.7491339;185.95910195;178.6392001;197.32939615;146.8499692;199.45907665;192.8290713;204.689292;142.62960235;207.43987935;106.18906925;207.48987185;189.8295213;213.4199822;159.43908055;217.8793132;184.58930745;227.0199419;181.80972445;230.3794379;92.04919055;230.3794379;;;;;;;;;;;;;;
126.70926125;150.2192445;174.60924325;175.8893565;180.429119;190.989305;184.8890615;192.07984575;181.56954725;222.30967525;146.3399925;222.30967525;183.8593835;231.23953775;161.89990375;231.23953775;198.009474;233.84965175;217.609275;233.84965175;121.909086;234.319592;237.28989375;239.4899325;169.94975075;241.10928075;226.65986525;244.9296655;208.32920225;265.2199095;196.409083;270.23958975;202.75976175;294.95984375;279.6194375;304.12916625;184.10981875;319.92953525;;
204.73966836;209.04917178;203.90996226;226.80985062;222.78950226;226.80985062;192.75910974;232.46973798;129.15990144;238.49926686;112.9592688;238.49926686;217.23991116;256.94954574;188.04916134;258.01971756;268.41936312;269.42991534;238.3492242;285.329469;270.99989814;291.72963306;208.88919252;300.39931656;278.2397049;306.4099659;283.65912654;306.57988176;164.39905968;328.11944958;;;;;;;;;;
74.029077;82.5797997;81.3790854;119.4795567;42.169725;138.1390362;99.4197429;176.9790996;126.0490509;204.4398249;78.7590729;237.0896721;146.9592459;244.2590244;131.329998;264.4096653;82.1895426;264.4096653;187.8693687;278.1095859;227.2993092;299.609658;92.0896965;314.2897128;;;;;;;;;;;;;;;;
150.0998565;163.4894772;210.8792811;213.2696067;218.0292726;218.3790276;138.6698631;218.3790276;120.4296402;218.3790276;148.2691389;219.0195789;111.7197414;219.0195789;128.2791417;227.1598767;108.1992075;244.9394223;239.0895201;248.1491739;233.2995759;262.9597992;104.8295679;263.3595192;101.279055;264.6096435;132.7590036;271.2090207;267.5895561;286.889037;131.3399976;305.2591689;229.399308;316.6491903;278.8196895;343.519368;;;;
147.52931547;159.16997982;112.83903706;174.99948555;120.36976286;182.17964308;105.12953143;182.17964308;158.51978055;189.73933321;148.18950244;193.10918319;104.82990043;196.39913157;130.3694481;201.38998526;196.86955224;216.68914412;145.01940646;236.78939037;176.89914609;252.73974727;145.15923426;253.83939304;139.46924157;259.80904133;205.87945641;303.42932231;;;;;;;;;;;;
156.3694551;176.3594343;149.2197618;199.2596253;189.1797462;221.2090539;270.9992424;276.0896163;242.3894835;286.0895994;165.7692195;289.4392392;133.9596258;297.5796429;295.5992208;298.1299266;172.8799635;298.1299266;171.2990214;299.1595863;107.579964;316.2892887;102.6493821;316.5399624;241.7093688;330.649596;124.3890837;338.199768;;;;;;;;;;;;
115.479663;120.60976408;125.1291626;125.66901568;70.8594588;174.5491696;136.5199628;188.6192776;144.20962608;193.95993136;85.0493124;193.95993136;148.91961968;202.94983228;134.2198494;209.18957592;125.69994996;214.83957248;161.33923416;215.19980716;212.51950148;233.229503;163.96964584;233.229503;132.38973748;246.70986392;112.08986464;259.3390332;150.629986;278.78971016;171.46971192;296.6397876;325.89962496;353.1098168;;;;;;
164.4097676;205.56906073;185.84966304;209.83988471;177.10953447;223.86917245;138.07966899;239.05942215;119.30978658;239.05942215;75.91933202;248.94954139;219.30910537;261.09974637;193.81980653;278.61989911;269.60947785;281.73973503;210.88913899;281.73973503;243.60951533;336.88941769;;;;;;;;;;;;;;;;;;
78.12989778;101.9699967;86.77959774;118.44956244;74.0996289;144.6992349;133.6399614;176.83953078;168.61922022;190.81965078;112.32926562;209.03974146;185.68994532;213.90981612;208.25985048;224.51972862;244.22970066;245.93926962;152.86961646;257.94919128;;;;;;;;;;;;;;;;;;;;
120.54923842;141.07956714;70.5592668;141.07956714;120.79902342;144.64949436;109.17902522;146.79964364;94.79940234;147.56998058;131.83952042;169.92973464;118.31915794;186.6293606;170.72904664;207.20964632;107.69929888;227.71999224;81.19910866;235.81902108;186.8491714;235.81902108;182.74969998;235.81902108;87.5796167;247.41903648;82.2392134;267.3898468;128.2096448;276.41907498;;;;;;;;;;
158.47922877;177.01905071;185.53902059;188.30910925;184.1899255;188.30910925;183.86937811;189.77903373;150.06910379;193.17923268;122.70973497;197.95948301;175.79977232;212.18939051;116.29978576;226.30945311;148.59917931;227.82930709;143.12990188;238.96957713;60.31982895;251.59974345;163.5091266;267.26961773;296.80990711;301.16975105;;;;;;;;;;;;;;
96.8694816;102.139264;145.3796752;151.5797112;144.4692776;171.9092768;170.6394856;194.3396072;164.179336;194.3396072;154.439968;217.86996;150.0994464;217.909672;119.989808;250.9093512;281.8797472;291.0998808;;;;;;;;;;;;;;;;;;;;;;
65.06952013;87.19970743;97.25933598;119.859404;123.80958768;174.94993189;95.3399927;174.94993189;163.02969515;177.99917902;121.58960038;194.87904658;91.20962171;198.52958175;86.60937;206.03970919;196.31954955;207.11983754;146.5490271;207.11983754;61.91972649;207.25920894;131.42922122;213.96994185;121.949975;219.72996271;175.2296702;230.86971961;220.86982166;238.81986247;123.21925025;270.96985792;;;;;;;;
94.139462;100.6794688;70.80931208;157.0096712;130.09910272;168.33908192;153.34904968;194.86942896;126.60977888;254.55924424;107.03926648;254.55924424;206.88997136;270.7790552;;;;;;;;;;;;;;;;;;;;;;;;;;
140.619655;168.519698;156.639641;199.3292855;183.4092495;205.9799585;154.4597315;212.219837;141.299315;212.309792;119.5192105;212.309792;147.6591335;230.9394725;184.289809;238.9294755;109.469238;246.8695035;178.8895105;256.329771;165.769074;266.1198735;116.839551;272.819522;203.2992995;272.819522;217.699096;291.3492525;110.2798325;303.909969;92.659647;310.3997225;242.3697545;316.849496;;;;;;
164.149686;171.339489;176.409414;179.369451;177.899922;209.639151;154.219626;219.069711;216.139644;219.749031;182.269548;224.069706;145.479375;244.529226;223.429347;253.049697;145.949904;322.769907;177.159663;325.989684;;;;;;;;;;;;;;;;;;;;
106.75947744;135.37982304;101.1691296;142.22954592;143.91902448;152.09997264;182.15931888;185.53927392;155.07976176;186.03923184;139.3196112;212.09991264;102.85960608;213.9590376;148.04941536;213.9590376;127.1499768;233.84957904;263.9697984;307.1897136;;;;;;;;;;;;;;;;;;;;
155.8993219;164.9593449;105.3499874;192.2692709;175.3299247;200.8598109;145.33995;200.8598109;90.4094401;217.3995971;180.3793642;220.8897537;177.3896565;233.7895483;133.5199663;248.3495147;161.3892763;257.3595927;247.0099898;275.6694297;115.2990314;290.5490441;92.5291059;303.4897936;160.2794984;330.0095897;219.2595489;381.919426;206.2898313;390.3890991;;;;;;;;;;
111.98961234;113.97930332;73.16921692;125.339572;132.2093363;159.22908076;167.6292233;181.63975638;141.5898774;181.63975638;171.5896748;199.03983814;104.8498399;216.5794075;211.95937892;219.41997284;135.90974306;222.67999732;103.16901432;223.94933448;136.3192388;230.54909064;85.31958322;230.89980232;189.62940684;299.09927532;151.3490277;330.31958922;168.8198496;330.31958922;;;;;;;;;;
