55.60945488;57.60942312;28.279869;64.8796854;68.2792338;75.6995931;21.27998016;79.58919336;65.24946084;84.45989136;85.05928542;177.67908696;180.74961474;192.44923014;9.74934816;;;;;;;;
13.59936964;34.64976548;17.43959064;36.62972358;12.1490628;36.87908858;30.77962068;40.34925192;9.20954818;42.48980108;9.65940264;47.96984632;48.41970078;57.87961142;5.38927638;;;;;;;;
26.3794724;35.9092818;38.9792204;86.78926418;34.8293034;89.89920198;98.67902638;107.40985176;27.49945;111.04977896;109.44981096;120.83958316;29.199416;137.57924836;4.4599108;;;;;;;;
19.8292709;63.5991607;34.1591149;87.0098947;6.6599846;92.1999726;26.7696654;94.6697751;54.0891737;113.7296651;5.039395;116.7093945;4.1392892;138.6592029;142.829427;156.1693542;3.6792573;;;;;;
9.56940448;25.21988864;20.20929488;64.3091168;27.24991376;80.87915936;47.85901664;84.70932;22.3992432;89.98978416;91.42909296;104.2299456;6.71977296;107.21950992;57.58934384;113.18964288;5.41939744;;;;;;
47.66903865;62.81940096;10.15997094;78.77909664;96.33954024;96.75963702;5.15962467;107.71998192;74.12916285;117.23985279;4.66984359;117.68981427;48.90941919;118.56982743;10.47952323;120.77981523;2.04971391;;;;;;
13.88919707;42.42920226;51.43911076;54.77924811;43.89965915;65.02963683;14.24959341;72.0693123;24.55971633;90.0891293;7.98944925;93.22915708;5.75937245;;;;;;;;;;
16.62949098;21.94961571;24.1896159;29.91936339;8.59909527;51.38976024;37.51925751;69.95998818;7.55913069;71.10931806;30.74954544;121.14990819;2.59991145;;;;;;;;;;
11.4191634;26.84932026;32.83970106;70.93970526;6.53917062;81.42976848;22.46983956;90.76904802;14.67938874;97.04909526;19.4490324;102.22959234;45.75941544;111.11959332;96.16925808;113.36992716;76.36947312;123.43928436;73.41960468;135.82991412;53.1399981;149.19989232;1.17935622
12.67900676;37.72974716;28.18931584;40.81943824;20.34986072;60.60962292;58.91962076;64.05946204;8.5697276;68.99977532;27.32935016;72.46956724;81.21986768;86.719857;29.37950036;90.909945;26.80957972;91.0695674;74.2294042;105.02954392;26.62900688;125.56995388;6.92960744
6.18981594;46.42999878;14.43963246;58.80963066;23.0290203;58.88912568;21.4096773;61.72935516;9.60908322;105.9099393;2.49967674;;;;;;;;;;;;
